CHARACTER	DIALOGUE
Pastal-disused Victorian broken-windowed, derelict	guttering... Dear Ol' Blighty " as if sung by a jolly girl in a long gone bar surrounded by drunken men... have is all we can see... figures inside... Through a smokey powdered fog we can see a up... A few unmatched armchairs in various states of disrepair -- a 60's black vinyl, a deco-patterned smoker, a 70's cream us... Staring... casually smoking a Davidoff cigarette, is MEREDITH, late armchairs - a picture of despair. He wears an olive green shirt, brown trousers, maroon braces... This is COLIN, aged late 40's... antics -- A grave-grey face -- Fleshy, bulbous, rubbery... Ladies and Gentlemen -- MAX WALL!
MAX	...Evenin'! shards strewn across a purple Wilton carpet... the white fur of a luxurious sheepskin rug in bits... Ripped to shreds... In DEVOTED TO YOU' by OLIVIA NEWTON JOHN -- `I WILL ALWAYS LOVE YOU' by WHITNEY HOUSTON etc. Leather' leather sofa... See that a chunk has been bitten out of it... See teeth marks -- like a bite out of cheese!... Moving the legs of a si deboard and see ing into the bla ckness underneath... We can just make out the quizzical, frightened eyes of a white poodle... We move on... Past twisted, wrecked Pompeii -- Like Max Schrek as Nosferatu hit by light... We stay
CROSS FADE TO	comes crashing through... Having run full pelt to escape from
ARCHIE	...'Ow's that, Mum?
MUM	`S gorgeous, Archie!
ARCHIE	Put hairs on your chest, that will!... Pananarama'll be on soon -- after the new s... Da vi d Dim bl e- bim bl eb y! Your favourite!
MUM	What is this?
ARCHIE	That -- Mulligatawny! King of soups!
MUM	`S nice!
ARCHIE	Whoops -- there's me mobilius! `Scuse I!...
ARCHIE (CONT'D)	...Who is this?... I'm not understandin' ya!... I'm not getting' ya!... `Ooever you are, stop cryin'!... Stop it! Listen -- I wanna help you... but I can't help you if I don't know who you are... and what you're on ab out ! W hat a re yo u on ab ou t? ... down... we'll get there much quicker if you -- ( re al is es ) -- Col? Colin ?!... Wha's happened?... (alarmed) Whaaat?!... No?!... When?!...
ARCHIE'S VOICE	... Col... Col... C'mon mate this is no good... Colin...
ARCHIE	... C'mon mate, you can't lie `ere forever! commences... Colin, somewhat soothed, eases back into his
MEREDITH	`Allo?... (amiable) `Allo, Arch!... CONTINUED: 7
ARCHIE	You alright, Col? Italian restaurant...
ARCHIE	Just get on with yer meals! Concentrate on your snails! * into the back of the van... ARCHIE gets in... It drives off...
BIGGY	...That's a bad show.
ARCHIE	'S a fuckin' bad show... He couldn't do nothin'... like a wet lettuce! (they both
BIGGY	Liz, eh? - Who'da thought it?!... Poor Colin! (PAU SE) S o you 're b ack t here tonight then?
ARCHIE	Yup, back again... Round two... Poor bastard... anyway... Anyway...
BIGGY	Cuckoldry - Cuckoldry - terrible word! - Terrible Thing!... Is he up to it d'you think? Will he do it?
ARCHIE	Oh, he'll do it! He'll do it! He'll kill 'im! 'S gotta in'he?! Just needs a bit of time that's all - get over the shock... Oh, he'll do it - no question!
BIGGY	Well g ive h im my rega rds.. . Sen d my condolences.
ARCHIE	I will - I will, Bigg - I'll pass them on.
BIGGY	... Meredith, eh?... Meredith.
ARCHIE	... And Mal ... and Peanut ... and me...
BIGGY	... Meredith. CONTINUED: 11
ARCHIE	'Ow's Rosemary?
BIGGY	... I dunno... ask her!
ARCHIE	Allo, Rosemary... 'Ow's you?
BIGGY'S DOGGIE VOICE	I'm alright, 'spose -- thanks for askin'.
ARCHIE	'S he lookin' after you? Keepin' you in sausages?
BIGGY'S DOGGIE VOICE	What this cunt?!! Jokin' intchya?! - If he opens another tin of Chum, I'm gonna bite his bollocks off!
BIGGY	Charmin'!
ARCHIE	...Well I'll catch ya later, Biggy ... Bye Rosemary!
BIGGY	Toodle pip! face... His hating face... we are close up... he stares just reaching towards us... threatening-ly ... and slowly his Pink Revised 21st May 2008 10. something has brushed against him... Over this we hear...
ARCHIE'S VOICE	...Bells, aintcha? of spirits...
MAL	Yeah, that's me... or Teachers!... This is beginnin' to piss me off, this is!
ARCHIE	And me!... 'Ere y'are!
MAL	...I mean, I'm sorry for the cunt an' all that but there's no point in draggin' it out, is there?... We're goin' round in circles!... Fair do's, the guy's hurtin' but fuck me!
ARCHIE	I know, I know... it's mental!
MAL	Shit 'appens... deal with it!
ARCHIE	'Ow's your hand?
MAL	'S throbbin' like fuck!...' Ad it in a bowl of iced water when I got back ... It's my own fuckin' fault!
ARCHIE	That'll teach ya! (PAUSE)... He was on the phone to me last night...'our and a 'alf!... Woke me up!..."Cunt" this and "cunt" that ... r eckon ed he coul dn't sle ep .. pi ss ed ou t of hi s hea d! .. . Talkin' a load of cobblers!... Doesn't know where he is!
MAL	I been there! CONTINUED: 12
ARCHIE	Not like this!... Not like `im!... Not like Colin!... Not like Colin Diamond!
ARCHIE'S VOICE	...Believe me, you shoulda heard `im... fuckin'ell... On and on!... Tellin' me 'is fuckin' dreams! - Get this - He's in a phone box - only it's not a phone box -- it's her cunt! DIAMOND...
MAL	Her what?
ARCHIE	Yeah!... With teeth!... No, pardon me, so r ry , l e t' s g e t t hi s r i gh t - no t teeth... Dentures!
MAL	Dentures!
ARCHIE	Dentures!... Her cunt's got dentures!
MAL	Jesus Christ!
ARCHIE	Oh, yeah!...
ARCHIE'S VOICE	... Snappin'... Clackin' at 'im... On 'im... CONTINUED: 15 Nibblin' his arse... Bitin' his balls... I was tryin' not to laugh... I'm knackered -- It's 'alf three in the fuckin' mornin' hearin' this shit!
MAL'S VOICE	Fuckin' `ell!
ARCHIE'S VOICE	That's right!... It goes on... A door opens... In walks a cock -- Yeah, you heard, a cock!... In walks a cock!... Massive... Not his - guess who's?... That's right!... Fuck's sake!... Then he's on a plane... Club class... 'avin' is dinner... dressed as a clown!... ...Big red nose!... Like Ronald fuckin' McDonald!... Waitress comes up the aisle, starts punchin' im in the head!!
ARCHIE'S VOICE (CONT'D)	...You make sense of it... It's fuckin' tragic!
MAL	He needs pullin' back... He's on the slippery slope... We better watch'im ... (slight pause)... Dressed as a clown?!
ARCHIE	Fuckin' Coco, mate! armchairs...
ARCHIE (CONT'D)	...Alright, Col? CONTINUED: 16 ...He is vodka, Old Man Peanut, I'n'e?
MAL	Yeah, he's vodka
ARCHIE	Cor, he's taken a sizeable lump outa this look...
COLIN	You can look at me, you know... I'm not invisible!
MAL	Who said that?
ARCHIE	You alright, son?
COLIN	I'm bearing up, Arch, I'm bearing up.
MAL	It's never easy, mate, its never easy.
COLIN	Give us a fuckin' drink!
ARCHIE	'Ere y'are, brandy... Doctor's orders!
COLIN	What are you starin' at?... 'Ave I got a knob on my forehead or somethin'?!
MAL	Shut up, Colin! You're amongst friends... Don't make this any more difficult than it already is... Y'hear me?... Y'hear me?... Colin?... Look at me...
COLIN	...I hear you.
ARCHIE	C'mon, mate, be brave.
COLIN	... Yeah... I will... I've got to ain'i?
ARCHIE	That's the stuff!
MAL	That's the spirit!
COLIN	I can' t bel ieve it... I st ill c an't bel ie ve it .. . I j us t c an 't fu ck in ' believe it...
MAL	Yeah, I know, it's unbelievable... It's like a bad dream, innit?
ARCHIE	Where's Old Man fuckin' Peanut?
OMP	I'm fuckin' here!... That's where he is!... Cunt!
MAL	Sorry, Pop... We wondered where you was.
OMP	Don't Pop me!... I'm fuckin'.ere!... Give's a fuckin' drink... Bunch o' cunts!
ARCHIE	D'you want me to pour it for you?
OMP	Give it 'ere!... Treat me like a fuckin' cunt!... Tosser!
OMP (CONT'D)	...'Ow is he, alright?
MAL	Yeah, he's doin' good... Aintcha, Colin?
COLIN	Yeah, I'm good.
OMP	You get it together, you cunt!... You hear me?... Eh?... (slaps COLIN)... Get it to-fucking-gether!... We can't 'ave this.. . Can 't' a ve it !...Y ou we re a fuckin' disgrace last night! Inept!... Tonight the kid gloves are off... Show some fuckin' backbone! - You're a man... Fucking act like one!
ARCHIE	He'll get there... He'll get there.
OMP	...And the bloodied slave rose to 'is feet, thrust his hand into 'is defiant chest, tore out `is own heart and threw it at the aggressor, sayin' "Free from bondage!... Free from fuckin' bondage' you CUNT!!"... Eh?... Eh?...
MAL	Yeah, you're right, Pop.
OMP	Eh! .. . F uc ki n' ri gh t I 'm r igh t! .. . Fuckin' right I'm fuckin' right!... It's th e s t ro n g t ha t s h al l i n he r it th e earth... Not the fuckin' weak!...
ARCHIE	You tell 'em! Pink Revised 21st May 2008 16.
OMP	Not the fuckin' weak!
MAL	Yeah, well, whatever ... But this's gotta be finished tonight cos I'm busy tomorrow
OMP	You break every other fuckin engagement ... Every other fuckin' engagement! ... This! ... This takes top priority! ... Above everything ... Everything!...'Til this is done and dusted ... Put to bed... Lai d to re st .. No bo dy do es fu ck in ' nothin' but this! ... This - This is where we are... 'Ere! ... Now! ... This.. Where's fuckin' Meredith?
ARCHIE	He's late.
OMP	Late? Late!.. No such fuckin' word!... And I'll tell you this ... If Brighton Billy - God rest his tortured soul - had ever caught anyone being late ... He would've cut their eyelids off, stuck 'em in a f uc k in ' s a ck wi t h a s n ak e , a cockerel and a dog and chucked 'em in the fuckin' sea!
MAL	Charmin!
OMP	It was! It fuckin' was!... That was how it was! ... Believe you me - Once he'd made up his mind, that was it!... That was it !... Nothi n wou ld sw ay 'i m... Nothin!.. No surrender!... Immovable he was!... Immovable! A mountain!... A fu c ki n ' C ol o ss u s! . .. Yo u h e ar me , Colin?... A fuckin' giant!... A Titan!... Spectacular!... My God!!
COLIN	I can't believe it ... I still can't believe it...
OMP	OOWW!! Pink Revised 21st May 2008 17. CONTINUED: (5) 16
ARCHIE	Who wants crisps? zooms by. his arm in a Romanesque salute...
MEREDITH	Salutee!
OMP	You're late!
MEREDITH	So sue me!... *
MEREDITH (CONT'D)	...Cor, fuck me - Deja Vu!... * ... You enjoying those?
OMP	Fuck off!
MEREDITH	...So, Kittens, what's happenin?
MAL	More of the same.
MEREDITH	How are you today, Colin? ... You look terrible!
OMP	He's good ... He's fuckin' strong.
MEREDITH	Oh, that's good... That is good... He don't look it!
MAL	No, he's alright... He's alright.
ARCHIE	Better than 'e was last night!!
ARCHIE	'Ere Meredith, I bumped into Biggy Walpole this mornin'. He was askin' after you...
MEREDITH	Was he?... That's funny... He hates me!
ARCHIE	Does he? ... Didn't seem like it...
OMP	'S he an iron an' all?
MEREDITH	... Not sure... Is he, Arch?
ARCHIE	Oo, Biggy?... Don't think so...
MEREDITH	Arch doesn't think so, Pea...
MEREDITH (CONT) (CONT'D)	... What was he wearin'? ... Dunno... Jacket?
COLIN	I get waves...
MEREDITH	Jacket?
COLIN	...Up and down...
ARCHIE	Tweedy...
COLIN	...state of me...
MEREDITH	Tweedy, eh?
COLIN	All I ever did was love 'er ... ... Maybe I loved 'er too much ... * Maybe that's it ... * Enters...
COLIN	He's 'ome!!
COLIN (CONT) (CONT'D)	Yeah, alright Muffles, got somethin' for you an' all - choc-choc! ... Liz! ... It's me!... I'm `ome!!! CONTINUED: 21 'Ere he is! ...
COLIN (CONT) (CONT'D)	... He comes bearing gifts, look! Look what I gotcha!
COLIN (CONT) (CONT'D)	Avril's been at it again! Fuckin' up big style! ... She's useless almost cost us a sale on an XKR Jag! * ... Fuckin' 'ell, Saab last week and now a Jag! - She didn't... but she almost did! I gave her a verbal warnin'. Told her if she didn't buck her ideas up she'd be out of the showroom - stick her desk' in the backyard beside the khazi!. - Stupid cow! - And you know what she said? - This is what I have to put up with! "Do it then"! Can you believe that?!! - - 'F she wants sendin' back to the job centre I'll do it! * coke... ... Anyway, that's me! 'Ow's you?... Oh, an another thing 'fore I forget, ow d'you fancy the Algarve? 'Cos that bird from the travel agent ...... phoned me... I know we were... talkin' bout the Med but this is * dirt cheap - I said I'd speak to you... * What d'ya reckon? ... Alright, it's the Med, I give in!! biting her lower lip... ... What?
LIZ	Oh, fuck...
COLIN	What is it ?... 'S a matt er?.. .'S up?...S'appened?
LIZ	... Colin ...
COLIN	Liz, love ... what's wrong?
LIZ	... This is really, really difficult, Colin...
COLIN	What is?
LIZ	... This is the hardest thing I've ever done in my life ... I'm so sorry...
COLIN	For what? What you sorry for?... What you sorry for, Liz?
LIZ	I'm sorry, Colin...
COLIN	So you've said ... You've said that, Liz... I've got that ... What `re you sorry for? You're scarin me Liz... A LONG PAUSE...
LIZ	I've met someone else...
COLIN	Wha?
COLIN	y`kiddin'
LIZ	... I'm sorry.
COLIN	...'Someone else'??!!. I don't understand, Liz ... I've just come in through the door ... and ... now I'm ... I'm ... else'?
LIZ	... I'm so sorry. stares out of the window ... Looking ... Looking ... His
COLIN	I know what you're all thinkin'... you're * all feelin' sorry for me - Poor Colin... Think I'm pathetic... Come on, say it ... * I can take it... Well you can all fuck * off - Sling yer dirty hooks! ... I'll * deal with this myself ... Well, what are you waiting for? - Piss off - Sorry to have inconvenienced you an' all that ... but your services are no longer required - * Slags! - Laughin' at me! I may look like * a cunt but I'm not stupid!
ARCHIE	No it's 'er that's stupid, Col ... It's Liz...
COLIN	What would you know about'er! - What would you know 'bout what it means to be married?! You're still livin' with your fuckin' Mum! *
MAL	Oi! Oi! Oi! Oi!
OMP	Th is is wh y Lo ve r bo y mus t b e killed !...Th is is why s he mus t be ki l le d ! . .. To d o t ha t t o a ma n (indic ates C OLIN). ..Jes us fuc king Christ almighty! ... Fire and fucking sword! ... It's unforgiveable!... It's de-fucking-plorable! ... (points at COLIN with a long bony finger) Look at the man ... where is he? ... Look at 'im! He aint there! ... That's someone else! ... That's a shell! If that!... A sad, empty shell! ... It hurts your fucking eyes! ... Can 'ardly look at 'im!... Make ya weep! ~_ Mother of God! They will suffer... Oh, yeah! - The y wil l su ffe r! . .. Th at is m y promise!... They will fucking suffer! CONTINUED: 24 I'm sorry, Arch ... I don't know what I'm sayin'... I've gone crackers ... don't listen to me...
ARCHIE	'S alright, mate ... forget about it- 's understandable.
MEREDITH	'Ere, Colin, this'll cheer you up...Ave a guess `ow much I won last night...
OMP	Oh yes, they will suffer!
MEREDITH	'Ave a guess...
COLIN	I don't know.
MEREDITH	Ask me how much I won...
OMP	... Fucking suffer!
MEREDITH	Ask me!
COLIN	...'Ow much did you win?
MEREDITH	... Well...
MEREDITH'S VO	... after we left here last night I was buzzi n'... was on m y wa y to the Buckingham for a quick one ... none of you wet willies wanted to come ... who'd I run into? ... CONTINUED: 25
Simu ltan eous ly t he curb side back doo r fli es o pen and	seat ... The man is larger than life ... 60-ish... He wears a full length white mink coat over a tuxedo ... His coiffured hair sports a pink rinse ... He is over-excitedly pleased to pavement like a frenzied polar bear...
MEREDITH VO	... Tippi Gordon!
TIPPI	
MEREDITH	...Off his fuckin'face! Pumpin'! Zoomin'! Pupils the size of a sixpence!...
TIPPI	Y'UP FOR IT??? Y'WITH ME??? NIGHT OF IT???? `AVE SOME???? BEAUTY BOY??? -- Y'UP FOR IT?????? -- BOYS NIGHT OUT??????????????!!!!!!!!!!
MEREDITH VO	... He was on his way to the Grenadier ... Invites me along...
Pink Revised 21st May 2008 26.	CONTINUED: 28
TIPPI	I like a li ne th e siz e of a fuc kin' toblerone!! ...
ARCHIE'S VOICE	Come on then, whad ya win?
MEREDITH'S VOICE	Forty thousand and six 'undred pounds is what I won...
MAL'S VOICE	Fuck me!... 'Ow?
MEREDITH'S VOICE	... W ell , I' ll te ll ya . .. we w er e fucking about...
MEREDITH	... And I bet Tippo five grand that he couldn't win six grand in a minute...
TIPPI	I fucking can!!
MEREDITH	Go on then!! CONTINUED: 30 ... He's off... Steams into the nearest table and smacks six thou down on the black...
TIPPI	RED!!!... CUNT!!!
MEREDITH	We were laughin' like fuck!
TIPPI	Double or quits!
MEREDITH	... He bets black...
TIPPI	RED!!!...CUNT!!!...
MEREDITH	Double or quits twice... bets black...
TIPPI	RE D ! ! ! . . . C U N T ! ! ! . . . D O U B L E O R QUITS!...
MEREDITH	For the third time... only this time -
MEREDITH'S VOICE	... He bets red...
TIPPI'S VOICE	BLACK!!!!!!
TIPPI	CUNT! CUNT! CUNT ! MER EDITH YOU' RE A CUNT!!!
MEREDITH	..."Meredith you're a cunt! Thank you very much, 'ere's your forty thou... See ya!"... For a giggle. I've stuck four hundred pound on the pontoon table - splatt! -- Blackjack! Six to four! Lovely! That's me done!... 'Ad some dinner in the corner - fillet steak, coupla spuds... last d rink - lar ge ca lvado s... Home met hi nks , "G et me a ca b" , ove r th e bridge, bung `im a nifty -."Ta, guv", wipe my feet, cup of cocoa, into me jim- jams, lights out ... ain't life grand!
ARCHIE	Nice one!
OMP	What, you mean you didn't stop off at the poof's club?
MEREDITH	No, Peanut, since you so kindly ask, I did not stop off at The Clayton ... Not las t nig ht .. . b ut I sh al l be th er e tonight ... later on ... looking for some hot male action... Is that alright with you?
OMP	Yerr!
ARCHIE	Don't fucking start you two!
OMP	Dirty bastard! CONTINUED: 31 Puttin g you r one in a man' s bum !... Sodomite... Buggerer...
MEREDITH	Peanut ... What I choose to do with my nine and a half has got fuck all to do with you!
