CHARACTER	DIALOGUE
ACTION TRAILER ANNOUNCER	In a world where only one man made a difference... "n 1a% A POST APOCALYPTIC FIERY TUNDRA... AND ONE MAN...who
ACTION TRAILER ANNOUNCER	The one man who made a difference... is about to make a difference... Again... BLACK... then Speedman, again shirtless, is on an ICEBERG
ACTION TRAILER ANNOUNCER	Chris Michael Speedman...IS Deke Cogan... BLACK, then... " The NEW LINE LOGO over the stately POMP AND
COMEDY TRAILER ANNOUNCER	This summer, the halls of academia are about to get a lesson in... He has red hair, cut in a page-boy style and is dressed
COMEDY TRAILER ANNOUNCER	.Comedy! From America's favorite fat guy... uhh...fat KID... An ANGRY HEADMASTER SCOWLS. THE BOYS CRACK UP.
COMEDY TRAILER ANNOUNCER	Jeff Portnoy is having...
COMEDY TRAILER ANNOUNCER	This summer, lunch is on him!
BLACK	The FOX SEARCHLIGHT LOGO comes up. AN EXTREMELY BEAUTIFUL
TRAILER ANNOUNCER	In a time where to be different was to be condemned... and to be condemned was to die...
TRAILER ANNOUNCER	.one man chose to question his God... Lazarus screams angrily at crucifix on the wall:
LAZARUS	You made me! Why can't you... UNMAKE ME!'
TRAILER ANNOUNCER	Winner of the Palm D'or, The Golden Bear, The Laughing Monkey and over 350 film critics' '10 BEST' picture lists, and hailed by Roger Ebert as "A MASTERPIECE NEVER KNEW YOU HAD"... Three time Oscar Winner Kirk Lazarus, in two time Oscar winning director Clint Eastwood's boldest film... "SATAN'S ALLEY". THE TITLE HOLDS... then BLACK. Now, finally, the movie starts. We see The DREAMWORKS
BLACK	The thumping blade gets LOUDER AND LOUDER, the BASS LINE
INSIDE THE COBRA	A GUNNER sprays fire down at unseen anti-aircraft. All The chopper skims the treetops heading toward a hot LZ... As the. chopper tries to land, the gunner tosses a couple DOWN by the enemy. A. heavy set grunt, FATS, looking like he is in great Fats looks a 'lot like JEFF PORTNOY, star of ."Doody For BROOKLYN, an.18 year-old cherry from Brooklyn, is also on He gets up, shaken, just in time to be BAYONETED. through The VC soldier turns around just in time to be machine- shit" on his fatigues, an ace of spades in his helmet, along with some graffiti scrawl that reads "and God impressive pipes. He, is a 'bad muthaf.ucka.
MOTOWN	That's for Brooklyn, Muthafucka! Underneath the hovering chopper, OSIRIS,a black, buffed with abandon, yelling at the pilot to get the bird lower. Fats grabs. the mortally wounded Brooklyn and slings him
Tropic Thunder 5.	FATS heaves Brooklyn onto the floor of the still-airborne firing. He unleashes a hailstorm of lead at the approaching VC... FATS ignores him and continueb firing. MOTOWN comes
MOTOWN	SIR! Requesting permission to disobey Sergeant's orders, SIR! FOUR LEAF IS
CHOPPER PILOT	Sir! We gotta DIDI NOW! Air strike confirmed! This place is gonna be toast in about thirty seconds! Osiris turns on Motown, pulling his .45 in the midst of Osiris, standing on the skid, motions for the chopper
Tropic Thunder 6.	Motown looks to Fats,:then reluctantly jumps on the
BROOKLYN	A 1, I qft Sarge... .We PUSH IN ON BROOKLYN dramatically as he raises his
BROOKLYN	It's him. It's Four Leaf... Everyone turns to-see... FOUR LEAF, who looks a lot like CHRIS MICHAEL SPEEDMAN He is being chased.by about-FIFTY _VIET...CONG SOLDIERS...
GO! GO!	Fats, still on the ground, in defiance of Osiris, grabs preventing it from flying away. The pilot struggles with the controls, as Fats continues providing weak cover for Four Leaf. The chopper is now gaining momentum, and pulls Fats about with the helicopter. Four Leaf, riddled with bullets, and delirious, is fighting a losing battle to gain ground... He doesn't even have a gun...
Tropic Thunder 7.	Osiris looks at the dejected faces of his men, then at FOUR"LEAF, Christ-like and arms extended, sinks to his out of the chopper like an Apache warrior. Fats drops off the runner of the chopper, shooting his Screaming a war cry, Osiris makes a beeline for Four fire ... Osiris finally makes it and kneels beside Four Leaf,
FOUR LEAF	Get outta here. I'm worm food, man, you dig?
OSIRIS	What, and give up all that California pussy you been talking about? Shiiit. Someone's gotta show me around L.A...
FOUR LEAF	Shit. . .the only way you're gonna get a piece of LA pussy if is you go out to the graveyard and dig some up... Osiris looks down at Four Leaf's now missing arms...
OSIRIS	Well ...y...you better come along and bring the shovel... He starts to choke up.
FOUR LEAF	I'm scared,. Sarge. 'Scared I ain't never gonna see another sunset. Why does a man want to pick up sticks against another man... 'Stead of usin' them sticks. to prop a man up? Osiris nods, now crying like a baby... ï¿½4Id Iu I. Igft
FOUR LEAF	Hold my hands... 'cause I got somethin' to say... Osiris looks down.at Four. Leaf's bloody, stringy stumps.
FOUR LEAF	Are, you holding them? Oh, I'm holding them..
FOUR LEAF	I ain't never been worth a. nothin' in this life, and it's kinda late to start b e i' a somethin' now. But you... you are my... b-b-brother. Four Leaf screws.up.his .face and begins to cry--except up his face grotesquely...
FOUR LEAF	You are my... WE NOW PULL BACK TO REVEAL we are actually on location watching, surrounded by millions of dollars worth of film Four Leaf, actually the superstar. playing him, Speedman, The person perhaps most upset about it all is the skinny' life.. .he' mouths the words "you are my brothers..'." as
SPEEDMAN	I'm sorry, can we cut, Damien? Damien grips his headphones in confusion, looking around The chopper continues to hover, soldiers continue to fight, except a few are starting to wonder what's going
SPEEDMAN	What? What did he say? Play it through! Still rolling! Now the extras have stopped fighting -- except for a few
1ST AD	Play it through! Still rolling!
SPEEDMAN	No! Not still rolling! Cut! Damien runs towards Speedman. Fats, who is young fat comedy gross-out star JEFF
PORTNOY	OW, SHIT! I fell right on my ass bone! Other "dead" extras begin to hold their heads up and look Tropic Thunder 10.
1ST AD	Damien? Are we cutting? 1st AD jumps off the scaffold, running towards the Brooklyn,'.played by the not-famous KEVIN SANDUSKY,Ihold s
SANDUSKY:	Mr. Dorfman? Are we cutting sir? Cause .I think they put w ay too much blood in my liver again.
DAMIEN	STILL ROLLING! Get down Kevin, you're dead! Sandusky immediately complies, he seems to be the only
SPEEDMAN	I'm sorry.. I can't do it, Dorff. Damien runs up to Speedman. They are the center of
DAMIEN	It's good, keep going. This is a big shot so keep going, let it come. No arms, you're hanging on, it's-al-1-coming out... It's real, death, life, brotherhood and we just... let's keep it going now... He starts to back out, turning his finger in the "still
SPECIAL EFFECTS PYRO CONTROL TOWER	CODY, the GRIZZLED LOOKING PYROTECHNIC EFFECTS.GUY, paces equipment. He is surrounded by a throng of local ASIAN TECHNICIANS
CODY	Is that the signal? The assistant doesn't appear to,understand English. He
BACK ON THE ACTORS	'IYd "' Damien has his hands full with Speedman.
SPEEDMAN	Dorf! Seriously, I think we should cut. I mean, Should Osiris be crying too? Maybe he shouldn't cry if I'm crying... Lazarus abruptly drops Speedman from his arms and gets
