CHARACTER	DIALOGUE
ANCHORWOMAN	--addressing the United Nations today, the President expressed his concern over the increasingly intense territorial disputes in both Asia and the Middle East.
PRESIDENT	The sound of a bullet at one end of the world echoes across the ocean to the other end. Armed conflict is not self contained in its respective region--the consequences reverberate through every nation across the world and therefore must be avoided at all costs.
ANCHORWOMAN	While the President's position was clear, he did not comment on whether or not he would order Dr. Manhattan into action should the situation continue to escalate. With a wave of his hand, Dr. Manhattan stops the missile in
BLAKE	Just a matter of time, I suppose. With sudden, blinding speed, Blake WHIPS the SAUCER from --Blake PUNCHES the Intruder in the chest plate--the Intruder Blake falls. BLOOD blurs his vision. The Intruder picks Blake . and starts laughing. Hysterical.
BLAKE (CONT'D)	I always thought I knew the punchline. But I guess the joke's on me now. He laughs. The INTRUDER seems to regard Blake a moment-- . when the pin is WASHED AWAY.
COP 1	Hey! This is still a goddamn crime scene!
SHOPKEEPER	It's been over four hours, I got a business to run-- As they argue, we're back following the happy face pin, as --when someone picks the pin up. We're in this person's POV The NEWS VENDOR notices a MAN frowning at the papers.
NEWS VENDOR	Depressing ain't it?
MAN	But good for business, right?
NEWS VENDOR	Yeah. Irony's a bitch. The man pays for a newspaper when A HOMELESS MAN taps the
HOMELESS MAN	The current issue of The New Frontiersman, where is it?
NEWS VENDOR	It's late this month.
HOMELESS MAN	When will it be here?
NEWS VENDOR	I dunno, pal, like I said, it's late-- We MOVE BACK ACROSS THE STREET, to Blake's apartment
DET. FINE	Edward Blake--63 years old, six-two, 225. A solid 225, guy was built like a linebacker. This is plate glass too, you'd have to step on the gas just to put a crack in this. Had to be a two man job. At least. You check the bedroom?
DET. GALLAGHER	Drawers were open, tossed through. Mattress flipped.
DET. FINE	Robbery?
DET. GALLAGHER	Or made to look like one. Found that in the bedroom. Det. Fine studies it. It's Blake's UNITED NATIONS ID. It
DET. GALLAGHER (CONT'D)	You see this? He picks up a PHOTO from the floor, hands it to Fine.
DET. GALLAGHER (CONT'D)	Shaking hands with the President.
DET. FINE	You're saying this guy was a spook? You think this might be a political murder?
DET. GALLAGHER	I think that this is way bigger than the both of us. He leaves Det. Fine to ponder this.
RORSCHACH (V.0.)	Rorschach's Journal, October 12th. Earlier today I came across what appeared to be a suicide. It was later learned to be a homicide. Someone's time was up. Still in POV, we see the person pull something from his
RORSCHACH (V.0.) (CONT'D)	I discovered a clue. Something I recognized. And suddenly, unexpectedly . I heard my own clock ticking. We move out of the POV and see our guy for the first time-- Rorschach draws a hydraulic GRAPPLING GUN from his coat, and WEAPONS of all kinds adorn the walls in here. TEAR-GAS, Suddenly, Rorschach hears the front door open. He quickly
COP 1	You sure it wasn't the wind?
COP 2	Nah, I definitely heard something.
COP 1	I tell ya, I'd rather do traffic duty than be posted at a crime scene all night. Watch the door. Cop 1 pulls his gun, going through the motions rather than
COP 1 (O.S.) (CONT'D)	Clear! I'm checking the other rooms. Cop 2 relaxes a bit, turns-- --and comes face to "face" with Rorschach, standing inches
HOLLIS (O.S.)	See, the Comedian thought he had it all worked out.
HOLLIS (O.S.)	He was young and arrogant, but what he lacked in experience, he made up for in . tenacity. As he speaks, we PAN ACROSS various FRAMED MEMORABILIA: The
HOLLIS (O.S.) (CONT'D)	Guess I was that way too, when I started. I'll never know what possessed me to put that mask on the first time.
HOLLIS (O.S.) (CONT'D)	It started with the villains, y'know, people forget that. Pirate outfits, ghosts. Gangs that thought it was funny to dress up and pull heists, crap like that. PAN ACROSS: Another FRAMED CLIPPING, dated 1962: NITE OWL
HOLLIS (O.S.) (CONT'D)	So a few cops, we decide it might be funny to mask up too. Be anonymous. Take these guys on at the street level, right? Then the media got wind, ran with it, turned it into a whole different beast.
