CHARACTER	DIALOGUE
STEWARD	Fine! Fine! She ought to like this. Open the door.
GUARD	Who's gonna take it in to her? You?
STEWARD	Oh, no. Mullison! Come on!
MULLISON	Not me, sir. She threw a ketchup bottle at me this morning.
STEWARD	Well, orders are orders! Somebody's gotta take it in. Fredericks!
FREDERICKS	Before I bring her another meal, I'll be put off the ship first.
STEWARD'S VOICE	Henri!
HENRI	No, Monsieur. When I leave the Ritz you do not say I have to wait on crazy womans.
ANOTHER WAITER (A COCKNEY)	My wife was an angel compared to this one, sir. And I walked out on her.
GUARD	Come on! Make up your mind!
LACEY	What's up? What's up?
STEWARD	These pigs! They're afraid to take her food in.
LACEY	That's ridiculous! Afraid of a mere girl! Why didn't you do it yourself?
STEWARD	Why -- I -- well, I never thought about --
LACEY	I never heard of such a thing! Afraid of a mere girl. I'll take it in myself.
LACEY	Can't get a thing done unless you do it yourself. Open the door.
LACEY	Afraid of a mere girl! Ridiculous.
ANDREWS	On a hunger strike, huh? When'd she eat last?
CAPTAIN	She hasn't had a thing yesterday -- or today.
ANDREWS	Been sending her meals in regularly?
CAPTAIN	Yessir. She refuses them all.
ANDREWS	Why didn't you jam it down her throat?
CAPTAIN	It's not quite that simple. I've dealt with prisoners in my time, but this one --
ANDREWS	Absurd! All this fuss over a snip of a girl. I'm going down to see her myself.
CAPTAIN	This is dangerous business, Mr. Andrews. After all, kidnapping is no child's play.
ANDREWS	What's this! What's happened here?
LACEY	She refused another meal, sir.
ANDREWS	Get another tray ready. Bring it here at once. Open the door.
ELLIE	What do you want?
ANDREWS	What's this about not eating?
ELLIE	I don't want to eat! And there's one more thing I don't want! Definitely! That's to see you.
ANDREWS	Know what my next move is? No more cigarettes.
ELLIE	Why don't you put me in chains?
ANDREWS	I might.
ELLIE	All right! Put me in chains! Do anything you want! But I'm not going to eat a thing until you let me off this boat!
ANDREWS	Come on, Ellie. Stop being silly. You know I'm going to have my way.
ELLIE	I won't stand for it! I won't stand for your running my life! Why do you insist on it!
ANDREWS	You ought to know why. Because --
ELLIE	Yes. I know. Because I'm your daughter and you love me. Because you don't want me to make any mistakes. Because --
ANDREWS	Because marrying that fool King Westley is --
ELLIE	You're wasting your time. I'm already married to him.
ANDREWS	Not so far as I'm concerned, you're not. Yes?
ELLIE	How many times have I told you not to bring any food in here.
ANDREWS	Wait a minute! Don't get excited! This isn't for you. Put it right here.
FIRST WAITER	Anything else, Monsieur?
ANDREWS	No. Everything seems quite satisfactory. I may want some more of that delicious gravy. I'll ring.
WAITER	Very good, Monsieur.
ANDREWS	Heavenly!
ELLIE	Smart, aren't you! So subtle.
ANDREWS	If Gandhi had a chef like Paul, it would change the whole political situation in India.
ELLIE	You can't tempt me. Do you hear? I won't eat!
ANDREWS	Please. I can't fight on an empty stomach. Remember what Napoleon said.
ELLIE	I hope you're not comparing yourself to Napoleon. He was a strategist. Your idea of strategy is to use a lead pipe.
ELLIE	Most humiliating thing ever happened to me. A bunch of gorillas shoving me in a car! That crowd outside the justice of the peace -- must have thought I was a criminal -- or something.
ELLIE	Where are you taking me?
ANDREWS	South America.
ELLIE	South America!
ANDREWS	We leave Miami in an hour. Soon's we get some supplies aboard.
ELLIE	You'll have a corpse on your hands! That what you'll have. I won't eat a thing while I'm on this boat.
ANDREWS	In that event, we won't need so many supplies.
ELLIE	What do you expect to accomplish by all this? I'm already married!
ANDREWS	I'll get it annulled.
ELLIE	You'll never do it! You can't do it!
ANDREWS	I'll do it if it takes every penny I've got. I'll do it if I have to bribe that musical comedy Justice of the Peace! I'll do it -- if I have to prove that you were dragged in, staggering drunk. You probably were. Mmm -- mmm. This filet mignon is divine!
ELLIE	What've you got against King Westley?
ANDREWS	Nothing much. I just think he's a fake, that's all.
ELLIE	You only met him once.
ANDREWS	That was enough. Do you mind handing me the ketchup?
ELLIE	You talk as if he were a gigolo -- or something.
ANDREWS	Never mind -- I'll get it myself. Gigolo? Why, you took the word right out of my mouth. Thanks.
ELLIE	He's one of the best fliers in the country. Right now he's planning a trip to Japan.
ANDREWS	You're going to finance him, I suppose.
ELLIE	Why not? Look what he's doing for aviation. It takes courage to do what he does. And character! At least he's accomplished something worthwhile. I suppose you'd like to have me marry a business man. Well, I hate business men -- particularly if you're a shining example.
