CHARACTER	DIALOGUE
BELLA (V.O.)	I'd never given much thought to how I would die.. A DEER love seems like a good way to go.. -- Then into the WHITENESS steps the face of - regret the decision that brought me here to die... Bye, Bella!
BLONDE #	Good luck at your new school!
BELLA	Have a good..
BELLA	... life. BELLA'S MOTHER, RENE, mid 30's --exits their house --it's
RENE	It won't work again, baby.
BELLA	You put it on hold.
RENE	I did?
BELLA	Look. You also called Mexico. RENE I'll figure it out. You gotta be able to reach me and Phil on the road - I love saying that - on the road.
BELLA	Very romantic.
PHIL	If you call crappy motels, backwater towns and ballpark hot dogs romantic. kiss. Phil's love of Rene reassures Bella. Phil heads to the old
RENE	Now, you know if you change your mind, I'll race back here from wherever the game is.
BELLA	I won't change my mind, mom.
RENE	You might. You've always hated Forks.
BELLA	It's not about Forks, it's about Dad. I mean, two weeks a year, we barely know each other. Mom, I want to go. I'll be fine. Bella, IPOD earbuds in her ears, gets a last glimpse of the PULL UP AND OUT OF THE CAR UNTIL WE'RE - The McMansions get smaller as we SWEEP OVER the scorched Rise HIGHER, and higher still, until finally we're suspended Slowly, the clouds start getting more numerous, thicker, darker.. until we're completely immersed in them... the sun disappearing. FIND A TWO LANE HIGHWAY along which drives A POLICE THE PASSENGER SIDE WINDOW Bella sits next to her uniformed father, police chief CHARLIE
CHARLIE	Your hair's longer.
BELLA	I cut it since last time I saw you.
CHARLIE	Guess it grew out again.
CHARLIE	How's your mom?
BELLA	Good. As the cruiser drives through, Bella takes in this logging town every storefront has a wood carving. The Timber Museum's sign is The cruiser pulls up to the old two-story house. A woodshed full Bella and Charlie carry in her bags. The house isn't stylish I put Grandpa's old desk in your
BELLA	That's right. One bathroom.
CHARLIE	I'll just put these up in your room I can do it They both reach for the bags, bumping one another awkwardly. 11 OUTSIDE - A FADED RED TRUCK, CIRCA 1960 pulls up... 11
CHARLIE	Bella, you remember Billy Black.
BILLY	Glad you're finally here. Charlie hasn't shut up about it since you told him you were coming.
CHARLIE	Keep exaggerating, I'll wheel you down the hill.
BILLY	Right after I ram you in the ankles.
JACOB	I'm Jacob. We made mud pies together when we were little kids.
BELLA	Yeah... I think I remember.. Are they always like this?
JACOB	It's getting worse with old age. So what do you think of your homecoming gift?
BELLA	No way. The truck is for me?
CHARLIE	Just bought it off Billy, here.
JACOB	I rebuilt the engine and - It's perfect! She beams. It's the first genuine smile we've seen on her.
JACOB	Okay, so you gotta double pump the clutch when you shift, but - He hands her the keys as she climbs in.
BELLA	Maybe I can give you a ride to school.
JACOB	I go to school on the reservation.
BELLA	Too bad. Would've been nice to know at least one person. PUDDLE, soaking her sneakers. She slinks toward school, as we -- Bella wanders the walkways looking for room numbers, lost. SERIES ENDS when a sweet, nerd-cute, motor mouth boy, ERIC,
ERIC	You're Isabella Swan, the new girl. Hi. I'm Eric. The eyes and ears of this place. Anything you need. Tour guide, lunch date, shoulder to cry on.
BELLA	I'm kind of the suffer in silence type.
ERIC	Good headline for your feature I'm on the paper, and you're news, baby, front page. I -- no, I'm not news -- I'm, seriously, not at all
ERIC	Whoa, chillax. No feature. Would you mind just pointing me toward Mr. Varner's class? ERIC You've missed a lot of the semester, but I can hook you up - tutor, cliff notes, medical excuse..
JESSICA	Block it, Chloe! Yeah! Good attack! -- and beans a basketball player in the head. He is MIKE
MIKE	Ow!
BELLA	Are you alright? I warned them not to make me play.
MIKE	It's only a flesh wound.
MIKE	You're Isabella, right? BELLA Just Bella.
MIKE	I'm Mike. Newton. Suddenly, Jessica appears, stepping between them. Subtle,
JESSICA	She's got a great spike, doesn't she? So, you're from Arizona, right? Aren't people supposed to be tan down there?
BELLA	That's why they kicked me out. table. Eric appears, and squishes into a seat next to Bella.
ERIC	Mike, you met my home girl Bella.
MIKE	Your home girl? It's first grade all over again, and you're the shiny new toy.
ANGELA	Sorry, needed a candid for the feature Feature's dead, Angela. Don't bring it up again. I got your back, baby. ANGELA Guess we'll just run another editorial on teen drinking.
BELLA	Sorry. There's always eating disorders, or Speedo padding on the swim team
ANGELA	-- Wait, that's a good one.. BELLA'S POV - THE DOUBLE DOORS OF THE CAFETERIA and all devastatingly beautiful.
BELLA	Who are they?
ANGELA	The Cullens.
JESSICA	Doctor and Mrs. Cullen's foster kids. They all moved down here from Alaska two years ago.
ANGELA	They kinda keep to themselves.
JESSICA	Because they're all together. Like, together together. The blonde girl, Rosalie, and the big dark-haired guy, Emmett.. ON ROSALIE, 18, long blonde hair, model beautiful, knows it.
JESSICA	... they're a thing. I'm not even sure that's legal.
ANGELA	Jess, they're not actually related.
JESSICA	But they live together. And the little dark haired girl, Alice, she's really weird..
JESSICA	... she's with Jasper, the blonde who looks like he's in pain. I mean, Dr. Cullen's like this foster dad slash match maker.
ANGELA	Maybe he'll adopt me. EDWARD, 17. Lanky, with untidy, bronze colored hair. He seems
BELLA	Who's he?
JESSICA	That's Edward Cullen. confused. Bella quickly looks away.
JESSICA	He's totally gorgeous, obviously. But apparently, no one here is good enough for him. Like I care. Anyway, don't waste your time.
BELLA	I wasn't planning on it. Mike takes his seat and points her toward MR. MOLINA, EDWARD -- his back to her, sitting at a front table. But as SLOW MOTION -- the breeze she creates when she passes lifts
a	piece of paper next to Edward. We're still on his back as he
