CHARACTER	DIALOGUE
MR. BOBINSKY	Dras, dva, tri, chetyri. Dras, dva, tri, chetyri. Dras, dva, tri ... Mer-sa-vich! We're here. Time to muscle up. Got it? Almost there, just a few more. Come on, now, LIFT.
CORALINE	Hello?... Who's there?
CORALINE	You scared me to death, you mangy thing!
CORALINE (CONT'D)	I'm just looking for an old well. Know it? Not talking, huh? Magic dowser, magic dowser: show... me...
CORALINE (CONT'D)	WYBIE Hoo! Let me guess, you're from Texas or Utah; someplace dried out and barren, right? I heard about water-witching before but it doesn't make sense; I mean, it's just an ordinary branch.
WYBIE	Ow!
CORALINE	And I DON'T LIKE BEING STALKED, not by
WYBIE	He's not really my cat; he's kinda feral ­ you know, wild? Of course, I do feed him every night and sometimes he'll come in my window `n bring me little dead things. Look, I'm from Pontiac.
WYBIE	Huh?
CORALINE	MICHIGAN? And if I'm a "water witch",
THEN--	--where's the secret WELL?
WYBIE	You stomp too hard and you'll fall in it! See? Supposed to be so deep if you fell to the bottom and looked up, you'd see a sky full of stars in the middle of the day. CORALINE Huh.
WYBIE	Surprised she let you move in... ... my Gramma. She owns the "Pink Palace" Won't rent to people with kids.
CORALINE	What do you mean?
WYBIE	Uh... I'm not supposed to talk about it.
WYBIE (CONT'D)	I'm Wybie, Wybie Lovat. Wybie?
WYBIE	Short for Wyborne. Not my idea, of course. What'd you get saddled with?
CORALINE	I wasn't saddled with anything. It's Coraline.
WYBIE	Caroline what?
CORALINE	Coraline. Coraline Jones.
WYBIE	Hmmm... It's not real scientific, but I heard an ordinary name, like Caroline -- -- can lead people to have ordinary expectations about a person--
WYBIE'S GRANDMOTHER (O.C.)	Wyborne!
CORALINE	I think I heard someone calling you, Wyborne.
WYBIE	What? I didn't hear anything--
CORALINE	Oh, I definitely heard someone, Why-were- you-born. Wyborne!
WYBIE	Grandma!
WYBIE (CONT'D)	Heh. Well, great to meet a Michigan water witch. But I'd wear gloves next time. Why?
WYBIE (CONT'D)	`Cause that dowsing rod of yours? Uh, it's poison oak.
CORALINE	Ehh!! Coraline drops the stick as he zooms away and wipes her
CORALINE	I almost fell down a well yesterday, Mom.
MEL	Uh huh.
CORALINE	I would have died.
MEL	That's nice.
CORALINE	Hmmm. So can I go out? I think it's perfect weather for gardening.
MEL	No, Coraline. Rain makes mud. Mud makes a
CORALINE	But Mom, I want stuff growing when my friends come to visit. Isn't that why we moved here?
MEL	Something like that. But then we had the accident.
CORALINE	Wasn't my fault you hit that truck.
MEL	I never said it was. CORALINE I can't believe it -- you and Dad get paid to write about plants and you hate dirt.
MEL	Coraline, I don't have time for you right now. And you still have unpacking to do. Lots of unpacking.
CORALINE	That sounds exciting. Oh - some kid left this on the front porch. Hey Jonesy, look what I found in Gramma's trunk. Look familiar? Wybie.
CORALINE	Huh... a little me? That's weird.
MEL	What's his name, anyway?
CORALINE	Wybie. And I'm way too old for dolls.
CORALINE	Hey Dad, how's the writing going?... Dad?
CHARLIE	Hello, Coraline... And... Coraline doll?...
CORALINE	D'you know where the garden tools are?
CHARLIE	It's pouring out there, isn't it.
CORALINE	Humph, it's just raining.
CHARLIE	What'd the boss say? "Don't even think about going out, Coraline Jones." Then you won't need the tools. Uhhh, you know, this house is a hundred and fifty years old.
CORALINE	So?
CHARLIE	So explore it! Go out and ... count all the doors and windows and write that down. List everything blue! Just let me work. PARENT'S ROOM/BATHROOM
CORALINE	Ewww! Ahh!! She shakes out her hair.
CHARLIE	No, no, no, no, no; GAAAA--!
CORALINE	One boring blue boy in a painfully boring painting ... four incredibly boring windows ... and no... more... doors... All right, little me, where are you hiding?
CORALINE (CONT'D)	Huh?
CORALINE (CONT'D)	Hey Mom...
CORALINE (O.S.)	Where does this door go?
MEL	I'm really, really busy!
CORALINE	I think it's locked. Pleeeeeeeeease!
MEL	Uhhh...
MEL	Will you stop pestering me if I do this for you?
MEL (CONT'D)	Fine.
CORALINE	Bricks? I don't get it.
MEL	They must have closed this off when they divided up the house.
CORALINE	You're kidding? And why is the door so small?
MEL	We made a deal. ZIP IT!
CORALINE	You didn't lock it. AaaaaH!!! Oh, my twitchy witchy girl,
CHARLIE	I think you are so nice, I give you bowls of porridge And I give you bowls of ice --
CHARLIE	-- cream!
CORALINE	Why don't you ever cook, Mom?
MEL	Coraline, we've been through this before: your Dad cooks, I clean, and you stay out of the way. I swear I'll go food shopping soon as we finish the catalog. Try some of the chard, you need a vegetable.
CORALINE	Looks more like slime to me.
CHARLIE	Well, it's slime or bedtime fusspot -- now what's it going to be?
CORALINE	Think they're trying to poison me?
CORALINE	Don't forget about me, guys. Okay? Good-night...little me.
CORALINE	Whoa...
CORALINE	Huh?
CORALINE (CONT'D)	MMMMM, something smells good.
CORALINE	Mom?! What are you doing here in the middle of the night?
OTHER MOTHER	You're just in time for supper, dear!
CORALINE	You're not my mother. My mother doesn't have b-b-buh... B-b-b-buttons? Do you like them?
OTHER MOTHER (CONT'D)	I'm your Other Mother, silly. Now go tell your Other Father that supper's ready.
OTHER MOTHER (CONT'D)	Well, go on. He's in his study.
CORALINE	Hello?
OTHER FATHER	Hello, Coraline. Want to hear my new song?
CORALINE	My father can't play piano. No need to ... this piano plays ME!
OTHER FATHER (CONT'D)	Making up a song about Coraline. She's a peach, she's a doll, she's a pal of mine. She's as cute as a button in the eyes of When she comes around exploring Mom and I will never ever make it boring our eyes will be on Coraline.
CORALINE	I, uh ­ sorry ­ but she said to tell you the food's ready.
OTHER FATHER	Mmmmm! Who's starving? Raise your hand.
OTHER FATHER	We give our thanks and ask to bless, Our Mother's golden chicken breast!
CORALINE	Mmmm, this chicken is good.
OTHER MOTHER	Hungry, aren't you.
CORALINE	D'you have any gravy? Well, here comes the gravy train! Choo-
OTHER MOTHER	Another roll, sweet peas? Corn on the
CORALINE	I'm real thirsty.
OTHER MOTHER	Of course! Any requests?
CORALINE	Mango milk shake? Home?
OTHER MOTHER	We've been waiting for you, Coraline.
CORALINE	For me?
OTHER FATHER	Yep. Wasn't the same here without you, kiddo.
CORALINE	I didn't know I had an Other Mother.
OTHER MOTHER	Of course you do. Everyone does.
CORALINE	Really?
OTHER MOTHER	Uh huh, and soon as you're through eating, I thought we'd play a game. You mean like, hide and seek?
OTHER MOTHER	Perfect! Hide and seek in the rain.
CORALINE	What rain? Huh, what about the mud?
OTHER FATHER	We love mud here!
OTHER MOTHER	Mud facials, mud baths, mud pies -- it's great for poison oak. CORALINE How'd you know I-- I, I'd love to play, but ... I better get home to my other mother.
