CHARACTER	DIALOGUE
In these days of wars and rumors of	wars - haven't you ever dreamed of a place where there was peace and security, where living was not a struggle but a lasting delight? since Time began. Always the same dream. Sometimes he calls it Utopia - sometimes the Fountain of Youth - sometimes merely "that little chicken farm."
One man had such a dream and saw it	public hero— has been sent to evacuate ninety white people before they are butchered in a local revolution. motors going. figures of Chinese running away from people in. In this he is aided by his brother, George, a young and vigorous another plane in a minute. All right - go on. who were unfortunately too close to the ship. Conway and George rush back of questions are flung at them. my wife next, Mr. Conway! have patience. Everything will be all right. are those planes you promised us? be responsible— here now! here.
The people crowd around him pleading	you, and you— on you. I'll wait. see what it is. in Chinese, ordering them out. Some hesitate, and they have to push the terror-stricken waiting coolies out.
Against a background of the burning	
Shooting toward the burning city of	the ground. faces the mob, punching at those who place.
Of the new pilot setting the controls	
It would serve you right if you were	left behind. me from every direction. I had to get into these ridiculous clothes in order I looked up suddenly— like this, keep in touch with the British and make out a report later. you say you were hunting? lumbar of a Megatherium,[4] found in Asia. knighted for it.
Wrapped carefully in absorbent cotton	save when those heathens surrounded me. - found in Asia. he never got beyond the mesozoic era. to Shanghai just to take you back to England. You know what it means. cables now. I want you to drink with me. fighter, half the diplomat, who
has half your knowledge of the foreign	Bob. ten thousand natives down there to be annihilated? No, you wouldn't say that. They don't count. all those other shrewd, little Foreign something for nothing, and if you can't get it with smooth talk, you send an army in. I'm going to fool them, Freshie. to disband mine. I'm going to sink my battleships - I'm going to destroy every piece of warcraft. Then when the enemy approaches we'll say, "Come in, gentlemen - what can we do for you?" So then the poor enemy soldiers will stop and think. think to themselves - "Something's wrong according to form. These people seem to be quite friendly, and why should we shoot them?" Then they'll lay down their arms. You see how simple the whole I'll be the good little boy that everybody wants me to be. I'll be the best little Foreign Secretary we ever had, just because I haven't the nerve to be anything sleep.
Flying at high speed against a moonlit	
The morning sun peeks over a mountain	and I don't like 'Lovey' this morning. My name is Lovett - Alexander, P. east, aren't we? your right hand is the north, and your left-handed. hand is— around in the dark.[5] then a gun is shoved out at them. Instinctively know - I didn't sleep the whole night long. we'll do. to do anything until we land?
It might afford you a great deal of	relief. dream.
From angle in cabin of plane. Through	large open space at the foot of the
As the plane taxies across the uninhabited	are closing in.
Conway and George both instinctively	of natives dash toward them. Conway hesitates a second, and like a flash springs for the door. But he stops again, in the ground. among the horses. There is tremendous waiting for us!
Of a high official of the British Foreign	provinces responsible for the complete safety of Robert Conway.
Better get a postponement of the Far	East conference. We can't afford to meet those nations without Conway. bundled around them. All the windows are shut.
There is silence for a moment before	trip. No sense to it. have some idea? still slumped in the corners of their Barnard, himself feeble and exhausted, or what's waiting when you get there. any longer! Let me out of here I say! I can't stand it any longer! a loud, sputtering noise from the outside. - until the noise dies completely. Now
The plane sways perilously in the cross	
The occupants brace themselves for the	terror-stricken. Then, accompanied by
The passengers offer dazed replies:	mass of snow greets them, so that they have to force their way out. he comes to.
It must have happened the moment he	hit the ground.
Conway holds the map under the dashboard	and his tense expression changes to had it marked. Right on the border of Tibet. Here's where civilization ends. We must be a thousand miles beyond it - just a blank on the map. - "Hey, Conway, what's happening?" - "What's up?" - "Where are we?" - "What'd you find out?" us.
The storm will probably die down by	all try and get a good night's rest. sits down. of getting out of here alive? It's slow starvation - that's what it is. It's a slow, horrible death!
When the significance of this outburst	of his listeners, they turn to Conway hopefully, certain he will refute it. But Conway looks beyond them at George. bitter laughter from Gloria. They all look up. What a kick I'm going to get out of this! six months to the good. I'm on velvet.[7] to get out of watching you squirm for a change.
Shooting from front of plane, taking	low moaning of the wind outside. A feeling people.
Shooting toward the mountains which	seems to threaten the valley with complete wind.
He holds out his hat which he has been	thirty days on this stuff. out a plan. If we use our heads, we should be able to keep alive for weeks, until he gets back.
Throughout the previous scene he has	wrapping his feet in them. As George the pilot, we're moving in. We can have a fire there. I shouldn't be surprised to see Bob back within a week. journey, and is fully aware of it. He
Barnard and Lovett all attention as	of getting out of this country alive, and you know it. who or what they are, but that they are human beings is apparent. the others. Barnard and Lovett start them. Gloria has stayed inside.
The approach of the caravan from the	and very welcome you are. My friends and I - and the lady in the plane - left Baskul night before last for Shanghai, he was dead.
We were just going to bury him when	you came along. but quite difficult.
Several men have hopped into the scene	
Showing the party on various stages	journey. We see them first climbing - then across long vastnesses of flat land. Each succeeding time we see them, the peak of the mountain they are ascending wind moans treacherously as it caroms He stares unbelievingly before him for a long time. before them throws out a softness and left is a group of colored pavilions of a huge tapestry, superb in its blending wherever one might gaze, there is a feast of strange and heavenly beauty. and storm they had just encountered, and looks backward, in the direction he is the victim of a nightmare. Chang, watching him, answers him before he can express his astonishment. which we are very grateful.
As the group approaches the beautiful	
At the foot of a wide marble stairway	the place. stands a statuesque woman of rare beauty.
It suggests nothing we might expect	to see in this forsaken place. The motif but rather a delicately appointed room,
Of Lovett peering worriedly toward dining	they're going to give them back to us, Lovey. to it. a load of the rooms? You couldn't do better at the Ritz. if you ask me. of someone who has suffered for hours. by a fit of coughing. well if you do. me a doctor!
Sure, you can help me! You can help	me jump over that cliff! I've been looking stuff to me! you found everything satisfactory.
Shooting down the long table toward	them - as the others bend over their
Well, there's certainly nothing wrong	with that meal! and means of getting back home. There's a cruiser at Shanghai ready to take him back. we have no wireless here. As a matter of fact, we have no means of communication with the outside world. made reception almost impossible.
Are you so certain you are away from	never venture beyond the point where you were met this morning. It is much too hazardous. a paper in front of him, upon which he has been writing. brought it in? is our only contact with the outside world. Every now and again, depending make the journey.
In that respect, you are exceedingly	any time now"? there is a prolonged delay, Shangri-La will endeavor to make your stay as pleasant well. Good night. Conway, I don't like that man. He's too vague. the porters do arrive? a rubber of bridge? I saw some cards in the other room. see. This place gives me the creeps, hidden away like this - no contact with ever go to a totally strange place, and feel certain that you've been there before? to see what was on the other side of the hill.
What could there be except just another	At the moment, it seems to me we should give anything to be in London right now. out of this place, the thing for you to do is to take that job with Helen's though we're going to have trouble getting out of here. those natives and the pilot? And why did those clothes materialize so conveniently himself just said that they never venture beyond that point. What brought them there? Unless it was to meet us?
Chang's first question was about the	
There must be some connection between	the plane and this place. They must have deliberately brought us here. Why, Bob? What reason could they have for doing a thing like that?
Shooting over shoulders of two men in	it. There are over two thousand people in the Valley besides those here in Shangri-La. said that today. You should have a record made of it. to show you some of our rare treasures. He crosses to a desk and picks up several
He watches her with grave speculation	
Conway has just finished browsing through	our general belief was in moderation. We preach the virtue of avoiding excesses We rule with moderate strictness and in return we are satisfied with moderate obedience. As a result, our people are and somewhat more than moderately happy. owned by another. There can be no crime not be considered good manners to take a woman that another man wanted.
Suppose somebody wanted her so badly	good manners or not? manners on the part of the other man to let him have her. like that. how a little courtesy all around helps been caught by the playing of a piano. out of scene.
Conway locates the direction whence	
He realizes Conway did not follow him	
Conway watches someone through door	an alcove of stained glass extending from the ceiling to the floor, where laugh heartily.
Conway finds her laughter infectious	
At some time in the future you will	have the pleasure of meeting her.
Some man had better get ready to be	to say they were all brought in over those mountains by porters?
Of course we have no money as you know	is no uncertain future here for which to accumulate it. same for himself. During the following very highly in the outside world. So we merely . . . naive about all of this that I suspect there has been a shrewd, guiding intelligence it all start? this place, and a very great man indeed. He is responsible for everything you see here. He built Shangri-La, taught our natives, and began our collection of art. In fact, Shangri-La is Father think it was, that Father Perrault stumbled It was typical of the man that, one leg being frozen, and of course there being no doctors here, he amputated the leg himself. the natives told him he could have saved his leg. It would have healed without amputation. known anything different. So what was true for them they thought would naturally were finished building Shangri-La, he was 108 years old and still very active, is quite common here to live to a very ripe old age. Climate, diet, mountain water, you might say. But we like to believe it is the absence of struggle in the way we live. In your countries, on the other hand, how often do you hear the expression, "He worried himself to death?" or, "This thing or that killed understood it in any of your companions, but you - who have dreamed and written so much about better worlds. Or is it that you fail to recognize one of your own dreams when you see it? I'll go on being amazed - in moderation, isn't it? saw something that will make your hair stand on end. You see those hills over of them! Tons of it! about it, they'll declare themselves in. But if I can mine that stuff, I'll throw a bombshell into Wall Street. Now look, I've got a plan - and if I— seen an awful lot of people fool them, and I've got a hunch that this place is going to be good for you. Honest, I have. kid, and snap out of it, and I'll cut you in on the gold deal. Look, I'm going now. previous sequence (Sondra) fly by him on a horse - screaming delightedly.
Showing Sondra successfully eluding	
Showing Sondra disappearing behind a	around several times - and unable to out where she is. on a bush out of them. As a crowning touch, he adds a flower to the effigy,
She stifles her laughter as he vanishes	
Lovett and Barnard. Barnard nibbles	You didn't dig yourself out of one of those holes by any chance, did you? beds yet, George, have we? here, or how long we're going to be held prisoners. calls to them: starved! I eat so very little. got none on. clean. You take a tip from me, and don't you ever put that stuff on your face again. Why, it's like hiding behind a mask. wearing a mask ever since we met you. never told us anything about yourself. Who are you, anyway? Why don't you take your mask off for once! down! Why not? It can't make any real difference now. on my tail for a year. suddenly explodes. that I bought with money that I saved for 20 years teaching school, and now shares. My whole foundation! And now out in life as a plumber - an ordinary, and by the use of a little brains, mind a great civic leader. And then the crash crook the country ever had. and I, for one, will be only too glad to turn you over to the police when we get back. to get back? You may not know it, but you're all prisoners here. We were deliberately kidnapped and brought here - and nobody knows why— to get out of this place. the last thing I do!
Before anybody can realize what his	intentions are, he has bolted out of the room.
