CHARACTER	DIALOGUE
SARA	Hi. Sara Matthews. She looks her up in the computer. She plays with a simple
R.A.	Des Moines, Iowa. Wow. Flyover country. She says it nicely, but it still stings. Sara smiles gamely.
R.A.	You're in room three-sixteen. Welcome. She hands Sara a room key. She fingers it, smiling. Sara steps in. She looks at the two empty beds. Big choice
SARA	Told you we'd make it. She steps back to the doorway. As she hauls her suitcase off
GIRL	Sorry! Bad driver. Sara kneels to help the other girl -- cute, frizzy hair --
GIRL	In case of emergency. I'm Tracy.
SARA	Sara. Balancing boxes, they manage to shake hands.
SARA	Hey. Yeah, it's amazing here. I met this really cool biker? He's taking me to Mexico this weekend. Hello? Hi, Mom. Just tell him I'm kidding. Sara stops in front of the campus coffee shop. She eyes a
SARA	Everything's great. No, she's not here yet so I got to choose my side of the room. She tears a tab off the flyer. Tracy, Tracy's roommate KIM, and two other HALLMATES. All
TRACY	Psi U.'s throwing a bash. Let's go.
SARA	Psi U.?
TRACY	They're a frat. Beer... guys...
SARA	I don't know... I might just hang and wait for my roommate. Groans all around. "Come on"... "Lame-O"... Sara bites her
SARA	Alright. Just let me change. The girls cheer.
BOUNCER	If you want beer, I'll need ID's.
TRACY	For a frat party?! Seriously? He holds up a handful of ugly lime-green wristbands. Kim
KIM	I don't drink anyway. Tracy looks at her, mouth agape.
BOUNCER	There's punch and non-alcoholic beer over there... He points to a table with a giant bowl and cups. No one is Tracy tries to flirt with the bouncer.
TRACY	Come on, just us. We won't tell. The bouncer is tempted but not budging.
BOUNCER	Honestly, I'm just a pledge. They'll kick me out. She stomps by him.
TRACY	Wuss. Defeated, Tracy walks over to the table. Turns back to Sara.
TRACY	You want something to drink?
SARA	What's the point? Tracy huffs as Sara walks into A SEA OF KIDS. We're talking A HIGH-ENERGY COLLEGE BAND on stage. They're not very good, THE DRUMMER. A cute goof, spastically whaling away. He's Suddenly, a hand grabs her shoulder. Tracy pulls herself in
TRACY	Why aren't you dancing?
SARA	To this?
TRACY	They're not that bad. Tracy pulls Sara deeper in the crowd. Now all three start
SARA	Crap. Kim still dances as Sara starts to look around.
SARA	Where's Tracy?
KIM	She was getting more punch. Sara then spots Tracy, with a full cup, precariously climbing
SARA	Uh oh. Guys yell out. "Show em." Several hands armed with camera Tracy. Tracy can't hear her. Sara starts making her way to the Tracy. Don't. Sara slams into STEPHEN, 21, the DRUMMER from the band... who
STEPHEN	Damn! Sara's drenched as an enormous cheer erupts from the crowd.
STEPHEN	Oh. Woops. I have to go clean this up. She turns.
STEPHEN	Looks like my plan backfired. Sara turns back towards him.
SARA	What plan?
STEPHEN	To spill beer on you so I can start a conversation.
SARA	You spilled beer on me purposely? You pissed? She looks at him. Pretty good looking. Goofy smile. It's
SARA	I'll get over it. He laughs, making her smile.
SARA	I'm not sure how she's so wasted. All she's had is punch. Stephen grins conspiratorially and grabs her hand.
STEPHEN	Come on.
SARA	It's pretty good. She drinks some more.
SARA	It doesn't taste that strong.
STEPHEN	Exactly. He takes a drink of his beer as Sara takes a long chug of
STEPHEN	Stephen. By the way.
SARA	Sara.
SARA	Hey, why do you get to drink beer?
STEPHEN	Twenty-one.
SARA	Old man.
STEPHEN	Tell me about it. My back is killing me. They don't move for a moment, Sara's resting her back against
STEPHEN	Besides, frat brothers don't have to wear those ugly wristbands.
SARA	Ugh. You're in this frat? He jokingly untwirls her away and she bumps into people Did you try the punch? It's pretty good.
SARA	What happened to Tracy? Kim shrugs.
KIM	I'm the worst roommate ever. Kim goes back to dancing Sara looks a little worried which
STEPHEN	Do you want to look for your friend? Sara looks at him sweetly. Nods. I got her. She struggles to hold Tracy up -- the girl's heavier than she
FRAT BOY #1	Who's got you? Tracy nearly brings Sara down to the floor...
STEPHEN	Guess that would be me. But then he stumbles, nearly dropping them both.
SARA	Who's got you? Stephen looks at Tracy in one arm. The other arm around Apparently God. Sara rolls her eyes.
KIM	Thanks Sara.
SARA	No problem. They linger, smiling, checking out Stephen... They step into
KIM	You want us to wait? Sara turns and glares at Kim. An obvious "NO!" Kim lets the
STEPHEN	You know, I'm going to be pulling kitchen duty all week for helping girls leave a frat party. It's like opposite everything we stand for. Sara leans in and gives him a long kiss. Then separates, but
SAEA	Does that make it worth it?
STEPHEN	Honestly, no. She laughs out loud.
SARA	Do you want to come up? More than I can tell you, but that wouldn't be fair. Sara starts to take off Stephen's jacket. He stops her.
STEPHEN	Keep it... till next time.
SARA	Thanks again. For everything. And, sorry about kitchen duty. He smiles... and walks away into the night. Sara looks after
SARA	Ow! She reaches her bed and plops down on her back. Breathing She struggles to sit up. She fumbles for the lamp next to her Sara screams.
GIRL	Hi. FLASH. The girl takes her picture, further blinding and
SARA	Who are you?!
GIRL	Rebecca. Your roommate. Sara calms, catching on.
SARA	What are you doing?
REBECCA	Taking your picture.
SARA	Why? Rebecca shrugs. Sara grabs her stomach.
SARA	Oh shit. Her cheeks chipmunk as she rushes out the door. Rebecca Rebecca? No answer. Sara makes it back to her bed. She falls onto it, Rebecca's eyes open. And they stay open. She watches Sara go Mellow music plays through top-of-the line speakers that Rebecca sees that Sara's awake.
