CHARACTER	DIALOGUE
Grace buys a bag of 240	jellybeans. There are 35 yellow ones, 52 red ones, 63 green ones, 26 white ones, 41 blue ones and 40 black ones. If Grace wants to eat one of each while keeping her eyes closed, what is the minimum number she will have to eat? Filling in the ovals faster than it seems he could
TEACHER	No, that's not exactly right. Your son seems to be interested in only one thing. Mom knows what's coming.
TEACHER (CONT'D)	All he talks about, all he seems capable of thinking about is automobile racing.
MOM	Well you know, his father designs racing cars.
TEACHER	And where is your husband?
MOM	He's-working. He couldn't make it.
TEACHER	Perhaps the apple hasn't fallen very far from the tree. Mom is uncomfortable with that truth while the Teacher
TEACHER (CONT'D)	Is your husband's name Rex?
MOM	No, Rex is his older brother. Why?
TEACHER	This is the test he turned in last week. She holds up the Scantron test that Speed was working on. He continues to draw as the background of the classroom We watch the race going on in his head as hand-drawn cars The Mach 5 jumps over and through the fiery crash, The teacher hears him and looks up, frowning as she sees A little girl with a pink barrette also hears him turning The teacher is about to say something when the bell Speed snaps out of his fantasy and leaps up, in motion
TEACHER	Alright, pencils down, bring your Thwack! Speed slaps his down and is already heading for --to my desk. Ham! The door slams open and Speed shoots out.
TEACHER (CONT'D)	Speed Racer, slow down! He pauses crossing the street letting two impossibly cool Here we begin to see the unique and individualized nature The car door pops open and snaps shut.
REX	.I take it you're ready to go? Speed nods. Rex climbs in beside him.
REX (CONT'D)	So, who was school?
YOUNG SPEED	Fine. Are you going to the track? Mom said you were. You don't have to drop me off, I could just go with you.
REX	No way. He starts the car and roadster growls to life.
YOUNG SPEED	Oh, come on, take me with you. Come on, please.
REX	I can't, Speed. Pops would kill me.
YOUNG SPEED	He doesn't have to know. I won't say anything. Nobody will know. Come on, please, Rex, pleaseplease pleasepleasepleeeease. Rex sighs, knowing there's no way he can with this.
REX	Are you wearing the socks? Lickety-split, Speed sticks his sneaker up against the
REX (CONT'D)	You roll us again and this'll be the last time? Deal? A ten year old's grin spreads ear to ear.
YOUNG SPEED	Deal. He is wearing a pair of bright red socks. Propped against this gloves is a photo of Rex.
REX	Feel that shimmy? That's your hind legs trying to outrun you're front.
SPEED	What do I do?
REX	Stop steering and start driving. Speed gets serious, his lips tightening the way a hand
REX (CONT'D)	This ain't no dead piece a metal. A car's a living breathing thing. She's alive. You can feel her talking to you, telling you what she wants, what she needs. You just gotta listen. Speed tries to listen.
REX (CONT'D)	Close your eyes and listen. Speed does.
REX (CONT'D)	They say that Ben burns drove the last lap of the '68 Vanderbilt Cup with his eye closed.
SPEED	No way!
REX	No? Well maybe you can't hear it then. Maybe. you ought to start hitting those books--
SPEED	No! I hear it!
REX	That so? Okay Mr. Burns, you tell me when to gas it for the jump. Speed concentrates..
REX (CONT'D)	Now?
SPEED	Uh-uh. The jump glides towards them as the tires seem to whisper Now! Rex smiles, hitting the gas, launching the car into the Thunderhead is a relatively small track and the media-row
LOCAL ANNOUNCER	--local fan favorite, Speed racer is just gobbling up this track, slipping car after car--
HAROLD LEDERMAN ANNOUNCER	--no one seems able to lay a glove on this kid--
AUSTRALIAN ANNOUNCER	--clearly a rising star, with several big wins since turning pro, though he remains without a major sponsor--
CHINESE ANNOUNCER	--a win tonight could put him within range of qualifying for the Grand Prix--
FRENCH ANNOUNCER	--let us hope he does not make the same mistakes that his older brother made-- He hears a voice in his headset.
SPARKY	Head's up,.Speed! Seven o'clock. I got Snake drafting.Pitter-pat. Speed looks into his mirror and sees a car with orange
SPEED	I got him. Sparky is watching through binoculars.
SPARKY	I figure he'll slingshot after you in the next turn.
