CHARACTER	DIALOGUE
Final Draft	
HICCUP (V.O.)	This, is Berk. It's twelve days North of hopeless, and a few degrees South of freezing to death. It's located solidly on the meridian of misery. The camera drifts over rolling hills to reveal a small
HICCUP (V.O.) (CONT'D)	My village. In a word, sturdy. And it's been here for seven generations, but every single building is new. The camera drifts closer, circling.
HICCUP (V.O.) (CONT'D)	We have fishing, hunting, and a charming view of the sunsets. The only problems are the pests. You see, most places have mice or mosquitos. We have... Sheep graze peacefully on a hillside. Suddenly one is
HICCUP	...dragons.
HICCUP (V.O.)	Most people would leave. Not us. We're Vikings. We have stubbornness issues. Vikings sound the alarm. Viking men and women pour out into ON HICCUP darting through alleys, staying under eaves, making
HICCUP (V.O.) (CONT'D)	My name's Hiccup. Great name, I know. But it's not the worst. Parents believe a hideous name will frighten off gnomes and trolls. Like our charming Viking demeanor wouldn't do that. Dragons sweep back and forth, dodging axes and blasting the Arggghhhhh! Mornin'! Hiccup gets to his feet and continues to rush past gigantic
HICCUP (V.O.)	Meet the neighbors. Hoark the Haggard...
HOARK	What are you doing out!?
HICCUP	... Burnthair the Broad...
BURNTHAIR	Get inside!
HICCUP	... Phlegma the Fierce...
PHLEGMA THE FIERCE	Get back inside!
HICCUP	. Ack. He passes a silent ox of a viking, picking his ear.
HICCUP (CONT'D)	Yep, just Ack. Enter STOICK, the biggest Viking of all. He yanks Hiccup from
STOICK	Hiccup!? What is he doing out again?! What are you doing out?! Get inside! The flames light up his scowling face and matted red beard. That's Stoick the Vast. Chief of the tribe. They say that when he was a baby he popped a dragon's head clean off of its shoulders. Do I believe it? Stoick grabs a wooden cart and hurls it, knocking the Yes I do. An EXPLOSION forces Vikings to DUCK. Stoick stands firm,
STOICK	What have we got?
VIKING #1	Gronkles. Nadders. Zipplebacks. Oh, and Hoark saw a Monstrous Nightmare.
STOICK	Any Night Furies?
VIKING #1	None so far. Good.
VIKING	Hoist the torches! Massive flaming braziers are raised on poles, lighting up the
GOBBER	Ah! Nice of you to join the party. I thought you'd been carried off. Hiccup dons a leather apron and starts to put away Gobber's
HICCUP	Who me? Nah, come on! I'm way too muscular for their taste. They wouldn't know what to do with all this. Hiccup strikes a bodybuilder pose.
GOBBER	They need toothpicks, don't they? Hiccup gets to work, transferring bent and chipped weapons to
HICCUP (V.O.)	The meathead with attitude and interchangeable hands is Gobber. I've been his apprentice ever since I was little. Well...littler.
STOICK	We move to the lower defenses. We'll counter-attack with the catapults.
HICCUP (V.O.)	See? Old village. Lots and lots of new houses. In response, the fire brigade charges through the plaza -- Hiccup leans out of the stall to watch her.
HICCUP (V.O.)	Oh and that's Fishlegs, Snotlout. The twins Ruffnut and Tuffnut. And... Astrid. A SLOW-MOTION explosion erupts behind her, framing her in a
HICCUP (V.O.) (CONT'D)	Their job is so much cooler. Hiccup tries to join them as they pass, but he's hooked by Ah, come on. Let me out, please. I need to make my mark.
GOBBER	Oh, you've made plenty of marks. All in the wrong places.
HICCUP	Please, two minutes. I'll kill a dragon. My life will get infinitely better. I might even get a date.
GOBBER	You can't lift a hammer. You can't swing an axe... Gobber grabs a bola (iron balls connected by rope).
GOBBER (CONT'D)	... you can't even throw one of these. A Viking runs by and nabs it out of Gobber's hand, hurling it
HICCUP	Okay fine, but... He rushes to the back corner of the stall and presents a ... this will throw it for me. Hiccup OPENS the hinged lid of the device. An arm springs up,
VIKING	Arggh!
GOBBER	See, now this right here is what I'm talking about.
HICCUP	Mild calibration issue.
GOBBER	Hiccup. If you ever want to get out there to fight dragons, you need to stop all... Gobber gestures in Hiccup's general direction.
GOBBER (CONT'D)	... this. But... you just pointed to all of me.
GOBBER	Yes! That's it! Stop being all of you. "Dragon" DeBlois/Sanders Final Draft (Rev.19) 02-13-2010 7. Ohhhh... Ohhhhh, yes.
HICCUP	You, sir, are playing a dangerous game. Keeping this much, raw...Vikingness contained. There will be consequences! Gobber tosses him a sword.
GOBBER	I'll take my chances. Sword. Sharpen. Now. Hiccup takes it begrudgingly and lobs it onto the grinding One day I'll get out there. Because killing a dragon is everything around here.
HICCUP (V.O.)	A Nadder head is sure to get me at least noticed. The Nadders clamber onto the building, tearing the roof and
HICCUP (V.O.) (CONT'D)	Gronckles are tough. Taking down one of those would definitely get me a girlfriend. A stealthy, snake-like dragon head peeks over a rooftop,
HICCUP (V.O.) (CONT'D)	A Zippelback? Exotic, exciting. Two heads, twice the status. A second head pokes through the door and lights it. KABLAM! It flies past Stoick as he climbs to the top of a CATAPULT
CATAPULT OPERATOR	They found the sheep! Concentrate fire over the lower bank!
CATAPULT OPERATOR	Fire! Boulders are catapulted at the corralling Nadders...
HICCUP (V.O.)	And then there's the Monstrous Nightmare. Only the best Vikings go after those. They have this nasty habit of setting themselves on fire. It emerges from the flames, climbing the catapult with a
STOICK	Reload! I'll take care of this. Stoick takes on the Nightmare, face to hammer.
HICCUP (V.O.)	But the ultimate prize is the dragon no one has ever seen. We call it the-- "Dragon" DeBlois/Sanders Final Draft (Rev.19) 02-13-2010 9.
VIKING	Night Fury! Get down! Vikings everywhere take shelter. The moaning sound BUILDS. KABOOM! The Catapult EXPLODES as though hit by an artillery
HICCUP (V.O.)	This thing never steals food, never shows itself, and... The sound recedes, leaving the crippled catapult in flames.
HICCUP (V.O.) (CONT'D)	...never misses. No one has ever killed a Night Fury. That's why I'm going to be the first.
IN THE STALL	Gobber trades his hammer for an axe.
GOBBER	Man the fort, Hiccup, they need me out there! Gobber pauses. Turns with a threatening glare.
GOBBER (CONT'D)	Stay. Put. There. You know what I mean. Gobber charges into the fray, HOLLERING.
VIKING #6 (O.S.)	Hiccup, where are you going!
VIKING #7	Come back here!
HICCUP	I know. Be right back!
ON THE PLAIN BELOW	The Nadders have cornered the house-full of sheep. They close Stoick suddenly appears, HURLING FISHING NETS over them. The
STOICK	Mind yourselves! The devils still have some juice in them. Hiccup reaches a cliff overlooking the smoking CATAPULT and He listens, with his eye pressed to the scope, hand poised on Come on. Give me something to shoot at, give me something to shoot at. KABLAM! The tower topples. The blast of fire illuminates the
HICCUP (CONT'D)	Oh I hit it! Yes, I hit it! Did anybody see that? Hiccup's victory is short-lived. A Monstrous Nightmare
HICCUP (CONT'D)	Except for you. ON STOICK, holding down the netted Nadders. He hears a Alarmed, Stoick abandons the Nadders and runs off.
STOICK	DO NOT let them escape!
IN THE PLAZA	Vikings scatter as Hiccup dodges a near fatal blast. The Hiccup ducks behind the last standing brazier -- the only He turns back to find it leering at him, blocking his escape. You're all out. He smashes the Nightmare repeatedly in the face, driving it Oh, and there's one more thing you need to know...
HICCUP (CONT'D)	Sorry, dad. Okay, but I hit a Night Fury. Stoick grabs Hiccup by the back scruff of his collar and
HICCUP (CONT'D)	It's not like the last few times, Dad. I mean I really actually hit it. You guys were busy and I had a very clear shot. It went down, just off Raven Point. Let's get a search party out there, before it--
STOICK	--STOP! Just....stop. He releases Hiccup. Everyone goes silent, staring
STOICK (CONT'D)	Every time you step outside, disaster follows. Can you not see that I have bigger problems? Winter's almost here and I have an entire village to feed! Hiccup looks around. All eyes are upon him.
HICCUP	Between you and me, the village could do with a little less feeding, don't ya think? A few rotund Vikings stir self-consciously.
STOICK	This isn't a joke, Hiccup! Why can't you follow the simplest orders?
HICCUP	I can't stop myself. I see a dragon and I have to just... kill it, you know? It's who I am, Dad.
STOICK	You are many things, Hiccup. But a dragon killer is not one of them. Sting. Hiccup looks around to see many nods of agreement.
STOICK (CONT'D)	Get back to the house. Make sure he gets there. I have his mess to clean up. Stoick lumbers off in the opposite direction.
TUFFNUT	Quite the performance.
