CHARACTER	DIALOGUE
COMMENTARY	..here's Tony Blair, just 43 years old, arriving at the polling station of his constituency in Sedgefield.."
ELIZABETH	Have you voted yet, Mr Crawford? Yes, Ma'am. I was there when they opened. First in line. Seven o'clock. Prime Minister in almost two hundred years.."
ARTIST	And I don't mind telling you, it wasn't for Mr Blair.
ELIZABETH	Not a moderniser, then?
ARTIST	Certainly not. We're in danger of losing too much that's good about this country as it is.
TV COMMENTARY	"The only questions that still remain: how big will his landslide be? And how extensive, how sweeping will the modernisation programme be that he ushers in?"
ELIZABETH	Hmm.
ELIZABETH	I rather envy you being able to vote. Not the actual ticking of the box, although, I suppose, it would be nice to experience that ONCE. But the sheer joy of being partial.
ARTIST	Yes..
ARTIST	One forgets that as Sovereign, you are not entitled to vote.
ELIZABETH	No.
ARTIST	Still, you won't catch me feeling sorry for you. You might not be allowed to vote, Ma'am.. But it IS your Government.
ELIZABETH	Yes.
ELIZABETH	I suppose that is some consolation.
MAID	G'morning, Ma'am.
DRESSER	Shall I draw the curtains? Did you stay up?
DRESSER	Yes, Ma'am. And? Was it as expected..?
RESSER	Yes, Ma'am. Mr Blair, by a landslide.
ELIZABETH	I see.
JANVRIN	The Prime Minister is on his way, Ma'am.
ELIZABETH	To BE, Robin. Prime Minister to BE.
ELIZABETH (cont'd)	He hasn't asked my permission yet.
ELIZABETH	He's a hard one to read, isn't he?
JANVRIN	Yes. On the one hand his background is quite establishment. Father a Conservative. A public school education at Fettes, where he was tutored by the same man as the Prince of Wales.
ELIZABETH	Well, we'll try not to hold that against him.
JANVRIN	On the other, his manifesto promises the most radical modernisation and shake-up of the Constitution in three hundred years.
ELIZABETH	Oh. Is he going to `modernise' us, do you think?
JANVRIN	I wouldn't put it past him. He's married to a woman with known anti- Monarchist sympathies - you may remember her curtsey the first time you met. It could best be described as `shallow'.
ELIZABETH	I don't measure the depth of a curtsey, Robin. I leave that to my sister.
JANVRIN	And I spoke to the Cabinet Secretary who said he was expecting the atmosphere at Downing Street to be very informal. Everyone on first name terms. At the Prime Minister's insistence.
ELIZABETH	What? As in `Call me Tony?'
JANVRIN	Yes.
ELIZABETH	Oh. I'm not sure I like the sound of that. Have we sent him a protocol sheet?
TONY	Funny, I'm actually rather nervous.
HERIE	hy? You've met her often enough before.
TONY	I know. But never one to one. And never as Prime Minister.
CHERIE	Remember, you're a man that's just been elected by the whole country. T TONY Yes. But she's still, y'know..
TONY	The Queen.
EQUERRY	When we reach the audience room, I will knock. We will not wait to be called, we will go straight inside. Standing by the door, we bow. From the neck. I will introduce you. The Queen will extend her hand, you go to her, bow again, then shake her hand.
QUERRY (cont'd)	Couple of other things. It's `Ma'am' as in ham, not Ma'am as in farm.
TONY	Yes..
EQUERRY	And when you're in the Presence, at no point must you show your back. The `Presence'?
EQUERRY	Yes, Sir. That's what it's called, when you're in her Majesty's company.
EQUERRY	Mr Blair, your Majesty.
ELIZABETH	ongratulations.
TONY	Thank you, Ma'am.
ELIZABETH	Your children must be very proud.
TONY	I hope so.
ELIZABETH	You've three, haven't you?
TONY	That's right.
ELIZABETH	How lovely. Such a blessing. Children.
ELIZABETH	So..Have we shown you how to start a nuclear war yet?
TONY	No.
ELIZABETH	First thing we do, I believe. Then we take your passport and spend the rest of the time sending you around the world.
TONY	You obviously know my job better than I do.
ELIZABETH	Well, you are my tenth Prime Minister, Mr Blair. I'd like to think there weren't too many surprises left. My first was Winston Churchill. He sat in your chair, in frock coat and top hat, and was kind enough to give a shy T young girl like me quite an education.
TONY	I can imagine.
ELIZABETH	ith time, one has hopefully added experience to that education, and a little wisdom - better enabling us to execute our constitutional responsibility. To advise, guide and warn the government of the day.
TONY	Advice which I look forward to receiving.
ELIZABETH	ell, we will save that for our weekly meetings. Now, if there's nothing else, I believe we have some business to attend to..
TONY	Of course.. Your Majesty, the country has spoken...and I come now to ask your permiss.. E
ELIZABETH	No, no, no. It's usual for ME to ask the questions.
ELIZABETH	Mr Blair, the people have elected you to be their leader. And so the duty falls on me, as your Sovereign, to ask you to become Prime Minister, and form a government in my name.
ELIZABETH	Generally, this is where you say `yes.'
TONY	`Yes'.
ELIZABETH (cont'd)	How nice to see you again, Mrs Blair.
