CHARACTER	DIALOGUE
CAROLINE	Nanotherapy, beta version: Tuesday, March 10, 2011. Female Test subject Number four. Franklin reaches for us, smiles...
FRANKLIN	Here we go, Bright eyes. A MIST fogs our view for a moment.
CAROLINE	Not too much. She needs to be calm, but alert.
VOICE THROUGH INTERCOM	Go ahead - send her through. A LOUD HUM and we start moving, sliding into a tunnel a The focus in his eyes belies the casual dress.
WILL	Start the scan. A TECHIE sits at a computer screen beside Will.
TECHIE	Scanning.
DONNIE	Stuff looks like Kool-aid.
CAROLINE	Go ahead, I'm sure you could use it. Starting the therapy...
FRANKLIN	She's convulsing. Caroline sticks a stethoscope in the tube, listens to Bright Please keep the monkey still. He focuses back on the monitor.
CAROLINE (INTERCOM)	She's not a monkey. Will looks from the monitor to Caroline. His look is
CAROLINE (INTERCOM) (CONT'D)	She's an ape. Chimpanzees, gorillas and orangutans, they're all apes.
WILL	Good to know. Just keep it from moving. She's stung, wonders, why does he have to be such a jerk He's oblivious to this, instead intent on getting the scan
TECHIE	Here we go. Will stares at the scan, his eyes willing the test to Will fights a CONTRACTION OF EXTREME EMOTION that passes
WILL	We're on our way. Good work.
CAROLINE	What is this? Caroline holds up a picture of a tree for Bright Eyes, who Bright Eyes presses a button.
ELECTRONIC VOICE	Tree. Caroline holds up a picture of an acorn.
CAROLINE	And this? The chimp presses another button.
ELECTRONIC VOICE	Acorn.
CAROLINE	Where does the acorn come from? Bright Eyes considers... then presses a button.
ELECTRONIC VOICE	Acorn.
CAROLINE	Yes, but where does the acorn come from?
ELECTRONIC VOICE	Acorn. Bright Eyes interrupts, now pressing three buttons.
ELECTRONIC VOICE	Acorn. Tree. Acorn. The chimp looks at Caroline, who's stunned, trying to process
ELECTRONIC VOICE (CONT'D)	Surprise. The unnatural voice - paired with Bright Eyes' eerily human-
CAROLINE	We started the therapy four weeks ago. This was yesterday. Will's studying the scans. They look good. Real good.
CAROLINE (CONT'D)	There's been clear cell growth. Both on the frontal lobe and the neocortex. She's purposely standing close in order to point this out.
WILL	I see that. But I don't understand the primate behavioral norms. She knows an acorn's a seed. Wouldn't any monkey know that?
CAROLINE	No - it's conceptual. Acorn gives us a tree, which gives us an acorn.
WILL	Abstract thought...
CAROLINE	In a chimpanzee. Unheard of. Will turns the possibilities over in his mind. Caroline
CAROLINE (CONT'D)	You're calling her a monkey just to piss me off, aren't you?
WILL	Start the other's on the 112. And double this one's dose. He pulls away from the BIO LAB, which is tucked in a corner Will enters, his posture almost visually changing with the
WILL	Hey Dad. Walter looks up, whispers...
WALTER	John... is that you?
WILL	It's me. Will.
WALTER	As thou dost, Anthony. .he hears no music. No music...
VOICE	He's been doing that all day. A Home Aide enters, grabs her coat. This is IRENA.
IRENA	He found an old book of his. She pulls a worn paperback of Julius Caesar from Walter's
IRENA (CONT'D)	I had no idea you liked Shakespeare so much, Mr. Walter.
WILL	My mother was the one. She liked Shakespeare... Good night, Walter, hone-ee. She heads out. Will gently takes his father's arm.
I WILL	Come on, Dad.
WILL	Remember I told you we were using Basic Fibroblast Growth Factors on the apes? Well the therapy seems to be working. We've seen definite signs of adult brain neurogenesis. Walter holds up his arms for Will to slide on the pajama top.
WILL (CONT'D)	Board of Directors is coming in a couple weeks to talk about Phase 2 - that's clinical trials. Walter gives no hint he's even listening, much less
WILL (CONT'D)	Human trials, Dad. Soon.
