CHARACTER	DIALOGUE
TATIANA (O.C.)	Once we lived in an enchanted world. . . summer day.
TATIANA (CONT)	A world of Tsars and Princesses and elegant palaces. . .
TATIANA (CONT)	and grand parties. . . We see the palace at night, blanketed in a almost glowing, snow as hourse drawn carriages up to the front door.
TATIANA (CONT)	A beautiful, magical time. . . That would soon be gone forever. . . the glass doors we see TATIANA, the Dowager 60, imperious and bedecked with jewels, she is unapproachable. TSAR NICHOLAS and his SON are her. In the other elevador, ALEXANDRA and her - well, all her daughters except. . . (SONYA) 16, who is trying to catch up with to tie a large ribbon in her long, dark hair.
SONYA	Princess Anastasia - you're late and it's all my fault!
ANASTASIA	Don't worry, Sonya, no one'll notice. . . Anastasia with a
ANASTASIA	. . . owwwwwwwww! and descends the staircase in grand style. As the falls out of her hair and down her back, kicks it to Sonya without breaking stride. out and begins a proccession through their Tatiana holds out her arm to Anastasia as she beautiful but slightly impish face, dominated by blue, mischievous eyes. She an abundance of and confidence for a girl her age.
The elegant guests sing their admiration as the	and happy Romanov family makes it's entrance the ball, they're "the pride of all Russia". invites Sophie to dance and the entire assembly assembly swings into a GLORIOUS SWEEPING Singing their certainty that the Romanovs will forever. dancing gracefully with her father. of dark hair which continuoually falls accross his with her father, sees him. SERVENTS cross the "Ew" and "ah" at the sumptuous fruit. Anastasia Dmitri eyeing it hungrily and without missing a step, she grabs an orange off thr tray and tosses into an open wall panel.
IVAR	You're a servent! Never forget your place!
DMITIRI	Someday my place will be out there!
IVAR	Never! You're a peasant, Dmitri! Back in the kitchen place under the table and back to the kitchen. like the Moscow circus back there, COMIC MUSICAL The servants sing about their demanding and mockingly imitate their behavior: they that they have their own "party", that change is to the servants discontent and sing their with their own lives. who sits next to her.
TATIANA	Why were you so late tonight
ANASTASIA	I was showing Sonya something . . .
TATIANA	What were you showing her?
ANASTASIA	How to read.
TATIANA	I thought you were told not to tutor your servants anymore.
ANASTASIA	I know, but I had to because . . .
ANASTASIA	Oh, Grandmama, why do you have to go back to Paris?
TATIANA	It's where I've made my home but I do have something for you . . . and enamel flower, on a silver neck chain and it up. MUSIC BEGINS, she hands Anastasia the key.
ANASTASIA	"Together in Paris"! Oh, when can we be "together in Paris?!
TATIANA	When you're older . . .
TATIANA	Until then, whenever you hear this song, think of me and know that I'm waiting for you. causing everyone to duck and cover their heads in He is of indeterminate age, towering over other in the room, his most striking feature are his eyes which at this moment are burning a fiery red. He is in a flowing black monk's robe with a satin rope around his waist. Connected to the rope is a RELIQUARY, a mystical lantern. out ofthe wallpanel, Tatiana and Anastasia, of whom are frightened.
NICHOLAS	Rasputin! You're alive . . .
RASPUTIN	Despite being shot, poisoned and thrown into an icy river . . . YES!
NICHOLAS	I had nothing to do with it!
RASPUTIN	You gave the orders!
NICHOLAS	I did no such thing!
RASPUTIN	After all I've done for your family - YOU TRIED TO KILL MEEEEEE ! ! ! the reliquary. PEOPLE back awayin terror.
RASPUTIN (CONT.)	The Romanov dynasty ends here! You, your wife and children will all die within the fortnight!
ANASTASIA	NO! hands are the only thing that gives away her
ANASTASIA	We're not afraid of you!
RASPUTIN	You . . . my little babushka . . . you'll be so much fun to kill that I'll save you for last! to have almosy a human shape to it. LINE - FOREVER !!!! try to look regal and in control once again.
TATIANA (O.C.)	Some say Rasputin ad harnessed all the dark powers of evil and that it was his curse which brought about the end . . .
TATIANA (O.C.)	I will never know for sure. All I do know is that the beauty of our world was soon Gone . . . Forever . . . the Romanovs, heralding the end of their world and the coming revolution. Tatiana is next to Anastasia as Anastasia in her tracks.
ANASTASIA	My music mox!
TATIANA	Anastasia, no!
TATIANA	Hurry, child!
DMITRI	No - this way!
DMITRI (CONT.)	Go! Run!! Out the servant's quarters!
DMITRI	Go!
goes in as Dmitri shoves Anastasia toward the	knocking the music box out of her hand. She he pushes her through the panel without it.
DMITRI (CONT.)	Go!
DMITRI (CONT.)	No one's here! Let's try the next room! the panel. stop them. crowd. WE HEAR shouts of "The Empress - let through!" which helps clear the way.
ANASTASIA	Hurry, Grandmama!
TATIANA	Get on! Anastasia, get on! Tatiana is gripped by other passengers as she out to Anastasia.
TATIANA	Grab my hand!
ANASTASIA	Don't let go! ANASTASIA!
TATIANA	ANASTASIA! CRASHES through the truck and picks up speed. I never saw her again. . . the door that identifies it: "Young Comrades Parents". the others, she is determined not to let her get to her. She hums a tune. - a huge woman carrying a switch.
GREGOR	Anya! Anya! and on the verge of tears as Phlegmenkof swinging the switch menacingly.
PHLEGMENKOF	You can't get away from me now . . . unsuspecting foot. Phlegmenkof's feet fly from under her and she SMASHES to the floor. Gregor . . . someof the OTHERS think she's crazy.
PHLEGMENKOF (CONT.)	You! You did this!
PHLEGMENKOF (CONT.)	Brats! There'll be no supper for any of you! Back to work!
ANYA	Don't touch him.
PHLEGMENKOF	You ragged, skinny, little nothing! I have had just about enough of you . . .
PHLEGMENKOF (CONT.)	Comrade Serebreakov! be someone very important.
PHLEGMENKOF (CONT.)	Comrade Serebreakov! What a lovely surprise! What brings you here?
SEREBREAKOV	I need. . . a worker.
SEREBREAKOV (CONT.)	I will take her.
SEREBREAKOV (CONT.)	Tomorrow you begin your life's work in my hearing factory. You'll start by cutting off the tails - but if I'm pleased with you - you just may move up to cutting off the heads. How does that sound?
ANYA	About as bad as you smell!
PHLEGMENKOF	No, no, Comrade - you don't want her . . .
SEREBREAKOV	I want her.
