CHARACTER	DIALOGUE
BLACK	Some microphone feedback followed by: Okay, here we go... everybody watching? Our screen goes WHITE as a POWERPOINT PRESENTATION BEGINS... I'd like to tell you all a little lov e story... But the images n screen are JOURNALISTIC PHOTOS OF Whoops... wrong file... LAUGHTER O.S. and we begin PULLING BACK TO REVEAL:
A RECEPTION HALL (BEGIN CREDITS) - DAY	The lights are dim. We're looking at a blank, pull-down
SEBASTIAN (O.S.) (CONT'D)	Hang on, I got this-- Someone O.S. starts CLINKING a fork against a wine glass. Is
ON A BRIDE AND GROOM	sitting at the main table, In silhouette, seen from behind, Standing right by them is SEBASTIAN -- tall, good looking, Alright, now I'm ready-- And now, on THE PORTABLE SCREEN, Sebastian'S MONTAGE BEGINS:
SEBASTIAN (O.S.) (CONT'D)	Here's John, first week of college. Nice hair, right?
NOT	You think that feathering 'S easy? true. Takes a very well p wrist action... CHUCKLES from the crowd.
SEBASTIAN (O.S.) (CONT'D)	I'm just saying...
SEVERAL PHOTOS OF JOHN	Throughout college...
SEBASTIAN (O.S.) (CONT'D)	Was John a star athlete? A shot of him fumbling a frisbee,
SEBASTIAN (O.S.) (CONT'D)	Umm, no. Was he a ladies man? With mid-eighties hair, bad glasses.
SEBASTIAN (O.S.) (CONT'D)	You tell me.
HIM	What he was, was John, and we loved for it.
AN	Taken r. Sebastian. up l ^a nï¿½ghte Sebastian turns the camera on himself, holds
SEBASTIAN (O.S.)	And he was always looked after by his guardian angel and best friend.
JOHN	People are staring at me - is my fly down?
SEBASTIAN	No, no, it's cool.
JOHN	All right, enough with the - - all right, what? What are you looking at?
SEBASTIAN	Oh, wait, there's something on your forehead. John brushes it. You got it. Leaf or something. A leaf. On my forehead.
SEBASTIAN	Yeah, it musta had some sap on it. They pass a cluster of CO EDS who laugh at John.
SEBASTIAN (O.S.) (CONT'D)	And then there's Jenny.
4 PHOTOS OF JENNY	Looking, indeed, very cool, very put together.
SEBASTIAN (O.S.)	Studious, hard-working, quiet.
PHOTOS OF A WILDER JENNY	In short-shorts, wet T-shirt, throwing water balloons at a frat house. Standing on an empty keg of beer, rolling it
SEBASTIAN (O.S.) (CONT'D)	Well, okay, sometimes not so quiet.
VIDEO OF JENNY	Ordering a bunch of guys around, telling who to go where, as
SEBASTIAN (O.S.) (CONT'D)	Okay, maybe a little high-spirited, maybe voted Miss Kegger once or twice too often on Fraternity ROW, but a good girl underneath it all. Now could they not fall in love?
TWO PHOTOS JUXTAPOSED	One of John "flexing" beside a lake, another of Jenny
SEBASTIAN (O.S.) (CONT'D)	Now, in any decent love story, you gotta have the great first meeting. All right, I'm zooming in. Whoa. Not a flosser.
JOHN	Turn it off. And as he REACHES for it - WHAM'. He hits another car! The
JOHN (CONT'D)	Jesus Christ!
SEBASTIAN	They're okay! They're getting out. Sebastian manages to right the CAMERA and unsteadily films
JENNY	Are you a complete idiot?!
SEBASTIAN (O.S.)	And so one of the truly great love affairs of the late eighties began. In the home video, Jenny advances on John, hurls the rest of The driver of the car, another co-ed, gets out and yells at
SEBASTIAN (O.S.) (CONT'D)	Brought together by their love of fast cars, spirited Baskin- Robbins Dreamy Drizzle Ice Cream cake.
6 DIFFERENT PHOTOS NOW 6	John and Jenny both at typewriters.
SEBASTIAN (O.S.)	From there, they went on to work together at the school newspaper.
SHOT OF JENNY IN THE NEWSPAPER OFFICE	Shot of Jenny standing at the head of a table full of
SEBASTIAN (O.S.) (CONT'D)	Although, technically, they didn't work together so much as John worked for Jenny who was the editor of said paper...
SHOT OF JENNY AND JOHN KISSING	In her office, through the semi-closed Venetian blinds.
SEBASTIAN (O.S.) (CONT'D)	Let's just say there were some flagrant workplace violations. CAMERA: the words "NEED JOB" are spelled out in white
SEBASTIAN (O.S.)	The point is their love grew, blah blah blah... And that love continues tonight. And now, please join me in raising a glass to my future neighbors down in Florida, and to the dawn of both a marriage end a brilliant journalistic team, the new Woodward and Bernstein, this time with sex. Bad sex, probably, but - anyway: to John and Jenny Grogan.
AND NOW PUSH IN ON JOHN AND JENNY	She's had an ffect on He's not so much break applause.e him. They kiss as PULL BACK TO REVEAL we're looking out a window.
JENNY (O.S.)	MmzmII[lm. That feels so good. rolled up. Jenny takes a swig from a bottle of champagne, passes it to
JOHN	How do I get vou?
JENNY	What?
JOHN	I'm serious. In what world does a guy like me get someone like you?
JENNY	Are you kidding? You're part of the plan.
JOHN	The plan.
JENNY	Step one. Meet an incredibly sweet, smart, sexy guy.
JOHN	Done. Step two?
JENNY	Marry him.
JOHN	Check. Step three? She smiles, puts her face right up to his...
JENNY	Now that one's a surprise... They kiss and as we push past them, into the snowy window, we
JENNY	You okay?
JOHN	Oh yeah.
JENNY	You know you got this.
JOHN	I know, I got it.
JENNY	Who are you?
JOHN	I'm John Grogan.
JENNY	Wrong. You're John Friggin Grogan who's about to get a job. She leans over and gives him a big, long kiss.
JOHN	Um, okay, see now I don't wanna get out of the car.
JOHN	i really just wanna sit here and make out with you.
JENNY	--Get out of the car. He nods, starts to get out, then pauses.
JOHN	Who am i again? Kidding.
