CHARACTER	DIALOGUE
JANE	Hurry! We hear a loud BANG followed by muffled CURSING from below.
JANE (CONT'D)	Oh-- watch your head.
SELVIG	Thanks. So what's this "anomaly" of yours supposed to look like?
JANE	It's a little different each time. Once it looked like, I don't know, melted stars, pooling in a corner of the sky. But last week it was a rolling rainbow ribbon-- "Racing "round Orion?" I've always said you should have been a poet. Jane reigns in her excitement. She tries for dignity.
JANE	Hey, Darcy. Pass up the bubbly and my gloves, will you? Intern DARCY LEWIS (20) hands Jane a bottle of Champagne and
JANE (CONT'D)	Not until you see it!
SELVIG	I recognize those. Think how proud he'd be to see you now. Jane's grin fades to a sad smile.
JANE	Thank you.
SELVIG	For what?
JANE	The benefit of the doubt. The two stare out at the sky expectantly. A long beat while
JANE (CONT'D)	It's never taken this long before. Darcy calls up from the front seat.
DARCY (O.S.)	Can I turn on the radio?
JANE	Sure, if you like rocking out to KFRM, "All agriculture, all the time." Worried, Jane heads back down into the vehicle.
JANE	The anomalies are always precipitated by geomagnetic storms. She shows him a complicated CHART she's drawn in the book,
JANE (CONT'D)	The last seventeen occurrences have been predictable to the minute... I just don't understand. Something catches Darcy's eye out the driver's side mirror.
DARCY	Jane? Jane SHUSHES her, leafs through her notes. The bottle of
JANE	There's got to be some new variable... Or an equipment malfunction... The lights and equipment in the SUV begin to FLICKER around
DARCY	I don't think there's anything wrong with your equipment... The champagne bottle starts to RATTLE noisily now as it They watch it curiously, pressure building up inside it, when
DARCY (CONT'D)	Jane?
JANE	What?!
DARCY	I think you want to see this. Darcy points out the window. Jane and Selvig look out. Over
MASSIVE CLOUDS OF RAINBOW LIGHT	Churn in the sky. The three stare, dumbfounded.
JANE	Holy. Shatner.
SELVIG	That's your "subtle" aurora?!
JANE	No-- yes! Let's go!
JANE	Isn't this great?! A thought strikes her.
JANE (CONT'D)	You're seeing it too, right? I'm not crazy?
SELVIG	That's debateable. Put your seat belt on! 4th BLUE REVISIONS 03-26-10 3A. The SUV lurches.
AN ENORMOUS TORNADO	Suffuse with the strange rainbow light, ROARING like a
JANE	You've gotta get us closer so I can take a magnetic reading. Darcy laughs.
DARCY	Yeah, right! Good one! Oh God, you're serious...
JANE	You want those college credits or not?
DARCY	Keep the credits. I'll intern at Burger King.
JANE	What are you doing?!
DARCY	Saving our lives! Jane grabs the wheel, jerks it hard the other way. They 4th BLUE REVISIONS 03-26-10 5. Directly in their path, stumbling through the winds. Darcy
DARCY	I think that was legally your fault.
JANE	Get the first aid kit. Darcy heads back inside the SUV as Jane, concerned, kneels
JANE (CONT'D)	Come on, big guy. Do me a favor and don't be dead, okay? Open your eyes and look at me. Suddenly, he GROANS, and she's startled, then relieved, as For a moment, they each forget to breathe. Wow. Does he need CPR? Because I know CPR. A flustered Jane smooths her hair and sits back on her heels. --are beautiful.
JANE	--are dilating. That's a good sign.
SELVIG	We still have to get him to a hospital. After we get a reading on the storm?
SELVIG	Immediately, Jane. Jane sighs and nods, regretfully watching the storm EVAPORATE
JANE	Where did he come from? They exchange puzzled looks, as we move up through the last
HEIMDALL (V.O.)	Questions, they've always asked questions -- this race called man, on this planet they call earth. Passionately longing to know how they are connected to the heavens. We pull away from the planet, widening, past other worlds,
HEIMDALL (V.O.) (CONT'D)	In ages past, they looked to us as gods, for indeed so many times we saved them from calamity. We tried to show them how their world was but one of the Nine Realms of the Cosmos, linked to all others by the branches of Yggdrasil... We pull back until we see it -- YGGDRASIL. Immense, ...the Worlds Tree. Nine Realms in a universe of wonder, beauty, and terror that they barely comprehended. We move in through Yggdrasil, until we reach what looks like
HEIMDALL (V.O.) (CONT'D)	But for all their thirst for knowledge, they let our lessons fall into myth and dreams. Where did he come from? He came from us, the proudest race of warriors the Worlds have ever seen. He came from this -- the greatest Realm the universe has ever known. We move through the galaxy's mists and astral matter, then
HEIMDALL (V.O.) (CONT'D)	He came... from Asgard! We move towards a large window of the palace, where a FIGURE
ODIN ALLFATHER	Stares out at his kingdom. The ravens fly up to the balcony,
ODIN	Do you think he's ready?
FRIGGA	He thinks he is. He has his father's confidence.
ODIN	He'll need his father's wisdom.
FRIGGA	And his humility? Odin reacts.
FRIGGA (CONT'D)	Thor won't be alone. Loki will be at his side to give him counsel. Have faith in your sons.
ODIN	Yes, but Thor's still a boy. He could be a great King... Odin stops, notices HIS HAND SHAKING. It seems to be out of 4th BLUE REVISIONS 03-26-10 8. Finally, the occurrence subsides, his hand normal once more. ...if we only had more time.
FRIGGA	For once, our son needs something we cannot provide.
ODIN	I can fight it a little longer...
FRIGGA	No. You've put it off too long! I worry for you. He touches her cheek.
ODIN	I've destroyed demons and monsters, devastated whole worlds, laid waste to mighty kingdoms, and still you worry for me?
FRIGGA	Always.
ODIN	Not today. Now come kiss your king... while I'm still king. He pulls her close, and they kiss. Giant doors open at one end. A huge figure silhouetted
THOR	Another! 4th BLUE REVISIONS 03-26-10 8A. The cup smashes, the alcohol causes the fire to glow We follow from behind and see at the other end, massively Like Thor, he is dressed for a great ceremony. They stand by Nervous, brother?
THOR	Have you ever known me to be nervous?
LOKI	There was the time in Nornheim...
THOR	That wasn't nerves, brother. It was the rage of battle. How else could I have fought my way through a hundred warriors and pulled us out alive? The Attendant approaches with another goblet of wine for
LOKI	As I recall, I was the one who veiled us in smoke to ease our escape.
THOR	Some do battle, others just do tricks. The Attendant stifles a laugh. Loki notices, doesn't like
THOR (CONT'D)	Loki... Loki gestures to the writhing eels on the ground. They turn
THOR (CONT'D)	Now that was just a waste of good wine.
LOKI	Just a bit of fun. Right, my friend? The Attendant isn't so sure. Thor dons his EAGLE-WINGED
LOKI (CONT'D)	Nice feathers.
THOR	You don't really want to start this again, do you, Cow?
LOKI	I was being sincere!
THOR	You're incapable of sincerity.
LOKI	Am I? He looks his brother in the eye, all pretense lost.
LOKI (CONT'D)	I've looked forward to this day as long as you have. You're my brother and my friend. Sometimes I'm envious, but never doubt that I love you. 4th BLUE REVISIONS 03-26-10 10. Thor searches his brother's face, sees no trace of irony.
THOR	Thank you. The two brothers take in the moment a beat, then:
LOKI	Give us a kiss.
THOR	Stop. Thor makes the final adjustments to his ceremonial wear.
THOR (CONT'D)	How do I look?
LOKI	Like a king. They hear the blast of a CEREMONIAL HORN.
LOKI (CONT'D)	It's time.
THOR	You go ahead. Loki casts him a wary look.
THOR (CONT'D)	I'll be along. Go on. Loki heads inside the palace without his brother.
FANDRAL	Thank you, love.
FANDRAL (CONT'D)	Now who'd like to polish my sword for me? The giddy Maidens eagerly raise their hands.
SIF	I'll miss you.
THE WARRIORS THREE	VOLSTAGG has the girth and strength of a Sumo wrestler, with With them walks the warrior maiden SIF. She's clad in armor, 4th BLUE REVISIONS 03-26-10 11.
VOLSTAGG	I hope this goes quickly. I'm famished. Noooo!
VOLSTAGG	Are you attached to that pretty face of yours? Because one more word, and you won't be.
FANDRAL	My, we are hungry, aren't we? The others laugh, save Hogun. Fandral turns to him.
FANDRAL (CONT'D)	Go on, Hogun. Smile. You can do it. Even you, Hogun the Grim. Just one smile. Hogun stares at him grimly.
FANDRAL (CONT'D)	All right, half a smile. Look, forget the smile, just show some teeth.
SIF	Fandral, is it true the famous Warriors Three are ready to meet any challenge?
FANDRAL	Name it, Lady Sif.
SIF	Keep your mouth shut. A cold BREEZE blows past them.
FRIGGA	It's all right to be nervous.
THOR	Why does everyone keep saying that? I'm not nervous!
FRIGGA	You may be able to fool the rest of
THOR	...but never you. I know.
FRIGGA	Thor, just remember that you have something even the great Allfather never had.
THOR	And what is that?
FRIGGA	Me for a mother. She smiles.
FRIGGA (CONT'D)	Now don't keep your father waiting. Frigga leaves. 4th BLUE REVISIONS 03-26-10 12A. Sitting atop his throne, clad in full ceremonial armor. He Frigga joins him at his side. He looks around the hall,
VOLSTAGG	Where is he?
LOKI	He said he'd be along. Sif realizes the truth, shakes her head in disapproval.
VOLSTAGG	What?
SIF	He wants to make an entrance.
FANDRAL	Well, if he doesn't show up soon, he shouldn't bother. Odin looks like he's ready to feed him to his ravens.
