CHARACTER	DIALOGUE
	- shit - sonofa - ass!! I just -
	late again. If I'm there late again, I will be dismissed.
	Counsels Payroll, Nina speaking. Just a moment.
	Peter. What's happening? Uh we have sort of a problem here.
	yeah. I'm sorry about that. I, I forgot.
	YOU SEE, WE'RE PUTTING THE COVERSHEETS ON ALL TPS REPORTS
	Yeah. Yeah. I've got the memo right here, but, uh, uh, I just
	If you could just go ahead and make sure you do that from now on,
	yeah, I've got the memo, I've got -
	Phil. What's happening?
	Uh, could you turn that down just a little bit?
	they said I could listen to the radio at a reasonable volume from
	no, no, no. I know you're allowed to, I was just thinking, like a
	I told Bill that if Sandra's going to listen to her headphones while
	
	I don't see why -
	
	radio, I can't -
	All right!
	enjoy listening to the radio at a reasonable volume from nine to
	Peter. What's happening? (Big smile)We need to talk about your
	The coversheet. I know, I know. Uh, Bill talked to me about it.
	Uh, did you get that memo?
	(holds it up) I got the memo. And I understand the policy. The
	It's just that we're putting new coversheets on all the TPS
	Gibbons. (listens) Yes. (listens) I have the memo.
	no! Not again! Why does it say paper jam when there is no paper
	and me both, man. The thing is lucky I'm not armed.
	of shit!!
	
	
	
	- (Michael reaches for it) Bolton?
	me.
	Is that your real name?
	
	are you related to the singer guy?
	it's just a coincidence.
	come no one in this country can pronounce my name right? It's Na-
	least your name isn't Michael Bolton.
	there's nothing wrong with that name.
	was nothing wrong with it. Until I was about nine years old and
	why don't just go by Mike, instead of Michael?
	WHY SHOULD I CHANGE IT? HE'S THE ONE WHO SUCKS.
	HEY GUYS.
	up G?
	go to Chotchkie's, get some coffee?
	a little early...
	gotta get out of here. I think I'm gonna lose it.
	oh. Sounds like somebody's got a case of the Mondays.
	I tell ya, one of these days... One of these days it's gonna be
	CAN I GET YOU GENTLEMEN SOMETHING MORE TO DRINK? OR MAYBE SOMETHING
	coffee.
	Sounds like a case of the Mondays.
	if we're still doing this when we're 50?
	could be nice to have that kind of job security.
	gonna have me work on Saturday, I, I can tell already. I'm
	I work at Initech and I don't consider myself a pussy, ok?
	I am also not a pussy.
	gonna find out the hard way that I'm not a pussy if they don't
	right.
	don't understand. I could come up with a program that could rip
	
	there she is.
	you, you always talk about this girl. If you're so obsessed with why don't you just ask her out?
	I'm just another asshole customer. You can't just walk up to a I'm still trying to work it out with Anne. Oh, that reminds me.
	not?
	I have to see this occupational hypnotherapist with Anne.
	An occupational hypnotherapist?!
	wants me to go. She thinks it might help. Y'know, sometimes I just
	I know what you mean.
	
	is that supposed to mean?
	Why don't you just tell Anne you're not into hypnosis and you
	I can't do that. She might get all pissed off at me. Besides, I
	she's anorexic.
	I know. The guy's really good.
	occupational hypnotherapist isn't going to help you solve any of
	Didn't you get that memo?
	Hey, guys! Samir!!
	that Tom Smykowski?
	he doing?
	probably working on another heart attack.
	you guys see this?
	It's the staff meeting. So what?
