CHARACTER	DIALOGUE
RICK	Pull over, man!
FRED	No way, I can out-run 'em!
RICK	No you can't--not in this thing! Another POLICE CRUISER FISHTAILS OUT OF A SIDE STREET and
RICK (CONT'D)	Oh God, now there's two of 'em!
FRED	I don't care--I'm not stopping 'til we get there!
RICK	Are you crazy?!
FRED	Yeah, I'm crazy! I'm crazy about my wife! Fred jumps out and SPRINTS toward the entrance. SEVERAL COPS
RICK	Hear me out, gentlemen, I can explain every--! AS A BURLY OFFICER'S HEAD CONNECTS WITH RICK'S CHEST, we... .And FADE TO BLACK... and then: Law & Order MUSIC CUE as we SUPER:
RICK (O.S.)	See the stud in the blue shorts? That's me the summer I got out of college.
LITTLE GIRL'S VOICE (O.S.)	Wow, Dad, you used to have muscles. REVERSE ANGLE reveals EMMA, 6, and GUNNAR, 4, sitting on
RICK	I still have a few.
GUNNAR	Where? Rick shoots him a look.
RICK	They're hidden. BACK ON TV SCREEN - A PRETTY GIRL with a knockout body comes
EMMA	Who's that girl?
RICK	That's Mommy.
EMMA	No, I mean the young one standing next to you.
RICK	That's Mommy.
EMMA	Mommy used to have long hair? And she wore a bikini? Yes she did.
EMMA	How come she doesn't wear a bikini anymore?
GUNNAR	Is it because of her fat ass?
RICK	I guess. What? No. Who said Mommy's got a fat ass?
GUNNAR	Mommy.
RICK	Well, uh, I don't appreciate that language, Gunnar. You've got the best mom in the whole world--don't ever say anything bad about her. Just then, MAGGIE comes GRUNTING into the room carrying a ONE-
RICK (CONT'D)	Hey beautiful, you better get a move on--we're supposed to be meeting Fred and Grace soon.
MAGGIE	I know, I know, I'm trying.
RICK	Well how long you gonna be?
MAGGIE	Forty-five minutes--sooner if you help with the kids. Maggie looks to him, hopeful. Forty-five minutes is good. Maggie shoots him a look and Rick smiles.
RICK (CONT'D)	I'm kidding. Okay, kids, first one in the tub gets college paid for. Emma and Gunnar just stare at him.
RICK (CONT'D)	Come on, you bums, let's go! As Rick starts to tickle his kids they run out of the room,
RICK	I miss going out with you on Saturday nights. She smiles at him.
MAGGIE	I know, it's just like the old days. Rick pulls Maggie close as they walk.
RICK	Maybe we should make a rule that we go out at least six nights a week without the kids. Maggie GIGGLES.
RICK (CONT'D)	I'm serious. We should go out every week--just you and me. A BEAUTIFUL BLONDE walks past them and Rick gives a QUICK
RICK (CONT'D)	I think it'd be healthy.
MAGGIE	You gotta be kidding me? Maggie pulls away.
RICK	What?
MAGGIE	You just checked out that girl's butt.
RICK	I did?
MAGGIE	Yeah, you did, and it's rude.
RICK	Why? You think she saw me?
MAGGIE	saw you.
RICK	Oh, uh, yeah. I'm sorry, honey, I'm just kind of spacey today.
GRACE (O.S.)	Come on, we're late! REVERSE ANGLE reveals Fred Searing and his wife GRACE, 38,
MAGGIE	Grace, let me ask you something: Does Fred ever check out other women in front of you?
GRACE	No, Fred's not a gawker. Grace pats a pleased-looking Fred on the head.
GRACE (CONT'D)	Come on, Mags, let's go say hi to Dr. Lucy. We follow the women as they leave their husbands and ENTER
WOMAN'S VOICE (O.S.)	There they are! ANOTHER ANGLE reveals DR. LUCY GILBERT, a very attractive and
GRACE	Dr. Lucy! Congratulations!
DR. LUCY	Girls, thank you so much for coming. Dr. Lucy speaks with a FRENCH ACCENT.
MAGGIE	Are you kidding me? You're the only friend of ours who ever got an award--you think we're going to miss that? ANGLE ON Rick and Fred standing at the bar.
FRED	Do you mind telling me how your wife catches you checking out another girl? What is this, amateur hour? The BARTENDER delivers a couple beers and Rick pays.
RICK	The girl walked past and I glanced back at her for like half a second.
