CHARACTER	DIALOGUE
MALE (V.O.)	Kid from Ohio is looking real good, Billie... Man's hand unclenches. A container of pills spills
MAN ON BED	I'm... I'm gonna... try real hard... No, Billy. What you're gonna do ... is rush for 150 yards against Chicago. MAN ON BED That's... too much. I can't... You can. And you will. This is a business, Billy. You don't make one fifty, you're history, the kid steps in. No more job... and no more pills, Billy.
MAN ON BED	Please... Just give me time... One hundred and fifty yards. Goodbye. PHONE CLICKS off. NFL running back Billy Cole stares Chicago, Illinois, as the CAMERA SPIRALS DOWN TOWARD SOLDIER FIELD, CHICAGO NOVEMBER 14 BROADCAST TEAM huddles inside the quilted jackets,
ANNOUNCER	Good afternoon and welcome to Soldier Field, Chicago, site of today's confrontation between the L.A. Stallions and the Chicago Bears. This is Vern Lindquist with Terry Bradshaw, and, yes, my friends, it is that cold. takes a bottle of pills from the locker. Pops three. ... Big Ray Walton puts a devastating hit on Bricmont, so Chicago turns over the ball with a minute and forty seconds left. injured player goes by on a stretcher, moaning.
COLE	up off the bench. The rest of the offensive unit And so L.A. has a chance to ice the game, no pun intended... And you gotta be thinking, give the ball to Billy Cole. He has had an outstanding day, racking up 138 yards against a tough defense.
ON FIELD	huddle breaks. L.A. team trudges through the snow to the line of adopts a three-point stance. happens in hyper-real SLOW MOTION: ball is snapped. and snow. Erupting. firecracker series of POPS as linemen collide. ball floats through the snowy air. Pitch-out to takes it on the run. Tucks it under his arm. ahead, the free safety barrels toward him. Low and does not blink. He reaches beneath his jersey. THREE SHOTS into the free safety's head. mixture of blood and fiberglass. keeps going, jogging for the end zone. are now in full-scale panic. players are fleeing the field. Shouts. Pandemonium.
	on the field now. Running full out. They've got crosses the goal line. Touchdown. the ball. facing the cops. His eyes are insane.
COLE	I'm going to Disneyland... the GUN to his helmet. FIRES. WEST LOS ANGELES, CALIFORNIA DECEMBER 20 morning, Mr. and Mrs. America, and all the ships at CRANES DOWN PAST a huge, rotting billboard. On IN ON a tiny, weather-beaten bungalow. In the the lawn, a late-model Plymouth. sprinkers come to life. Fling water across the car.
ANGLE	the car, a lone man is asleep, arms akimbo. give him a two-year-old suit from C & R Clothing.
ANGLE	neighborhood KIDS have gathered around the car. Dude's trashed. KID #2 Shit, we should do something to him. #3 continues mining for nose eggs. It looks like his KID #3 I know where there's a dead squirrel.
	a tail sticking out. youngest Kid holds it aloft reverently. KID #1 Do it. heave the squirrel into the car and run away.
ANGLE	snores. The mashed squirrel perches on his
	scratching their heads. Staring in at him.
KID #2	Goddamn. Dude's trashed. KID #3 Take his bottle. #1 smiles nervously. Reaches in with infinite hand inches closer and closer -- bolt upright and grabs the Kid and stuffs a .38 HALLENBECK Hey, motherfucker. Kid, of course, shrieks. the light of sanity dawns in Hallenbeck's eyes.
begins his morning.	opens the car door. The sprinkler douses him. of the Kids, the toughest one, is standing on the KID #3 I'm not scared. scowls. HALLENBECK You're on my property, kid. KID #3 Sidewalk belongs to the government. stares at him. Smiles weakly.
HALLENBECK	Excuse me. leans over and vomits on the lawn. hand gripping the car fender. sprinkler goes round and round. redwood beach house, mellow in the morning sun. Balloons and streamers. Tawdry in the light of plush bedroom. Sun streams in the window.
	a tawny golden girl lies, serene and innocent. man takes a drag off the cigarette, studies the shakes his head and mutters: Jesus, kid, if only you weren't so damn ugly. gets up and goes into the head. Pulls out a glass one moment, he catches his own eye in the mirror. thousand people screaming. in the middle. Younger Jimmy. Fresher Jimmy. targets a receiver and unleashes a rocket. Sixty-
FACE	with dirt and mud. Blood, too. and proud. Seventy thousand voices tell him he's TO PRESENT in the bathroom... leaning on the counter. Head Jimmy, are you still here...? then: JIMMY I don't know. looks up at his reflection. Glazed eyes, beard JIMMY Yeah. I guess I am. sniffs, clearing his nose. flicks on the light. Crosses to the couch and flops
FRAMED PHOTOGRAPHS	by side. In one, younger Hallenbeck is kissing the other, the President of the United States presents
TO SCENE	scowls and chews three aspirin. Swallows.
HALLENBECK	Hallenbeck Investigations. Hey, Joe, Mike Miller over at Swerdlow. You got a minute? HALLENBECK Mmmmm. Mmmmm? What's mmmmm? Jeez, you sound fucking terrific. What'd you do last night? HALLENBECK Sat in the car. Looked at the sky. Got hammered.
MALE (V.O.)	How bad? HALLENBECK I killed a squirrel and don't even remember. That's bad, Joe. HALLENBECK Tell me about it. Look, I crawled out of a perfectly good bottle to answer the phone, what the fuck do you want? Still takin' charity? HALLENBECK No pride here. What'cha got? Stripper in West Hollywood. Lives alone. Very hot. A three on my finger scale. Means I'd cut off three of my fingers if God would let me sleep with her.
HALLENBECK	Make her a one on your nose scale. Improve your looks. Eat me. Deal is this: She's got a psycho, threatens her over the phone. I'm gonna rape you, cut you, the usual crap. She thinks he's following her. I'm up to here, you got plans? HALLENBECK I was gonna smoke some cigarettes. Can you postpone?
HALLENBECK	These are really good cigarettes. She goes onstage at seven. It's two hundred bucks, Joe.
HALLENBECK	Gimmee the address. Terrific. And, Joe, big favor, okay? Try to... fix yourself up, if you can manage it. Look the part. Not like the last time, okay? catches his reflection in the mirror over HALLENBECK Gimmee the address. emerges into the blinding glare. His tie is looks up at the girl on the billboard. HALLENBECK 'Morning, gorgeous. does not respond: Coy. Very coy. HALLENBECK Nobody likes you. Everybody hates you. You're an asshole and you're stupid. You're gonna lose. Smile, you fuck. stretches his mouth into a grimace. JIMMY 'Morning, boys. all grunt. One of them, name of HENRY, looks up at
HENRY	Hey, Jimmy. You want some of this?
JIMMY	No, man. Why do you think they call it dope? Henry, did I do anything last night that I should know about? HENRY You puked a couple times. Pointed at some lady's tits. Chased a dog for a half an hour. Fucked a congressman's daughter, shit on someone's car.
JIMMY	No, man, I meant something bad, that I should know about. HENRY Mmmm. Nope. My ass hurts, I think I had gay sex last night. I don't remember. When are you gonna come look at my gun collection? JIMMY Soon, Henry. of the other PLAYERS looks up, says:
PLAYER	Are you Jimmy Dix? Played for the Stallions?
JIMMY	'86 and '87, that was me.
PLAYER	Hell, I think the league gave you a raw deal. JIMMY Thanks. What the hell, shit floats. I'll be back. PLAYER I hope so.
JIMMY	I'll be back. plays cards. No one looks at him. He frowns. six-foot behemoth is seated in a jacuzzi at the far end clears his throat. JIMMY Ho. Ray. MAN looks up, annoyed. What the fuck you want, Jimmy? JIMMY What's with the girl? surfaces, sputtering and screaming. Ray thrusts her
RAY	Bitch won't blow me.
JIMMY	Too early in the morning, Ray. Let her go.
RAY	Fuck you. She's not coming up till she starts blowing. swallows hard. Says: Ray. Let her go.
RAY	Fuck you, loser. What are you doing at a league party, asshole? You and ol' Dex Manley should get together, swap stories about gettin' booted.
JIMMY	Ray, she's gonna drown. RAY Not if she blows me. eyes are smoldering. He steps to the right.
JIMMY	Last chance, Ray. RAY Go spit. JIMMY Fine. turns, as if to walk away. he spins back and launches the football. big man howls. Clutching his flattened nose.
JIMMY	Get out of here. Go. goes. He leans over and grabs Ray by the hair. yanks until their faces are inches apart.
JIMMY	Best arm in the National League, you son of a bitch. Remember that. lets go. Ray sags, semi-conscious. gets into the car. Takes out his vial. voice in the background: "Hey, someone shit on my car!" Hallenbeck slides his Plymouth to the curb in front
NEIGHBOR	'Morning, Joe, how's it going?
HALLENBECK	My ears are burning, Andy. Even as we speak, someone, somewhere is calling me an asshole.
NEIGHBOR	You're funny. HALLENBECK I'm playing Tahoe on the 15th. enters and crosses the living room.
SARAH	I thought you were in Las Vegas. HALLENBECK I was. SARAH Where did you sleep? HALLENBECK Office. brushes past her and crosses to the bed. On the pillow, HALLENBECK Hey, Furry Tom. sits on the bed. Lights a cigarette. Opens the night
SARAH	How much did you lose? HALLENBECK I wasn't there to gamble. I was doing a skip trace.
SARAH	How much did you lose?
HALLENBECK	Fifty bucks. suddenly notices a sheet of paper on the night stand. HALLENBECK What's this? SARAH Darian's class drew holiday pictures. That was hers. Her teacher wants to see us, Joe. ON DRAWING a picture of Santa Claus, except this Santa has long,
TO SCENE	HALLENBECK Satan Claus. Kid's got some talent, don't you think? SARAH It's hideous.
HALLENBECK	You okay, Sarah...?
SARAH	I'm tense. I couldn't get to sleep last night.
HALLENBECK	Hmmmm. Well, I think the kid will be fine. Boys still tease her about the headgear? SARAH Are you kidding? Brace Face, that's the latest. Little bastards.
HALLENBECK	She'll be fucking them by the time she's fourteen. SARAH Watch your Goddamn mouth, Joe. HALLENBECK Well, Christ, you let her wear enough makeup. The kid looks like a goddamn raccoon. She comes in late at night, I think, 'Christ, a burglar.' I almost shot her twice.
SARAH	You're not funny. All the girls at that school wear makeup.
HALLENBECK	Yeah, but they don't apply it with a paint sprayer. And for your information, our neighbors think I'm very funny.
SARAH	Go live with them. HALLENBECK Don't tempt me. tosses the holstered .38 on the bed. Stalks into
HALLENBECK	Damn raccoon. sighs, tosses his cigarette butt in the toilet. kneels, looks under the bed. and says, very conversationally: HALLENBECK Who's the guy in the closet? stops dead. Spins and stares at him.
SARAH	Excuse me?
HALLENBECK	Oh, that's right, you sometimes forget that I'm a detective. See, first I noticed how tense you were, but I let that pass. Then I noticed there was steam in the shower like someone was just in there, but meanwhile your hair is completely dry, you follow? So. Why the steamy shower? Because someone else was in there, right, and since he's not under the bed you must have stuck him in the closet when you heard my key in the door a day early. Tah-dah. Please, no applause. silence hangs between them. Sarah just stares. Shakes
SARAH	Well, nothing changes. You're still a lunatic.
HALLENBECK	Mmmmm. I'm sorry, honey, I don't enjoy being observant, but someone's gotta do it. What's his name? SARAH Please leave. I have to get dressed. HALLENBECK It's okay, I've seen you naked. So, apparently, has someone else. What's his name?
SARAH	You want me to open the closet, Joe? Huh? You want me to indulge your fucking paranoia, I'll throw the door open, is that what you want me to do...?
HALLENBECK	Is this a trick question? SARAH I'll do it, Joe. Okay? And then we'll both know you're a psycho, is that what you want? Huh?? awkward pause. Finally Hallenbeck scowls and says:
HALLENBECK	No. We won't open the door. SARAH Thank you. HALLENBECK Nope. Door stays shut. Instead, what I'm gonna do is... ... I'm gonna count to three, and then I'm gonna put a bullet in there, and you can stop me anytime by speaking the truth. One.
SARAH	If you shoot up my house, Joe, I will make you eat that gun.
HALLENBECK	Two. The truth is a beautiful thing. cocks the hammer. Arm extended, hand rock steady.
SARAH	Call your shrink, Joe. I still have the number. Call him and tell him you're losing it, I cannot fucking deal with you like this -- !
HALLENBECK	Three. Last chance.
SARAH	Joe, dammit -- ! sighs. Starts to pull the trigger. And Sarah
SARAH	Jesus, no -- ! grabs the gun. freezes. She looks at him. He looks at her.
DOOR	slowly open, then... out steps a man in a bathrobe. Wiry. Hair still soaking wet. other than MIKE MILLER, Joe's early morning phone call. HALLENBECK Hello, Mike. Keeping her warm for me? gun barrel does not waver. Not an inch. MILLER Easy, Joe. Don't do nothing dumb.
HALLENBECK	How as she, Mike? On your finger scale, how was my wife...? MILLER It just happened, Joe. It just happened. You call me from here this morning?
MILLER	She said you were in Vegas. I was gonna leave a message on the machine. HALLENBECK When you found out I was back. Why didn't you split?
MILLER	She said relax, he never stops home once he's in the office. HALLENBECK Normally I wouldn't.
MILLER	You knew?
HALLENBECK	I suspected. So how about it, Mike? On a scale of one to ten. How was she?
MILLER	Joe, come on, how long we been friends, huh?
HALLENBECK	How long? Mmm. I'd say roughly until you put your dick in my wife.
MILLER	You gotta understand -- HALLENBECK I know, I know, it just happened. It was an accident. Sure. You tripped. You said, 'Whoops,' and accidentally fucked my wife. Gee, Mrs. H., I'm sorry, just isn't my week. Sure, Mike. Happen to anybody. I don't gotta understand anything. speaks then. Head down. Eyes averted.
SARAH	Put the gun down. HALLENBECK Hmmm? Oh, right, the gun. You're right, Sarah, I'm acting nuts. pulls the trigger. SHOT is DEAFENING in the closed room. it to pieces. The tinkle of glass hitting the floor.
HALLENBECK	Where was Darian? SARAH She stayed at Cindy's last night. nods. Turns and waves the gun at Miller. HALLENBECK Let's take a walk, Buddy. two men come out the back door and cut through the car, a Pontiac Sunbird, is parked at the curb. neighbor's dog approaches, happily wagging its tail. HALLENBECK Where you want it, Mike? Head or gut?
MILLER	Listen, Joe, I -- Gut. pats the dog. Straightens. Plants his back drops to his knees. Begins to retch.
HALLENBECK	If I see you again, I'll kill you. nods weakly. Gasping for breath. HALLENBECK So. West Hollywood at seven, right? MILLER Huh...?
HALLENBECK	The job. Seven o'clock, right? MILLER You still... want the job...? HALLENBECK It's two hundred bucks. MILLER Yeah. I guess it is. climbs to his feet, still doubled over.
MILLER	I'm sorry, Joe. says nothing. Miller turns and stumbles to neighbor's dog runs up, a tennis ball in its mouth. Miller turns the key in the ignition. ERUPTION OF FLAME. glass and metal. The car becomes airborne. blow in up and down the street. DOG cowers, HOWLING in fear. it on the grass, the tennis ball is on fire.
TO ONE SIDE	UNIFORM COP questions Hallenbeck and Sarah, who stand UNIFORM COP Why did Mr. Miller visit your home this morning, Mr. Hallenbeck? lies easily:
