CHARACTER	DIALOGUE
First Draft Polish	
SPLINTER (V.O.)	A sensei once counseled a grief- stricken boy, as his older brother prepared to leave for battle. N STARS - Begin to see a DOZEN or so stars, almost forming a He said, "Child, why do you cry? You are both part of a family. And a family is a bond that cannot be broken by war. By strife. By force or neglect. N STARS - Cam slows its truck-out to a gradual stop as we
PLINTER (V.O.)	And more importantly, you are brothers. And brothers you shall remain, despite time... argument... LOWER - framing the tops of JUNGLE, moonlit and surrounded by
SPLINTER	..and even... distance.
O	roof revealing - N GROUND - A WOMAN VILLAGER is thrown down. Her SON, 8, runs to her side. She's mad. Her son cries.
WOMAN VILLAGER	You monsters! UP ANGLE - As we see the THREE FEDERALES, greasy men, holding
PANTERA	We appreciate the generous donation for the continued protection of your village. ANGLE ON - Their jeep, overflowing with the Village's WIDER - A tiny group (10) of other villagers stand at a safe -SHIKA-SHIKA - Pantera is flanked by 3 MACHINE GUNS pointed
PANTERA	After all, the jungle can be a very dangerous place. BAH-HAHAHAHA. They jump into the Jeep and tear into the jungle LAUGHING. The jeep clamors down the bumpy makeshift path. Pantera sits
H	IGH ANGLE - As we watch the jeep from the jungle ceiling ON DRIVER - He suddenly reacts to a fallen tree on the road
PANTERA	Idiota! Watch where you're going!
DRIVER SOLIDER	There's a log on the road, senor. ...that wasn't there an hour ago.
PANTERA	Well, what are you waiting for?!
REMOVE IT!	Cortez! Andelay!
B	CORTEZ leaps out. Grabs the winch from the front of the jeep ...yirk! ON DRIVER - His eyes go wide. Trying to see in the dark.
DRIVER SOLIDER	D-d-dios mio. ON LOG - Cortez is gone. Pantera wakes up.
PANTERA	What?! WHAT IS IT?! OS - Hear the sound of a CHAIN clinking. Then WHOOSHING as - YOINK! He gets pulled over the hood of the jeep, landing on Burly gets pulled backward... away from the Jeep and into...
PANTERA	...The Ghost of the Jungle.
PANTERA	What?! The jungle god that punishes those who prey upon the weak. He's coming... for us.
O	ON GROUND - Last Soldier lays beaten on the jungle floor.
DRIVER SOLIDER	I'm sorry, senor. Driver bounds out of the Jeep and runs SCREAMING into the Something suddenly skitters behind Pantera! He turns to look. ON PANTERA - He circles backs against the Jungle wall, trying -a PAIR OF WHITE EYES open in the blackness behind him! ON PANTERA RUNNING THROUGH JUNGLE - Thick foliage. Panicked. An oasis of calm, violated by this sweating, machete-
ANTERA	I am not afraid of a myth!
TTACKER (O.S.)	Actually... it's "Turtle", pal. Pantera swings around. Eyes wide. N ATTACKER - We pan up the thick green legs. Muscular and The poncho falls to the ground. ON ATTACKER - It's LEONARDO! Beaten blue bandana blowing in
PANTERA	Let's see if a ghost can die, then. Pantera SCREAMS and runs to Leo and starts swinging! At the Only there is no one driving it... and it still has the
WOMAN VILLAGER	It's a miracle! The village rejoices. The Boy steps aside for a beat, looks
OY VILLAGER	The Ghost of the Jungle. Leo leaps into frame. He takes out his katanas and lays them
LEONARDO	My training is now complete. The camera lifts away from Leo... and then PLUNGES into the - BAM! A pair of sneakers land barely in front of the camera, Shoes belong to a panicked MUGGER, early 20's, as THREE NYPD ventually the NYPD peter out. The mugger looks back. Smiles.
MUGGER	Heh, heh... suckers. ON MUGGER - His eyes suddenly go wide as - VROOOOOM! - we see
MUGGER	Whaaa!!! The Mugger runs, but can't escape. The Driver is dressed in
MUGGER	You crazy?! Put me down, man! But Driver doesn't. Instead, he holds him lower without Just as it looks like he'll hit a telephone pole... Driver ON HEAD OF ALLEY - The Driver guns the bike and kicks up a
MUGGER	Wh-wh-what kinda freak are you?! The Driver gets off the bike. Silence. Backlit by headlight.
MUGGER	P-p-please. Don't kill me, man. Driver just cocks his head. Mugger can see his own terrified
MUGGER	Wh-wha-wha-WHAT ARE YOU DOI- AAAGH!
W	HAM! - Driver nails the dagger through the Mugger's JACKET, THUNK! It sticks in the DRIVER'S BACK!
NYPD #1	...whoa.
NYPD #2	The Nightwatcher. ON MUGGER - Hung upside down by a chain. Purse hangs from his WIDER - A quieter area of the city. Broken by the squealing
APHAEL	Heh, heh. Nice try, chump. QUICK SHOTS - Ignites and revs engine. Straps helmet back on.
MICHAELANGELO (O.S.)	Dude... I'm scared! CLOSE ON - A PAIR OF TURTLE EYES... MICHAELANGELO'S! They're
MICHAELANGELO	Dude! They're all around me! What do I do? WHAT DO I DO?! Mikey's eyes continue to panic. DONATELLO's voice comes in
DONATELLO (O.S.)	Just relax, Mikey. Remember your training. You'll be fine.
MICHAELANGELO	But I need back up this time, man! ...you're such a prima donna. CAM PULLS BACK TO REVEAL WE'RE IN-
