CHARACTER	DIALOGUE
MAX'S VOICE	C I don't believe in heaven, but I have this idea about it. Something I heard in a song.
MAX'S VOICE	Heaven is a place where nothing ever happens.
MAX'S VOICE	There's an army of bodies under this river. Criminals, people who ran out of time, out of friends.
MAX'S VOICE	The next time they drag this river, they'll find me on the bottom with the rest of them. And there won't be anybody left to say I was different.
MAX'S VOICE	I could feel the dead down there, just below my feet. Reaching up to welcome me as one of their own.
MAX'S VOICE	It was an easy mistake to make.
MAN #1	Hey, that's a really nice watch.
MAN #1	Kinda reminds me of one I lost--
MAX	You didn't lose it. You pawned it up on 128th a few hours ago.
MAX	Ask Doug. He was there with you.
DOUG	You've been following us all night?
MAX	No. I'm only following you.
PAWNSHOP	You a cop, or something?
MAX	Not tonight.
PAWNSHOP	Too bad. Go get my watch.
DOUG	Watch over me, watch over me...
MAX	Open your eyes, now.
MAX	Have you ever seen her before?
MAX	You got busted robbing a house in New Jersey with William Preston three--
DOUG	Bill's dead.
MAX	That's why I'm talking to you. Did he ever say anything about this woman? Did you ever hear anyone--
DOUG	Bill died because their wings couldn't lift him up.
MAX	No, he got shot robbing a liquor store. What are you talking about?
DOUG	Their wings are golden, the feathers only look black... Frozen, the Kid can only squint into the headlights closing NT. COLD CASE OFFICE - DAY
SGT. ADAMS	You my new guy?
DETECTIVE	I didn't think anybody was here.
SGT. ADAMS	Everybody's usually a little late.
SGT. ADAMS	All the cold investigations in the city are collected and delivered over to us. We call each witness to see if they can add anything to their original statement.
DETECTIVE	And if they can?
SGT. ADAMS	We send the file back to the original precinct for follow-up. Don't get your hopes up, though.
SGT. ADAMS	Once you've gone through the file and come up empty, bring it here... Max here handles our filing. Once it hits his desk, a case is officially dead.
D	
ETECTIVE	What if there's no phone number for a witness? Should I follow up in person?
SGT. ADAMS	Nope, we don't do that down here.
DETECTIVE	I don't understand, then how--
SGT. ADAMS	How do you solve that unsolvable murder mystery and redeem yourself?
DETECTIVE	The grand jury couldn't find--
SGT. ADAMS	Stop. Trust me, there's a tragic story behind why I'm here giving you this tour. We all did something, so just save it. Follow me to the break room...
DETECTIVE	We should get a beer after work, or something...
MAX	Yeah. Maybe so.
DETECTIVE	So what did he do?
W	
SGT. ADAMS	Nothing.
SGT. ADAMS	R emember when you were a kid, and you'd hold your breath when you went past a graveyard?
SGT. ADAMS	ust...try to leave him alone. More flowing brush strokes, the artist's feminine initials... ax walks up the street, brushing past HOMELESS PEOPLE and
OICE (O.S.)	You can't come here anymore.
MAX	William Preston was a dead end.
TREVOR	You can't come here, I said. I'm done helping you. I've already... ...paid my debt to society, you know? I've cooperated enough.
MAX	We need to talk. Won't take long.
TREVOR	I thought you found Bill's partner.
MAX	I did, but Doug only wanted to talk about pigeons, or something. I need a new name, someone robbing houses to feed a habit around that same time. T REVOR Three years is a lifetime for guys like that. One way or the other, they're probably all gone now. Either way, I'm not the one to ask anymore. I cater to a better class, now.
MAX	I can see that.
TREVOR	This is a party. These are my friends. You remember friends?
AX	I need another name, or I start frisking your friends.
TREVOR	don't have one to give you, Max. Look, you've gone through all your living leads, now you're running out of dead ones... I don't think this guy's out there.
TREVOR	ry sleeping at night every now and then, you'd see that for yourself.
W	Max doesn't answer. His eyes have drifted back to Natasha.
TREVOR	I'd invite you in, but...
MAX	hanks.
N	ATASHA ou decided to stay for a while.
NATASHA	ow it's your turn to say something...
MAX	That's interesting.
NATASHA	Thank you. It's... Shit.
MAX	Why don't you let go--
S	
MONA	Mind your business. t happens in a flash: Mona spins and takes hold of Max's
NATASHA	My sister. Sort of a bitch.
TREVOR	You have to go. Now.
MAX	Fine. I just want to ask her something first... A flickering glow escapes the gaps around one door...
N	ATASHA Looking for me?
MAX	Were you in there?
ATASHA	Take me somewhere, I'll tell you.
NATASHA	You just move in?
AX	hree years ago. So we're somewhere, now: who was that guy--
N	ATASHA Fine. What was her name?
MAX	Who?
NATASHA	The girl from the boring story you want tell me. The one that ends with you living here. Very sad.
NATASHA	tell you what... Call me by her name.
MAX	What?
NATASHA	That way you can make love to her again, just like she never left you. Oh, Max, I miss you... Like a switch, Max's face closes off again.
AX	You should go.
NATASHA	Excuse me?
MAX	There's nothing you can tell me.
ATASHA	ou're kicking me out of your bed?
MAX	Yeah.
NATASHA	Owen, pick up if you're awake... ALLEY
A	wind picks up, garbage blowing...
NATASHA	ot yet! Please, just let me... LEX HILLMAN sits behind the wheel - about Max's age, but in
ALEX	You're not serious, are you?
T	hey've parked at a crime scene - the alley in front of them
MAX	What's this?
ALEX	I need you to look at something.
MAX	What happened to them?
ALEX	Her. Just one.
ALEX	omebody found her leg near the sidewalk, called it in a few hours later. We found the other one in the dumpster over there.
DETECTIVE #1 (O.S.)	I don't believe it.
M	Don't tell me you two are gonna start working together again. I'd--
LEX	What do we know?
DETECTIVE #1	Only that it didn't happen here. Beyond that, I don't even know how to describe it in my report. `Disassembled,' that's the word we came up with.
MAX	Why are you showing me this?
ALEX	We found it here, by her heart.
ALEX	As far as we know, the victim--
MAX	Natasha.
MAX	They couldn't lift him up...
ALEX	What did you just say? We need to talk, Max. Tonight. Here's my address...
MAX	For God's sake, I know where you--
ALEX	No, I moved out.
MAX	Alex? Are you in here? nseen behind Max's back, the front door pushes closed...
MAX	Alex!
A	nother reflection shows a set of eyes. Frozen. Frantic. I NT. HOSPITAL ROOM - DAY
BB (O.C.)	The E.R. doctor's old man was a patrolman in the 45th. I got him to get you a private room.
BB	our contact information was... pretty out of date, you know, but one of the dispatchers remembered me and your dad riding together back in the day.
MAX	Alex.
BB	he first unit to respond must've scared them away before they could do the same thing to you. Pretty remarkable, considering your luck.
MAX	He was trying to tell me something.
B	Was he alive when you showed up? Did you get a look at the guys who--
MAX	No. I get Bflashes, but it's...wrong. I hate to say it, but you need to come up with something better than that. They've got nothing for leads, so the whole force has you pegged as the prime suspect.
AX	You tell them where to find me.
BB	No need. The funeral starts in an hour.
BB	ust slow down. You need to--
AX	What I need is to borrow some dress blues. Can you help me out?
BB	Yeah. My office is on the way. --with a major system moving down from Canada tonight, transportation authorities are bracing for a blizzard...
MAX	You quit working for Aesir?
B	I didn't quit, they made me head of security for the whole parent company. That comes with its own building, such that it is. Check this out.
MAX	It's a bullet hole.
BB	Yeah, from a musket ball. The British used this place as a military prison during the Revolutionary War. Think about that. It's older than St. Paul's. M ax looks up at the crumbling gargoyles perched above.
BB	W hen the weather isn't so shitty, the view is unbelievable. I'm not making any guarantees that any of this will fit. I
BB	I saved one of those for you. Third page from the back.
BB	hey're going to set up some kind of scholarship in her name.
BB	hey kept coming to me for suggestions over what she might want. I guess since we go back so far, maybe they think I'm I said art. She liked art, right?
BB	t's a nice thing, a scholarship. Good way to remember somebody.
BB	You still haven't been out there, have you?
BB	It's a nice spot. I'll go up there with you after, if you want...
B	Go ahead up and say something to Christa. I'll find us some seats...
CHRISTA (O.C.)	Let him through.
AX	Christa, I'm really sorry about what--
CHRISTA	Don't talk to me like some stranger.
CHRISTA	Who did this to him, Max?
MAX	We don't have a lot, yet... T When everything happened to you, Alex completely fell apart. He ruined his life, he cared that much. So what are you going to do for him, now? M ax could melt under those eyes, but Christa turns her back
BRAVURA	Detective Payne?
BRAVURA	.A. I need you to come with me.
MAX	ow?
BRAVURA	Now.
CHRISTA	Okay.
BRAVURA	ow'd the girl have your wallet?
MAX	She stole it.
BRAVURA	Like...picked your pocket?
BRAVURA	So you didn't know she was a prostitute?
MAX	No, I didn't. We met through a friend.
BRAVURA	Trevor Duncan. He's your friend?
MAX	I guess.
BRAVURA	That's classy. You know what Trevor does for a living, I assume?
MAX	He used to snitch for me.
BRAVURA	T ell me, Max, what's a glorified file clerk still need a snitch for?
BRAVURA	see. So you'd piss in a cup for us, right?
BB	I think you just said the magic words. Call once you hear from the union lawyer. ou and Detective Hillman haven't worked together since your reassignment. What made you get back in touch?
MAX	He wanted me to help him with something.
BRAVURA	And?
MAX	That's what I'm going to do.
