CHARACTER	DIALOGUE
Screenplay by	Edward Neumeier Robert Heinlein FROM THE FEDERAL NET -- NOTICE -- JOIN UP NOW !
YOUNG PEOPLE	I'm doing my part... Me, too... Are you ?
OFFICIAL VOICE	Join the mobile infantery and save the world ! Service guarantees citizen-ship. Would you like to know more ? past an observation ship.
OFFICIAL VOICE	The Bugs send another meteor our way !
OFFICIAL VOICE	But this time we are ready ! Planetary defenses are better than ever ! Would you like to know more ?
Klendathu, a fierce orange planet ringed by an asteroid belt,	orbits a double star.
OFFICIAL VOICE	Klendathu, source of the bug meteor attacks, orbits a twin star system whose brutal gravitational forces produce an unlimited supply of meteorites... relationship to the BUG PLANETARY SYSTEM and Klendathu.
OFFICIAL VOICE	To ensure the safety of our solar system, Klendathu must be eliminated ! Would you like to know more ? LIVE BROADCAST -- FROM ORBIT - THE INVASION OF KLENDATHU ! Graphics: KLENDATHU: THE INVASION
OFFICIAL VOICE	We break net now and take you live to Klendathu the invasion has begun ! POWER SUITS as they move up the line, the pans to the NET CORRESPONDENT
NET CORRESPONDENT	We 've just landes here on whar cap troopres are calling "Big K" with the 6th Mobile Infantery division... It 's an ugly planet, a bug planet, a planet hostile to life as we iGKKKKKK ! The CAMERA catches a glimpse of HUGE CLAWS as Cap Trooper JOHNNY RICO , 18, blows away SOMETHING BIG big with his pulse cannon.
JOHNNY	Com'on, let's go ! ON THE BOUNCE LEVY, 19, and KITTEN SMITH, 18. The CAMERA pauses, unsure. FOLLOW THEM...! GO ! GO ! Cap Troopers scream as they are torn apart right and left by an enemy seen only in disorientating glimpses.
JOHNNY	THIS WAY ! Something slices Kitten Smith, and he goes down screaming.
JOHNNY	KITTEN !
JOHNNY	AAAAAAAAAAAAAAAA ! We glimpse the hideous jaws of an ARACHNID WARRIOR.
CAMERAMAN (O.S.)	AAAAAAAAAAAAAAAA ! from the mouth, crawls into CAMERA, trying to get away from the dark INSECT SHAPES that close in on him.
JOHNNY	Oh, God... Oh, God, help me... please help me... Johnny Rico is clearly infatuated with her. The end of another school year, and for me no doubt another failure... Rico, pay attention ! displays his missing hand, scowls at Johnny, bemused.
