CHARACTER	DIALOGUE
NORMA	Did you hear something?
ARTHUR	The doorbell.
NORMA	Are you sure that was the doorbell? From down below... the DOORBELL rings again.
ARTHUR	Yep. Norma retrieves her WATCH from the bedside table.
ARTHUR (CONT'D)	What time is it?
NORMA	Quarter 'til five. Norma gets out of bed and throws on her bathrobe. Through the PEEPHOLE... she glimpses a BLACK SEDAN idling in Someone has left a CARDBOARD BOX on the front step. It's She leans down and picks up the box, noticing that it has Norma looks down the quiet, empty street. She quickly closes
ARTHUR	What is it?
NORMA	Someone left a box.
ARTHUR	Who?
NORMA	I don't know. There was a car waiting... but they drove off. Norma hands the box to Arthur. He examines it.
MALE VOICE (O.S.)	Is that one of my Christmas presents? Their young son, WALTER LEWIS ( 9), is standing at the top of
WALTER	Should I close my eyes?
ARTHUR	Arthur opens the lid and sees that there are FOAM PEANUTS The box is made of WHITE OAK with a clear varnish. Mounted on
NORMA	Is there a note? Arthur reaches inside the box and retrieves a small WHITE
ARTHUR	It's for you, Norma. Norma opens the envelope and removes a folded piece of white Printed in elegant calligraphy is a single sentence:
NORMA	Mr. Steward will call upon you at 5 Do I know a Mr. Steward? Arthur yawns.
ARTHUR	I dunno. You tell us. The box sits on the table between them. Arthur opens up the newspaper. Arthur turns the page.
ARTHUR	What kind of car was it?
NORMA	I couldn't see. It was dark and 1 didn't have my contacts in.
WALTER	Why would they just drive off?
NORMA	I don't know. But the bus will be here if five minutes... so eat.
WALTER	Last day of school and now it starts to snow?!
NORMA	Put on your hat... A young girl, DANA ( 13) is waiting at the end of the
DANA	Hi Mrs. Lewis.
NORMA	Good morning, Dana. And please call me Norma. You're making me feel old.
WALTER	You are old!
NORMA	I'm thirty-one!
WALTER	To us that's old! You're a geezer!
NORMA	Well you'll be a geezer one day too, smarty-pants. Norma closes her eyes, taking in a breath of cold air.
WALTER	Why does the bus stop have to be at the end of our driveway? So I can watch my little Walter get on his bus... safe in one piece! Down the street, A SCHOOL BUS begins to crest the hill...
WALTER	Please. Go. Inside. You're embarrassing me.
