CHARACTER	DIALOGUE
VIDEO SCREEN	EXTREME CU: PACMAN, from the old video game, just a yellow P.. but just before he catches up the BLUE GHOST transforms FADE IN: CONTINUED: ... the living room, decked out by Kostabi paintings and
CHELIOS	Whathufuck? 5A 5A It's RICKY VERONA on the SCREEN, a young, irritatingly slick CONTINUED: The discernible sound of CHEV'S heartbeat will subliminally
VERONA	What's shaking, douchebag? Thought I'd give you the heads up. You're dead.
VERONA (CONT'D)	Yeah, that's right, you little bitch ... if you're watching this tape it means that I somehow resisted the urge to dismember you and shove the pieces down the garbage disposal ... opting instead to poison you in your sleep. Yeah, you heard me... ... I fucking poisoned you in your sleep. How sick is that?... for the satisfaction of watching you squirm out your last minutes knowing it was me that did it to you, and there's nothing you can do about it... 5A 5A ... that's right, you're on candid camera, try not to embarrass yourself... shit out, right? Right? Don't bother... the shit I gave you is some fucking high tech sci-fi Chinese synthetic shit that even I don't know exactly what the fuck it is. All I know is once it binds with your blood cells, you're fucked, baby... and believe me, it's done binded. By now you'll be feeling your joints stiffen up... hard to breath... heart. The BEATS of the heart grow louder still, but the
VERONA (V.O.) (CONT'D)	... your heartbeat is slowing down like there's rust in your veins... you're like the Tin Man in the Wizard of freaking Oz... LEX "If he only had a brain."
ERONA	Scarecrow. Whatever. You get the point. You're fucked. You got maybe an hour, max, tough guy ... baby ... sexy ...
VERONA (CONT'D)	Hey, it's been real. Probably should've thought twice before you whacked Don Kim. Experiencing a little 20/20 hindsight? I thought so. Have a nice death...
VERONA (CONT'D)	... asshole. 5A 5A ROLLER DOLLY stays with him through the door and down the
SPORTSCAR GUY	This is a eighty thousand dollar ride, cockwipe!
SPORTSCAR GUY (CONT'D)	You're a dead man! The ever-present HEARTBEAT is pounding. CHEV whips out his CONTINUED:
CHEV	JESUS! We see an old school tape answering machine pick up at her Hey, this is Eve...
EVE	I'm glad you called, but I'm not here. Can you leave me a message? Unless you're trying to sell something, because I'm absolutely not interested. But if you're not ...
EVE	... then just ... oh, wait ... time's up - SOUND: beeep! GET A CELL PHONE!!! ... CHEV recovers from another near miss. CONTINUED:
CHEV	
S	hit!
CHEV (CONT'D)	Come on ...
ANSWERING SERVICE (O.S.)	Doctor Miles' office, may I help you?
CHEV	Let me talk to him. CHOCOLATE, a too-skinny, cracked-out BLACK CHICK, sits in
HOCOLATE	I'm sorry, the doctor isn't in the office at this time, may I take -
CHEV	Where is he?
CHOCOLATE	I beg your pardon sir?
CHEV	Where - thefuck - is - he?
CHOCOLATE	I don't know sir, this is his answering service, would you like me to have him paged? CONTINUED:
CHEV	Fine, yes, please let the doctor know that Chev Chelios is a dead man if he can't call me back within the hour... got that? C
HOCOLATE	Can you spell that for me sir?
CHEV	D-E-A-D. Chelios... got it?
CHOCOLATE	Yes sir...
CHEV	Thank you.
KAYLO (O.S.)	Hello?
CHEV	Kaylo. My man. So, where were you last night? KAYLO is late 20's, slightly plump, hispanic, with gelled AYLO h, what's up Chev? I said, where were you last night? PUTTING ON LIPSTICK, FAKE TITS, THE WORKS, VOGUEING AT SOME I ... uhh ...
HEV	Yeah, yeah. You wanna know what I was doing?
KAYLO	What?
CHEV	GETTING KILLED, YOU IDIOT!
KAYLO	What?
HEV	What? What? You heard me. That son of a bitch Ricky Verona.
AYLO	Ricky Verona ...
CHEV	Who would've thought that little bastard had the stones to come whack me in my own crib... it's inconceivable... and yet, here we are.
KAYLO	Where are we? CONTINUED:
CHEV	I'm dead and you're simple. Now listen: you put the word out I'm looking for Ricky Verona. Anyone sees him you call me.
CHEV (CONT'D)	I'm going to get that little son of a bitch if it's the last thing I do... it may actually be the last thing I do, understand that? Copy me on that?
KAYLO	Ricky Verona?
CHEV	Find him! The continuous ROLLER DOLLY move takes us inside and KEEPS CONTINUED:
CHEV	Where's Verona!!
ORLANDO	It's cool it's cool it's cool!
CHEV	Talk!!
ORLANDO	I'm talking! What are we talking about?
CHEV	Don't fuck with me!!
ORLANDO	OK, nobody's fucking with you, just calm down ...
CHEV	DON'T TELL ME TO CALM DOWN MOTHERFUCKER!
BIKER (O.S.)	O-land-o! What's up!
ORLANDO	There's a white man with a gun in here, I would prefer that he not cap my ass, so please refrain from any sudden ass bullshit! Now you see that? I'm trying to help you here.
CHEV	Look, I got to find Ricky Verona ...
ORLANDO	Why would I know where ... ?
CHEV	... right, I know, you don't know where he is, but you're going to tell me where he is, or I'm going to BLOW YOUR BRAINS INTO THAT TOILET!!
ORLANDO	THE WHITE MAN IS COOL! THE WHITE MAN IS COOL!
S	ILENCE - just the sound of CHEV'S heartbeat, pumping.
ORLANDO (CONT'D)	Can we all just get along? Can we?
ORLANDO (CONT'D)	Now Chevy here has something he would like to discuss. So we are going to discuss it. In a civilized manner. Chevy? I believe you had a question, or some point you were trying to make?
CHEV	Where's Verona.
ORLANDO	OK. I am not affiliated with Ricky Verona.
CHEV	You pulled the Anselmo job together, don't try to bullshit me ...
ORLANDO	Easy ... easy ... now things are beginning to clarify ... you see how that works? How discussion can lead to clarity?
ORLANDO (CONT'D)	Clearly you are operating under a false pretense. Ricky Verona and myself did not "pull the Anselmo job together." In fact, Ricky Verona fucked me on the Anselmo job. In fact, Ricky Verona owes me seventy five hunna dollars.
CHEV	That's not how I heard it.
ORLANDO	But that's the way it is. That's the way it is. So you see, I don't know where Ricky Verona is. Because if I knew where he is, I would probably be there right now, beating his Gucci ass down. S tandoff. CHEV holds the gun with an unsteady hand, studying
CHEV	Alright. away, crazy bitch ass mother ...
ORLANDO	Thank you. That's what I'm talking about. That resembles civility.
ORLANDO (CONT'D)	Shit dude, what's the matter with you?
CHEV	Forget it. I just gotta find Ricky Verona, that little bitch ...
ORLANDO	I understand that. You've made that point abundantly clear to all of us. Now what can I do to help you?
CHEV	Look, just give me some coke, OK? You got any coke?
ORLANDO	OK, now you're insulting me.
CHEV	Come on, man, I know you got coke.
ORLANDO	You think every brother is carrying, is that it?
CHEV	Come on, I don't have time for this, just give me something ... I'm really dying here ...
ORLANDO	I can see that.
CHEV	No. You don't understand, I'm really fucking dying ... if I don't ... May I just have some coke, please?
ORLANDO	So this is medicinal use coke, that's what you're telling me.
CHEV	That's right. Well?
CHEV	W hat?
ORLANDO	You got something for me, or what?
ORLANDO (CONT'D)	Chevy ... come on, man...
CHEV	OK, that's good. That's good.
RLANDO	Oh that's good, right?
ORLANDO (CONT'D)	W hy you looking for Verona anyway?
CHEV	Seems like some Chinese assholes hired him to kill me...
ORLANDO	Ah, so this is about the Don Kim situation. What do you know about it?
ORLANDO	I know you pulled the trigger.
CHEV	Of course I pulled the trigger! WHY WOULDN'T I PULL THE TRIGGER?!
