CHARACTER	DIALOGUE
DANNY	shit. bookshelf. The moans, meanwhile, approach thick goatee, and a well-crafted SWASTIKA on his left On top of Derek in the bed is his barely-of-age STACEY. The covers are completely off and a ROSE is tattooed across her right shoulder blade. watches her fuck, only for a second.
DANNY	grabs his little brother's arm.
DEREK	and onto her side.
STACEY	pervert, Dan!
DANNY	a black guy outside Der... into your car. puts on his skivvies. He reaches under his pulls out a SIG .45 semi-automatic pistol, and in a clip.
DEREK	long has he been out there?
DANNY	long.
DEREK	Relax.
STACEY	out there, Derek?
DEREK	right now, honey. many?
DANNY	think.
DEREK	he strapped?
DANNY	
DEREK	he have a fucking gun, Dan?
DANNY	not sure.
DEREK	there a driver?
DEREK	Stay the luck here.
STACEY	Be careful. the doorknob. Before he turns the knob, he peeks the eye hole on the door. two bullets in his chest.
DEREK	you! Derek buries a bullet into his shoulder. The splits and Derek fires a shot through the side He then walks towards the car and fires shot shot at it until it disappears. in Vietnam. They meet in the hallway, still not to place the direction of the gunfire.
DORIS	DOWN, HONEY! DANNY?! prey - crawling on the ground. Sirens sound from distance.
STACEY (O.S.)	down, Danny! Jesus! toward the man. the automatic doors and into the station. He a DESK SERGEANT. A daily calendar on her desk MONDAY. MARCH 3. 1997.
SWEENEY	Rasmussen?
DESK SERGEANT	room. Down that hall...third on the left. slicked-back hair, CAPTAIN JOHN RASMUSSEN finishes a He spots Sweeney as he enters and aimlessly for a file.
	right. Moving on-- Morning, Doctor.
SWEENEY	morning.
RASMUSSEN	this is Dr. Bob Sweeney. Principal over at Venice High and some time now he's done a load of work with gangs...in and out the can.
RASMUSSEN	years ago a local kid named Vinyard gets sent up for a couple of Crips who were to jack his car. Bob taught back in high school and has the case closely.
YOUNG COP	was a skinhead, right?
SWEENEY	was more like...the skinhead. and Cameron Alexander. mug shot. He flips it over and reveals MUG SHOT. Front and side view.
RASMUSSEN	Alexander is probably the writer and distributor of power literature in LA County. promotes white power bands, writes columns, all at the ripe age forty.
YOUNG COP	forty? Jesus.
RASMUSSEN	clean record...runs everything of his house down by the beach.
SWEENEY	weren't any organized white around Venice before those two up. Very few, if any. It was just black and Mexican. But it tiny. They hit it off though... Alexander hit the jackpot with
RASMUSSEN	got some uncut footage here. of NBC. this evening...LA County Dennis Vinyard was shot killed while putting out a fire in suspected Compton drug den.
RASMUSSEN	being February of '90. to the reporter. Derek wears a Venice High jersey drenched in sweat. Towel around neck, thinks to himself as the man speaks into the camera.
REPORTER	my right I have Lieutenant oldest son Derek. do you feel about all this, son?
DEREK	do I feel? How do you think I It's typical.
REPORTER	how, Derek?
DEREK	at our country. It's a for criminals. Black...brown...
REPORTER	you're saying the murder of your is "race" related?
DEREK	problem in this country is related. Every problem, not crime. These problems are rooted the black community, the Hispanic the Asian...every non- group in our society. at the shit. Immigration... all the of the non-white. Look at statistics.
REPORTER	of these issues you're referring though son are related to--
DEREK	no no! Don't say poverty right now that's not it. They're not a of our fucking environment Minorities don't give two about this country! They're to exploit...not embrace.
RASMUSSEN (O.S)	Alexander got his hands on this copied it, sent it out it became the Gettysberg Address hate groups across the country.
DEREK	of white Europeans came to country and flourished within a A generation! So what fuck is wrong with these people?!
REPORTER	does any of this have to do with father?
DEREK	my father was doing his job! Saving a nigger he didn't give two shits And he got killed by some drug who still collects a fucking check. puts his arm around her and escorts her back inside Venice Beach residence. The camera pans back to reporter who just stands there, speechless. turns it off.
