CHARACTER	DIALOGUE
NEWS REPORTER (V.O.)	so, Mark O'Brien graduates from one of 250 English majors to degrees today.
NEWS REPORTER	If this report tells us anything, it is that a disability is not necessarily a handicap.
NEWS REPORTER (CONT'D)	Mark O'Brien teaches us that courage and perseverance overcome obstacles. With Mark O'Brien at UC Berkeley, Bill Hillman, Channel Five Eyewitness News. It is about 4.00 a.m. All is quiet. We follow a mean-looking The cat comes through the window, hops onto the floor and Breathing Look you This most excellent canopy, the air, Presses down upon me At 15 pounds per square inch A dense, heavy, blue-glowing ocean. Teasing me with its nearness and immensity. And all I get is a thin stream of it. A finger's width of the rope that ties me to life.
MARK	Shit!
MARK (V.O.) (CONT'D)	Okay, just focus. Now, scratch with your mind, okay, your mind, scratch with your mind...
MARK (CONT'D)	Good morning. JOAN, a solid but slovenly woman in her late 30s, walks up to She comes in.
JOAN	Good morning.
MARK	You're late.
MARK (V.O.)	Joan I swear this was one crazy bitch Who'd swing me about enough to scare me, But careful enough so she could say: "Now what was all the yelling about? You polios are screamers. Always were." I didn't say a word, but typed my skinny novel in my head, And thought about revenge. A LITTLE LATER Joan pushes Mark along in a gurney, similar, but slightly
JOAN	Would you mind if I asked you a favor?
MARK	You need help moving furniture?
JOAN	I need an advance on my pay, like two weeks. That's not a big ask, is it?
MARK	What if you don't last another two weeks? 4A.
MARK (V.O.) (CONT'D)	Joan never failed to put me in a crappy mood. It was also a drag that I was no longer allowed to use my other gurney, the self-propelled one. It had caused a couple of spectacular accidents. Basically, in spite of all the mirrors, I couldn't see where I was going. FATHER BRENDAN is giving a sermon. Mark listens with
FATHER BRENDAN	The Apostle Luke tells us that when Elizabeth spoke to Mary, the baby in her womb leapt - "For lo, as soon as the voice of thy salutation sounded in mine ears, the babe leaped in my womb for joy". So Mary's fear and apprehension slowly gave way to pride and purpose. Elizabeth saw the greatness in Mary. "Blessed art thou among women". Elizabeth, pregnant herself with St. John, felt the power of this wondrous woman. It was Elizabeth, and her absolute faith, that gave Mary the courage she was lacking, and she gave thanks saying: "My soul doth magnify the Lord, and my spirit hath rejoiced in God my Saviour".
May the spirit of the Lord be	amongst you and remain with you always.
FATHER BRENDAN (V.O.) (CONT'D)	May the peace of the Lord be with you.
PARISHIONERS	And also with you.
A LITTLE LATER	5A.
MARK (V.O.)	I'm definitely a true believer. But I believe in a God with a sense of humor. A wicked sense of humor. One who created me in His own image.
FATHER BRENDAN	Hello. I'm Father Brendan. I don't think we've met.
MARK	No, we haven't. I'm Mark O'Brien. I knew Father Seamus very well. I'm sorry that he's not here any more.
FATHER BRENDAN	As are many others. I'm going to do my best to fill his shoes. I understand you'd like me to hear your confession.
MARK	Yes, I would. By the way, I enjoyed Mass. I liked your tone.
FATHER BRENDAN	Thank you.
MARK	You don't believe absolute privacy is an essential part of the confessional, do you?
FATHER BRENDAN	No, I do not. I believe sincerity is the most essential part.
MARK	I told my attendant to come back in half an hour. Is that okay?
FATHER BRENDAN	Yes, take your time. I'm in no rush.
MARK	Did Father Seamus say anything to you about me? FATHER BRENDAN No one said anything to me about you.
MARK	I can be a bit time consuming, but I'm worth the trouble.
FATHER BRENDAN	I'm here for you Mark.
MARK	Look, this is not exactly a confession. I haven't yet done the deed. I was hoping to sort of get a quote in advance.
FATHER BRENDAN	Tell me what's on your mind.
MARK	The most immediate thing on my mind would be my attendant, Joan. I'm thinking of getting rid of her. It's an evil thought, but I can't help it.
FATHER BRENDAN	Is she dishonest, or incompetent?
MARK	No, neither of those. She looks at me the wrong way. It's that you- need-me-more-than-I-need-you look. I'd like to show her she's wrong, just for the evil satisfaction it will give me. Is that a sin, Father?
FATHER BRENDAN	Well, it obviously troubles you.
MARK	Yes, it troubles me a lot. Because maybe it's really a power trip. Me against her. Me against the world.
FATHER BRENDAN	I really wouldn't worry too much about that. The question is whether you like having her around.
MARK	I can't stand her.
FATHER BRENDAN	Then get rid of her. If I were in a position to choose, I'd get someone nice. Even it was a power trip.
MARK	Then I have your blessing to fire her?
FATHER BRENDAN	Unofficially, yes.
MARK	That's good enough for me.
FATHER BRENDAN	Please, if ever you feel I can be useful, do let me know. It was a pleasure talking with you.
MARK	Same here. We see a pencil eraser on the end of a stick slowly tapping A community notice board. A young female hand reaches in and
MARK (V.O.)	Amanda would have been a pretty girl to touch, to hold, to kiss, to take to bed. Mark is in his iron lung. Amanda sits in a stiff chair a few Her perfect, pale skin, Her Tudor court face Her strong, fleshy legs Drove me into ecstasies of despair.
MARK	Do you have any experience?
AMANDA	No, none at all.
MARK	That sounds perfect. From Mark's POV, Amanda slides him out of the iron lung. It
AMANDA	How long can you stay out?
MARK	Three or four hours. Depends whether I'm having fun. DAY
MARK (V.O.)	She'd count in French before lifting me, un, deux, trois, quatre! I'd scream Tugged by her athletic arms From the everlasting gravity. Mark, on a blanket, is on an outing with Amanda, Matt and
MARK (V.O.)	She took me on a picnic once, With her boyfriend and another couple. Lust crackled in the air between those twentyish people.
MARK (V.O.)	What did the boyfriend think? That I was in his way? I'm always in somebody's way, I thought, the sun in my eyes.
MARK (V.O.)	As she glided through crowds of lives She couldn't leave me lying there Dried out bubble gum stuck on the underneath of existence. Amanda and her boyfriend MATT, are sharing the tub.
MATT	Do you touch him?
AMANDA	I do everything. Any other questions?
MATT	You don't have to be so defensive. I'm not about to get jealous.
AMANDA	Why not? He's a much nicer person than you are. Amanda is shaving Mark.
MARK	What does your boyfriend think of me?
AMANDA	He's an asshole. It doesn't matter what he thinks of you.
MARK	I'm interested in the opinion of an asshole.
AMANDA	He thinks you're some kind of Svengali, and that you're going to hypnotise me into your cult.
MARK	He's right.
AMANDA	He says he can already see changes.
MARK (V.O.)	So with her gentle fearless heart She took me in. I thrived in her garden And wanted more. Amanda is wheeling Mark in his gurney around the store,
AMANDA	This you must have.
MARK	I love you. Mark and Father Brendan are huddled together in the little
FATHER BRENDAN	Did she reciprocate your feelings?
MARK	She didn't seem to. 11A.
FATHER BRENDAN	people can be very shy their emotions.
MARK	Well, in case she didn't get it the first time, I told her again that I was in love with her, and wanted to marry her, thinking it might swing things.
FATHER BRENDAN	Did it?
MARK	Yes. She left.
