CHARACTER	DIALOGUE
To establish.	A school marquee with removable plastic letters reads,
PRINCIPAL SNUR	Well, it's been another great year here at JAMS. Who can forget Mr. Pinkus' haunted classroom? Sandy, thank you. SANDY PINKUS, 40s, sporting a ponytail, smiles, clearly
SANDY	I ain't afraid of no ghost. The other teachers laugh.
PRINCIPAL SNUR	Or the wild success of...
VOICE (O.C.)	Wally, can I just say one quick thing? Wally turns to AMY SQUIRREL, late 20s, cute and
AMY	Just wanted to remind everyone the school day's not over. So let's keep the drinking under control, hmm? That's it. Back to you, Wally. A bunch of teacher roll their eyes.
PRINCIPAL SNUR	Thanks, Amy, . Or the wild success of the book drive for the women's prison sponsored by Ms. Savicki's class? A broad-shouldered teacher with spiky hair, MS. SAVICKI, nods.
PRINCIPAL SNUR (CONT'D)	But now as the summer is upon us, it's time to not only say goodbye to another school year, but to also say goodbye to a member of our faculty. Elizabeth, can you come up here? ELIZABETH HALSEY, mid 20s, pretty and petite, walks up to
PRINCIPAL SNUR (CONT'D)	You've only been with us for one short year, but know that you'll always be a part of the JAMS family. Elizabeth gives Principal Snur an appreciative smile. And we got you a little something. Wally hands Elizabeth an envelope. She opens it and.
ELIZABETH	Almost forty dollars. Thank you!
PRINCIPAL SNUR	Why don't you say a couple words?
ELIZABETH	Okay. Um... I'm not really good at this type of thing so I'll make it quick. I know I've only been here a year, but there's so much I'm going to miss...
ELIZABETH (V.0.)	My students, probably most of all.I'm not saying they were little angels, butthey were all there to learn and that'sthe greatest gift a student can give a teacher. Elizabeth's class is horsing around, enjoying the last A dim-looking BOY tentatively approaches her desk with
ELIZABETH (V.0.)	And I wish that I had gotten to know all of you better, but between four classes and planning a wedding, I had my hands full. From the little I do know about you, I know that our students are in good hands. Elizabeth passes Amy's classroom, where she is carefully
ELIZABETH (V.0.)	And I can't believe it's all over. This year flew by. And even though I'll never teach again professionally, I've realized that I don't need a blackboard and classroom to set an example. Elizabeth comes up behind them.
ELIZABETH (CONT'D)	Hand it over. The Burnouts' eyes all go wide and they freeze. One of
ELIZABETH (CONT'D)	Everything. The kids look at each other and then pull out a bag with
ELIZABETH (CONT'D)	This was a warning. Next time, I don't call the principal. I call the cops.
ELIZABETH (O.S.)	Woo-hoo! A couple students look at her strangely.
ANGLE ON	The dim-looking kid that had Elizabeth sign his yearbook.
DIM-LOOKING KID	You are... Illit... Illit... Elizabeth's car comes barrelling toward him and nearly She accelerates into the speed bumps, almost hitting the
JANITOR	Slow down! Baby Doll?
