CHARACTER	DIALOGUE
MCCULLEN	Still using matchlocks, are ya? I can get you a pair of flintlocks, you let me sneak out of here. Everyone else in this sequence speaks with a French accent. Good ones? The other Guard glares at him. McCullen goes for the kill.
MCCULLEN	The best. From Spain. And perhaps a couple of pretty young ladies to teach you how to use them. Guard #1 is even more tempted, but his partner is a Loyalist.
GUARD #2	On yer feet, you Scottish pig.
WARDEN	James McCullen, you have been found guilty of treason for the sale of military arms to the enemies of our Lord King Louis XIII... even whilst you sold arms to our Lord himself.
MCCULLEN	Your King is a vile bag of filth who murders his own allies. I should've charged him double.
WARDEN	You tried to overthrow the Crown in conspiracy with its enemies!
MCCULLEN	They offered me a Chancellorship, because unlike your simpleton King, they know that is the McCullen destiny, to run the wars, the true power, not simply to supply arms.
WARDEN	Do you have anything else to say before the sentence is carried out?
MCCULLEN	Yes, I do. Clan McCullen is far bigger and more powerful than any of you could ever imagine. My sons will continue to rise along after I am gone. As will their sons. And, God willing, their sons. It shall not end with my death. The Warden smiles back sinisterly.
WARDEN	Oh, we're not going to kill you, McCullen. We're going to make an example of you. The Warden gives a nod to the prison workers who remove the
WARDEN (CONT'D)	So that no man, woman, nor child may ever see your treacherous face again, you shall wear this mask for the term of your natural life. The mask closes around his face. The workers melt the lock.
MCCULLEN (V.0.)	War used to be the exception. Now it is the new state of play, a constant, unavoidable...
MCCULLEN	Tragic as they are to fight, wars must be won. But perhaps they don't have to be as destructive as they've been in the past. A SERIES OF COMPLEX SCHEMATICS rolls continuously on a screen
MCCULLEN (CONT'D)	Nano-mites. Perfect little soldiers. Their size can be programmed as well as their intended task. Originally developed to isolate and destroy cancer cells, but at Mars Industries, and with the help of a little NATO funding... A few laughs around the room. McCullen soaks it up.
MCCULLEN (CONT'D)	.we discovered how to program them to eliminate most anything. For instance... metal. ON SCREEN: A SOLDIER fires a shoulder-launched missile at a
MCCULLEN (CONT'D)	Once the target has been destroyed, the launcher triggers a kill switch unique to each warhead that short- circuits the nano-mites, preventing any unwanted destruction. ON SCREEN: The Soldier hits a KILL SWITCH on the launcher and
MCCULLEN (CONT'D)	Each warhead contains seven million nano-mites and has the ability to eat anything from a single tank to an entire city. But without innocent casualties. Which is why this has been such a priority for me and my company. The room breaks into APPLAUSE. FOCUSES ON GENERAL HAWK, a
HAWK	Guess you'll be the first arms dealer up for the Nobel Peace Prize. Laughter in the room. McCullen smiles, being a good sport.
MCCULLEN	I prefer the term "armament solutions engineer" Gentlemen! I'm pleased to announce that tomorrow morning your first order of nanotech warheads will ship from my factory in Kyrgyzstan. The sound of RETCHING comes from the stall behind Duke. There
DUKE	The hell's wrong with you, Stalworth, you didn't eat that Chicken A La King at chow did ya?
STALWORTH	The mission, sir...
DUKE	What about it? Another day, another run.
STALWORTH	Never had anything to worry about before. Stalworth's shaky hand pulls a photo out and shows it to
STALWORTH (CONT'D)	Three weeks old. Be seeing him for the first time next leave. Duke looks at the picture, then at Stalworth. His eyes go
DUKE	You're off the mission.
STALWORTH	Sir?
DUKE	That's what you want, right? Stalworth doesn't argue. Duke hands him back the photo.
DUKE (CONT'D)	If your head's with them, you're no good to me. Stalworth nods. Duke steps closer, now one mean s.o.b.
DUKE (CONT'D)	One thing, though: you step off this one, you're out of Special Forces. Gonna find you a nice desk and chair back at the base. You're be run of the mill. Regular.
STALWORTH	I... I guess I can live with that.
DUKE	Then you should. Stalworth nods, grabs his kit, and leaves. Duke's hard eyes
HAWK	Mr McCullen, Clayton Aernathy, British Army.
MCCULLEN	I know who you are General hawk. As sharp in a briefing room as your reputation is on the battlefield.
HAWK	Not hardly ...You gave me a broad target, I couldn't resist.
MCCULLEN	It's an honor to meet a man of your many accomplishments. McCullen smiles, then offers Hawk to walk with him.
MCCULLEN (CONT'D)	What's on your mind, General?
HAWK	Your warheads. Securing them in transit. Forty pairs of ears in that room now know the when and where.
MCCULLEN	Those "ears" all have top security clearance.
HAWK	We both know what that's worth.
MCCULLEN	Look, General, delivery is my responsibility and it's not one I take lightly. I had NATO assign an elite American Special Forces unit, a fully armored convoy with air support. I assure you, my warheads will be quite safe.
HAWK	I've made a career of showing up where I'm needed, whether ordered to or not. And if your warheads are half as effective as you say they are.. Then my unit is needed.
