CHARACTER	DIALOGUE
BUD COLLYER	Hello, panel, and welcome everyone to another exciting day on "To Tell The Truth." Let's get the show started. BRIGHT LIGHTS SHINE on the faces of THREE MEN who walk toward Gentleman, please state your names. My name is Frank Abagnale Jr. THE PILOT IN THE MIDDLE steps forward.
PILOT #2	My name is Frank Abagnale Jr. THE THIRD PILOT does the same.
PILOT #3	My name is Frank Abagnale Jr. Bud smiles, grabs a piece of paper.
BUD COLLYER	Panel, listen to this one. My name is Frank Abagnale Jr, and some people consider me the worlds greatest imposter. Debbie Zane - As Bud reads, the CAMERA SLOWLY PANS the faces of the three
PILOTS.	From 1964 to 1966 I successfully impersonated an airline pilot for Pan Am Airlines, and flew over two million miles for free. During that time I was also the Chief Resident Pediatrician at a Georgia hospital, the Assistant Attorney General for the state of Louisiana, and a Professor of American History at a prestigious University in France. By the time I was caught and sentenced to prison, I had cashed over six million dollars in fraudulent checks in 26 foreign countries and all fifty states, and I did it all before my 18th birthday. To this day, I am the only teenager ever to have been placed on the FBI' s most wanted list. My name is a Abagna l e Jr. Warm applause as the THREE MEN walk behind a desk that faces the pa They all sit down at exactly Okay, panel, you have ork cut out for you. Kitty Carl , you have the first question.
KITTY CARLISLE	Imposter number one, how many years were you in prison?
PILOT #1	I served two years in France, and five years in Atlanta, Georgia.
KITTY CARLISLE	Imposter number two, I find all this very fascinating. Who was it that finally caught you? Debbie Zane - 5 straight in his chair -- his cap pulled slightly forward on
JOE SHAPE	Joe Shaye, FBI.
JOE SHAPE	I have orders see a prisoner named Abagnale, t e his statement and solicit a c n ^ n so I can prepare for tomorrow' tladition. Joe takes a roll of CASH out of h` ocket, casually slips
JOE SHAPE	If I give you another twenty, will you turn up the heat in here?
WARDEN GARREN	Don't pass him anything through the Garren walks off, and Joe immediately starts to smile, looking Debbie Zane -
JOE SHAYE	Yoohoo. Hello? Is the lady of the house at home? Joe tries to control his excitement as he kneels down and
JOE SHAYE	Jesus, Frank, you look terrible. I heard about French prisons, but this is positively barbaric. WE HEAR a sound come fr)dthe cell, and then heavy coughing. That doesn' t o d(rr4ood. I have a little cold my Help me.
JOE SHAYE	Help you? Yes, I'll help you, Frank.
N	Why do you think I've been fighting to have you extradited. Why do you think I came to take you home? Do you know that 21 other countries want'you in their prisons? I saw the list -- Egypt was on there. Who the hell goes to Egypt to write bad checks?
FRANK	I'm sick... please...
JOE SHAYE	Don't worry, Frank, you just have to make it through one more night. And then tomorrow I'll help you onto a plane, clean you up, and put you in a cell for the next twenty-five years. Debbie Zane - 5 S. His face covered by a beard and matted black hair. Frank
FRANK	Help me, please. I can't breathe...
OUTSIDE THE CELL	Joe listens to Frank, who is coughing so hard he starts to Can't... breathe...
JOE SHAYE	Don't start this shit, Frank.
FRANK	Can't ...Can't Joe looks through the slot i e11 door, but can only Frank, what's happening? Damn it, just calm down! Somebody help me!! Frank is being dragged across the floor by Warden Garren and
JOE SHAYE	He's not breathing. I think he stopped breathing! Debbie Zane -
JOE SHAYE	What's happening to him? Garren and the Guard quickly move toward a sink, where they What are you doing?
ASSISTANT WARDEN GARREN	Washing off the lice.
JOE SHAYE-	He can't breath. You have to call a doctor.
STANT WARDEN GARREN	The doctor p fnl'sf in the morning. You can't just t him die. I have orders from the Embassy! This man is going t tradited to the United State am holding you responsible if ant happens! Suddenly Garren looks past Shaye -- eyeing the curtain that
CLOSE ON GARREN	drawing his gun and sprinting out the open door of the Oh, shit.. .Frank! Debbie Zane - 5 a thin smile on his lips as he tries to move his starved As Frank makes his way past a row of cheering prisoners, he Joe and Garren easily catch up to him, Garren quickly kneeling
FRANK	Okay, Joe...let's go home. A smoke filled oak dining room packed with CLUB MEMBERS -- the stage.
JACK WRIGHT	The New Rochelle Rotary Club has a history that goes back to 1859. In all those years, we have only inducted a handful of deserving men as lifetime members, an honor that has seen 187 names enshrined on the wall of honor. Tonight, we make it 188. So please stand, as I present my good friend, Frank William Abagnale. Applause all around as FRANK ABAGNALE SR. steps up to the
FRANK SR.	Two little mice fell in a bucket of cream. The first mouse quickly gave up and drowned, but the second mouse wouldn't quit. He struggled so hard, Debbie Zane - that he eventually churned that cream into butter -- and crawled out. Gentleman, as of this moment, I am that second mouse. Laughter from the men in the room as Frank continues. I stand here today humbled by the presence of Mayor Allen, and our club President, Jack Wright. But most of all, I am honored to see my loving wife, Paula, and my son, Frank Jr., sitting in the front-row. I'm just a business man, a working stiff -- but tonight you have made me royalty. And for this, I am eternally grateful. The men applaud as Frank Sr. smiles down at his wife and
PAULA	You're a better dancer than your father, Frankie. The girls don't know what they're in for.
FRANK SR.	Paula, show him the dance you were doing when we met.
PAULA	Who can remember?
FRANK SR.	The people in that little French Village were so happy to see Americans, that they decided to put on a show for us. Debbie Zane - 5
FRANK	I know the story, Dad.
FRANK SR.	So they cram two hundred soldiers into this tiny social hall, and the first person to walk on stage is your mother. And she starts to dance... Paula steps away from Frank, and she starts to dance a ballet,
FRANK SR. (cont'd)	It had been months since we had even seen a woman, and here's this blonde angel on stage -- and the men are literally holding their breath. And I turned to my buddies, and I said..
FRANK	I will not lea France without her. Paula spins around, accide1 49, ILLS HER GLASS OF WINE --
PAULA	Oh, shit, the rug! I b relieve I did that. Frankie, run /get a towel... As Frank runs off, Paula drops to her knees and scrubs the
PAULA (CONT'D)	This will never come out. She looks up at her husband.
PAULA (CONT'D)	Whenever I dance for you, I get in trouble. Debbie Zane -
FRANK SR.	Wake up, Frank... it's eight-thirty. Frank opens his eyes, stares at his father.
FRANK	I overslept. Mom's gonna kill me.
FRANK SR.	It's okay. You don't have to go to school today.
FRANK	Is it snowing?
FRANK SR.	Do you own a black suit?
FRANK	A black suit? Why?
FRANK SR.	We have a vermportant meeting in the city. plï¿½y( l
FRANK SR.	Ma'am, open the door. Just open up, please, it's important. THE DOOR OPENS A CRACK AND DARCY, 40's, low cut blouse, a
DARCY	we don't open for half an hour.
FRANK SR.	What's your name, ma'am?
DARCY	Darcy.
FRANK SR.	Darcy, that's a pretty name. I'm in a bit of fix -- I need a suit for my kid. This is my son, Frank, he needs Debbie Zane - 5 a black suit. There was a death in the family, my father, eighty-five years old, a war hero, there's a funeral this afternoon -- a military funeral -- planes flying overhead, twenty-one gun salute. Frank needs to borrow a suit for a couple of hours.
DARCY	I'm sorry. We don't loan suits, and we're not open. As she closes the door, Frank Sr. takes a small GOLD NECKLACE
FRANK SR.	Is this yours, Darcy? I just found it in the parking lot? Darcy stares at the necklace through the door.
The Cadillac is parked somewh	Frank, now wearing a BLACK SUIT a his father gets out of the car andclimbs into the back seat
FRANK SR.	Slide over. You're gonna take me to Chase Manhattan Bank. Just head up to seventy-second and Madison, pull up to the front and park next to the fire hydrant. Frank looks back at his father.
FRANK	Dad...I don't know how to drive.
FRANK SR.	A little more gas -- now slip it into second. That's good, more clutch, now pull into this lane here -- slowly! Don't honk at us you son of a bitch -- I'm teaching my kid to drive! You're doing fine, Frank, just pick a lane and slip it into third -- about one- o'clock -- push it hard. Frank slips it into third. Perfect! Now you got it! Look at you, Frank, t is your town -- you're goin s aight up Broadway! EMPLOYEES ARE HELPING CUST RS the hushed silence of the
FRANK SR.	Okay. Stop grinning. When I get inside you go back to the front seat and wait. Even if a cop comes and writes you a ticket, you don't move the car, understood?
FRANK	Dad... is this really gonna help?
FRANK SR.	You know why the Yankees always win, Frank?
FRANK	They have Mickey Mantle? Debbie Zane - 5
FRANK SR.	No. It's because the other teams can't stop staring at those damn pinstripes. Frank Sr. steps out from the Cadillac, grabs his briefcase. Watch this, Frank. The manager of Chase Manhattan bank is about to open the door for your father. As Frank Sr. casually walks toward the doors of Chase
LOAN OFFICER	You've owned stationery store for how man rs?
LOAN OF	Mr. Abagnale, we don' `)1y loan money to people who hav resolved business with the I.R.S..
FRANK SR.	That's just a misunderstanding. I hired the wrong guy to do my books, a mistake anyone could make. I wouldn't even consider that if I were you.
LOAN OFFICER	You want me to ignore the fact that the government is demanding two years back taxes?
FRANK SR.	My store is a landmark in New Rochelle. I have customers all over New Jersey. Debbie Zane -
LOAN OFFICER	Sir, you're not a customer of Chase Manhattan. We don't know you. I'm sure you're bank in New Rochelle...
FRANK SR.	My bank went out of business. Banks like this put them out of business. Frank Sr. leans in, lowers his voice. Now I know I made a mistake, I admit that. But these people want blood -- they want my store -- they've threatened to put me in jail. This is America, right, I'm not a criminal. I'm a medal of honor winner, a lifetime member of the New Rochelle Rotary Club. All I'm asking you to do is help me beat these guys.
LFRX OFFICER	This is not estion of winning and losing. It, question of risk. I'm very sort
FRAN	You're the largest ion the world. Where's the fucking
SALESMAN	The Impala is parked right over there. Frank and his father glance toward an OLD, DENTED CHEVY IMPALA
SALESMAN (CONT'D)	it was great doing business with you. THE SALESMAN gets in the CADILLAC and drives it toward the
FRANK SR.	Come on, Frank. Let's go return the suit. Debbie 7 ana - S Frank is in the kitchen making dinner as his father walks in
J P	ank laughs with him.
FRANK (CONT'D)	I'm making pancakes.
FRANK SR.	We're not gonna eat pancakes for dinner on my son's sixteenth birthday. Frank turns to his father. Why are you looking at me like that? You thought I forgot? Frank opens his BRIEFCASE, takes out a CHECKBOOK FROM CHASE Debbie Zane - I opened a checking account in your name. I put twenty-five dollars in the account so you can buy whatever you want. Don't tell you mother. Frank slowly opens the CHECKBOOK, sees his name at the top
FRANK	But they turned down your loan?
FRANK SR.	Yeah. They all turned me down.
FRANK	So why open a bank account with them?
FRANK SR..	Because one day you'll want something from these people -- a house, a car -- they have all the money. There's a hundred check ere, Frank, which means from i day on -- you're in THE IMPALA pulls up to the f the local public High
PAULA	See that, it's just a school. No different than Buckley. Frank reaches through the window of the car, takes the
FRANK	You promised you were going to quit.
PAULA	Frankie, you don't have to wear the uniform here. Why don't you take the jacket off?
FRANK	I'm used to it. Debbie Zane - 5
FRANK	Is this Ms. Glasser's sixth period French? Some of the students laugh, most just turn back to their
STUDENT	Are you the sub? Frank looks around for `ï¿½ teacher, then slowly starts to
NOD_	Frank walks toward the blac writes his name on the Listen up, class. My name is Mr. Abagnale and I'll be your substitute today. Would somebody please tell me where you left off in your text book?
GIRL	Chapter seven.
FRANK	Open your books to chapter eight, read quietly to yourselves. The classroom door swings open, and a frail, confused TEACHER
TEACHER	Are you subbing for Roberta? Debbie Zane -
FRANK	Yes.
TEACHER	They sent for me -- they said they needed a sub. I rushed over here from Dixon.
FRANK	I always sub for Roberta.
TEACHER	I'll never come to Monroe again. You tell them not to call me! The WOMAN storms out, and Frank turns back to the students.
FRANK	I suggest you start reading people. been coming to schqï¿½ï¿½ not?
VICE-PRIN ROWN	Mr. and Mrs. Abagnale, ï¿½1ï¿½ is not a question of your son's attendance.
PRINCIPAL EVANS	For the past week Frank has been teaching Ms. Glasser's French class.
PAULA	He what?
PRINCIPAL EVANS	Your son has been pretending to be a substitute teacher, lecturing the students, giving out homework.
VICE-PRINCIPAL BROWN	Ms. Glasser has been ill, and there was some confusion with the real sub -- we're still not sure what happened. Debbie Zane - 5
PRINCIPAL EVANS	Your son held a teacher-parent conference yesterday. He was planning a class field trip to a French bread factory in Trenton. Do you see the problem we have? Frank Sr. and Paula seem a bit confused.
PAULA	This is our fault, Principal Evans. Frank had been at Buckley since he was a little boy. We had to take him out for personal reasons, away from his friends -- you know how kids are. He's all alone here.
FRANK SR.	He's not alone. He has us.
FO IL PLAYER	I have a note fr try om. I need to miss sixth period she's taking me to the doctor.
SCHOOL ADMI I"RATOR	Thank you, Roger. As the Football player walks off, Frank leans over to look
FRANK	It's a fake.
SCHOOL ADMINISTRATOR	Excuse me?
FRANK	There's no crease in the paper.
SCHOOL ADMINISTRATOR	I don't understand. Debbie Zane -
FRANK	When your mom hands you a note to miss school, you put it in your pocket. And if it was in his pocket, where's the crease?
FRANK SR.	Excuse me. I have to go to work.
PRINCIPAL EVANS	Sir, we have no choice but to suspend Frank for one week, and transfer him out of French and into German.
FRANK SR.	You're not suspending anyone. if you go after my son I'll go before the school board and ask them who's minding the ste at Monroe High. I'll ask my4bbd friend Tom Walsh how it's po s' or a little kid to teach a Fr n ajZa, t ss for an entire week without tP incipal of the school knowing a i%- I might even mention the f t my son doesn't speak Frenc
JOANNA	Are you that transfer from Buckley? Frank looks a bit confused as he stares at the girls.
FRANK	Yes.
