CHARACTER	DIALOGUE
by	v. 04 /2 2/ 88 (P in k) v. 04 /2 7/ 88 (Y el lo w) v. 04 /2 8/ 88 (G re en ) v. 05 /0 2/ 88 (G ol de nrod) v. 05 /2 5/ 88 (C he rr y) v. 06 /1 6/ 88 (T an ) v. 06 /2 2/ 88 (S al mo n) CONSOLIDATED FOURTH DRAFT v. 07 /0 5/ 88 PM ( Mi nt Grn) v. 07 /2 5/ 88 (G ol de nrod) April 27, 1988
WERNER (V.O.)	On his 35th birthday, I decided to tell Julius Benedict the truth about himself...
WERNER (V.O.)	It wasn't that he was the product of a scientific experiment.
WERNER (V.O.)	An experiment designed to produce a physically, mentally and spiritually superior human being. I explained that to him when he was two years old. And it wasn't the complexity of Julius's parentage. He knew that unlike other little boys, he didn't have just one, but half a dozen fathers, all very distinguished men. * Nor was it about the extraordinary woman chosen to be his mother... Julius had long lived with the tragic news that she died giving birth to him. What Julius didn't know, until this very moment, was that, about a minute after he was born... Another nurse emerges from the delivery room, holding up
WERNER (V.O.)	His mother gave birth to another baby...
The angry baby. Fuming.	PULL BACK to reveal: The two of them are in the same crib. The leg of the angry baby. It suddenly lashes out, The angry baby. All smiles now. HOLD ON the two babies in their crib as the following ARNOLD SCHWARZENEGGER DANNY DE VITO TWINS
JULIUS	I have a brother?!!! A greenhouse on the island. Werner, now 70, is bent and old. Julius, in peasant garb
WERNER	He was sent to an orphanage in Los Angeles. At the same time I brought you here to the island. Julius isn't listening. His eyes shine.
JULIUS	I have a twin brother?!! What's his name?
WERNER	Vincent. JULIUS Vincent -- Every time I loved something I called it Vincent -- I called my first computer Vincent! I have to find him! Werner. The ocean spread out below them is vast and WERNER You've been here since you were a baby -- you know nothing of America -- JULIUS I know it is the cradle of democracy and the land of the free; besides, I speak twelve languages -- I'm sure I can get a job.
WERNER	They're a simple people; rather primitive, not like us.
JULIUS	My brother will look after me. Werner hands over a photograph: it's a picture of a JULIUS It's your only copy -- WERNER -- My need for it is only sentimental -- yours may be practical -- Julius slips the photo into his suitcase. JULIUS Thank you -- I'll miss you.
WERNER	I'll miss you.
CONTINUED: (A1) A14	OLD WOMAN * It's sixty miles to the airport, * Julius; be careful. * Julius then bows to the Oriental, who bows back.
JULIUS	It was an honor to study under you, Master. Without warning, the Oriental tries to strike Julius in
ORIENTAL	Ahhh, always on guard. You have learned well, Julius-san. Julius gives a last hug to Werner.
JULIUS	I was just thinking, maybe my brother Vincent is married.
WERNER	And...?
JULIUS	Well, if a woman loved my brother enough to marry him, she might have a sister who'd feel the same way about me. That often happens with twins, you know. WERNER Julius -- please -- don't get your hopes up. Your brother doesn't even know you exist. JULIUS Of course he does. I've always known there was something missing in my life! And deep down, I'm sure Vincent feels the same way! He's probably just like meeeee!
VINCE	You sleep well, honey? Mmmm... like a baby.
VINCE	Me, too. I love this new mattress. It's soft but it's hard at the same time. And I love this new clock. VINCE You've done a great job on this room, Carla. CARLA You really think so? Even the curtains?
VINCE	The curtains are the key to the whole thing. They're colorful... they're brilliant... they're... great curtains.
CARLA	You were great last night, Vince.
VINCE	Naaaw... I think we're going to be very happy here. Suddenly we hear a DOOR downstairs as it OPENS, and a Honey! I'm home!
VINCE	What's he doing back so early?
MAN (O.S.)	Carla? You gonna cook me some breakfast or what?
CARLA	Be right down, sweetheart! Vince checks his appearance in a dresser mirror,
CARLA	Hurry up! I gotta make breakfast!
VINCE	You're wonderful, Carla. Your husband doesn't deserve to kiss your feet. -- and with that, he leaps into space!
VINCE	'Oh what a beautiful morning, Oh what a beautiful day'... Now he does something surprising -- not starting to drive,
VINCE	... 'everything's going my way'...
VINCE	Carla, what a joy to look at you. Is my partner and best friend, Al home from work yet? I am the bringer of good tidings.
VINCE	Stop with that horrible song, you know how I hate birthdays; they're worse than Christmas. Al presents him with the gift.
VINCE	For me?
AL	Carla and I figured, since you were always admiring mine, what the hell...
VINCE	A lighter, just like yours. I don't know what to say, Al. I'm all choked up. CARLA Hello -- the Greco residence... sure. Who may I say is calling... Mr. Burt Klane? Vince, it's for you -- VINCE Good morning, Mr. Klane. I hope you're having a wonderful -- Yes -- no problem -- I have it. Yes. Today. Of course. 'Bye. Vince hangs up. What are you doing talking to a loanshark?
VINCE	That's part of my good news -- You know that money I picked up from the Jaguar we boosted. Well, * I put the money in the stock * market. I got this incredible * tip. * CARLA Oh no. *
VINCE	I can't lose. Ever hear of P.V.T. * Industries? Probably not -- * Secret takeover bid -- AL You put the money on a stock? *
VINCE	A very special stock -- and it was such a sure thing -- I borrowed another 20 grand from the Klane * Brothers. CARLA You borrowed from a loan shark to invest in the stock market? VINCE On margin -- And as of last night I was ten thousand ahead. I'm * going to make a fortune -- turn on the T.V. ... that Wall Street's suffering its worst single-day's losses since October '87. Hardest hit * were Federated Broadcasting, down $18, Waverton Data, down $24 and P.V.T. Industries, down $32. Analysts speculate that even blue chip stocks will not remain immune to... CLOSEUP ON the extremely worried face of Vince as he
AL	You are having one shitty birthday, Vince. VINCE I'm wiped out. I got to get some money -- fast. * AL Well... '88 B.M.W. came in for long term last night...
CARLA	Don't you think you're doing this too often?
VINCE	I'm a desperate man. *
AL	Level three. Stall 25. Vincent approaches the BMW and pretends to be searching
VINCE	This is only four thousand --
OWNER	We're in a recession -- Everything's tough -- you want to try someone else -- no hard feelings. VINCE Forget it.
OWNER	You okay, Vince? You seem a little worried.
VINCE	Me? I laugh myself to sleep every night, and I never sleep alone. I'm doing great! The Owner smiles and turns. Vince continues counting the 'Put on your red dress, baby 'Cause we're going out tonight...' A few passengers turn and look back at --
JULIUS	seated in the rear, still in his peasant garb, the bamboo JULIUS 'I better wear some boxing gloves, In case some fool might want to fight.' STEWARDESS I knew you were trouble the second I laid eyes on you. Julius stares up at her, speechless and mesmerized.
JULIUS	Sorry -- I've never heard this music before -- I love it. * She sighs, leans over him, fastens his seat belt, while
STEWARDESS	The captain wants us to buckle our seat belts because we're expecting a little turbulence.
JULIUS	Thank you, Betty Lou. STEWARDESS I bet you're a football player.
JULIUS	Actually, I'm a horticultural botanist, a mathematician, and a philosopher.
STEWARDESS	Right. And I'm a brain surgeon.
HIJACKER (MAN)	Nobody moves, or else we're gonna have a serious draft in here. Get the captain. I want to discuss our final destination.
JULIUS	turns to the terrified elderly woman beside him who's JULIUS Excuse me, ma'am. -- now a hardcover book comes rocketing through the air, retrieving the hardcover Bible from the floor and -- His mischief shall return upon his own hand, and his violent dealing shall come down upon his own head -- Psalm 7:16. In front now, there is a lot of activity as various pass-
BARTENDER	It's him. He's back.
VINCE	Marnie! How are you? Is your * sister around? * Marnie starts to wipe down the table, spilling crumbs into You total Linda's car. You pawn * her stereo. You declare us as * dependents on your tax return!? VINCE What an amazing memory -- Vince! I knew you'd come back! dependent, and legally blind when it comes to Vincent.
VINCE	I am so sorry for all the miserable things I've done to you.
LINDA	Like what?
MARNIE	Linda! LINDA I'm not going to give him any money. Just take care of my station for a minute.
VINCE	I didn't come here for a loan, sweetheart. I came to say goodbye. It's not safe for me here. People are trying to kill me. Vince starts to rise but Linda pulls him back down.
LINDA	What did you do, Vince?
VINCE	I got involved in the stock market. LINDA I promised Marnie I wouldn't give you money. Vince takes Linda's hand between his and stares into her
LINDA	Don't look at me like that... Don't do that with your eyes... I shouldn't even be here with you.
