CHARACTER	DIALOGUE
Mr. Langer, got your table waiting.	Harry and his Girl wend their way around tables, we pass Other
So what does a life of bucking the system	all add up to? for a life of leftovers and Christmas mornings. No his and her IRA accounts, no mini van parked in the garage. I think it's made me what I am today. The luckiest son of a bitch on earth. Look at me. I'm positively debonair. I should be illegal I'm lookin' so good. passes a table where a BEATEN SIXTY YEAR OLD dines with life would be like if I was a Regular Joe and came in here once a month with a dame my age' for a porterhouse and a side of spinach. I've wondered... really my age. . . nutshell. Not exactly debonair, am I? Awww, man, it's down right sad. Look at me. I look like I'm about to die. God help me. I do not want to die. To all my thugs that be livin' it up, we say, what I do. To all my... Oh! This is it. Make a right. So baby, you're rich... . really... rich. in The Hamptons. great. She's totally brilliant, but she's not your type. things about me. I don't have a type. She's over thirty. looks to Marin, feigning hurt. have a slight reputation for... waits. RINGGG! doesn't look away. Don't look at me like that. Hamptons to let me know you're a wise ass. Hold on. . . It just so happens, my dear, that women of a certain age, don't date me. You ever think of it that way? No, it's always me. You dames are all alike. Hey... Dames... continues singing along with Ja Rule as Harry Vh-huh.. .I'll call back Monday. Who else? Monday... Monday... Say you couldn't find me. Who? I'll call her later. No, I have it. hangs up, doesn't look in Marin's direction to see if' MARIN Make a right, left at the second fence. turns up the CD, getting herself out of whatever just breasts look in this sweater? Yes you have actually.
So it would be too much to mention it	again. . . laughs, softening, as Harry turns down a dirt driveway, to do things that aren't perfect. got her. Harry parks. She looks over at him but he's Yeah, okay, right... both grab their H overnight bags and step out of the car. just the two of us, for two whole days? sets her bag down, walks to Harry, wraps her arms glad we waited? HARRY
I'm incredibly glad we're finally	going to do it. If that's the same as being glad we waited, then baby doll, I'm ecstatic. smiles then kisses him. He's one of those guys that you kiss them. Let's go for a swim, how long will it take you to change? starts UNBUTTONING HER SWEATER as she dances Mom doesn't allow it. front yard and bring men you're dating here to... when I do it.. or where I do it. SLIPS OFF her sweater and DROPS IT ON HARRY'S HEAD. The fabulous living room, perfect for entertaining an intimate group of friends or that special someone. Behind me, the requisite Hampton's deck complete with pool and ocean view. Your pants, please... provocatively UNZIPS her pants and wriggles out of where tonight I will whip you up a culinary feast of Mac and Cheese. HEARS Harry's ZIPPER UNZIP. She turns, her EYES .. O-kay, going quickly now... Master bedroom is that away... arrive in a warmly decorated GUEST BEDROOM. your favorite show, is where the magic happens. Do we like it? Going once, going twice ... takes Marin's hand and pulls her OUT OF FRAME and ONTO auctioneering someone told me if I was nervous to just picture everyone in the audience in their underwear. This sort of gives that a whole new meaning. So put on your bathing suit. I brought some champagne, I'll put it on ice. MARIN bounces off him like a kid and disappears into the lies there alone for a second. Catches his breath. He of them is ERICA, Marin's Mother. The other is Erica's is in her mid-fifties and is a poster girl for growing old. sister, ZOE is in her forties. Zoe's the loose one. She nods to Zoe, gesturing a nearby knife. Zoe grabs the knife. Okay, stay right where you are. We have a knife. HARRY Do you... live here? 911 and you're not gonna move. Zoe, hand me the phone. of your daughter's. that, Harry SHUTS the fridge door. The Women see he's the city and you what, wandered in here,like high on Ecstasy..?. Shit. I dialed 8-1-1. Honestly, if you just... army. She can break you in half. can't believe she just said that -- no truth in it Yes. I have an intruder in my house. 29 Daniels Lane, Sagaponack. invited me here for the weekend. She's in her room right now, changing. You're dating my daughter? HARRY Now who would've thought that would be worse news? that, Marin ENTERS, in a tiny bikini, sees Harry in his I'm sorry. False alarm. Yeah, no, I'm sure. No, he's not a burglar He's dating my daughter. this weekend, you said you had to write.
Totally.. .but....	You gotta admit, sorta funny You thought he was a burglar? In his boxer shorts? don't know the man. . . I'm sorry, it's not really funny. I'm an idiot. I should've told you I was bringing someone out. were coming. Well. Anyway, here we are. Hello. I'm the mother. three Women turn to Harry who now dangles a long Lobster Harry. Harry, my Mom, Erica... my Aunt, Zoe. Harry's sort of a new friend. I think I mentioned him in an e-mail. We just, totally spur of the moment thought we'd get out of the city for a few days. Honey, does Harry have a robe? You know what? Actually, I think I should just take off. Let you gals enjoy your weekend... shoots her Mom a look. Help! here's what we'll do. Zoe and I will leave. We took a great walk on the beach, we'll go into town for lunch. You two stay. Harry, apologize about the near arrest. very... "macho". I don't think I was exactly "macho" HARRY his underwear in my refrigerator I hope I'm half the man you were, Mrs uh... ERICA Yeah. Okay. Whatever... watches. Dying. hit the road. Ladies...sensational meeting you. Doll, call me. dramatic here. What are we four teenagers? We're all sophisticated people. Why can't we all stay, for the weekend? Your mother's got work to do I've got papers to grade. You'll do your thing, whatever that is and if we want to hang together, we'll hang together. If we don't, we don't. There's no reason why any of us should give up this spectacular weekend. I mean, well, I can "handle" it... Women all look to Harry. He looks at Marin. She's hard to AND ZOE can't even look at them. What is she doing with a guy that age? feel Dave was walking out on her. on me? Why do people assume when you break up after twenty years that the guy's the one who wanted out? Just because once we broke up he shtupped everything that moved... Just trying to figure out why such a smart girl is always with the wrong guy.
Mme. Barry, que je puis vous obtenir	aujourd'hui? Girl stands BEHIND THE CHEESE COUNTER in:
Bonjour je veux une partie de votre	pate merveilleux et de votre meilleur fromage absolu de chevre. and Marin shop near by. Harry listens to Erica out of
She started French lessons after she and	my Dad split up. Part of her "Keep Busy, Don't Look Back" program. She's practically fluent now. Marin, au cas ou nous prende un desset ou devrions jefaire quelgue chose? Laissons quelque chose d'achat. Et ce grand gateau de chocolat? Yeah...well. ..I am fluent. Be right back. crosses to the dessert counter. Erica turns back and Erica notices who's next to her at the cheese counter.
Merci madame.	heads down the aisle, passing Harry whose back is to Woops. Sorry. so very badly do not want to actually touch. Erica company among other things... "Drive By" Records??? Is that a joke? What is that? Okay. That's... "interesting"... headed here. . . rap, I mean I do. It's sort of violent and crude for my taste, not to mention just a tad misogynistic. poetry. can you rhyme with 'Bitch'? places her groceries on the check out counter. How we doin? HARRY me. happy with it? places a plate in front of Harry then runs her finger 90% hard word, 10% talent and so far the talent part hasn't exactly kicked in yet. and Zoe stop what they are doing and turn to Erica. is a bit of a problem, but so far it's about a divorced woman, a writer, she's this high strung, over-amped, controlling, know it all neurotic. . . Who's incredibly cute and lovable. It's a comedy. the big buyer of the night. conducting the auction and apparently every time I did that she misunderstood and I ended up buying cases of outrageously expensive wine. and Marin laugh. so far... leans back, places his arm around Marin's chair. Erica bachelor? in New York Magazine. that I've escaped the noose for so long. "The Escape Artist"? You were once engaged to somebody big. Who was it? Not Joan Collins.. .Wait. ..Carly Simon? Not Martha Stewart.... MARIN not here.
Harry was once engaged to Diane	Sawyer. Okay? I'm impressed.
