CHARACTER	DIALOGUE
1870. THE ARIZONA TERRITORY.	We descend past DARK CLOUDS. Violent FLASHES ripple within. Thunder blends with DRUMS as we reach a BOX CANYON... Whirling around the fire -- war paint -- masks and headdresses -- beautiful BABY in her arms as we FOLLOW THEM INTO -- A TEEPEE. The simple melody of the woman's song as she lays the baby on a blanket, gently swaddling it, LOVE in her eyes. But. The wind starts to HOWL. QRAJ. And then... a BURST OF LIGHT through the opening of the teepee -- intense ULTRAVIOLET: FWHOOOOOOOOOOOOOOOSHHss!!! superior force -- PLUCKED savagely into the light, GONE -- as we
FLEEING PEOPLE.	Impossibly, the objects are STEEL MACHINES. BELLY VENTS snap open and DRILL CONES drop out -- jagged teeth CHURN TO LIFE -- C--() ... .-4ï¿½_ s A N D A A PINK TONGUE LICKS HIM. The man STARTS AWAKE -- to find a MONGREL DOG over him. Mangy. But sweet. COUGHING, the man stumbles up. How'd he get here? And where the hell i.: here? And -- OWWW. A GASH in his side... .. part of the wound oddly SEARED. He winces. Trying to solve this painful puzzle. Something GLINTS on his wrist: A STEEL BRACELET. No clasp to pull it off. He touches the surface -- TSSS -- SHIT -- It's HOT! And there's a BLACK STETSON on the ground. The Man grabs it to shield his eyes... but STOFS: A WORN PHOTOGRAPH in the inner brim. A WOMAN. Young, beautiful. SMILING. The Man stares: does he KNOW this woman? is this even HIS hat? THE CLAIBORNE BROTHERS -- WES, MOSE and LUKE. Dusty and tough. Wes gallops right up to our Man, gives him the once over --
WES CLAIBORNE	Howdy. We're riding towards Absolution. You know how far west we are? The Man's got NO IDEA what he's talking about.
LUKE CLAIBORNE	Maybe he's a dummy. Wes hops off his horse, right in The Man's face now --
WES CLAIBORNE	There a reason you don't wanna answer my question, friend? And now, Mose nods to the BRACELET on The Man's wrist --
MOSE CLAIBORNE	Wes, he's got iron on his wrist... and he's been shot.
LUKE CLAIBORNE	Bet he's a chain jumper. Luke spurs his horse behind him -- The Man's SURROUNDED.
LUKE	If he escaped, there'll be a bounty. Let's bring him with us. Wes nods as he slides a SAWED-OFF DOUBLE-BARREL from his back
WES CLAIBORNE	Not your lucky day, Stranger -- turn round and start walking. But The Man doesn't move. The Claibornes share glances. Wes
WES CLAIBORNE (CONT'D)	Dead or alive, no difference. I said
WALK OR--	THE MAN MOVES, A MECHANISM OF BRUTAL VIOLENCE -- YANKS the rifle forward as BLAMI -- shot goes WILD -- suddenly the gun's in THE Luke's horse -- GRABBING Luke's ankle -- suddenly Luke's FLAT on
LUKE CLAIBORNE	-- P-please, God -- d-don't -- -- The Man PULLS the trigger but CLICK! The rifle's EMPTY. Luke's RELIEF is short as The Man SLAMS the gun-butt down, knocking him out cold. And ALL of this took about ten seconds. This man is a cold-blooded KILLER. But somehow... he didn't seem to KNOW that. CONFUSION. Drops the rifle, looks down at on the breeze -- flattens against The Stranger's foot. He picks it up, BLOODY FINGERPRINTS on what we now see is a TELEGRAM --
THE MAN IN BLACK	Absolution... With a HYA! The Man sends two horses GALLOPING, mounts the third, wincing at that gash in his side. Starts to trot off... sees the dog following... Get outta here. Leave me alone. But the dog keeps following. Like they're FRIENDS now. The man VALLEY below... and a SPECK within it that is: dehydrated, the wound DRAINING him. His eyes fall on the first building he sees... A CHURCH.
THE MAN IN BLACK	Stay. The dog sits by the door as The Man enters -- EMPTY -- he's uncorks it with his teeth -- drinks -- pours some on the wound -- then A PISTOL COCKS behind him -- Meet MEACHAM, town preacher, a tough, wash-foot Baptist:
MEACHAM	Palms to heaven, Friend. The Man freezes. Turns up his hands.
THE MAN IN BLACK	Been shot.
MEACHAM	Only two kinds of men get shot -- criminals and victims. Which one're you?
THE MAN IN BLACK	don't know. Meacham hears the HONESTY in his voice. Knows a lost soul when he sees one. Lowers his gun, softening...
MEACHAM	Got a name, son?
THE MAN IN BLACK	Don't know that either.
MEACHAM	What do you know?
THE MAN IN BLACK	... English.
MEACHAM	Odd wound. Looks... cauterized. Means somethin' burned it half closed. The Man just stares. News to him. And now, as Meacham leans
MEACHAM (CONT'D)	Nice trick. That some kinds... magnet? The Man looks at him -- "What the hell is a 'magnet'?!?" Meacham shrugs it off, readies the needle -- Try'n hold still. He pokes the hot needle through the wound -- The Man winces slightly, but bears the pain.
MEACHAM (CONT'D)	Where'd you ride in from?
