CHARACTER	DIALOGUE
revised draft by	Frank Darabont
current revisions by	FOR EDUCATIONAL PURPOSES ONLY revs. 10/12/03 (buff)
VINCENT	You okay? Sorry...
MAN	Yeah, yeah, I'm fine, mate. Enjoy * LA... CONTINUED: A1
Mechanics hands change tires, replace air cleaners, close a *	CONTINUED: 3 CONTINUED: 4
MAN	...it's always you. Why is everything always directed at you...?
WOMAN	...everything is not "always about me." He was being sarcastic and you goddamn well know it...
MAN	...I'm sorry, I didn't hear it that way...
WOMAN	...oh, bullshit! How about the dig about the makeover...?
MAN	...what do you want me to do, punch the guy out? I work with him. And you're perfectly capable of taking care of your own...... CONTINUED: 6
WOMAN	...well, last I checked, you were sleeping with me, so unless you wanna start fucking him, I suggest...
MAX	Hey, leave-up on him, man...
GANG MEMBER	Say what? What you lookin' at, bitch?
ATTENDANT *	How'd you get the chop suey all over * the cab? *
MAX *	I didn't. The cab got in a fight with * a gang of Chinese Cholos. *
ATTENDANT *	There's been sprouts by the passenger * door. * CONTINUED: 8
DISPATCHER	I need it transcribed... *
ASSISTANT'S VOICE (UNHEARD) *	Off of what? *
ANNIE *	Off the line sheets. *
ASSISTANT'S VOICE (UNHEARD) *	Why? *
ANNIE *	'Cause I think it's him on there. In * the gold Lexus on the cell. If it is, * he's enhanceable, 'cause of priors in * the late '80's... *
ASSISTANT'S VOICE (O.S.) *	What about tomorrow afternoon? *
ANNIE	...no, the transcriptions need to be * done by seven a.m.. Period. Okay? *
MAX	How ya' doin'? Where to?
ANNIE	Downtown. 312 North Spring Street. Take Sepulveda to Slauson to La Brea. La Brea north to 6th into downtown.
ANNIE (CONT'D)	So you'll be up late. I'm pulling an * all-nighter, too. Save the tears. CONTINUED: (2) 11A
MAX	I'll take 105 east and up the 110. It's faster.
ANNIE	What?
MAX	105 to the 110 is faster.
ANNIE	110 turns into a parking lot around USC.
MAX	This late, the 110 is moving, but La * Brea north of the Santa Monica is * jammed. *
ANNIE	110 north of the 10 you get people * going to Pasadena and they drive slow. *
MAX	That's why I jump off at Grand. * But, hey, surface streets is cool. That's what you want, that's what we do... *
ANNIE	Are we taking bets? What if you're wrong?
MAX	Your ride is free.
ANNIE	You got yourself a deal.
Max's cab maneuvers easily through light traffic past golf	CONTINUED: 13
ANNIE	Go ahead, say it. Go ahead.
MAX	...lucky with the lights.
ANNIE	You weren't "lucky with the lights." What you were was right. I was * wrong... ...Max.
ANNIE (CONT'D)	You mind turning this up?
MAX	You like Bach?
ANNIE	I used to play this piece in high school.
MAX	Let me guess. Woodwinds?
ANNIE	Viola. I never had the lungs for wind instruments.
MAX	Could'a fooled me, the way you were unloading into that cell phone.
ANNIE	Different instrument... You know, if you'd only listened to me, we'd be all bogged down in traffic right now, and you would have made an extra five bucks.
MAX	Yeah? Keep it. Buy yourself something. Go wild. CONTINUED: (2) 13
ANNIE	A gentleman. I thought chivalry was a necessary casualty of gender politics...
MAX	Not a big thing, you know...?
ANNIE	How many cabbies get you into an argument to save you money?
MAX	There were two of us. I killed the other guy. I don't like competition...
ANNIE	You take pride in...being the best at * what you do...?
MAX	This? This is temporary. You know. Pays the bills. I fill in with this. I WILL be the best at what I do, but * that's something else.
ANNIE	What else?
MAX	I'm setting up something... *
ANNIE	Like tell me...?
MAX	...limo company I'm putting together. Island Limousines. An island on wheels. So I'm part-timing until I get delivery, Benzes off leases, work up my client lists, staff up, all * that...
MAX (CONT'D)	You like being a lawyer? CONTINUED: (3) 13
ANNIE	You psychic? CONTINUED: (4) 13
MAX	I'm starting an 800 hotline. Caught your phone call. And even if I hadn't, there's the dark pinstripe. * Elegant, not too hip, which rules out * advertising, plus a top drawer briefcase, that you live out of, purse * looks like a Bodega...
ANNIE	Bottega.
MAX	...Bottega. Guy gets in my cab with a machete? I figure he's a sushi chef. You? Clarence Darrow.
ANNIE	Not quite. He worked defense. I'm a prosecutor...
MAX	Big case?
ANNIE	Yeah.
ANNIE	You got us here fast...
MAX	You never answered my question. You like what you do?
ANNIE	Yeah. CONTINUED: 15
MAX	But not right now...?
ANNIE	No, I do...like I can't wait. ...I * love standing up in that courtroom. * At the same time...I always get this clenched-up thing the night before the * first day...
MAX	Clenched-up how...? *
