CHARACTER	DIALOGUE
GINGER	Brigitte. Quit dickin' around. Jus' do it. Brigitte reluctantly stops her thrashing and douses a cotton Without looking up from her TANK GIRL comic, Ginger hauls her Brigitte swabs Ginger's navel with the wet cotton ball. Her Ginger's ten months older than me. we're seriously tight. Share everything. Everything. Around them, many candles burn. There's a dead bolt on the
BR IG ITTE	Ready?
GINGER	Uh-huh.
BRIGITTE	.I can't. Ginger gives Brigitte a look over the top of her comic.
BRIGITTE	You said it wouldn't hurt!
GINGER	Jus' hurry up! The needle has stopped moving half-way through the skin.
BRIGITTE	Uh-oh . Brigitte wiggles the needle. Blood wells up around it.
BRIGITTE	Um. I think it's stuck. Oh man. There's blood... Ginger lowers her comic. she takes one look at the needle
BRIGITTE	snot funny, Ginger! Laughing her head off, Ginger gives the needle a good tug
BRIGITTE	Ali, gawd, gross. Ginger yanks the needle, hard. This time it moves.
GINGER	I got it, I got it. Ginger grits her teeth. The needle begins a slow progress.
GINGER	It's goin', it's goin'- gimme the ring Brigitte grabs at a tiny silver ring on the bed spread but
GINGER	Bee?! C'mon! Brigitte finds the ring and hands it to Ginger. Ginger sets
BRIGITTE	Oh, groo-oo-o-ss! The bloody needle pops clear. Ginger grinds on the ring to
GINGER	Bee? Feeb. Y'okay?
BRIGITTE	Yeah. I think so. Yeah, I think not.
BRIGITTE	If you din't say it hurt, I'd a been fine! Ginger beams at her new piercing.
GINGER	Pretty cool, unh? The flesh around the navel is hot pink and bruising. Brigitte
BRIGITTE	very cool.
GINGER	Now I'll do you. Brigitte bravely hangs onto to her smile.
BRIGITTE (V/O)	We do everything together. But, at fifteen? A chick can change. Ya know? [3A! You got no idea.
BRIGITTE (V/O)	Don't get me wrong. It's not like we were all happy or nothin' to begin with. Brigitte takes a long, ponderous drag on her cigarette as -
BRIGITTE (V/O)	The suburb of Bailey Downs? Basically a well lit black hole. The Kingdom of cul du sac. That's French for Dead End. Brigitte flicks her smoke into a pile of neatly raked leaves. You had a gram of personality out here? Life bit the big one. A truck with COUNTY REGREENING PROGRAM on its side pulls up a
BRIGITTE (V/O)	Of course I'm generalizing. A tarty teenage girl - TRINA - bounds up to Sam and gives him
BRIGITTE (V/0)	No I'm not.
GINGER	The fuck, Bee. Take a picture already. Brigitte raises a 35mm still camera to her eye and frames her snap! A slide of Ginger - dead on a white picket fence - snap! Ginger sliced up with an electric knife in the kitchen, Snap! Ginger hanged by nylons in the laundry room, We were always considered freaks. For as long as I can remember, there was Us. And there was Them. Like from kindergarten.
ART TEACHER	Very -um. Class? Comments? The students trade constipated looks.
ART TEACHER	Brigitte. What does it mean for you? Brigitte shrugs and squirms.
GINGER	Means there's more to life than -- well, li.fe. The Fitzgeralds look expectantly at row after row of blank
BRIGITTE (V/O)	Attempts at communication wore futile. JASON McCARDY- a good-looking high school Casanova - looks
BRIGITTE (V/O)	Some of Them did seem to wanna reach Ginger? Brigitte glances from Ginger's breasts to her own flat chest.
BRIGITTE (V/O)	But nobody wanned to reach me. The bell goes.
BRIGITTE (V/O)	Like I cared. Ginger and Brigitte slip down the crowded corridors, sticking
GINGER	Gawd, People! They hurt my brain!
BRIGITTE	They didn't even get it.
GINGER	They're retards.
BRIGITTE	They're cretins.
GINGER	They're bone-heads.
BRIGITTE	't'hey' re somnambulists.
GINGER	They're leems.
BRIGITTE	They're the goddamn walkin'-/ The girls stop before their locker. A folded up piece of Another one? Ginger opens the locker. She unfolds the paper. There's a big Ginger pockets the joint, crumples the paper into a ball and
BRIGITTE	Somebody leaves you all. these jays an, yer not even curious to call? Ginger offers her a sucker and has one herself.
GINGER	No pe . A FAT JANITOR scoops up the wad of loose leaf with great Brigitte and Ginger pass a NECKING COUPLE practically dry- Ginger bends to tie her boot lace and a collective groan
JASON	See? She's weird, but hot.
TIM	Anybody poled Fitzy yet? Brigitte gives them a disgusted look.
TIM	Not that one. The cute one. Brigitte's face falls. Ginger gives them a Death Stare. The
GINGER	Sad. Must be hard to think with yer brains slappin' around yer thighs like that all day. Brigitte laughs. Ginger pulls her on, past a sign: GYMNASIUM.
BRIGITTE (V/O)	We didn't do guys. Guys were too gross. Everyone at Bailey High was just too incredibly gross. Ginger applies her boot to a swinging door and they enter, There is only one free spot: next to Trina and her TRINA
BRIGITTE (V/O)	The only thing worse than most teenage boys are most teenage girls. Trinas are the limit. Ginger digs at her lower abdomen painfully.
GINGER	I feel sick.
BRIGITTE	Me too.
GINGER	No, J. mean really. Gingler opens a locker and tears off her clothes. Other girls
BRI.GITTE (V/O)	There was really only one Trina, but they were all the same. Trina finds the Fitzgeralds' open locker door a nuisance. Ooops. Sorry. Ginger gives Trina a very dirty look. Brigitte tries to rub
GINGER	Y' okay's
BRIGITTE	I HATE her. Like to feed her ground glass with tacks for desert. Then make her puke it back up and swallow it again until she's like shredded to a bazillion pieces from the inside out... Ginger grips her sides painfully and bends double.
BRIGITTE,	what's the matter?
GINGER	I got gas...Maybe I'll try an, cut one right in her face out there. They slap hands, laughing. They look down at their gym
BRIGITTE (V/O)	After two weeks a' high school., ya come to the conclusion it's all about agony. Take Phys. Ed, sus' practise takin' pain. The gym teacher. M7.,. SYKES - an aging former-traffic cop -
SYKES	Field lacrosse is no pussy-assed tea party, ya get IN there, get a LOCK on your target and PUSH IT! I want SWEAT I want ACTION! The Trinas giggle at Sykes. Ginger bends forward, holding her
MZ.SYKES	Shake a leg, Fitzgeralds. An, butt out, you gotta death wish!?
GINGER	Feel really sick, Mz. Sykes.
MZ. SYRES	Cigarettes'll do that for you! Move! Ginger flicks the smoke at Sykes' turned back. It falls The sisters trudge to their places on the field. Ginger is on
BRIGITTE (V/O)	Phys. Ed. is not optional at Bailey High. Sykes blows the whistle. A fast-moving, hard-hitting IN RAPID-FIRE MONTAGE: Ginger gets caught in the crunch of IN RAPID-FIRE MONTAGE: Brigitte visibly cowers as a tangle of The whistle blows and play stops. Ginger lopes over,
BRIGITTE (V/O)	I been waiting for this. There'd been a lot of dead dogs around lately, but this was my personal first. Brigitte slowly climbs out of the mucky canine remains to her
TRINA	Oh, HOW GRO-O-O-O-OSS!! Brigitte fingers the dog's remains with a look of
BRIGITTE (V/O)	'Kay, here's the weird thing about me. I dig dead stuff. Live things make me sick, they're all warm and snotty and shitty and pissy. And live things jus' suffer, which I can't take. But a dead thing? S'kinda beautiful, 'cause a dead thing's really I dunno -like, free.
SYKES	Don't TOUCH it, Fitzgerald! What's WRONG with you two?! Get up and hit the SHOWERS!
TRINAS IN CHORUS	The cult? Drains the blood out and drinks it, ya know! /1 heard they have sex with them first ! /Gawd stop, you'll make me PUKE!
BRIGITTE (V/0)	Everyone was all like, Oh it's a teen cult, or aah, it's some looney, the Beast a' Bailey Downs. What crap.
SYKES	All RIGHT, ladies, settle! This is no joke! You have information about the dog deaths you do
CLASS IN CHORUS	Tell a teacher, Principal Fardor, or the police.
BRIGITTE	Teen cult my ass. Look Ginge', something went for its throat - it's not cut, it's chewed... Brigitte looks up in time to see Ginger's eyes roll back in
BRIGITTE	Ginger? Sykes and the class stampede up. Sykes pushes Brigitte out
BRIGITTE (V/0)	Ginger's no pussy. She doesn't faint. I might faint. Like, if this pooch were only HALF-dead, I could faint. Brigitte stumbles over the dog carcass. She hugs herself.
FERRY	The fainting' s worrisome you don't diet do you dear?
GINGER	No.
FERRY	Hm. Anemia's very common at your age. Eat more red meat, try an iron vitamin supplement. If it happens again, straight to a proper doctor, all righty? Brigitte looks relieved.
FERRY	Now as for 'the headache, cramps, lower back pain .I'm guessing your period is due.
GINGER	I haven't got a, um, period.
FERRY	Never? Flow old are you?
GINGER	Fifteen. our mother says we're late bloomers.
FERRY	Well judging by your troubles, I'd say you can expect to blossom any time now! Brigitte pulls a face. Ferry produces numerous samples of
FERRY	Are you familiar with all these? Ginger shrugs.
FERRY	Now what suits one girl might not be comfortable for another. The proper form of protection is a personal choice, and may have a lot to do with your menstrual flow, which naturally changes during the time you'll have your little miracle of nature. It could start thick and syrupy, move to a straight-forward basic bright red bleeding and then perhaps a deep brownish to blackish slime, signaling the end of the flow. Twenty-eight days later or there abouts, it'll start all over again and continue every month until menopause, in about thirty years' time. Nurse Ferry produces a pocket calendar with a tampon or pad
FERRY (CON'T)	Here's a little calendar to keep track, count from the day it starts twenty-eight days. That'll be your next time. You have any questions, come see me again. You too sweetheart, be your turn shortly, I expect. Brigitte Looks horrified. Here's a dirty word. Inevitability. That fate fully intended us to be typical in any way, sooner or later, was so insulting. Ginger and Brigitte trudge homeward looking completely
BRIGITTE	"Some days it's all you need."-? What does that mean?
GINGER	So you pulled a Quincy on that dog, unh?
BRIGITTE	Hunh? Ginger grabs the calendar and sticks it in her pocket.
GINGER	Quincy, that guy with the stiffs on cable. Alls I remember is you goin', "Teen cult my ass".
BRIGITTE	Oh. Right. Well, I dunno. Brigitte shrugs. She gives Ginger a funny look.
GINGER	Why are you looking at me like that? Do I look - different?
BRIGITTE	No.
GINGER	Can you tell I'm going to-?
