CHARACTER	DIALOGUE
CELLULAR	by Larry Cohen Chris Morgan Mackye Gruber & Eric Bress
July 16, 2003	OVER YELLOW BACKGROUND. PULL BACK to reveal we're looking at THE SUN. In the Los Angeles skyline. ONE LONG TRACKING SHOT, we CRANE PAST some trees to reveal TRACK through the living room, passing framed photos of an
WOMAN	Yes Donna, I'm out the door. TRACK over the Woman's shoulder and follow her into the
WOMAN (CONT'D)	Just inform Kayleigh that anesthesia is on the way to prep the epidural and I'll be there as soon as I can. looking over her shoulder, we watch her absently
WOMAN (CONT'D)	And promise her she's about to have a woooonnderful labor. the woman pours herself a fresh cup of coffee, her
WOMAN (CONT'D)	Right, I'll see you in twenty. hangs up her cordless and takes a breath as we COME
JESSICA	Buenas dias, Rosario.
ROSARIO	Good morning Miss Jessica. sees her answering machine blinking, hits PLAY.
MALE VOICE	Honey? Honey, wake up. Pick up the- as she brings the coffee cup to her lips-- DOG starts to lunge at the men and -- thup! -- is
LEAD GUNMAN	Get away from there! Don't touch that -- !! but as she reaches out for the PANIC BUTTON -- BLAM!! He
LEAD GUNMAN (CONT'D)	Where is he? cringes.
JESSICA	Where is who?
LEAD GUNMAN	Wrong answer. bastard hauls back and -- WHAM I -- punches her in the he turns to his men.
LEAD GUNMAN (CONT'D)	Search the house. as the answering machine fills the silence:
CRAIG VO	-I'll call back later. LEAD GUNMAN spins around, and we PUSH INTO the blackness BLACKNESS of a BLACK VAN and ESCALADE passing below us. the van stops--
LEAD SKI-MASKED KIDNAPPER	in front of her. Sturdier than the rest. Solid.
JESSICA	Wh... what do you want? the Kidnapper says nothing, staring at her.
JESSICA (CONT'D)	No, wait.. reaching.her, he hauls back and SWINGS -- The bat connects with a wooden beam an inch above phone guts shower down on her, the Lead Kidnapper turns now that they're gone does Jessica allow her fear to Wha... what the hell is happening?! attic's suffocating silence is the only answer she gets.
OCEAN	along the water. we TILT UP to reveal the majestic beaches of Southern screen displays a car-race arcade game. A computer ACKERMAN, early twenties, looks like he grew up on the score approaches the HIGH SCORE at the top of the
RYAN	You recording this? Yeah, sure... his best bud, aims a BLUE TOOTH VIDEOSTREAMING car gets caught behind a blue speedster, then passes
RYAN	Move, bitch. gets an EXTENDED PLAY and the screen flashes "NEW RECORD."
KID	Nice. HIGH SCORE starts rising to match Ryan's score.
RYAN	Get that? turns around to see Chad has shoved the cellphone down
CHAD	Check it; Attack of the Bubblegum Monster in Hi-Def videostream-
RYAN	C'mon Chad, I gotta put my mouth on that. a cup of soda between his teeth, Chad pulls the
CHAD	Sweet. It's going to my email right now. soda inadvertently SPILLS onto the cellphone and Chad
RYAN	Watch it dude, I gotta return that thing in seven days.
CHAD	They aren't giving you shit yet?
RYAN	Nah, whenever I return it, I just list off why the phone sucks and they give me a new model. Figure by the tenth time I'll have to go somewhere else. car finally CRASHES in a wall of flames. Game Over.
OCEAN	seen looking over the rail of the pier. The tide is in,
CHAD	Go already. No one's looking. left hand holds his WALLET.
CHAD (CONT'D)	Need me to hold that? sticks it in the pocket of his surfer shorts -- he zips
RYAN	Waterproof. as soon as Ryan covertly CLIMBS ONTO THE RAIL, his left
RYAN (CONT'D)	This is stupid. I could get killed. Pick another dare. lowers the phone, irritated.
CHAD	My ass. Not after you made me march in the Gay Pride Parade wearing a thong.
