CHARACTER	DIALOGUE
A TITLE CARD READS:	'Utah. The Canyonlands. The slickrock desert. The red dust From even higher above again we see him turn left into this Slowly, images from the Great Gallery materialise on Another Rabbit. Another fence line. Another curve.
ARON	Nearly missed it! He whips into the back of the truck and flings everything out Wearing a pair of beat-up running shoes and thick wool-blend
ARON	Hey. Are you doing the east pike? Can I come along with you for a while? The girls don't reply, just look at each other.
ARON (CONT'D)	I'm on my own. I'm Aron.
KRISTI	Sure, I'm Kristi.
MEGAN	Megan.
ARON	Nice to meet you. What a day.
KRISTI	It's beautiful.
ARON	Did you bike or come straight from the trail head?
KRISTI	We left the car there. Pretty quiet.
ARON	I left mine at the Horseshoe Canyon and biked here.
MEGAN	You biked from Horseshoe? That's 20 miles or more.
ARON	17 and windy.
ARON (CONT'D)	I do this a lot. They laugh. He's crazy, but harmless.
ARON (CONT'D)	Wasn't expecting to see anyone in the canyon today.
MEGAN	Yeah, you surprised us, sneaking up like that.
ARON	Sorry.
MEGAN	It's kind of nervy seeing a lone guy walking up to you in the middle of the desert.
ARON	Yeah, I know, I mean there's no one around for 50 miles.
KRISTI	... and suddenly there's a guy right behind you and `wait a minute, why is he wearing a HOCKEY
MASK!'	They all laugh.
ARON	Let me guess... You're here for the paintings or the Cathedral?
KRISTI	The Cathedral? We've got a bit disorientated and the map isn't great. Where is it?
ARON	The climb's a little tricky but it's worth it.
KRISTI / MEGAN	We climb. They all laugh.
ARON	There's thousands of holds but you can't see them until you're almost upside down and then they just keep appearing... it's a bit of a act of faith so I'll go first... take off as much as you dare as there's a bit of a surprise at the other end...
MEGAN (O.S.)	You behave Aron Ralston or we'll tell your mother all about where you lure girls...
ARON	I swear I won't look but I swear you won't care when you get out here...
ARON (CONT'D)	... and the thing is, when you get to the middle... He lets go. ... there aren't any more. We spin and watch him fall into the most exquisite emerald
MEGAN	Are you ok? ARON!
KRISTI	Of course he's ok. Listen to him. Aron fills the cathedral dome with his version of a Phish
KRISTI (CONT'D)	Got to be there, Meg.
MEGAN	We've got to go again. And film it!
MEGAN	I really can't eat all this chocolate by myself... Never mind, yes I can!
KRISTI	So have you got a girlfriend, Aron?
ARON	Well, there's not really anyone special.
MEGAN	Ah, so there's lots of girlfriends.
KRISTI	There's always a girl, you just don't know it yet.
MEGAN	Yeah, we meet lots of guys and there's always a girl.
ARON	Long story.
KRISTI	With lots of characters in it.
ARON (V.O.)	I've done 46 of the 59 winter solo ascents.
MEGAN	Wow, highest person in Colorado.
ARON	Well I figure no one else is mad enough to climb in the winter.
KRISTI	... you can be the highest person on the continent!
MEGAN	Didn't you see it?
ARON	What? No.
MEGAN	Yeah, it's an old cattle guardian's house - the roof's caved in and someone spray-painted MOTEL 6 on the side. Smelled weird though.
ARON	Just like a MOTEL 6 then?
KRISTI	Why are you on your own?
ARON	Solitude. Great tunes. Empty mind. He indicates the wilderness.
ARON (CONT'D)	And I can sing Phish songs as loud as I like.
MEGAN	Phish?
KRISTI	Not those guys from...
ARON	Yeah, I know, I know. See, that's why I'm on my own. Nobody likes me or my band. They laugh as he goofs for them. He gathers all their I'll get this. Leave no trace. Hey, but I like a beer like the next man. You know, end of the day.
ARON	I'm not certified yet but that's what I want to do.
MEGAN	An illegal instructor.
ARON	qualify. Catch 22.
KRISTI	Well, we'll sign your time-card today.
ARON	Great. Now put your ass on my head.
KRISTI	Okay but don't look and no grabbing now, if I do...
MEGAN	Oh whatever, you love it.
KRISTI	Shhh! Aron then quickly slips to the bottom. Megan is way high,
ARON	You'll have to chimney down a little ways - like here, watch - one foot on each wall then squat onto your right heel, now your butt's on the wall, so you can move your right foot across, now put your left foot under your butt lower down and scootch your butt down - watch that black part, it's slick, slime, try not to get it on your shoes - if you can get to these bomber handholds here it's like an elevator shaft and just think friction to control the slide. This is a keeper so always have someone at the bottom to boost you out. He looks up to them.
MEGAN	I didn't understand any of that. They come to a clear fork in the paths. He watches them turn Kristi, I think this is our way back.
ARON	Why don't you come with me to the Big Drop Rappel? I can give you a lift back to your car.
KRISTI	How far is it? He shows them on the map.
ARON	About another 8 miles or so, I think.
MEGAN	You'll never get out before dark.
ARON	No, I really got to do this. Anyway I've my miner's lamp. You don't climb at night, do you?
ARON	No, it's great for seeing snakes in hand holds. Can I get a picture then? They pose with raven feathers in their hair.
ARON (CONT'D)	Listen, my friends are having a party tomorrow night. You should come.
KRISTI	Yeah, we'd like that. What time?
MEGAN	Where?
ARON	Drive on the east road and about 40 miles out there's a huge inflatable Scooby Doo. You can't miss it. Turn off and it's about 2 miles down that track. Starts late and it'll go right thru. Lots of cheek kissing and his last picture of them...
KRISTI	Come on Aron, hike out with us - we'll go get your truck, hang out and have a beer.
ARON	No, I really got to do this.
KRISTI	Okay. Scooby Doo, yeah?
ARON	That's the one. I'll have 3 cold beers waiting for us.
MEGAN	12 cold beers!
ARON	Easy Aron, easy now. He keeps moving, descending still, but a little more He's heard it many times as he alternatively anticipates/answers all the dialogue preamble mixed over the
CD RECORDING	Good evening Las Vegas... are you having a good time? Are you ready for PHISH! Whether we are or not, the first song begins on a wave of
PHOTOTIME	He snaps the log now arching above him well out of reach. " 2:41pm. Sat April 26th. 2003 "
ARON	Won't be coming back this way.
ARON	Yep. Instantly and instinctively he lets go and drops. Like he's
ARON	FUCK, get your hand out of there! Pushing with his left hand desperate to reverse the action; No, no... more water.
ARON (CONT'D)	Relax. Stop. Come on. He breathes and breathes, taking stock for the 1st time. Time Check. 3.14pm. Stares at it until it changes to 3.15pm FUCK! What the fuck? How the fuck did you get your hand trapped by a fucking boulder? Its crushed, it's fucking dying man! He reaches up and touches the trail of blood, hair and skin [He hears the crowd cheering on his headphones. It's been ... of all these elements - these are now his only companions C/U: DIGITAL NUMERALS. TIGHTER C/U: DIGITAL NUMERALS. 4.19pm, changes to 4.20
ARON	Not good. He blows the whole lot into our face with a mighty gust.
ARON (CONT'D)	When in a hole.... Alternative; he starts digging away at the wall instead, same
ARON (CONT'D)	Fuck. It's hard as iron. Pause.
You're gonna have to cut your arm	off. As if to answer that idea we...
ARON	Shit! Shit!!! The stick withdraws.
ARON	Sweet. We pass through the transparent title on our way along the The watch, now luminous, changes to 00.00.
MARK	Wow, look at the size of this one. There's no cliffs or mountains anywhere near. We look at How the fuck did this get there? It's like we're on the moon looking over Buzz Aldrin's
ARON	Cool. He picks it off his arm and places it on top of the rock next Finally it catches.
ARON	Aahhhhh. Lovely relief for him, light off, his eyes close. A re-run of the accident. He can now witness it in detail as
RAVEN	Caw-caw.
ARON	Caw-caw. effortlessly organising the 15 or so group. As before, we OK - lights off and line up alongside me. They turn off their vehicles' headlights as she draws a long On the other side of this line, everything will be different. As they all hold hands and together step cross the line
RANA (CONT'D)	And remember, stick together, the desert wants to kill you. 9.30am
ARON	It's three-oh-five on Sunday. This marks my twenty-four-hour mark of being stuck in Blue John Canyon above the Big Drop. My name is Aron Ralston. My parents are Donna and Larry Ralston of Englewood, Colorado. Whoever finds this, please make an attempt to get this to them. Be sure of it. I would appreciate it. He takes long blinks and seems to avoid looking at himself
ARON (CONT'D)	So... I was hiking Blue John Canyon yesterday... and this happened. He pulls the camera round to show where his forearm and wrist What you're looking at there is my arm, going into the rock... and there it is, stuck. It's been without circulation for 24 hours. It's pretty well gone. If the colour doesn't come across on the video, it's grey and blue.
ARON (CONT'D)	Unnhhhhh.......I'm in deep stuff.
ARON (CONT'D)	So I have very little water. He can't help look in the camera towards those who know what
ARON (CONT'D)	Yeah, I have about a third of a litre left. He picks up the water bottle and shakes it for the camera. So the way I see it... there's kind of four things happening here... I tried to move it with some rigging... useless... and I tried chipping away at the rock... I think part of the problem is, is that my hand is actually supporting the rock. Which means every time I chip away the rock moves a bit and settles onto my hand again. I can't feel it happening but microscopically, it seems to be, because the little gap over there between the rock and the wall seems to be getting smaller. And this chockstone is the hardest thing here.
ARON	So the third thing left was to cut my arm off. PAUSE I don't know whether I could do that but it's pretty much suicide. It's four hours to my vehicle that way and with very difficult climbing with one hand and the bike is like two, two and a half hours, that way but the climbing... fourth class climbing... which I think will be probably impossible with one hand... between the blood loss and the dehydration I think I would die if I cut off my arm.
ARON (CONT'D)	Which means I'm waiting for someone to come along. He summons up the guts to let the evidence out. I didn't tell anyone where I was going and I didn't leave a note on the truck. Dumb. The video whirrs on until he suddenly looks straight into the
HEEELLLPP!!!	Freaky. We just see an arbitrary view of the rock and sky on
ARON	No one's coming Aron. INTERCUT WITH: Purple webbing around his right arm, the insulated Camelbak
ARON	God, I am praying to you for guidance. I'm trapped in Blue John Canyon - you probably know that - and I don't know what I am supposed to do. I've tried everything I can think of. I need some new ideas. Please show me a sign. PAUSE - Just his breath. He switches on the head lamp and the inside of the bag Light off. PAUSE. OK, then, God, since you're apparently busy: Devil, if you're listening, I need some help here. I'll trade you my arm, my soul, whatever you want. Just get me out of here. You want me never to climb again, I can give that up. Just show me the dotted line.
ARON (CONT'D)	Ungg-gggu-ggga-gggngh!
ARON (CONT'D)	Yeah. Not very funny.
Q	What you doin'?
ARON	Still not sure. I'll see you Tuesday.
Q	Have a good one.
ARON	Always do. C/U: DIGITAL NUMERALS 11:59 => 00.00 in huge, luminous figures. Aron, it's Mom. Hoping to catch you. Nothing urgent. Dad's in New York so it'll be a quiet weekend. Aron is clearly there but can't answer. Call me. Lots of love.
GIRL	That was your Mom! And your Dad called. Call him. We're going. See you next week. Oh, and Rana called. Obsessive, inventive, analytical, he constantly adjusts and
ARON	It's freaking me out looking at myself so I hope you guys are PAUSE
ARON	It's Monday - all day - bummer. I spent the morning trying to create a 6:1 system ration and lift the boulder but friction between the rope and carabiners is dissipating every bit of force I apply. All it's good for is sitting in... REALTIME:
