CHARACTER	DIALOGUE
OLD KIM	Snuggle in, sweetie. It's cold out there.
GRANDDAUGHTER	Why is it snowing, grandma? Where does it come
OLD KIM	Oh, that's a long story, sweetheart.
GRANDDAUGHTER	I want to hear.
OLD KIM	Oh, not tonight. Go to sleep.
GRANDDAUGHTER	I'm not sleepy. Tell me, please.
OLD KIM	Well, all right. Let's see. I guess it would
GRANDDAUGHTER	Scissors?
OLD KIM	Well, there are all kinds of scissors. And once
GRANDDAUGHTER	A man?
OLD KIM	Yes.
GRANDDAUGHTER	Hands, scissors?
OLD KIM	No, scissorhands. You know the mansion on top
GRANDDAUGHTER	It's haunted.
OLD KIM	Well, a long time ago, an inventor lived in
GRANDDAUGHTER	He didn't have a name?
OLD KIM	Of course, he had a name. His name was Edward.
PEG	Avon calling.
HELEN	Weren't you just here?
PEG	No, not since last season. Today I've come to
HELEN	My changing looks? That's good.
PEG	Well, it goes that saying and I also have a
HELEN	Come on, Peg. I never buy anything from you.
PEG	I know. Bye, Helen.
REPAIRMAN	You know, you didn't have to call me, ma'am.
JOYCE	I could? I don't think so.
REPAIRMAN	Yeah, you see, it's easy. The food trap's
JOYCE	You know, on TV they say you repairmen are
REPAIRMAN	And then you just take this and put it back in
JOYCE	On no! Who could that be? Will you excuse me
PEG	Good morning, Joyce. Avon calling.
JOYCE	Why! Peg. Have you gone blind? Can't you see
PEG	Oh, yes.
JOYCE	Well, I'm surprised you don't realize that means I'm busy.
PEG	Okay. Now, we should decide on lipsticks. Okay,
A GIRL	I like them both.
PEG	Well, great.
A GIRL	You don't actually think I have any money, do you?
CHILDREN	Ding, dong, the Avon lady.
PEG	It's just not my day. through her rearview mirror and drives to the place. She is attracted by the beautiful garden
PEG	Oh, my goodness.
PEG	Oh, it's so beautiful. Hello? Hello? Avon calling, oh my. Hello, I'm Peg
PEG	Hello. Hello. Why are you hiding back there? Oh my! I can see that I've disturbed you. How
EDWARD	Don't go.
PEG	Oh my! What happened to you?
EDWARD	I'm not finished.
PEG	Uh, put those down. Don't come any closer. Just
EDWARD	He didn't wake up.
PEG	Are you alone? Do you live up here all by
EDWARD	Edward.
PEG	Edward? I think you should just come home with Oh!
EDWARD	I'm-I'm sorry.
PEG	No, Don't be. You go ahead and look you have
PEG	Oh! Are you ok?
EDWARD	Are you ok?
HELEN	Hello.
MARGIE	Hi, it's Margie. Listen, I was standing outside
HELEN	Did you get a good look?
MARGIE	No, did she say anything to you, about having
HELEN	She didn't say anything. She rang my doorbell
MARGIE	No, ok, I'll meet you on the corner. Right,
HELEN	Oh, damn!
PEG	Here we go, dear. This is our house. And you
A WOMAN	Joyce, I just saw this strange guy drop in with
JOYCE	Yes, I'll be right there.
PEG	Here we are. So, oh, this is the living room Oh, no, no. Don't be alarmed. That's just a
PEG	No, no, scissors. That's right. Well, he was I'm sorry Edward, I didn't... oh, dear. May I
EDWARD	Thank you.
PEG	There you go. Oh, dear, you've cut your face. Okay. No, good. Now let's get you dressed.
PEG	Okay. Now what did I do with my sci... Edward,
EDWARD	Really?
PEG	Yes, I can help with the scars. I just want to
PEG	Kevin, it's not polite to stare. Think how it
KEVIN	I wouldn't care.
PEG	Well, I would, so don't do it!
BILL	This must be quite a change for you, Ed.
PEG	I think he prefers Edward.
BILL	Sure. So what have you been doing up there in that big old place? I bet the view must be
PEG	I was just...
BILL	See all the way to the ocean?
EDWARD	Sometimes.
PEG	Bill, could I have the salt and pepper? Thank
KEVIN	Man, those things are cool. You know I bet
PEG	Would you like some butter for your bread?
PEG	Great.
EDWARD	Thank you.
KEVIN	Can I bring him to show and tell on Monday?
PEG	I've had enough.
PEG	You think you can sleep? Things feel strange
PEG	The light concealing cream goes on first, then
RADIO	Hartely into the windup and the strike one
BILL	Turn it up, Kevin. I can't hear it. Kevin! No,
RADIO	Hartely's strike two pitch is hammered.
KEVIN	You hear that, Mr. Boggs?
BILL	No, make it louder. Sports announcements on
RADIO	It's going way back. It's gone. It's out of
KEVIN	Dad, look! Sports announcements on
RADIO	A grand slam for Martinez to make it a five-run
BILL	I'll be darned.
PEG	They filled the whole tape.
RECORDED VOICES	What's going on over there, Peg. Call me....Hi,
BILL	Boy, it's just wonderful, Ed. My god, you, you
KEVIN	Edward, come here.
BILL	No, no, no. That's a terrible idea, son. Go to
PEG	Edward, you did us? Oh, Bill. It's us.
BILL	Yes, it is.
PEG	Oh, Edward.
ESMERALDA	It's not heaven he's from. It's straight from
EDWARD	We are not sheep.
ESMERALDA	Don't come near me.
BILL	That's right. Go on. Get out of here. Run!
PEG	Edward, don't you listen to her.
BILL	Don't worry about her, Edward. She's just an
WOMEN	Hi!
JOYCE	You are all hiding in there like a bunch of old
PEG	Hi, Joyce. Hi!
JOYCE	Shame on you, keeping your unusual guest all to
PEG	No, it, it's... things have just been a little
JOYCE	Oh, that was so sweet of you to want to correct
PEG	Barbecue?
JOYCE	Well, you intend to show your guest hospitality
ANOTHER WOMAN	I'll bring coleslaw.
JOYCE	And I will bring the ambrosia salad. What time
PEG	What time? Ah... bill.
JOYCE	About five?
ESMERALDA	He has been sent first to tempt you. But it's
JOYCE	Did you hear that? He's the perversion of
PEG	I've always said that you really can't have a big...
EDWARD	Myself?
PEG	That's right. Just your own sweet self.
KEVIN	Hey, play scissors, paper, stone with us.
EDWARD	Play scissors what?
NEIGHBOR	I got a doctor friend might be able to help
PEG	He did them just like that.
TINKA	This afternoon?
AT THE PARTY	Hi, Mike. How are you doing? Hello, Jack. Hey,
PEG	Are you ok? Do you want something to eat? Are
MARGIE	He's so... different completely different, No
JOYCE	Do you imagine those hands are hot or cold?
HELEN	Or undo.
GEORGE	Eddie. The guys and I were talking, we'd like
AN OLD MAN	I have my own infirmity. Never did me a bit of damn thing. Listen Don't you ever let anybody
JOYCE	Who's handicapped? My goodness! Don't be especially for you. Allow me.
WOMAN 1	You must try this.
MARGE	You must try this. It's my mother's recipe.
HOUSEWIFE	Me, too. There you go.
WOMAN 2	I want a row of angels.
JOYCE	Sorry, ladies. But he's promised to come to my
WOMAN 3	One more.
JOYCE	Haven't you, Eddie?
EDWARD	I did?
BILL	Okay, everybody. Grab your plates. Soup's on.
EDWARD	I thought it was shish kebab.
BILL	What?
EDWARD	I thought it was shish kebab.
BILL	Yeah, it, it is shish kebab. It was a figure of back the time the inventor taught
INVENTOR	Let us pretend we're in the drawing room, and
EDWARD	Hmm, no.
INVENTOR	Is it good form to accept a second cup? "Now, blunders. "But etiquette humiliation and
DENNY	Okay, guys, we're home. shh.
KIM	I can't believe. Everything's still sopping.
TEENAGE GIRL	I can't wait to take a shower.
SUZANNE	And wash off the mildew.
JIM	If my parents set the alarm, I'm screwed I'll
KIM	I told you to call to say we're coming back
DENNY	Did you?
SUZANNE	He'd rather complain.
JIM	How else can I be the center of the attention?
KIM	They don't run their house like a police
JIM	See you later. Bye.
KIM	Don't forget your arm.
JIM	Oh, yeah.
DENNY	Come on, Jim let's go.
KIM	Bill! There's somebody in my room. Go. Look. A
BILL	It's all right. It's all right. Go back to bed. It's only Edward. This way.
PEG	Honey, that was Edward.
KIM	Who is he? What are you talking about?
PEG	Edward's come to live with us. There's nothing
BILL	We'll have you a setup here in a minute. Up
EDWARD	What is it?
BILL	Lemonade. I don't know what it is. They reach a
EDWARD	Glands?
BILL	yeah, glands. I try not to think about it Good. Isn't it?
PEG	Now you stay in Kevin's room tonight. Tomorrow
KIM	Mom, why did you have to bring him in here?
PEG	Oh, honey, I couldn't have left him there all
KIM	Why does he have to stay here?
PEG	Oh, my goodness, Kim. I'm surprised at you. He
KIM	I do have a little sympathy.
PEG	Then let's just say hello and later you can
KIM	Shake his hand?
PEG	Well, not literally. Goodness, you scared him
KIM	I scared him to death?
PEG	Hi, Bill. I just wanted you two to have a
KIM	Hi!
JOYCE	Eddie. Thirsty? Kisses, Hush up. Quiet now. I can hardly hear Wouldn't you like a nice cool glass of lemonade?
EDWARD	Lemonade?
KEVIN	One chop to guy's neck. And it's all over.
KIM	I think they look weird. They give me the
A GIRL	You should see the clown in front of Ms.
EDWARD	Kim!
KIM	Oh, no!
A GIRL	That's him?
JIM	He's calling you, Kim.
KIM	Stop it.
A WOMAN	Edward, you forgot your cookies.
JIM	Don't worry, Eddie. She's waiting for you.
A GIRL	Let's go.
PEG	Bill, you know what Edward told me? He had
BILL	Really?
PEG	She's just had her kitchen completely redone.
BILL	I'll be darned.
PEG	New paint, new cabinets, new floors, new
BILL	Yeah, isn't that wonderful?
PEG	Isn't that something? Jim, didn't you tell me
JIM	Yeah, my dad bought himself a bunch of new
PEG	My goodness sake! I wonder what it's like to be
JIM	No, they keep things pretty much locked up. My
BILL	Well, he probably wants you to pay for it
PEG	Now, Bill. Margie made him cookies today.
BILL	Sweetheart, you can't buy the necessities of
JIM	Ah, that's true, sir. You can't.
A GIRL	I can't eat that. He used his hands. I don't
EDWARD	I'm sorry.
PEG	Honey, you want me to help you clean that up?
KIM	No, that's okay. I'll be right back.
HOUSEWIFE	This can't possibly be my Alexis. She looks so beautiful. Look at you. She's
PEG	It won't be long. She has just to decide on the
JOYCE	I was hoping for something big and bouffant.
PEG	We're getting the head of the company.
KIM	I'm home.
PEG	Hi, honey. We're in here.
KIM	Hi! What did you do to your hair?
PEG	Edward cut it. Isn't it wild? Hello. Oh, I can't believe I'm talking to you No wonder she's the head of the company. You
EDWARD	She had some ideas?
PEG	You bet she did.
MARGIE	I'll get that.
MARGIE	Edward! We're here. Come on. Let's get you
JIM	You got it?
KIM	No, I can't believe this. Do you have a key?
EDWARD	No.
KIM	I could have sworn I put it in here somewhere.
JIM	Well, we're stranded.
KIM	Wow! Thanks.
JIM	Ed, what a guy! Good job. Hey, you didn't break
TV HOST	Quite a story, yes? Any questions for Edward? What's been the best part of your new life here
EDWARD	The friends I've made.
TV HOST	Any other questions?
