CHARACTER	DIALOGUE
BONNIE	Hey, boy! What you doin' with my mama's car? he sees. an impudent half-smile on her face. She doesn't move make any attempt to cover herself.
whose face changes from astonishment to an answering	of impudence. (Seeing what he has, he realizes that girl is clearly not going to scream for the police. they are in a little game instigated by BONNIE, each other up, competing in a kind of playful Before they speak, they have become
BONNIE	Wait there! on, running out the door as she does. The camera with her, moving as fast. As she runs down the she buttons up the dress. the window, in great haste) and continues quickly into driveway. Four feet away from CLYDE, she stops on a They stand there, looking at each other, smiling the challenge. For a few seconds, no one speaks, then:
BONNIE	Ain't you ashamed? Tryin' to steal an old lady's automobile.
CLYDE	I been thinkin' about buyin' me one.
BONNIE	Bull. You ain't got money for dinner, let alone buy no car.
CLYDE	Now I got enough money for cokes, and since it don't look like you're gonna invite me inside--
BONNIE	You'd steal the dining room table if I did.
CLYDE	Come to town with me, then. How'd that be?
BONNIE	Goin' to work anyway. their manner of mutual impudence is still pervading.
CLYDE	Goin' to work, huh? What do you do?
BONNIE	None of your business.
CLYDE	I bet you're a...movie star! No...A lady mechanic?...No...A maid?--
BONNIE	What do you think I am?
CLYDE	A waitress.
BONNIE	to get back now that What line of work are you in? When you're not stealin' cars?
CLYDE	I tell you, I'm lookin' for suitable employment right at the moment.
BONNIE	What did you do before?
CLYDE	I was in State Prison.
BONNIE	State Prison? Yeah.
BONNIE	Guess some little old lady wasn't so nice.
CLYDE	It was armed robbery.
BONNIE	My, my, the things that turn up in the driveway these days. empty street. CLYDE looks the place over. Tracking.
CLYDE	What do y'all do for a good time around here, listen to the grass grow?
BONNIE	Guess you had a lot more fun up at State Prison, huh?
CLYDE	See this foot? I chopped two toes off of it. With an axe.
BONNIE	What? Why?
CLYDE	To get off the damn work detail, that's why. Want to see?
BONNIE	No!... I surely don't intend to stand here and look at your dirty feet in the middle of Main Street. what next to say.
BONNIE	Boy, did you really do that?
CLYDE	Yeah.
BONNIE	You must be crazy. bright sun. They are drinking cokes. As they begin to hat and rubs the cold coke bottle across his forehead.
BONNIE	What's it like?
CLYDE	Prison?
BONNIE	No, armed robbery.
CLYDE	It's...I don't know...it isn't like anything.
BONNIE	Hah! I knew you never robbed bo place, you faker.
CLYDE	Oh, yeah? a gun. The camera moves to a closeup of the gun, in the sunlight. touches it in a manner almost sexual, full of repressed
BONNIE	Yeah, well you got one all right, I guess...but you wouldn't have the gumption to use it.
CLYDE	You just keep your eyes open. at what we look at. see what is going on in the store. Then CLYDE comes walking slowly. In one hand he holds the gun, in the a fistful of money. He gets halfway, to BONNIE and broadly at her, a smile of charm and personality. smiles back. The moment is intense, as if a spark has from one to the other. Their relationship, which the minute BONNIE spotted him in the driveway, has now begun. CLYDE has shown his stuff and BONNIE is on."
the old man who runs the grocery store comes	out into the street, completely dumbfounded. He there and says nothing, yet his mouth moves in silent CLYDE points the gun above him and fires. It is first loud noise in the film thus far and it should be a The old man, terrified, runs back into the store as as he can, CLYDE quickly grabs BONNIE's hand. The swings with them as they turn and begin to run down street. A few yards and the stores disappear entirely. landscape turns into that arid, flat and unrelieved plain that begins where the town ends. front, lifts up the hood and crosses the wires to make start. As he stands back, BONNIE calls to him:
BONNIE	Hey, what's your name, anyway?
CLYDE	Clyde Barrow. rapid pace.
BONNIE	Hi, I'm Bonnie Parker. Please to meet you. as fast as the car. his hair, running her hands all over him--in short, passionate love to him while he drives. The thrill the robbery and the escape has turned her on sexually. what is happening to the driver controlling it. The swerves all over the road. The car comes to a sudden The car starts again. It swerves this time almost off the road before it straightens out. It jumps and Another car comes down the road the other way and car swerves so much as to make the other guy drive off the road into the dirt. It is almost Mack Sennett but not quite that much. as she squirms and hops about like a flea, trying to to CLYDE. The floor gear-shift is keeping their bodies however. In exasperation, BONNIE takes the gear and shoves it forward out of their way. She plunges CLYDE, burying him from view.
BONNIE	...You ready?...
CLYDE	...Hey, wait...
BONNIE	Aren't you ready? Well, get ready!
BONNIE	C'mon, honey, c'mon, boy...let's go...let's...
CLYDE	Hey...hey, wait a minute...quit that now, cut it out. I said, cut it out! Suddenly it looks as if they've been fighting. Both and unglued, they stare silently at one another, heavily. CLYDE gets out of the car, clearly Despite the fact that he may have encountered this many times before, it's one that no twenty-one- boy in 1932 is sophisticated enough to dismiss with bravado. figure out what didn't happen. CLYDE turns back and through the car window from the driver's side, it for her. BONNIE casts CLYDE a fishy stare, then the light.
CLYDE	Look, I don't do that. It's not that I can't-- fingers, and he bangs his head onto roof of --it's just that I don't see no percentage in it.
CLYDE (CONT'D)	I mean there's nothin' wrong with me, I don't like boys. fact, it's both--along with a little latent fascination.
BONNIE	Boy...boy...boy...
CLYDE	Boy, what?
BONNIE	Your advertising is dandy. Folks'd just never guess you don't have a thing to sell. You better take me home, now.
CLYDE	Wait!
BONNIE	Don't touch me!
CLYDE	If all you want's stud service, then get on back to West Dallas and stay there the rest of your life! exuberance that becomes more controlled as he gets of BONNIE.
CLYDE	But you're worth more'n that, a lot more, and you know it, and that's why you come along with me. You could find a lover boy on every corner in town and it doesn't make a damn to them whether you're waiting on tables or picking cotton, so long as you cooperate. But it does make a damn to me!
BONNIE	Why?
CLYDE	Why? Because you're different! You're like me and you want different things.
CLYDE	You and me travelin' together, we could cut clean acrost this state, and Kansas, too, and maybe dip into Oklahoma, and Missouri or whatnot, and catch ourselves highpockets and a highheeled ol' time. We can be somethin' we could never be alone. I'll show you...when we walk into the Adolphus Hotel in San Antone', you wearin' a silk dress, they'll be waitin' on you and believe me, sugar, they're gonna know your last name.
BONNIE	When'd you figure that all out?
CLYDE	First time I saw you.
BONNIE	How come?
CLYDE	'Cause you may be the best damn girl in Texas.
BONNIE	Who are you, anyway? bridges the scene: the question that BONNIE has just is now suddenly rebutted by CLYDE, as he points a at her.
CLYDE	I'll tell you about you. BONNIE's life, the more instinctively accurate he She grows more and more fascinated, like a child a mind reader.
CLYDE	Lessee...You were born somewheres around East Texas...got a big old family, right?...You went to school, of course, but you didn't take to it much 'cause you was a lot smarter than everybody else anyway. So you just quit. Now... ...When you were sixteen...no, seventeen, there was a guy who worked in...uh...
BONNIE	Cement plant--
CLYDE	Right. Cement plant. And you liked him 'cause he thought you was just as nice as you could be. You almost married that guy, but then...you thought, no, you didn't think you would. So you got your job in the cafe... And every morning you wake up and you hate it. You just hate it. And you get down there and you put on your white uniform--
BONNIE	Pink.
CLYDE	And the truck drivers come in to eat greasy burgers and they kid you and you kid them back, but they're stupid and dumb, boys with big tattoos all over 'em, and you don't like it...And they ask you for dates and sometimes you go...but you mostly don't, and all they ever try is to get into your pants whether you want to or not...and you go home and sit in your room and think, when and how will I ever get away from this?...And now you know. their food. A cheap, gaudy dame, she has spit curls on temple in the style of the times. CLYDE looks at her at BONNIE, who also wears spit curls. As soon as the leaves:
CLYDE	Change that. I don't like it. and takes out a mirror. She holds it up and with the hand, brushes back her spit curls into her hair. She again wears them. When she has pushed them back she at CLYDE for his approval. He nods his okay. She puts back her mirror and begins to eat her food. ravenously hungry and eats with total concentration on plate. CLYDE doesn't touch his food, just watches eat for a minute.
CLYDE	God, you're a knockout. newer model car. BONNIE is surprised to see CLYDE head the newer car.
BONNIE	Hey, that ain't ours.
CLYDE	Sure it is.
BONNIE	But we came in this one.
CLYDE	Don't mean we have to go home in it. blanket. There are windows behind her. She looks bewildered.
BONNIE	Clyde...
BONNIE	Clyde...
CLYDE	Hey, lady.
BONNIE	Where you been keeping yourself?
CLYDE	Slept out by the car.
BONNIE	Oh...These accommodations ain't particularly deluxe.
CLYDE	No...If they're after us, I want the first shot. Come on, you got some work to do. six old bottles have been placed. As BONNIE joins he turns and fires six quick shots. The bottles
BONNIE	You're good.
CLYDE	The best.
BONNIE	And modest...
CLYDE	Come on. Got you all set up over here. means that to be BONNIE's target. He hands her a gun.
CLYDE	Set her spinnin'.
CLYDE	Again. Come down slow with it...
CLYDE	Ain't you something? I tell you I'm going to get you a Smith and Wesson, it'll be easier in your hand. Now try it again once... the tire.
FARMER	Heighdo.
FARMER	No sir...no sir. You all go right ahead.
FARMER	Used to be my place. Not any more. Bank took it. an Okie car loaded with belongings. A WOMAN with a BABY
FARMER	Yessir, moved us off. Now it belongs to them.
