CHARACTER	DIALOGUE
ZOMBIE	Brains! CLOSE ON the woman as she raises her hands and SCREAMS.
GRANDMA BABCOCK	What's happening now?
NORMAN	The zombie is eating her head, Grandma.
GRANDMA BABCOCK	That's not very nice. What's he doing that for?
NORMAN	Because he's a zombie. That's what they do.
GRANDMA BABCOCK	Well he's going to ruin his dinner. I'm sure if they just bothered to sit down and talk it through it'd be a different story. Norman CHUCKLES, as if the idea is absurd, then winces as Norman! Didn't I tell you to take out the garbage?
NORMAN	Coming, Dad!
GRANDMA BABCOCK	Tell him to turn up the thermostat too, will ya? My feet are like ice. Norman nods to her and shuffles over to the kitchen door. Sandra smiles at her son as he makes his way silently to
SANDRA BABCOCK	Hi. Whatcha watching in there?
NORMAN	Sex and violence.
SANDRA BABCOCK	Oh. That's nice. Perry glares over as Norman wrestles with the garbage.
PERRY BABCOCK	Can't you be like other kids your age and pitch a tent in the yard, or have a healthy interest in carpentry?
SANDRA BABCOCK	Perry...
NORMAN	I thought you said kids my age were too busy shoplifting and joyriding?
SANDRA BABCOCK	Norman! He hefts the bag onto the floor and ties it in a knot. Breezing into the kitchen through the back door while
COURTNEY	Oh yeah, he's r-i-double p-e-d. Like, a seven pack at least. Ew! Watch it! She pushes her brother out of the way as he drags the
SANDRA BABCOCK	Courtney, be nice.
COURTNEY	Yeah, she totally doesn't deserve him. I mean, she's nice and I really like her, but she's a complete loser. Yeah, I know. Courtney slumps into a chair at the table, twisting a
NORMAN	Dad? Grandma says, "Can you turn up the heating?" Her feet are cold. The bubble Courtney is blowing POPS against her face,
SANDRA BABCOCK	Now, Perry...
PERRY BABCOCK	How many times do we have to go through this, Son? Your grandmother is dead!
NORMAN	I know!
PERRY BABCOCK	Then why do you keep on talking to her?
NORMAN	Because she talks back!
COURTNEY	O-M-G, you are such a liar! ParaNorman 4.
NORMAN	I'm not making this up! I swear! She talks to me all the time!
COURTNEY	Oh yeah? Prove it! Norman levels her a look that says "you asked for this".
NORMAN	She said it's not very ladylike to hide photos of the High School quarterback with his shirt off in your underwear drawer. Sandra and Perry raise their eyebrows.
COURTNEY	I knew it! You've been sneaking around in my personal stuff!
NORMAN	No I haven't! Grandma told me!
COURTNEY	You are the worst! Courtney, brimming with outrage, storms out of the
SANDRA BABCOCK	Norman, I know you and Grandma were very close, but we all have to move on. Grandma's in a better place now.
NORMAN	No she's not, she's in the living room. Perry throws his arms in the air, swaying on the chair.
PERRY BABCOCK	Your grandmother was old and sick, and she died. That's all there is to it!
SANDRA BABCOCK	Perry, this is just part of the mourning process. ParaNorman 5.
PERRY BABCOCK	Stop indulging him! I'm nothing if I'm not liberal, but that limp- wristed, hippie garbage needs to be nipped in the bud! Norman SIGHS and steps between his parents as they argue.
PERRY BABCOCK (O.S.)	This behavior might be okay with your side of the family, but I'm not putting up with it anymore! Not me! Oh, not this again! PAN UP to find a light go on in Norman's bedroom window. Norman gets up off the bed and approaches the door.
PERRY BABCOCK	This isn't the West Coast, Sandra; people talk! They do!
SANDRA BABCOCK (O.S.)	He's just sensitive, Perry.
PERRY BABCOCK (O.S.)	Oh please, "sensitive" is writing poetry and being lousy at team sports... not this! I won't have him turn out like that uncle of yours! If that crazy old tramp has been around here putting ideas in Norman's head...
SANDRA BABCOCK (O.S.)	Perry, no one's had anything to do with Uncle Prenderghast in years! I bet he doesn't even know what Norman looks like! Norman quietly closes the door, and the room goes black.
MR PRENDERGHAST	Not much time, not much time... He pulls an old leather-bound book out from the mess, and ZOOM IN to the photograph, hurtling past the Babcocks and Courtney passes him as she comes down the stairs in the ParaNorman 7. Norman is watched dubiously by the occasional passer-by
NORMAN	Good morning! Hey Bruce! How's it goin'? Not much. I'm kind of late for school. I need to go. Hi, nice to see you guys. Good morning. Sorry I gotta run. Excuse me. Pardon me. See ya. At one street corner, Norman bends over a gutter. He is MAN'S POV - Norman crouches over the flattened remains of
NORMAN (CONT'D)	Hey there little buddy! C'mere! He realizes he is being stared at and slowly turns to
NORMAN (CONT'D)	Yeah, good to see you! How you doin'? Hi Mrs Hardman. You look nice today. I like what you've done with your hair.
HAIRDRYER GHOST	Does anyone smell burning?
HIPPY GHOST	Hey, peace, man.
NORMAN	Totally.
CIVIL WAR GHOST	As you were, soldier.
NORMAN	Sir, yes sir!
GREASER GHOST	Yo Norman, you playin' hookie?
NORMAN	No no, I'm just late for school. Sorry, I gotta go. How you doin'? ParaNorman 8.
MOBSTER GHOST	Hey, how you doin'? A little further along Norman nods pleasantly to the
NORMAN	Hi! How's it hanging?
PARACHUTIST GHOST	Ho ho! Haven't heard that one before. Well, it's a nice day. The town center is lacking in charm; its historical
SHERIFF HOOPER	Watch and learn. "Parking violation" is my middle name.
DEPUTY DWAYNE	Really? I thought it was Rhona. They glance up disdainfully as Norman passes by. Clearly SCHOOL KIDS line the path in front of Norman; a gauntlet A bell RINGS the start of the school day, and everyone Someone barges Norman with their shoulder, knocking his As the last of them head through the lobby doors, Norman Norman bends down to retrieve his spilled possessions, A voice behind his shoulder gives Norman a start.
ALVIN	Hey, ghost jerk! You know what? Norman turns to find textbook bully ALVIN, the only 6th
NORMAN	What do you want, Alvin?
ALVIN	Why don't you see some more ghosts, goober? ParaNorman 10. The kids LAUGH uproariously, encouraging Alvin to show
ALVIN (CONT'D)	Hey! Hey! Norman! Alvin points to a fly that has landed on the locker
ALVIN (CONT'D)	Talk to that. The kids around Alvin burst into LAUGHTER.
ALVIN (CONT'D)	That is so Alvin! The bullies strut away, content in the psychological
PUG	Loser!
ALVIN	That was good, right guys? Norman mutters as they leave, but not loud enough so as
NORMAN	Flies don't talk. Across the hall, Neil continues to watch with sympathy,
SALMA	Neil, come on. Let's go. ParaNorman 11.
MRS HENSCHER	You stink of illiteracy! Pilgrims? The Mayflower? Don't any of you know anything about the history of this town? Mrs Henscher tries her best to remain unfazed.
