CHARACTER	DIALOGUE
	a long time ago, longer now than it seems, in a place perhaps you've seen in your dreams. For the story that you are you begun.
	and girls of every age you like to see something strange?
SHADOW	with us and you will see our town of Halloween
PATCH CHORUS	is Halloween, this is Halloween scream in the dead of night
	is Halloween, everybody make a scene or treat till the neighbors gonna die of fright our town, everybody scream this town of Halloween
UNDER BED	am the one hiding under your bed ground sharp and eyes glowing red
UNDER THE STAIRS	am the one hiding under your stairs like snakes and spiders in my hair
CHORUS	is Halloween, this is Halloween Halloween! Halloween! Halloween!
	this town we call home hail to the pumpkin song
	this town, don't we love it now? waiting for the next surprise
CHORUS	that corner, man hiding in the trash can waiting now to pounce, and how you'll scream
DEMON, WEREWOLF, AND MELTING MAN	This is Halloween 'n' black, slimy green
	you scared?
	that's just fine it once, say it twice the chance and roll the dice with the moon in the dead of night
TREE	scream, everybody scream our town of Halloween
	am the clown with the tear-away face in a flash and gone without a trace
GHOUL	am the "who" when you call, "Who's there?" am the wind blowing through your hair
BOOGIE SHADOW	am the shadow on the moon at night your dreams to the brim with fright
CHORUS	is Halloween, this is Halloween Halloween! Halloween! Halloween! Halloween!
CORPSE TRIO	lumplings everywhere no fun without a good scare
CORPSES	our job, but we're not mean our town of Halloween this town
	we love it now?
WITH CORPSE CHORUS	waiting for the next surprise
CHORUS	Jack might catch you in the back scream like a banshee you jump out of your skin is Halloween, everybody scream ya please make way for a very special guy man Jack is king of the pumpkin patch hail to the Pumpkin King now
	is Halloween, this is Halloween Halloween! Halloween! Halloween!
CHILD TRIO	this town we call home hail to the pumpkin song
	la-la la, Halloween! Halloween! (etc.)
	
	
	over!
	did it!
	it terrifying?
& CYCLOPS	a night!
	Halloween everybody.
	believe it was our most horrible yet! Thank you everyone.
	thanks to you, Jack. Without your brilliant leadership -
	at all Mayor. such a scream, Jack
	a witch's fondest dream! made walls fall, Jack
	fall? You made the very mountains crack, Jack
FINKELSTEIN	deadly nightshade you slipped me wore off, Sally.
	go!
FINKELSTEIN	not ready for so much excitement!
	I am!
FINKELSTEIN	coming with me!
	I'm not! pulls out the thread that's holding her arm on]
FINKELSTEIN	back here you foolish oaf! Ow!
FROM BLACK LAGOON	Jack, you make wounds ooze and flesh crawl.
	you, thank you, thank you -- very much
	it! We haven't given out the prizes yet! Our first award goes to
	frightening and honorable mention goes to the fabulous Dark Lagoon leeches
PLAYER	work, Bone Daddy.
	I guess so. Just like last year and the year before that and the before that.
Jack's Lament	Performed by Danny Elfman my talents are renowned far and wide it comes to surprises in the moonlit night the slightest little effort of my ghostlike charms have seen grown men give out a shriek the wave of my hand, and a well-placed moan have swept the very bravest off their feet I grow so weary of the sound of screams I, Jack, the Pumpkin King grown so tired of the same old thing emptiness began to grow something out there, far from my home longing that I've never known I'll scare you right out of your pants a guy in Kentucky, I'm Mister Unlucky I'm known throughout England and France recite Shakespearean quotations animal nor man can scream like I can the fury of my recitations
who here would ever understand	the Pumpkin King with the skeleton grin tire of his crown, if they only understood give it all up if he only could calls out for something unknown fame and praise come year after year nothing for these empty tears
	I know how you feel.
FINKELSTEIN	you've come back.
	had to.
FINKELSTEIN	this?
	
FINKELSTEIN	we then. twice this month you've slipped deadly nightshade into my tea
	times!
FINKELSTEIN	mine you know! I made you with my own hands.
	can make other creations. I'm restless, I can't help it.
FINKELSTEIN	a phase my dear, it'll pass. We need to be patient that's all.
	I don't want to be patient.
	
	Zero, not now. I'm not in the mood.
	
	right. [giving Zero a rib from himself] Here ya go boy.
	gents [to the band]
	you home?
	I've got the plans for next Halloween. I need to go over them
(with worried face)	please, I'm only an elected an official here, I can't make by myself. Jack, answer me!!
PLAYER	not home.
	is he?
PLAYER	hasn't been home all night.
	
	Where are we? It's someplace new.
	bark
	is this?
	
	bark
	Performed by Danny Elfman color everywhere this? white things in the air this? can't believe my eyes must be dreaming up, Jack, this isn't fair this? this? What's this? something very wrong this? people singing songs streets are lined with creatures laughing seems so happy I possibly gone daffy? is this? this?
children throwing snowballs	of throwing heads busy building toys absolutely no one's dead
frost on every window	I can't believe my eyes in my bones I feel the warmth coming from inside
look	this? hanging mistletoe, they kiss that looks so unique, inspired gathering around to hear a story chestnuts on a fire this?
this?	here they've got a little tree, how queer who would ever think why? got electric lights on strings there's a smile on everyone now, correct me if I'm wrong looks like fun looks like fun could it be I got my wish? this?
my, what now?	children are asleep look, there's nothing underneath ghouls, no witches here to scream and scare them ensnare them, only little cozy things inside their dreamland this?
monsters are all missing	the nightmares can't be found in their place there seems to be feeling all around can hear music in the air smell of cakes and pies absolutely everywhere
sights, the sounds	everywhere and all around never felt so good before empty place inside of me is filling up simply cannot get enough
want it, oh, I want it	I want it for my own got to know got to know is this place that I have found? is this? Town, hmm...
CLAWS	Ho Ho Ho ho ho ho ho
	
	has never happened before.
	suspicious. peculiar.
	scary.
	aside.
	
	through. We've got find Jack. There's only 365 days left till
	
	there anywhere we've forgotten to check?
	looked in every mausoleum.
	opened the sarcophagi.
	tromped through the pumpkin patch.
	peeked behind the Cyclops's eye. I did! But he wasn't there.
	time to sound the alarms.
	breath will overpower any odor. Bitter. [coughing] Worm's
FINKELSTEIN	that soup ready yet?
	
FINKELSTEIN	what's that? Worm's wart, mmm, and...frog's breath.
	wrong? I-I thought you liked frog's breath.
FINKELSTEIN	more suspicious than frog's breath. Until you taste it I won't
	not hungry... [knocking spoon] Oops!
FINKELSTEIN	want me to starve. An old man like me who hardly has strength as it
	don't be silly. [eats soup with trick spoon] Mmmm, see. Scrumptious.
	anyone think to dredge the lake?
	this morning!
	
	that?
(little)	
	
	
	
	back!
	have you been?
	a town meeting and I'll tell everyone all about it.
	
	
	his mayor truck] meeting, town meeting, town meeting tonight, town meeting tonight
	as he hits Sally]
	everyone. I want to tell you about Christmastown.
Town Meeting Song	Performed by Danny Elfman and Cast
	are objects so peculiar were not to be believed around, things to tantalize my brain a world unlike anything I've ever seen as hard as I try can't seem to describe a most improbable dream you must believe when I tell you this as real as my skull and it does exist let me show you
is a thing called a present	whole thing starts with a box
	box? it steel?
	there locks?
DEMON	it filled with a pox?
WEREWOLF, HARLEQUIN DEMON	pox delightful, a pox
	you please a box with bright-colored paper the whole thing's topped with a bow
	bow? why? in it? in it?
	the point of the thing, not to know
	a bat it bend?
UNDER THE STAIRS	a rat it break?
GAL	it s the head that I found in the lake
	now, you don't understand not the point of Christmas land
pay attention	pick up an oversized sock hang it like this on the wall
HYDE	yes! Does it still have a foot?
MR. HYDE	me see, let me look
MR. HYDE	it rotted and covered with gook?
	let me explain no foot inside, but there's candy sometimes it's filled with small toys
AND WINGED DEMON	toys
DEMON	they bite?
	they snap?
DEMON	explode in a sack?
KID	perhaps they just spring out scare girls and boys
	a splendid idea Christmas sounds fun fully endorse it try it at once
	something here that you don't quite grasp I may as well give them what they want the best, I must confess, I have saved for the last the ruler of this Christmas land a fearsome king with a deep mighty voice that's what I've come to understand
I've also heard it told	he's something to behold a lobster, huge and red he sets out to slay with his rain gear on bulging sacks with his big great arms is, so I've heard it said full moonlight flies into a fog a vulture in the sky they call him Sandy Claws
at least they're excited	they don't understand special kind of feeling in Christmas land well...
	got to be a logical way to explain this Xmas thing.
FINKELSTEIN	poisoned me for the last time you wretched girl.
FINKELSTEIN	my head...the door is open.
	
FINKELSTEIN	Skellington, up here my boy.
	I need to borrow some equipment.
FINKELSTEIN	that so, whatever for?
	conducting a series of experiments.
FINKELSTEIN	perfectly marvelous. Curiosity killed the cat, you know.
	know.
FINKELSTEIN	on into the lab and we'll get you all fixed up.
	Experiments?
	I'm home.
	reaction....but what does it mean?
FINKELSTEIN	can come out now if you promise to behave. Sally. Sally. Oooh! Gone Performed by Danny Elfman and Cast
OF HALLOWEEN	up with Jack up with Jack know if we're ever going to get him back
all alone up there	away inside says a word he hasn't died up with Jack up with Jack
	time is buzzing in my skull it let me be? I cannot tell so many things I cannot grasp I think I've got it, and then at last my bony fingers it does slip a snowflake in a fiery grip
here I'm not quite getting	I try, I keep forgetting a memory long since past in an instant, gone in a flash does it mean? does it mean?
these little bric-a-brac	secret's waiting to be cracked dolls and toys confuse me so it all, I love it though something's hidden through a door I do not have the key there I cannot see does it mean? does it mean? does it mean? know the stories and I know the rhymes know the Christmas carols all by heart skull's so full, it's tearing me apart often as I've read them, something's wrong hard to put my bony finger on I've been led to think I trying much too hard? course! I've been too close to see answer's right in front of me in front of me music drifting in the air but everywhere because I cannot see it mean I can't believe it not as tricky as it seems why should they have all the fun? should belong to anyone
anyone, in fact, but me	I could make a Christmas tree there's no reason I can find couldn't handle Christmas time
bet I could improve it too	that's exactly what I'll do
	This year, Christmas will be ours!
	everyone. Jack has a special Job for each of us. Dr.
	kind of a noise is that for a baby to make?
	it can be improved?
	problem!
	knew it! Dr. thank you for coming. We need some of these.
FINKELSTEIN	their construction should be exceedingly simple. I think.
	horrible our Xmas will be.
	jolly.
	face] how jolly our Xmas will be. [gets pelted] What are you doing here?
	sent for us.
	
	name.
	
	
	
	Jack it's Oogie's boys!
	Halloween's finest trick or treaters. The job I have for you is top
	we thought you didn't like us, Jack.
	no one is to know about it. Not a soul. Now-- to LS&B;] one more thing -- leave that no account Ooogie Boogie out of this!
	you say, Jack.
	course Jack.
	dream of it Jack.
Kidnap the Sandy Claws	Performed by Paul Reubens, Catherine O'Hara, and Danny Elfman
SHOCK, AND BARREL	Mr. Sandy Claws
	wanna do it
	draw straws
	said we should work together of a kind of a feather and forever la, la, la, la away the key and then off all the lights
	we're going to set some bait a nasty trap and wait he comes a-sniffing we will the trap and close the gate
	I've got a better plan catch this big red lobster man pop him in a boiling pot when he's done we'll butter him up
SHOCK, AND BARREL	the Sandy Claws him in a box him for ninety years see if he talks
	Mr. Oogie Boogie Man take the whole thing over then be so pleased, I do declare he will cook him rare
AND BARREL	
	say that we take a cannon it at his door then knock three times when he answers Claws will be no more
	so stupid, think now we blow him up to smithereens may lose some pieces then Jack will beat us black and green the Sandy Claws him in a bag him in the ocean see if he is sad
AND SHOCK	Mr. Oogie Boogie is the meanest guy around I were on his Boogie list, I'd get out of town
