CHARACTER	DIALOGUE
KALE (V.O.)	Do you think he sees us?
JEFF (V.O.)	No, he can't see us. But he feels us watching.
KALE	Whoa, did you see that thing?
JEFF	Settle down, slow it down...
JEFF	You don't want to scare him off. You've got his attention, now just play with him. Tease him a little.
KALE	Holy shit!
JEFF	It's all you, Kale, keep cranking!
KALE	I need reinforcements!
JEFF	Heave, laddie!
JEFF (CONT'D)	Give it all ya got, mate, or you're gonna lose him!
KALE	Dad, your pirate -- impersonation -- sucks!!
JEFF	How would ya know, have ya ever met one? I doubt it --
KALE	He's freakin' pulling us in!
JEFF	Never! No Brecht has ever -- lost a fight -- to a fish!
JEFF (CONT'D)	Throw me a --
JEFF (CONT'D)	Hey, at least the weather's great... we're spending quality time together.
KALE	That fish is going down.
JEFF	Let's nab the bastard. Hey mom, it's us. Listen, fire up the grill 'cause the Bassmasters are headed home!
JULIE	You're kidding. So I can actually put the burgers away this time?
KALE	Yes, be gone with the red meat!
JEFF	We're having fish for a week.
JEFF (CONT'D)	I'd say an hour. Love you, too.
KALE	DAD --
JEFF	Kale? -- Kale, are you okay?
KALE	I think so.
KALE	Oh my God, dad --
JEFF	I'm fine. But you're gonna have to climb out, Kale. Can you do that?
KALE	I can't -- It won't give --
JEFF	That's okay, I've got it -- grab the door, I don't need your ass falling on my face --
KALE	Dad, here -- Dad, please, you can do it --
JEFF	Kale, you have to climb up --
KALE	No -- I'm not leaving --
JEFF	Kale --
KALE	NO -- Dad, please, I've got you --
JEFF	I know --
RONNIE (V.O.) RONNIE (CONT'D)	Este verano, después This summer, after visiting de visitar Hawaii, Hawaii, I will perhaps quizás visitaré a mis visit my grandparents in
RONNIE RONNIE (CONT'D)	Quizás no. Quizás Perhaps I won't. Perhaps apenas permaneceré en I'll just stay at home. el país. Pero quizás But perhaps my parents mis padres tomarán la will take pity on me. compasión en mi. (more dramatic) (more dramatic) Perhaps they will make my Quizás harán mi sueño dream a reality! Perhaps una realidad! Quizás they will take me to a me llevarán a una playa beach on the French Riviera en la riviera francesa so that I may gaze upon de modo que pueda mirar the natural beauty of its sobre la belleza natural female inhabitants. de sus habitantes femeninos...
MINNIE TYCO	Keep dreaming, perv.
RONNIE RONNIE (CONT'D)	(longingly) Perhaps... Thank you. Quizás... Gracias.
SR GUTIERREZ SR GUTIERREZ (CONT'D)	Gracias, Ronnie. Quizás Thank you, Ronnie. Perhaps le daré una "F." I'll give you an "F."
SENOR GUTIERREZ	Senor Brecht...
RONNIE	Dude --
SENOR GUTIERREZ	So Kale, think you can stay conscious long enough to tell us your plans for the three wondrous summer months ahead?
KALE	Este invierno --
SENOR GUTIERREZ	Verano...
KALE	Este verano -- voy a --
SENOR GUTIERREZ	¿Qué?
SR GUTIERREZ SR GUTIERREZ (CONT'D)	¿Qué usted va a hacer? (subtitled) What are you going to do?
KALE	I don't know, alright? I haven't gotten that far.
SENOR GUTIERREZ	Did you do the homework or not?
KALE	Guess not.
SENOR GUTIERREZ	You "guess" not. I don't know who you think you are or who you think you're dealing with. You can't give me a straight answer, fine, give me one good reason why I shouldn't fail you right now?
JUDGE	Okay, Mr. Brecht...
JUDGE (CONT'D)	You're six months shy of eighteen, that means the assault-two charge you've pled guilty to carries a max of one year in juvey. With these priors, you're up to three.
JUDGE (CONT'D)	But losing a parent isn't easy. Which is why I'm sentencing you to three months house arrest.
JUDGE (CONT'D)	You can thank your counselors and lawyer later. Mr. Brecht, I just cut you a break. Don't test me.
PARKER	Okay, you... are all set... to go nowhere. Now, green means you're good, you're in the safe zone which covers about
PARKER (CONT'D)	a sixty-foot radius from this guy here.
PARKER (CONT'D)	He's like a modem. He gets a constant signal from Mr. Bracelet that he sends through your phone line to the monitoring station downtown. So they know where you are, where you've been and what you're thinkin' 25/7.
JULIE	What if he accidentally goes beyond --
PARKER	Red light flashes. Means you've got about ten seconds to get your butt back to green, or else --
KALE	The execution squad shows up?
PARKER	And they don't bring blindfolds. It's also tamper proof and waterproof. So don't try sticking your foot in a bucket of water and hopping across the line. It won't work, and you'll look stupid. Now, I'll be checking up on you a lot. Here's my card -- You're set up to pay his incarceration fee, Ms. Brecht?
JULIE	Automatic withdrawal. Twelve bucks every day.
PARKER	Everything else is in the manual. Oh, except this -- House arrest might sound like a breeze, but trust me, I've seen all kinds of folks get a bit loopy before too long, some after just a day or two. So make sure you find lots of constructive things to keep yourself busy.
KALE	Hobby, you read me? I said come around my left flank and draw his fire -- damn straight I'm trying to get you smoked, you've been hiding behind my ass the whole game --
KALE (CONT'D)	Hobby, Jet, you guys still there?
JULIE	Dinner's on the table. I'm closing at the restaurant the next few nights. Could be some late ones, but hey... the extra tips couldn't hurt.
JULIE (CONT'D)	Where's my apron... apron...
JULIE (CONT'D)	You wanna talk about anything?
KALE	I got nothin'.
JULIE	Y'know, when we're finally free of all this legal stuff with the accident, the other families' lawyers... there might be a little insurance money left... maybe you should go back and see Dr. Phillips?
KALE	What, so he can tell me I'm ADD, have PTSD, and severe IAD?
JULIE	IAD?
KALE	Freakin' irritated ankle disorder.
JULIE	Well, that one could've been avoided.
JULIE (CONT'D)	Do the dishes. Please?
KALE	C'mon, bid a dollar, one dollar --
CONTESTANT (ON TV)	I'll bid one dollar, Bob. it again. Same thing. Then -- like we all do to be sure,
JULIE	More trash TV?
NEWS ANCHOR (ON TV)	...Thirty-three year old Patricia Walsh was last seen three nights ago...
KALE	News.
JULIE	The lawyer's sending some papers over.
KALE	And your point is?
JULIE	I've got two open houses, you've gotta sign for them. That's the point.
KALE	You canceled my Xbox subscription. I-tunes, too. You know what else I'm canceling?
JULIE (CONT'D)	Maid service. Sorry, you're a felon. And we're broke. I can't do it all, anymore, Kale. This isn't gonna be vacation as usual. I want these washed and the kitchen cleaned by the time I get home.
KALE	That might be difficult.
JULIE	Well let me make it easier.
KALE	That's a little dramatic, isn't it? I'm just gonna plug it back --
KALE (CONT'D)	What are you, mental?
JULIE	One more look at that kitchen and I will be. You heard what I said about the lawyer?
KALE	Yes!
KALE	Dammit, Ronnie, I'm losing my mind.
KALE (CONT'D)	Give me some details, what's happening out there? Dude, the chicks here in Oahu rock the houusse! Oh my god, this one is totally showing me her kite board. Belay that, she wasn't pointing at me. Look, Kale, I've gotta hop --
KALE	Wait, Ronnie -- Hello?
KALE	GODDAMMIT!
KALE	I'm coming!!
KALE	Oh shit! Shit water shit!
BRAT #1	What a retard!
KALE	You think that's funny?
BRAT #2	What are you gonna do, kill us like your teacher?
KALE	Not before I shove this shit up your ass! Dude, you said he couldn't leave his house!!
KALE	Shit!
KALE (CONT'D)	Turn green turn green turn green...
KALE (CONT'D)	No, c'mon, I'm way inside, turn green --
KALE (CONT'D)	Yes! That's what I'm talking about!
KALE (CONT'D)	It's cool, I'm all green.
PARKER (V.O.)	Kale, calm down, the officers were probably in the neighborhood already.
KALE	Okay, fine, but if I'd known --
PARKER (V.O.)	Kale, first times happen. The officers knew that. But next time they will take you to jail.
COURIER	Hi, I'm from McNeill-Stewart law firm, dropping off for Ms. Julie --
KALE	Hey doggie, come here...
KALE (CONT'D)	Hey, you and me both.
RONNIE	Aloooha Senor Ka-- Dude, you look like hell.
RONNIE	Seriously man, you need some sun. Hey, I've gotta show you this. Maui chicks rule.
KALE	I've got something to show you, too. I mean... there's such structure to it, so many layers, but it's invisible if you're not looking close enough...
RONNIE	What are you talking about?
KALE	The world right outside the window.
RONNIE	-- Fascinating.
KALE	Just wait... and... Three... two... one... dog...
KALE (CONT'D)	...Mrs. Pilch... saying goodbye to Lonnie...
RONNIE	Husband?
KALE	Maid.
KALE (CONT'D)	Four o'clock every Thursday, she goes to the country club to play tennis with Betty Big-Bangs there.
KALE (CONT'D)	And... ladies disappear... cue white Mercedes... Mr. Pilch... arriving from the office...
RONNIE	Great, that still doesn't explain why you're in a bathrobe at four in the afternoon.
KALE	Will you just look --
RONNIE	Dude, he's gonna see --
KALE	He can't. We don't have any lights on. Plus the angle's sharper from ground level, it only seems like he could see us. I did the math.
