CHARACTER	DIALOGUE
Exotic monkeys with comical faces cling lovingly to one	
WRITER (V.O.)	You were raised in a zoo?
ADULT PI (V.O.)	Born and raised in Pondicherry, in what was the French part of India. My father owned the zoo, and I was delivered on short notice by a herpetologist who was there to check on the Bengal Monitor Lizard. Mother and I were both healthy...
ADULT PI (V.O.)	but the poor lizard escaped and was trampled by a frightened cassowary...
ADULT PI	The way of karma; the way of God.
WRITER	I assumed your father was a mathematician - because of your name.
ADULT PI	Oh, far from it. I was named after a swimming pool.
WRITER	There's a swimming pool named 'Pi?'
ADULT PI	You see, my uncle, Francis, was born with too much water in his lungs. They say the doctor swung Francis around by the ankles to clear the water out and that's what gave him the huge chest and skinny legs that made him such a great swimmer.
WRITER	Is Francis actually your uncle? He said he was friends with your father.
PI	I call him 'Mamaji,' my 'honorary uncle' - my father's best friend, my swimming guru.
ADULT PI (V.O.)	I trained with him three times a week at the ashram. His lessons would save my life in the end...
MAMAJI	A mouthful of water will not harm you - but panic will.
MAMAJI (CONT'D)	Remember to breathe. Don't hold your breath. Good boy.
ADULT PI	I hope you don't mind vegetarian.
WRITER	No, not at all... And your name?
ADULT PI	Hmm?
WRITER	You - you were going to tell me how you got your name, I think.
ADULT PI	I got it from something Mamaji once told my father. Most travelers collect postcards or teacups on their journeys - but not Mamaji. Mamaji collects swimming pools.
ADULT PI (CONT'D)	He swims in every pool he comes upon...
ADULT PI (V.O.)	One day Mamaji said to my father that of all the pools in the world, the most beautiful was a public pool in Paris. That the water there was so clear you could make your morning coffee with it, that a single swim there changed his life. Before I was born, he said to my father, "If you want your son to have a clean soul, you must take him one day to swim in the Piscine Molitor." I never understood why my father took this so much to heart...
ADULT PI	... but he did, and I was named "Piscine Molitor Patel."
ADULT PI (V.O.)	Imagine me trying to explain that name to my schoolmates. I barely made it to the age of eleven before... Hey PISCINE!
BULLY #1 (CONT'D)	Are you Pissing right now?
ANOTHER BOY	Look at him he's Pissing!
ADULT PI (VO)	With one word my name went from an elegant French swimming pool to a stinking Indian latrine. I was Pissing everywhere.
BULLY #2	No Pissing in the schoolyard!
ADULT PI (V.O.)	Even the teachers started doing it - not deliberately, of course...
SCIENCE TEACHER	So then - what might occur if we release gas too quickly? Pissing?
BOY	He said Pissing!
SCIENCE TEACHER	That's enough - order!
ADULT PI (V.O.)	When we returned the next year for our first day of school, I was prepared.
BOY	Present sir.
HISTORY TEACHER	Piscine Patel...
PI (AT 12)	Good morning. I am Piscine Molitor Patel, known to all as... ... "Pi," the sixteenth letter of the Greek alphabet...
PI (CONT'D)	... which is also used in mathematics to represent the ratio of any circle's circumference to its diameter - an irrational number of infinite length, usually rounded 3.14. PI.
HISTORY TEACHER	Very impressive, Pi. Now sit down. And from then on you were Pi?
ADULT PI (V.O.)	Well, no. Not quite ...
BULLY #2	Nice try, Pissing.
ADULT PI (V.O.)	But I still had the whole day ahead of me. French Class was next... Je m'appelle Piscine Molitor Patel - dit'Pi'... Then Geography...
PI (12)	These are the first twenty decimal places of Pi.
ADULT PI (V.O.)	My last class of the day was Mathematics....
LIBRARIAN	Slowly, Slowly! Slowly, Slowly!
LIBRARIAN	It is right... He's really doing this!
ALL	1! 4! 9! 3! 1! PI! PI! PI! By the end of that day, I was Pi Patel, school legend.
WRITER	Mamaji tells me you're a legend among sailors, too. Out there all alone -
ADULT PI	I don't even know how to sail. And I wasn't alone out there. Richard Parker was with me.
WRITER	Richard Parker...? Mamaji didn't tell me everything. He just said I should look you up when I got back to Montreal. So what were you doing in Pondicherry?
WRITER	Writing a novel.
ADULT PI	By the way, I enjoyed your first book. The new one, is it set in India?
WRITER	No, Portugal, actually. But it's cheaper living in India.
ADULT PI	Ah. Well, I look forward to reading it.
WRITER	You can't. I threw it out. Two years trying to bring it to life, and then one day it sputtered, coughed, and died.
ADULT PI	I'm sorry.
WRITER	was in a coffee house in one afternoon, mourning loss, when this old man at the table struck up a
ADULT PI	Mamaji. He does that.
WRITER	I told him about my abandoned he said: a Canadian who's come to India in search of a story. my friend, I know an Indian French Canada who has the most story to tell. It must fate that the two of you should
ADULT PI	haven't spoken about Richard in so many years... What has already told you?
WRITER	said you had a story that would me believe in God.
ADULT PI	would say that about a nice As for God, I can only tell my story; you will decide for what you believe.
WRITER	enough.
ADULT PI	see, then - where to begin?
ADULT PI (V.O.)	Pondicherry is the "French Riviera of India." In the streets closest to the ocean, you might think you were in the South of France.
ADULT PI (V.O.)	A few blocks inland, there's a canal; just beyond that is Indian Pondicherry...
ADULT PI (V.O.)	And the Muslim Quarter is just to the West.
ADULT PI	When the French handed Pondicherry back to us in 1954, the town decided that some sort of commemoration was in order.
ADULT PI (V.O.)	My father, who was a clever businessman, came up with one. He ran a hotel, and he got the idea to open a zoo in the local Botanical Gardens instead.
ADULT PI (V.O.)	As it also happened, my mother was a botanist in the Gardens. They met, married, and a year later my brother Ravi was born. I came two years after that.
WRITER	It sounds magical, growing up in-
ADULT PI	Amen. Let's eat.
WRITER	I didn't know Hindus said 'amen.'
ADULT PI	Catholic Hindus do.
WRITER	Catholic Hindus?
ADULT PI	We get to feel guilty before hundreds of gods instead of just one.
WRITER	But you're a Hindu first? None of us knows God until someone introduces us. I was first introduced to God as a Hindu. There are 330 million gods in the Hindu religion - how can I not come to know a few of them? I met Krishna first...
MOTHER (V.O., IN TAMIL)	Yashoda once accused baby Krishna of eating dirt: "Tut, tut, you naughty boy - you shouldn't do that..."
PI	...But he didn't!
MOTHER	That's what he told her. "I didn't eat dirt!" "No? Well, then open your mouth." So Krishna opened his mouth.
MOTHER (TAMIL) (CONT'D)	And what do you think Yashoda saw? What?
MOTHER (TAMIL)	She saw in Krishna's mouth the whole entire universe.
ADULT PI (V.O.)	The gods were my superheroes growing up. Hanuman, the monkey god, lifting an entire mountain to save his friend Lakshmana. Ganesh, the elephantheaded, risking his life to defend the honor of his mother Parvati. Vishnu, the Supreme Soul, the source of all things. Vishnu sleeps, floating on the shoreless cosmic ocean and we are the stuff of his dreaming.
FATHER	Spectacle. Don't let the stories and pretty lights fool you, boys. Religion is darkness.
ADULT PI (V.O.)	My dear 'Appa' believed himself part of the 'new India.' As a child, he'd had polio; he used to lie in bed, wracked with pain, wondering where God was. In the end, God didn't save him; Western medicine did. My 'Amma' went to college and thought her family was part of the 'new India' as well - until her parents cut her off because they thought she was marrying beneath her. Her religion was the only link she had to her past.
ADULT PI (V.O.)	I met Christ in the mountains when I was 12. We were visiting relatives, tea growers in Munnar. It was our third day there; Ravi and I were terribly bored.
RAVI (14)	Challenge. I'll give you two rupees. Run into that church and drink the Holy water.
PRIEST	You must be thirsty. Here, I brought you this.
PI	Why would a god do that? Why would he send his own son to suffer for the sins of ordinary people?
PRIEST	Because He loves us. God made Himself approachable to us - human - so we could understand Him.
PRIEST (CONT'D)	We can't understand God in all His perfection, but we can understand God's son and His suffering as we would a brother's.
ADULT PI	That made no sense. Sacrificing the innocent to atone for the sins of the guilty? What kind of love is that? But this Son - I couldn't get Him out of my head.
PI	If God is so perfect and we're not, why would He want to create all this? Why does He need us at all?
PRIEST	All you have to know is that He loves us. "God so loved the world that He gave His only Son." This Son taught us to love one another...
ADULT PI (V.O.)	The more I listened to the priest, the more I came to like this Son of God.
PI	Thank you, Vishnu, for introducing me to Christ.
ADULT PI (V.O.)	I came to faith through Hinduism and I found God's love through Christ, but God wasn't finished with me yet. God works in mysterious ways - and so it was He introduced Himself again, this time by the name of Allah.
FATHER	This lamb is exquisite - it's best dish on the table. You are all missing out... only need to convert to three religions, Piscine, and you spend your life on holiday.
