CHARACTER	DIALOGUE
JUDIT	The Door of Alcala has also darkened. Judit heads slowly toward the kitchen. On the wall there is a Vitra On a windowsill (or on the kitchen table) there is an open newspaper. Swiftly, Judit powers the central electrical switchboard, which is in The light's return is contagious, a true spectacle, which ends with a It will probably be a close-up of the sun. Harry lies in bed, his head completely bandaged. Sunlight enters Judit is seated on the bed. She holds his hand and pleads, worried
JUDIT	Mateo, say something!
MATEO-HARRY	Mateo is dead.
JUDIT	(Sweet and devastated) Don't say that! years old. In `94, the time period when the flashback takes place, he
OFF HARRY	I always wanted to be another person, to be someone beside myself. To dispose of a single identity didn't seem enough. Living a single life wasn't enough for me. And half-joking, I came up with a pseudonym for myself, Harry Caine, an adventurer who, as fate would have it, became a writer. At that time, I had him author all the scripts and stories that I wrote. I came up with a standard biography to fill the back flap of his books. He had been a sailor, an industrial spy, the doorman at a Parisian cabaret, a boxer, a waiter and an advertisement hand-double. A self-made man, active and attractive like an English spy, vital, skeptical and sarcastic. For many years, Mateo Blanco and Harry Caine shared the same person, me, but a time came when, all of a sudden, I couldn't be anyone other than Harry Caine. I became my pseudonym. (He applies lotion in front of the mirror, reflected in it. Then, suddenly, the mirror does not left). Just as I had planned, a heterodox writer and, never better stated, a self-made man, one might even say, "self-written man". There was only one detail I had not foreseen, Harry would be a blind writer. 3. IMAGES THAT ACCOMPANY THE VOICE -OFF. HARRY CAINE'S DAILY He takes a shower ("Mateo Blanco and Harry Caine shared the same they run over the letters of the credits, making them disappear, in Cut to.
WAITER FRIEND	Do you want me to read you something from the newspaper?
HARRY	No, thanks. I am off on a stroll. RETURN TO SEC. 5
GIRL	Sorry . . .
GIRL	I'll tell you when!
HARRY	Thank you very much. Harry thanks her for her help, the Girl observes him the entire time,
HARRY	I live nearby, two blocks up, would you mind coming along with me? The Girl accepts, delighted. Tall, thin, attractive, modern, and But I warn you, I've never read out-loud, you may not like it!
HARRY	You will only have to browse.
GIRL	Do you mind if I turn on the light? So that I can read... It's too dark in here.
HARRY	Oh, yes... Turn the light on... Cut to.
GIRL	Ernesto Martel is dead!
HARRY	Who?
GIRL	Ernesto Martel. I know one of his granddaughters...
HARRY	So he's dead.
GIRL	You knew him?
HARRY	No... Turns more pages.
GIRL	What are you interested in, politics, economy... culture?
HARRY	I am interested in you. What are you like? Do you mind describing yourself? her breasts, delicately. Harry's cell phone rings, but he ignores it, Cut to. Cut to. The Girl asks for the bathroom, Harry gestures with his hand in its Someone is opening it. Harry rises. Before he arrives to the foyer, the door is already
JUDIT	What are you laughing at?
HARRY	I am only smiling, because of the way you're looking at me. The sound of a running faucet emerging from the bathroom distracts
GIRL	
HARRY	Thanks for helping me cross.
JUDIT	she's trying) I'm sorry, I thought you were alone.
HARRY	She helped me cross the street and I invited her in to read me the newspaper . . .
JUDIT	Harry, you can't bring into your house the first person who helps you across the street. One of these days something awful will happen to you!
HARRY	happen to me has. Now, all that's left is for me to enjoy life . . .
JUDIT	Diego told me yesterday that you finished the script.
HARRY	I would like to add a final epilogue. It may not be necessary, but I'd like to write it.
JUDIT	I agreed to deliver the definitive version to the producer and director today.
HARRY	You will have it by tomorrow, don't worry.
HARRY	Ernesto Martel has died.
JUDIT	I think he was very ill...
HARRY	It's been so long since we've spoken of him! He greets his mother.
JUDIT	You look awful ...!
DIEGO	I ran here.
HARRY	And it's Monday! Diego, you don't have to run for me. We are not in a hurry.
JUDIT	I am, I've committed ...
HARRY	You'll have it by tonight, don't worry.
JUDIT	Start thinking of the next script. Some kind of horror or fantasy story for bratty teenagers. It's what sells best ...
HARRY	I don't know if I'll know how to. I was thinking of developing a story inspired by Arthur Miller's son...
JUDIT	Yes... After Marilyn he married the photographer Inge Morat and they had a son. He was born mentally handicapped and Arthur Miller hid him; he doesn't even mention him in his memoirs. He never recognized him publicly. From the moment he was born, he had him placed in an institution and wanted to hear nothing of lived in an apartment with other friends and he found a job as a clerk in a supermarket...
JUDIT	And Miller never saw him? ...
HARRY	(Continues, his back turned) One day, Miller was giving a conference in defense of a mentally retarded man, who had been condemned to death, after what was believed to be a forced confession. Among those present was his mentally handicapped son, who was integrally involved with organizations that aided all sorts of disabled people. The son was very proud to finally be sharing something with his father. At the held him in an embrace that must have seemed endless to Arthur Miller, who did not know how to extract himself from this mentally handicapped man; imagine, it would not have been politically correct, least of all given the situation in which Miller found himself. Then the stranger let go of him and told him: "I am your son, Daniel, and I am very proud of you, Father!" This was the only time father and son saw each other.
JUDIT	(Somewhat tense) It's very moving, but I don't think we can write a script about Arthur Miller without procuring rights from the family.
HARRY	We change the names, the story is not about the writer's miserliness, but about the strength of the toward the father who has ignored him his entire life. goodness. There aren't those many good men that one can write about. Judit would like to say that when she spoke of a commercial script
JUDIT	It's a beautiful story. But years ago, when you began writing again and I began selling your scripts, you told me you'd never write remakes, sequels, nor biopics. Nor stories whose protagonists were film directors, handicapped or blind. I remember clearly
HARRY	I can't bear them... (As if he had at that very moment remembered) It's true, it's true I said all that, but this wouldn't exactly be a biopic...
JUDIT	I'll get it. Diego settles on the armchair, in front of his laptop. On the other
HARRY	Diego, go to the end of the document.
DIEGO	Did you bring me the session?
ALEX	It's still warm. Just downloaded from the eMule.
DIEGO	Dude. I'll throw it in now. You want something to drink?
ALEX	Yes. And you, would you like a tip of "crystal"?
DIEGO	I pass. I do need to sleep once in a while. can be heard spoken by a very unpleasant synthetic voice. His search He manages to get into El Pais, the obituary section. He listens to a In front of Judit, on the other side of the table, full of papers, is From the ashtrays full of cigarettes, the bottles of water and the She greets Harry. You need anything?
MATEO	No, thanks.
JUDIT	What are you up to? Harry touches the small MP3, much easier than to listen to the digital
HARRY	I was going to read an Alice Munro story on the MP3.
JUDIT	Then I'll leave you. I'll stop by tomorrow, when I can. I have to finish the budget for the Americans as soon as possible, so that I can decide what to do ... (Hangs up) (To the Americans, in English). Ok, we can continue tommorow... financier. Fade to black. During the fade to black, we continue to hear the biography. In
OFF	Ernesto Martel has passed away at his residence in the origin, who achieved great success and notoriety due to his involvement in the financing of crucial public A modern building in the financial district. A sign displays the name
OFF	Recently he had been involved in various financial scandals. He was implicated for fraud in the infamous "case of Bank Banelco". He was married three times, and had two children... Ernesto Martel, almost sixty, impeccable suit, settles a conversation Framed photographs sit on a piece of accessory furniture, one of him The walls are decorated by an abstract painting belonging to the
ERNESTO	... I just spoke to the Transportation Minister. Things are in full swing. Yes, we are doing the Caracas metro ... there's a lot of money ... at least five years. mind ... of course, I will serve as intermediary, I have been told so by the President himself. Ernesto Martel calls Lena, his personal secretary, by way of an
ERNESTO	I will dictate a letter for the Minister of Industry... Magdalena opens her writing pad, ready to write, looking serious. Her
ERNESTO	Are you alright?
MAGDALENA	(As she picks it up) Yes, thank you.
ERNESTO	Why don't you tell me what's wrong? I'm sure I could help you. Lena looks at him, serious and hurt:
MAGDALENA	My father is very ill. This afternoon they are releasing him and I wanted to ask you if I could leave an hour early to go pick him and my mother up.
ERNESTO	Of course. What's wrong with him?
MAGDALENA	Stomach cancer, metastasized.
ERNESTO	I am really sorry. It's a hot and sunny afternoon at the end of July. Lena arrives
LENA	I can't believe they have thrown you out of the hospital, like dogs...
MOTHER	
LENA	(Indignant) Does Dr. Alvaro de la Torre know this?
MOTHER	He's been the one...
LENA	But how? If he was going to operate him this week, and last week, and the other week... I couldn't explain on the phone. (She recounts) Dr. would be to tells us that they were finally going to operate on your father... but instead he tells us they are releasing him. (In disbelief) I asked him what he meant and he replied: "quite simple, it's July and I am leaving for my vacation" (as her story moves forward the mother relives the same states of mind that she went through in her conversation with the doctor) And I told him, "you are throwing us out onto the street?" and he insisted, without the least bit of compassion, "I am releasing him so that you can go home", but "what can I do with him at home in his condition?". "That's your problem" he told me (she cries), "do whatever you like, I am leaving on vacation". "He is dying!" I begged. "Well, let him die in peace, at home", he said to me.
LENA	him for twenty days, torturing him with tests in preparation for an operation and now leave him like this, just because the doctor is leaving on vacation! Have you protested?...
MOTHER	To who? Dr. De la Torre is the head surgeon. There is no one over him.
FATHER	Did you forget about me? Lena and the mother approach him, almost jubilant, hiding their sense
LENA	bit of strength) How could you think that Dad! The taxi pulls off.
FATHER	You know what Dr. De la Torre told me before he broke the news? He falters. He is too exhausted to speak.
FATHER	
