CHARACTER	DIALOGUE
MAGYAR	And porkolts. You know porkolts?
JIM PRIDEAUX	Yes, I've had it.
MAGYAR	It's very good. Better than goulash. But you won't get it in Budapest now.
JIM PRIDEAUX	Why's that?
MAGYAR	All the pigs have gone to Moscow.
JIM PRIDEAUX	When do I get to meet your friend?
MAGYAR	I'll take you to him. Not eating? expression doesn't change but he sets his coffee
JIM PRIDEAUX	Would you excuse me a moment?
KGB MAN	No firing!
KGB MAN (CONT'D)	Who told you to fire? Who told you to fucking fire?
KGB MAN (CONT'D)	Fucking Hungarian amateur! We wanted him alive! Behind him we can see the breast-feeding MOTHER. She's CLOSE ON SMILEY - as he examines the others, gauging the
PERCY ALLELINE	I wish I could have done more, Control.
CONTROL	You did all you could, Percy. (Beat) Well, a man should know when to leave the party.
TOBY ESTERHASE	What about Smiley?
CONTROL	Smiley is leaving with me. Alleline and the Lieutenants are waiting for them. A
BILL HAYDON	You little prick Esterhase. Control puts his collar up and walks away. Smiley stands
POLYAKOV	Shall we begin?
LACON	This is private property. Who are you?
RICKI TARR	Minister Lacon.
LACON	What do you want?
RICKI TARR	I want to talk to Control. And I want breakfast.
PETER GUILLAM	Has that been cleared?
BILL HAYDON	I'm not bloody chaining it outside. Mind you, probably no safer in here, with you bunch of cut-throats.
HAYDON	Thought I'd get a glimpse of the new girl. Before Bland gets to her. He seen her yet?
GUILLAM	Oh yes. Down first thing.
HAYDON	You may fuck me, Belinda, but you still have to call me sir in the morning.
POOL PLAYER (O.S.)	Sorry Peter.
PETER GUILLAM	Peter Guillam...
SMILEY	Hello, Peter.
SMILEY (CONT'D)	Have I time to change?
SMILEY	Are we going far?
LACON	How's your mother?
PETER GUILLAM	Very well. Is this where he got out?
LACON	Mmm, I came back in and it was wide open. Do send her my love. Apologies for singling you out, but... very sensitive matter...
LACON (CONT'D)	If one can't trust one's own nephew... You know who he was?
PETER GUILLAM	Ricki Tarr, sir. One of my scalp- hunters. He's been on the wanted list for a year. Last job was Istanbul, bit of coat-trailing for a Russian convention.
LACON	Why is he on the wanted list?
PETER GUILLAM	He killed our man in Istanbul. Cut his throat. Been on the run since then.
LACON	My God. In my own home... my family... The bloody animals you people employ!
LACON	And how are you George? Missing one's work, one's buddies?
SMILEY	Oh, I think I manage pretty well, thank you. Behind them, unnoticed, young JACKIE creeps back into the
LACON	Your wife, the lovely Ann? She's in the pink, and so on.
SMILEY	Very well. (Beat) Very bonny...
LACON	Do you know this man Tarr?
SMILEY	I recruited him actually. In Penang. Good with women. Likes to talk. What did he say to you?
LACON	He said he had some intelligence for Control. Had no idea he was dead. The news obviously hadn't reached Wonga Wonga land. Then he said he would only tell it to someone outside the Circus. If he couldn't have a Minister, he would settle for the Under-secretary. Lucky me. He said there's a mole. Right at the top of the Circus. And that he's been there for years.
LACON	I was sad to see you go, George. I thought it was shabby, very shabby.
LACON (CONT'D)	But the Minister agreed with Sir Percy. New broom, clean sweep, wheat from the chaff and all that. And to be fair, Percy has had some marvellous results since you and Control left... Anyway, it does mean you're rather ideally placed to look into this matter for us now, doesn't it? Outside the family?
SMILEY	I am retired, Oliver.
LACON	Thing is, some time back, when Control was still alive, he came to me with a similar suggestion.
LACON (CONT'D)	He never mentioned his suspicions to you?
SMILEY	No.
LACON	I just thought... with you being "his man", so to speak.
SMILEY	What did you say to him?
