M	CHARACTER	DIALOGUE
M	HARVEY MILK (V.O.)	This is Harvey Milk speaking on Friday November 18th. This is to be played only in the event of my death by assassination... REVEAL: HARVEY MILK, 48, sitting at his kitchen table in a
M	HARVEY MILK (CONT'D)	During one of the early campaigns, I started opening my speeches with the same line and it sort of became my signature...
M	HARVEY MILK	Hello, I'm Harvey Milk, and I'm here to recruit you.
M	HARVEY MILK	If I was speaking to a slightly hostile or mostly straight audience, I'd try to break the tension with a joke...
M	HARVEY MILK	I know, I know, I'm not what you were expecting, but I left my high heels at home. Harvey gets a LAUGH from the AUDIENCE.
M	HARVEY MILK	I fully realize that a person who stands for what I stand for - an activist, a gay activist - becomes the target or potential target for a person who is insecure, terrified, afraid or very disturbed themselves... A STRETCHER IS WHEELED OUT OF AN OFFICE. On it, a FILLED BODY The press rush to get a shot. The police officers quickly
M	DIANNE FEINSTEIN	As President of the Board of Supervisors, it's my duty to make this announcement. Both Mayor Moscone and Supervisor Harvey Milk have been shot... and killed. GASPS from the REPORTERS. Dianne struggles to be heard.
M	DIANNE FEINSTEIN (CONT'D)	Police are looking for a suspect... Supervisor Dan White.
M	DAN WHITE	Something has happened. She puts her arm around him, feels a gun at his side. She
M	HARVEY MILK	Knowing that I could be assassinated at any moment, I feel it's important that some people should understand my thoughts. I think that-- I wish I had time to explain everything I did. Almost everything that was done was done with an eye on the gay movement.
M	HARVEY MILK	Hey. I'm Harvey.
M	SCOTT SMITH	Okay, Harvey...
M	HARVEY MILK	Today's my birthday. No, today is actually my birthday. Well, tonight. At midnight.
M	SCOTT SMITH	Really?
M	HARVEY MILK	And, believe it or not, I don't have any plans. People took me out after work...
M	SCOTT SMITH	Work? So, that would be... Let me guess. Ma Bell or AT&T.;
M	HARVEY MILK	The Great American Insurance Company. I'm part of the big, evil, corporate establishment that, let me guess, you think is the cause of every evil thing in the world from Vietnam to diaper rash.
M	SCOTT SMITH	You left out bad breath. Falling for it, Harvey covers his mouth. Scott laughs. They
M	HARVEY MILK	So... You're not going to let me celebrate my birthday all by myself are you?
M	SCOTT SMITH	Listen, Harvey, you're kind of cute for a suit... But I don't do guys over forty.
M	HARVEY MILK	Well then, I'm in luck.
M	SCOTT SMITH	How's that?
M	HARVEY MILK	Because I'm still thirty-nine... And it's only eleven-fifteen. OPERA MUSIC PLAYS on a record player. (Wagner's Tristan and
M	HARVEY MILK	Where are you from?
M	SCOTT SMITH	Jackson, Mississippi.
M	HARVEY MILK	Well, this isn't Jackson, but you still can't respond to every strange man you meet on a subway platform. It's too dangerous.
M	SCOTT SMITH	Now you tell me.
M	HARVEY MILK	There's nothing tougher than a New York City cop. They're arrogant, and they're everywhere. I'll show you the cruising spots, if you want, if you promise you'll be careful... little Scottie-san.
M	SCOTT SMITH	Are you on uppers or what?
M	HARVEY MILK	No. This is just... plain old me.
M	SCOTT SMITH	You're afraid of the cops?
M	HARVEY MILK	I'm just discreet. I know a lot of people here. If they found out, I could lose my job.
M	SCOTT SMITH	Oh. You're one of "those." I think you need a change of scenery. New friends.
M	HARVEY MILK	I need a change.
M	SCOTT SMITH	You're forty now.
M	HARVEY MILK	Forty years old and I haven't done a thing I'm proud of.
M	SCOTT SMITH	You keep eating like this and you'll be a fat ass by fifty.
M	HARVEY MILK	No. Don't you worry. I won't make it to fifty. Scott distracts him, playful, like a newlywed at a wedding, Harvey reacts. Wipes the pie from his eye, and tackles his
M	HARVEY MILK (CONT'D)	Why don't we run away together?
M	SCOTT SMITH	Where to?
M	HARVEY MILK	In those days, San Francisco was the place where everyone wanted to go... To drop out... To fall in love... through the redwoods, over the Golden Gate Bridge, and into
M	HARVEY MILK (V.O.)	But by 1972, The Haight was boarded up. Crime-filled. Drug-filled. The new place for us refugees was this run down Irish Catholic neighborhood in Eureka Valley. Six blocks square... The Castro. Harvey SNAPS a SIGN in the liquor shop window that reads:
M	SCOTT SMITH	I cashed my last unemployment check yesterday...
M	HARVEY MILK	Well, I hope you did something useful with it.
M	SCOTT SMITH	I bought an ounce of pot. I was just wondering if you had any plans, or thoughts... About us doing something to, you know, bring in an income.
M	HARVEY MILK	Don't move. Harvey straddles Scott. He begins SNAPPING PHOTOS of him.
M	SCOTT SMITH	I suppose I can wait tables.
M	HARVEY	No way. I want you right here with me... Did you see place downstairs is for rent?
M	SCOTT SMITH	Yeah.
M	HARVEY MILK	I was thinking we could open a shop together.
M	SCOTT SMITH	What kind of shop?
M	HARVEY MILK	One with very little overhead. Not too much work... A little one, just like Morris and Minnie Milk of Woodmere, New York...
M	HARVEY MILK	Just a little to the left... The old liquor store owner from earlier, MCCONNELLY, crosses
M	HARVEY MILK (CONT'D)	Hello there. I'm Harvey Milk.
M	MCCONNELLY	You're the new renters?
M	HARVEY MILK	Yes. Welcome to Castro Camera. Harvey extends his hand. McConnelly shakes, but is wary.
M	HARVEY MILK (CONT'D)	I want to join the, um... What is it? The Eureka Valley Merchant's Association. I want to help in any way possible. I'm no interloper. A Jew perhaps, but I hope you'll forgive that. McConnelly looks from Harvey to Scott in the window.
M	MCCONNELLY	I don't think your application will be approved, Mr. Milk. This is a family neighborhood. Your kind are far more welcome on Haight street.
M	HARVEY MILK	What "kind" do you mean, sir?
M	MCCONNELLY	The Merchant's Association will have the police pull your license if you open your doors.
M	SCOTT SMITH	Based on what law?
M	MCCONNELLY	There's man's law and there's God's law in this neighborhood and in this City. The San Francisco Police force is happy to enforce either.
M	HARVEY MILK	Thanks for the warm welcome to the neighborhood!
M	SCOTT SMITH	We pay taxes you know! Harvey grabs Scott's hand... keeps him from heating up, from
M	HARVEY MILK	We'll form our own business association! Start with the gay- owned businesses... We'll take down the addresses of every customer that comes in for a roll of film. We'll ask them what they want to see done here... what they want changed... We'll get money rolling into this neighborhood. Revitalize it...
M	SCOTT SMITH	Can I come in now?
M	HARVEY MILK (O.S.)	One more minute! I'll go to the neighborhood banks. They must have some gay customers.
M	SCOTT SMITH	Harvey. What's with all this political activist crap? I thought you were a goddamn Republican. Harvey walks into the small dining room holding two plates of
M	HARVEY MILK	I'm a businessman, Scott. I think businesses ought to treat their customers right. Even their gay customers. For God's sake, this is San Francisco!
M	SCOTT SMITH	Harvey. It's just like every other city in this country. People hate us. Big surprise.
M	HARVEY MILK	We should have at least one block in one city right? Start there and take over the neighborhood. Okay, you can come in now! Scott heads toward the kitchen. The table is LAID OUT with a
M	SCOTT SMITH	Wow. This is-- Harvey SMASHES A CREAM PIE into Scott's face. Payback.
M	HARVEY MILK	Happy birthday! Scott chases Harvey around the apartment, trying to smear ANGLE ON: SOME OF THE OLD-SCHOOL, IRISH LOCALS milling about, Harvey MOVES THROUGH THE CROWD with Scott, shaking hands.
M	MAN ON THE STREET	Thanks for the party, Mr. Milk!
M	HARVEY MILK	Thanks for joining the Castro Village Association! Harvey arrives at A LONG LINE OF GAY MEN winding out of the
M	HARVEY MILK (CONT'D)	Excuse me gentleman... ladies. Hello! Mr. McConnelly! McConnelly, at the register, is overwhelmed with all the new
M	HARVEY MILK (CONT'D)	I just wanted to stop in and see how business was doing.
M	MCCONNELLY	Fine.
M	HARVEY MILK	So you don't mind all these homosexuals in here, do you? McConnelly grins, uncomfortable. The line of gay men is No. No. Just a joke. Mr. McConnelly here loves our kind. Spend away! Tell your wife Hello for me. Harvey spots Scott in the crowd and PULLS HIM TOWARD HIM,
M	HARVEY MILK	And people started hanging around our store. Not customers. Activists, kids, folks who needed a home away from home...
M	HARVEY MILK (V.O.)	There was Danny Niccoletta, a cute art student who I'd picked up at Toad Hall. Turns out he was also good at running the Camera Shop... something Scott and I found we had surprising little interest in... ON DANNY NICCOLETTA, young, waif-like, somewhat helpless.
M	DANNY NICCOLETTA	Opera is passe, Harvey. It's about street theater, now.
M	HARVEY MILK	What you're not getting is the spectacle of it, the bigger than life emotions... Danny jumps up and IMITATES the LARGER THAN LIFE GESTURES of
M	HARVEY MILK (V.O.) (CONT'D)	Jim Rivaldo. A great mind. A great wit. A Harvard graduate, which nobody cared about, in those days, in the Castro... including himself. JIM RIVALDO flops down into the vintage dental chair that
M	HARVEY MILK (V.O.) (CONT'D)	And somewhere along the line Jim picked up a protege, a cute political kid from Wisconsin... Dick Pabich... And of course there was Dennis Peron, who ran a very popular business with the new kids... DENNIS PERON hands Scott a FREE JOINT.
M	HARVEY MILK (V.O.) (CONT'D)	And on occasion we actually had a real customer. But only occasionally. ACROSS THE ROOM, Scott is waiting on a CUSTOMER, he's out of
M	SCOTT SMITH	Harvey... This guy wants to talk to you.
M	HARVEY MILK	Welcome. What can we do for you?
M	ALLAN BAIRD	Hi, I'm Allan Baird. Teamsters representative, and Director of the Coors beer boycott in California.
M	HARVEY MILK	Everyone, this is Allan Baird. He's a very big deal, so behave yourselves.
M	ALLAN BAIRD	I was told you were like the Mayor of the Castro, said you organized the CVA, you might know some people in the bars.
M	HARVEY MILK	I do have friends in awfully low places, but just so you know, it's not official yet.
M	ALLAN BAIRD	What's that?
M	HARVEY MILK	The Mayor part. I've considered gathering an army of queers to march up to City Hall and secede, but so far the young gays seem more interested in jeeps and jeans. But if I could be of any use, I'm all ears!
M	ALLAN BAIRD	We can't get Coors to go union. These guys are like me, they can't be out of work too long. Harvey pulls Allan aside, away from the audience, easing his
M	HARVEY MILK	I'm just curious. Are we your first stop or your last?
M	ALLAN BAIRD	It's been a tough one, Mr. Milk.
M	HARVEY MILK	Well, you seem to have noticed that my kind of people drink a lot of beer. If we're going to fast for your sake, I think we should get to deliver some of it when you win this fight, don't you? Is that what you really want?
M	HARVEY MILK	And allies. I'll have Coors out of every bar in the Castro by the end of the week. Deal?
M	ALLAN BAIRD	Thank you Mr. Milk. JUMP TO: Allan is on his way out. Harvey walks back behind
M	HARVEY MILK	No more Coors beer. It's gotta come out of every bar. Gay and straight.
M	SCOTT SMITH	What's he giving you?
M	HARVEY MILK	Nothing for me. That's a convert.
M	SCOTT SMITH	A convert to what?
M	HARVEY MILK	The cause.
