M	CHARACTER	DIALOGUE
M	HIBERNATING GROUNDHOGS	A family of groundhogs is nestled together in their burrow GIL HAWLEY, Executive Producer of the Action News, sticks his
M	HAWLEY	Christ, what a pit. Phil" The sleeping figure rouses himself and looks out at Hawley. What?
M	HAWLEY	It's February first, Phil. You know what tomorrow is? Phil sits up and.thinks hard. He's in his mid-thirties, smart,
F	PHIL	Oh, no! Not again. He jumps up and exits the office with Hawley right behind him.
F	PHIL	Forget it! I'm not going. Phil ducks into the studio.
F	PHIL	Get away from me. I'm working.
M	HAWLEY	So what's the outlook? We gonna get that blizzard? Phil shakes his head and points to the chart which is headed
F	PHIL	No way. All that moisture coming up from the Gulf is going to miss us completely and take a dump on Harrisburg.
M	HAWLEY	Good, 'cause you're going up to Punxsutawney to cover the groundhog story tomorrow morning and I want you back here in time to do the five.
F	PHIL	Jesus, Gil, give me a break, will you! I covered the goddamn groundhog last year and the year before that.
M	HAWLEY	And you'll do it :next year and the year after, too. When I worked in San Diego, I covered the swallows coming back to Capistrano for ten years in a row.
F	PHIL	You should've killed the guy who made you do that.
M	HAWLEY	I wanted to do it.
F	PHIL	Then you should've killed yourself. I don't want to get stuck with the groundhog for the rest of my life. It's a cute story. He comes out, he looks around, he wrinkles up his little nose, he sniffs around a little, he sees his shadow, he d oesn't see his shadow-- it's nice. People like it.
F	PHIL	Many people are morons.
M	HAWLEY	Just do it.
F	PHIL	What'11 you give me? Hawley looks across the studio and sees RITA HANSON enter, a
M	HAWLEY	I'll give you Rita. Rita, could you come here for a second? I got a little job for you. Rita is relatively new to the station, but very competent, You can't send Rita out on a story like this. She's just a cub, a pup, still wet behind the ears. Look at her. Her ears are sopping wet. This needs a Woodward or a Bernstein. It's a big story. People need to know. What's the story?
M	HAWLEY	The Punxsutawney Groundhog Festival.
F	RITA	Gil, if it's all right with you I ' d rather follow-up on the nurses' strike. You can do the nurses when you get back. Just take the squeaky wheel here up to Punxsutawney and get him back in one piece. Okay?
F	RITA	Yeah, okay. Hawley exits leaving Phil and Rita alone in the studio. She You know, this could be extremely interesting.
F	RITA	I've never done a weather story before. What's Punxsutawney like?
F	PHIL	Oh, it's an enchanted place. A magical world. It's the Constantinople of the whole Western Appalachian-Susquehanna Drainage system.
F	RITA	Do you always joke?
F	PHIL	About 70 to 80% of the time. Inside I'm actually a very shy and sensitive person.
F	RITA	A lot of people around here think you're not very sincere.
