M	CHARACTER	DIALOGUE
F	BONNIE	Hey, boy! What you doin' with my mama's car? he sees. an impudent half-smile on her face. She doesn't move make any attempt to cover herself.
F	BONNIE	Wait there! on, running out the door as she does. The camera with her, moving as fast. As she runs down the she buttons up the dress. the window, in great haste) and continues quickly into driveway. Four feet away from CLYDE, she stops on a They stand there, looking at each other, smiling the challenge. For a few seconds, no one speaks, then:
F	BONNIE	Ain't you ashamed? Tryin' to steal an old lady's automobile.
M	CLYDE	I been thinkin' about buyin' me one.
F	BONNIE	Bull. You ain't got money for dinner, let alone buy no car.
M	CLYDE	Now I got enough money for cokes, and since it don't look like you're gonna invite me inside--
F	BONNIE	You'd steal the dining room table if I did.
M	CLYDE	Come to town with me, then. How'd that be?
F	BONNIE	Goin' to work anyway. their manner of mutual impudence is still pervading.
M	CLYDE	Goin' to work, huh? What do you do?
F	BONNIE	None of your business.
M	CLYDE	I bet you're a...movie star! No...A lady mechanic?...No...A maid?--
F	BONNIE	What do you think I am?
M	CLYDE	A waitress.
F	BONNIE	to get back now that What line of work are you in? When you're not stealin' cars?
M	CLYDE	I tell you, I'm lookin' for suitable employment right at the moment.
F	BONNIE	What did you do before?
M	CLYDE	I was in State Prison.
F	BONNIE	State Prison? Yeah.
F	BONNIE	Guess some little old lady wasn't so nice.
M	CLYDE	It was armed robbery.
F	BONNIE	My, my, the things that turn up in the driveway these days. empty street. CLYDE looks the place over. Tracking.
M	CLYDE	What do y'all do for a good time around here, listen to the grass grow?
F	BONNIE	Guess you had a lot more fun up at State Prison, huh?
M	CLYDE	See this foot? I chopped two toes off of it. With an axe.
F	BONNIE	What? Why?
M	CLYDE	To get off the damn work detail, that's why. Want to see?
F	BONNIE	No!... I surely don't intend to stand here and look at your dirty feet in the middle of Main Street. what next to say.
F	BONNIE	Boy, did you really do that?
M	CLYDE	Yeah.
F	BONNIE	You must be crazy. bright sun. They are drinking cokes. As they begin to hat and rubs the cold coke bottle across his forehead.
F	BONNIE	What's it like?
M	CLYDE	Prison?
F	BONNIE	No, armed robbery.
M	CLYDE	It's...I don't know...it isn't like anything.
F	BONNIE	Hah! I knew you never robbed bo place, you faker.
M	CLYDE	Oh, yeah? a gun. The camera moves to a closeup of the gun, in the sunlight. touches it in a manner almost sexual, full of repressed
F	BONNIE	Yeah, well you got one all right, I guess...but you wouldn't have the gumption to use it.
M	CLYDE	You just keep your eyes open. at what we look at. see what is going on in the store. Then CLYDE comes walking slowly. In one hand he holds the gun, in the a fistful of money. He gets halfway, to BONNIE and broadly at her, a smile of charm and personality. smiles back. The moment is intense, as if a spark has from one to the other. Their relationship, which the minute BONNIE spotted him in the driveway, has now begun. CLYDE has shown his stuff and BONNIE is on."
F	BONNIE	Hey, what's your name, anyway?
M	CLYDE	Clyde Barrow. rapid pace.
F	BONNIE	Hi, I'm Bonnie Parker. Please to meet you. as fast as the car. his hair, running her hands all over him--in short, passionate love to him while he drives. The thrill the robbery and the escape has turned her on sexually. what is happening to the driver controlling it. The swerves all over the road. The car comes to a sudden The car starts again. It swerves this time almost off the road before it straightens out. It jumps and Another car comes down the road the other way and car swerves so much as to make the other guy drive off the road into the dirt. It is almost Mack Sennett but not quite that much. as she squirms and hops about like a flea, trying to to CLYDE. The floor gear-shift is keeping their bodies however. In exasperation, BONNIE takes the gear and shoves it forward out of their way. She plunges CLYDE, burying him from view.
F	BONNIE	...You ready?...
M	CLYDE	...Hey, wait...
F	BONNIE	Aren't you ready? Well, get ready!
F	BONNIE	C'mon, honey, c'mon, boy...let's go...let's...
M	CLYDE	Hey...hey, wait a minute...quit that now, cut it out. I said, cut it out! Suddenly it looks as if they've been fighting. Both and unglued, they stare silently at one another, heavily. CLYDE gets out of the car, clearly Despite the fact that he may have encountered this many times before, it's one that no twenty-one- boy in 1932 is sophisticated enough to dismiss with bravado. figure out what didn't happen. CLYDE turns back and through the car window from the driver's side, it for her. BONNIE casts CLYDE a fishy stare, then the light.
