M	CHARACTER	DIALOGUE
M	Grace buys a bag of 240	jellybeans. There are 35 yellow ones, 52 red ones, 63 green ones, 26 white ones, 41 blue ones and 40 black ones. If Grace wants to eat one of each while keeping her eyes closed, what is the minimum number she will have to eat? Filling in the ovals faster than it seems he could
M	TEACHER	No, that's not exactly right. Your son seems to be interested in only one thing. Mom knows what's coming.
M	TEACHER (CONT'D)	All he talks about, all he seems capable of thinking about is automobile racing.
M	MOM	Well you know, his father designs racing cars.
M	TEACHER	And where is your husband?
M	MOM	He's-working. He couldn't make it.
M	TEACHER	Perhaps the apple hasn't fallen very far from the tree. Mom is uncomfortable with that truth while the Teacher
M	TEACHER (CONT'D)	Is your husband's name Rex?
M	MOM	No, Rex is his older brother. Why?
M	TEACHER	This is the test he turned in last week. She holds up the Scantron test that Speed was working on. He continues to draw as the background of the classroom We watch the race going on in his head as hand-drawn cars The Mach 5 jumps over and through the fiery crash, The teacher hears him and looks up, frowning as she sees A little girl with a pink barrette also hears him turning The teacher is about to say something when the bell Speed snaps out of his fantasy and leaps up, in motion
M	TEACHER	Alright, pencils down, bring your Thwack! Speed slaps his down and is already heading for --to my desk. Ham! The door slams open and Speed shoots out.
M	TEACHER (CONT'D)	Speed Racer, slow down! He pauses crossing the street letting two impossibly cool Here we begin to see the unique and individualized nature The car door pops open and snaps shut.
M	REX	.I take it you're ready to go? Speed nods. Rex climbs in beside him.
M	REX (CONT'D)	So, who was school?
M	YOUNG SPEED	Fine. Are you going to the track? Mom said you were. You don't have to drop me off, I could just go with you.
M	REX	No way. He starts the car and roadster growls to life.
M	YOUNG SPEED	Oh, come on, take me with you. Come on, please.
M	REX	I can't, Speed. Pops would kill me.
M	YOUNG SPEED	He doesn't have to know. I won't say anything. Nobody will know. Come on, please, Rex, pleaseplease pleasepleasepleeeease. Rex sighs, knowing there's no way he can with this.
M	REX	Are you wearing the socks? Lickety-split, Speed sticks his sneaker up against the
M	REX (CONT'D)	You roll us again and this'll be the last time? Deal? A ten year old's grin spreads ear to ear.
M	YOUNG SPEED	Deal. He is wearing a pair of bright red socks. Propped against this gloves is a photo of Rex.
M	REX	Feel that shimmy? That's your hind legs trying to outrun you're front.
F	SPEED	What do I do?
M	REX	Stop steering and start driving. Speed gets serious, his lips tightening the way a hand
M	REX (CONT'D)	This ain't no dead piece a metal. A car's a living breathing thing. She's alive. You can feel her talking to you, telling you what she wants, what she needs. You just gotta listen. Speed tries to listen.
M	REX (CONT'D)	Close your eyes and listen. Speed does.
M	REX (CONT'D)	They say that Ben burns drove the last lap of the '68 Vanderbilt Cup with his eye closed.
F	SPEED	No way!
M	REX	No? Well maybe you can't hear it then. Maybe. you ought to start hitting those books--
F	SPEED	No! I hear it!
M	REX	That so? Okay Mr. Burns, you tell me when to gas it for the jump. Speed concentrates..
M	REX (CONT'D)	Now?
F	SPEED	Uh-uh. The jump glides towards them as the tires seem to whisper Now! Rex smiles, hitting the gas, launching the car into the Thunderhead is a relatively small track and the media-row
M	LOCAL ANNOUNCER	--local fan favorite, Speed racer is just gobbling up this track, slipping car after car--
M	HAROLD LEDERMAN ANNOUNCER	--no one seems able to lay a glove on this kid--
M	AUSTRALIAN ANNOUNCER	--clearly a rising star, with several big wins since turning pro, though he remains without a major sponsor--
M	CHINESE ANNOUNCER	--a win tonight could put him within range of qualifying for the Grand Prix--
M	FRENCH ANNOUNCER	--let us hope he does not make the same mistakes that his older brother made-- He hears a voice in his headset.
M	SPARKY	Head's up,.Speed! Seven o'clock. I got Snake drafting.Pitter-pat. Speed looks into his mirror and sees a car with orange
F	SPEED	I got him. Sparky is watching through binoculars.
M	SPARKY	I figure he'll slingshot after you in the next turn.
F	SPEED	I'm ready. Hurling like a bullet straight at Speed as-- Snake flies under it, careening into the bottom of the He turns his wheels, catching a part of Snake's car with Speed rockets free-- Eliciting a huge roar from the crowd.
M	SPARKY	Great move, Speed. Careful on the butterfly coming up. You may wanna ease up--
F	SPEED	Not this time, Sparky.
M	SPARKY	Holy canoli, Speed, You know who you're racing? He can see him.
F	SPEED	Yeah... Just ahead, the ghost of his brother's car launches up
M	YOUNG SPEED	Rex's gonna win, ain't he, Pops? Pops checks his watch but almost can't believe it. He He's gonna win it. He's gonna set the course record. Nobody's gonna catch him.
M	POPS	Quiet, Speed! There's a lotta race to run.
M	YOUNG SPPED	No way. It's over. My brother's the best racer in the world. Everybody else is running for second. The cars rocket through the twisted mobius of steel.
M	BLACKJACK BENELLI	I told you to take him out!
M	CREW CHIEF #1	We're trying, sir. He's just too fast. As we move around Rex's car, we see suddenly there is Speed. As Speed makes his move, he pulls us back into the
M	LOCAL ANNOUNCER	--it's unbelievable folks, no one's seen moves like this, since that remarkable night eight years
M	HAROLD LEDERMAN ANNOUNCER	--there's no doubt in my mind, he's gunning for it--
M	AUSTRALIAN ANNOUNCER	--driving like a man possessed, a man haunted by his past---
M	CHINESE ANNOUNCER	--a record that has stood for eight years set by.his,older--
M	FRENCH ANNOUNCER	--he is not alone out there, he is chasing someone, he is chasing the ghost of Rex Racer-- Pops stands beside Mom. He is still watching the race He clicks his stopwatch, checking it at the same time
M	SPRITTLE	Jeepers, he could do it, Pops. He could really do it, couldn't he? Pops goes back to his binos. What if he does? What if he does it, Pops?
M	POPS	Sssh!
M	SPRITTLE	I don't know if I can watch this... He holds the binos as though afraid to look when-- Speed flies through a piece of tricky track drawing Sprittle grabs the binos back just as the beautiful young
M	BLONDE PACK LEADER	My Daddy told me he used to work for the Mishida Motorwerks but he quit.
M	BLONDE PACK LEADER (CONT'D)	My daddy said that was a completely crazy thing to do. He says the whole family is crazy.
F	TRIXIE	Speed's not crazy.
M	BLONDE PACK LEADER	No, he's just dumb. Probably the dumbest kid in class. Ms. Waterstraat had me alphabetize the IRB tests and you wouldn't believe what that retard did-- Sock! Trixie decks her to the shock of the rest of the pack Zipping past, he suddenly notices the girl in the pink Maybe it's way she's got her fists up, like a boy, or
M	ANYONE--	Whatever it is, when their eyes suddenly meet, he finds Staring at her, as he drives off the road, crashing
F	TRIXIE	Speed! She runs to help him. He is laying sprawled out, his car on its side, wheels Are you alright? He's a bit groggy.
F	SPEED	.who are you?
F	TRIXIE	I'm Trixie. I'm in your class.
F	SPEED	.oh .yeah. He stares at her for a minute, powder-puffs of clouds
M	SPEED (CONT'D)	He, would you like to see my car
M	COLLECTION	She smiles.
F	TRIXIE	I'd love to.
F	SPEED	Hey, Rex. Hey Pops.
M	RE X	Hey, Speedy.
M	POPS	Who's your friend?
F	SPEED	Her name's Trixie. She's in my class.
F	TRIXIE	Hi.
M	POPS	Pleasure to meet you, young lady.
F	SPEED	Hey pops, a guy wanted me to give this to you. He said he was a big fan. He hands him the package and Pops smiles.
M	POPS	A fan, is it? Not often we get someone with such good taste around here. Where is he?
F	SPEED	He was in a hurry. Driving a '68 Fendersin. Sweet set. of wheels. The car description rings a bell for Rex.
M	REX	Let me see that. He grabs the box, then holds it to his ear. He jams it into the go-cart, against the pedal and slaps The go--.cart shoots out of the garage and down the It explodes, an enormous fireball ballooning up past the Trixie's eyes flash with excitement.
F	TRIXIE	Cool beans! Through the magnifying lenses we see Speed flying around
M	LOCAL ANNOUNCER	--no one from these parts will forget the tragic story of Rex
M	HAROLD LEDERMAN ANNOUNCER	--he nearly ruined racing--
M	AUSTRALIAN ANNOUNCER	--single-handedly tried to save
M	CHINESE ANNOUNCER	--one of the greatest scandals in the history of the sport--
M	FRENCH ANNOUNCER	--it is always the brightest star that burn out the fastest-- They bank into a straightaway, splitting apart, like a
M	YOUNG SPEED (V.0.)	Can I go with you, Re
M	REX	Not this time, Speedy.
F	SPEED	When are you coming back?
M	REX	I don't know. I don't know. He snaps the bag shut.
M	REX (CONT'D)	Look, Speed... one day people might say things about me. No matter what they say, I hop... I just hope you never believe them.
F	SPEED	I won't. He hugs his little brother, knowing it might be for the
M	POPS	So, you're quitting?
M	REX	I have to. No you don't. This is a choice. You're selling out, walking away from everything we've built here.
M	REX	I'm done arguing with you Pops. He turns back towards the door.
M	POPS	Don't you walk away from me!
M	REX	You can't tell me what to do. It's my life to live. He takes hold of the doorknob.
M	POPS	If you walk out that door, you better not ever come back! The door slams in response.
