M	CHARACTER	DIALOGUE
M	MICKY	Will you help me finish this? He turns and kinda smiles as leans away with the rake, then
M	DICKY	You knocked my block off! He resets his head, punches Micky.
M	MICKY	You knocked my block off! He resets his head, Micky throws again, Dicky mimes going
M	MICKY	-six, seven, eight. [takes Dicky's hands] Can you continue? [Dicky nods] Who's the president?
M	DICKY	Five o'clock. Micky waves his hands like Dicky's done. Dicky throws another
M	DICKY	He's down! Micky Ward is down! 4- 3-2-1, it's ovah! He's out! A surprising ovahhand right! Dick Ecklund Jr. is BACK, right hereon HBO, ladies and gentlemen! PAN REVEALS, HBO documentary camerman, and a PRODUCER taping
M	DICKY	The Pride a Lowell is back! He pulls Micky up INTO A BROTHERLY ARM BUMP/HUG HANDS My brothah's gonna beat Mamby, next week, on ESPN, sorry HBO! Camera crew laughs as DICKY helps Micky up, HOLDS BROTHERS' Dicky walks like a hero down the streets of working class
M	DICKY	Look who's here! I'm comin' back, Lowell! Micky's gonna win, we got HBO here! Look at this -- He walks down the street like he's running for office, people
M	DICKY	Ray Ray! Smile, you're gonna be in my movie! HBO's makin' a fuckin' movie about me! And my brothah's gonna win next week! He grabs Micky's arm again, they are trailed by the road crew 4 LOWELL MAN ON THE STREET INTERVIEWS. What Dicky & Micky meagh
M	DICKY	Meet my muthah! We're back on HBO, His mother, ALICE WARD, 57, caught off guard, smoking, waves
F	ALICE	NO! JESUS! I'm not ready! Catch a glimpse of her tough, sexy, fighter's nose, years of
M	DICKY	My sistahs! Six of Alice's seven daughters ARRIVE, look up as the camera
M	DICKY	That's Red Dog, Sherry, the baby, Beavah, Pork, Little Alice, Donna, and Tar. They follow my muthah everywhere!
M	MICKY	I'm Mary, the eighth sister. Alice runs for the bathroom. Dicky chases after her through Dicky grabs and pulls her onto the crowded little dance THROUGH THE CROWD MICKY STARES AT CHARLENE FLEMING, 25, tall laughing sit along the wall at tables. Micky just drinks
M	HBO PRODUCER	I'm confused, George's whose father? - Who knows how many fathahs, Alice ain't prejudice, she gives everybody a chance! Alice punches Dicky in the arm. Dick Ecklund Sr. is Dicky's father
M	SHERRY	And Donna's, Gail's and Phyllis's fathah.
M	SHERRY	And even though I'm an Eklund, and so is Cindy and Cathy, George is really our dad. George is my Poppa.
M	MICKY	But we got the Eklund name.
F	ALICE	Dick Ecklund and I were separated. It's not like I was foolin' around. Producer looks confused.
M	TAR (CINDY)	Georgie's fingahs are so fat he can't dial the phone. Pan to George Ward, holding a roofing invoice, trying to dial
