M	CHARACTER	DIALOGUE
M	LEIGH ANNE'S VOICE	There's a moment of orderly silence before a football play begins. Players are in position, linemen are frozen, and anything's possible. Then, like a traffic accident, stuff begins to randomly collide. From the snap of the ball to the snap of the first bone is closer to four seconds than five.
M	LEIGH ANNE'S VOICE	One Mississippi. Joe Theismann, the Redskins quarterback, takes the snap and hands off to his running back. JOE THEISMANN hands off to JOHN RIGGINS, who takes two steps
M	LEIGH ANNE'S VOICE (CONT'D)	Two Mississippi. It's a trick play, a flea flicker, and the running back tosses the ball back to the quarterback. HARRY CARSON, the Giants linebacker sees that Theismann has
M	LEIGH ANNE'S VOICE (CONT'D)	Three Mississippi. Up to now the play's been defined by what the quarterback sees. It's about to be defined by what he doesn't. LAWRENCE TAYLOR carves a wide circle around the Redskins The blocker dives frantically. at Taylor's ankles, and misses.
M	LEIGH ANNE'S VOICE (CONT'D)	Four Mississippi. Lawrence Taylor is the best defensive player in the NFL and has been from the time he stepped onto the field as a rookie. The frozen image of Taylor comes to life as he jackknifes PLAYERS' FACES react to what they're seeing. Devastating.
M	LEIGH ANNE'S VOICE (CONT'D)	He will also change the game of football as we know it. WE ARE WATCHING the MNF feed and hear the ANNOUNCER'S VOICES.
M	FRANK GIFFORD (V.0.)	Again, we'll look at it with the reverse angle one more time. And I suggest if your stomach is weak you just don't watch.
M	LEIGH ANNE'S VOICE	Joe Theissman never played another down of football.
M	LEIGH ANNE'S. VOICE	Now, y'all would guess that more often than not the highest paid player on an NFL team is the quarterback. The camera finds MATT HASSELBECK, Seattle's quarterback.
M	LEIGH ANNE'S VOICE (CONT'D)	And you'd be right. What you probably don't know is that more often than not the second highest paid player is, thanks to Lawrence Taylor, a left tackle. The camera goes to WALTER JONES, Seattle's left tackle.
M	LEIGH ANNE'S VOICE (CONT'D)	Because, as every housewife knows, the first check you write is for the mortgage and the second is for the insurance. The left tackle's job is to protect the quarterback from what he can't see coming. To protect his blind side.
M	4 SERIES OF SHOTS 4	"Famous" left tackles - Jonathan Ogden, Orlando Pace, Andre
M	LEIGH ANNE'S VOICE	The ideal left tackle is big, but a lot of people are big. He is wide in the butt and massive in the thighs. He has long arms, giant hands and feet as quick as a hiccup.
M	LEIGH ANNE'S VOICE	This is a rare and expensive combination the need for which can be traced to that Monday night game and Lawrence. Taylor. For on that day he not only altered Joe Theismann's life, but mine as well. As Michael continues toward us he begins to go OUT OF FOCUS --
M	INVESTIGATOR'S VOICE (V.O.)	Mr. Oher, do you know why I'm here? Mr. Oher?... Do you know, do you understand why I'm here?
M	MICHAEL (V.0.)	To... investigate.
M	INVESTIGATOR'S VOICE (V.0.)	Yes. To investigate. I'm here to investigate your odd... predicament.
F	GRANGER	Do you find it odd? Your predicament? Michael?...
M	MICHAEL	Iono [I don't know]... Investigator Granger sifts through her briefcase, pulls out She sits back, stares at Michael, as if trying to figure him
M	MICHAEL (CONT'D)	Can I... can I leave now? No. You can't. Michael sits in the back seat, behind STEVEN HAMILTON, 14, Not a word is spoken as they drive through the streets of Michael's face tells us he's never seen anything like this.
M	BIG TONY	They say you the coach. Cotton eyes Tony, offers a hand.
M	BIG TONY	Tony Hamilton, but everybody call me Big Tony.
M	COTTON	What can I do for you, Tony?
M	STEVEN	Sure is pretty, huh, Big Mike? Mike doesn't answer, just takes it all in. Steven sees and
M	STEVEN (CONT'D)	Not even locked!
M	MICHAEL	White people are crazy.
M	BIG TONY	You see I promised my mama Boo, on her deathbed, that I would get Steven outta public and into a church school.
M	COTTON	I appreciate that but I'm not involved with admissions.
M	BIG TONY	I figured I'd come to you; seeing as you might need some players.
M	COTTON	What sport does he play?
M	BIG TONY	Anything with a ball. Good, too. He has Cotton's attention for a moment, then it passes...
M	COTTON	Classes start in a week. It'd have to be for next semester.
M	BIG TONY	I know what you're thinking, Coach, but I got money. I'm a mechanic at Wilson's Auto t'other side of town. What if someone drops out or moves? Could they get in then?
M	COTTON	"They?" You only mentioned one son.
M	BIG TONY	Steven, yessir, but I brought another boy along.
M	COTTON	Another boy?
M	BIG TONY	Yeah, Big Mike. He stays on our couch sometimes. It's a bad deal. His mama's on the crack pipe and he ain't got nobody. He just wanted to come along with us today.
M	COTTON	Would... Big Mike be an applicant as well?
M	BIG TONY	Yeah, sure, why not. Cotton sighs, considers what to do.
M	COTTON	They'd have to fill out applications and make an appointment for interviews.
M	BIG TONY	I was hopin' you might just interview 'em now.
M	COTTON	They're here? Big Tony points out the.window to the playground where Steven
M	BIG TONY	The little ones Steven and the big
M	COTTON	Big Mike.
M	BIG TONY	Yeah. That's right. Cotton's lips are almost quivering --
M	COTTON	Mother of God...
M	COTTON	Are there spots available or not? PAUL SANDSTROM, Principal, taps his fingers before...
