M	CHARACTER	DIALOGUE
M	15-YEAR-OLD	That's 34 minutes. You're 4 minutes late. Pizza's free.
M	WILL	Gimme a break. You guys live two towns away. It's pretty much fucking impossible to get here in 30 minutes.
M	OTHER 15-YEAR-OLD	Exactly. That's why we ordered from your shitty "trattoria."
M	WILL	This is gonna come out of my paycheck. You sure you don't want to take the moral high ground?
M	OTHER 15-YEAR-OLD	We'd rather take the pizzas.
M	WILL	Ok. You guys are pretty smart. You figured out a way to beat the system. Got the house to yourselves?
M	15-YEAR-OLD	That's right.
M	WILL	Not bad. Any jailbait in there? Little pizza and a rainbow party?
M	WILL	Seriously? Well, two hustlers like yourselves gotta have the place stocked with beer and whippits and shit, right? Just call the girls up and let them know the party's on.
M	15-YEAR-OLD	Man, we don't have any of that stuff.
M	WILL	I really shouldn't do this...but you seem like a couple of good dudes. I'll tell you what, you give me the money that your mom left you for the pizzas, and I'll grab you some beers. But I get to keep the change as a tip. Deal?
M	WILL	I'll see you in like 20 minutes.
M	WILL	You boys like Budweiser, right?
M	15-YEAR-OLD	Uh, yeah, totally.
M	OTHER 15-YEAR-OLD	Love that shit!
M	WILL	Yo, Chris. Let me cash the fuck out.
M	CHRISTOPHER	You have a pretty good shift?
M	WILL	For sure. I mean, the part where I had to drop off all those pizzas kinda sucked, but the rest was cool.
M	CHRISTOPHER	Oh, yeah? 'Cause, I got some kids calling in saying you ripped them off. Promised to buy them beer or something.
M	WILL	I actually did buy the beer, but it would have been illegal to give it to them, right? So I'm gonna do the responsible thing and drink it myself.
M	CHRISTOPHER	That's real funny. But I'm trying to run a business here.
M	WILL	What kind of business promises to deliver anywhere in 30 minutes? It's ridiculous.
M	CHRISTOPHER	I don't wanna hear another one of your bullshit excuses. You're fired.
M	WILL	Come on. If I didn't need this job, I wouldn't be doing this shitty job.
M	WILL	Fuck! Whatever!
M	CHRISTOPHER	You know, you were an okay driver half the time. And you're not a Puerto Rican. Which means something to me.
M	WILL	That's poignant.
M	CHRISTOPHER	I guess I could rehire you, on a provisional basis. Of course, this would be at the slightly reduced "new company rate."
M	WILL	Are you fucking serious?
M	CHRISTOPHER	I don't know. Is there anyone else left in town for you to work for? When do I start? Will sits on the darkened front stoop. He tosses an empty
F	CHET	What the hell? Have you just been sitting there?
