M	CHARACTER	DIALOGUE
M	D'ARTAGNAN	Had enough?
M	GIRARD	I believe now would be a good time to end your, uhm, formal training. Well done. D'ARTAGNAN Thank you, sir.
M	GIRARD	And god have mercy on whomever you meet next. She stands at the open window, watches his coltish high Mother...?
M	D'ARTAGNAN	Did you see us? You heard us, I'll bet. Girard finally surrendered a compliment... though I almost had to kill him to get it... Mother...? D'Artagnan comes upon an open door, a small room beyond. A piece of parchment, on it the words: "All For One, and
M	MOTHER (HANDSOME WOMAN)	Sit down.
M	D'ARTAGNAN	Didn't you hear me? Girard --
M	MOTHER	Sit. D'Artagnan sighs, sits in a large wooden chair. A beat.
M	MOTHER	Your father was a proud man. And he had a right to be. I never knew one as brave or as kind. He knew that his strength was a gift to be given in the service of honor. That is why he dedicated his life to his country and his King. That is why he gave his life, for both. MOTHER I watched you this morning and saw someone I knew. You have your father's heart, his will to fight, his courage. But these gifts have no value unless they are given. She rises, holds the sword out to him.
M	MOTHER	It's time for you find your fortune with men as brave and as bold as you are. In Paris. With the King's Musketeers. You'll need this.
M	D'ARTAGNAN	Father's sword. MOTHER Forged in the Crusades, handed from generation to generation. D'ARTAGNAN And now to me.
M	MOTHER	Yes, son. And now to you. With that, she holds out the beautiful saber. D'Artagnan MOTHER I'm not your mother now. I'm speaking for your father. And this is what he would have told you. Never forget the code of the d'Artagnans. It is your special heritage. Always seek out adventure...
M	D'ARTAGNAN	I will.
M	MOTHER	Never run from a fight... D'ARTAGNAN I won't.
M	MOTHER	Never submit to insults. Except from the King.
M	D'ARTAGNAN	Never. MOTHER And be wary of Cardinal Richelieu for he rules France through the King. A bittersweet moment. D'Artagnan posed before his first wishes to leave home. D'ARTAGNAN Mother. Maybe I should wait. Until after harvest. D'Artganan's mother smiles, understands. And speaks
M	MOTHER	You've heard that every man in the Musketeers is on the run from someone or something? D'ARTAGNAN Yes. But what am I running from?
M	MOGHER	A shrew of a mother, and a drafty old house. Now go. MOTHER And for heaven's sake, practice your horsemanship. D'ARTAGNAN Horsemanship. Got it. D'Artagnan digs his heels into the horse's flanks, shoots JUSSAC What should I do with this? ROCHEFORT Throw it on the fire with everything else. JUSSAC But this is the emblem of the Musketeers... ROCHEFORT The Musketeers no longer exist. Or haven't you heard? Throw it on the fire. Jussac hastily adds the emblem to the fiery blaze, it is
M	INCLUDE COURTYARD 14	Grim, funereal silence as a hundred Musketeers remove Treville is the respected leader of the Musketeers. This
M	ROCHEFORT	Musketeers... A hundred faces turn upward to regard him. And on each ROCHEFORT By joint edict of His Majesty King Louis XIII and His Eminence Cardinal Richelieu, the Musketeers are officially disbanded. In preparation for the coming war with England, your ranks and commissions are hereby transferred to the Infantry. You will be contacted and told where to report. Until that time, you are instructed to return to your homes. DE TREVILLE And who will protect the King?
M	ROCHEFORT	The Cardinal's Guards are more than capable of assuming that... responsibility.
M	ROCHEFORT	You are hereby ordered to disperse. Should even one of you resist... the entire corps will be arrested and imprisoned. 'All for one, and one for all.' DE TREVILLE Musketeers!
M	DE TREVILLE	Go to your homes. Wait. Our day will come again. He returns to the adjoining room where Jussac stands by. ROCHEFORT Your Eminence. Rochefort and Jussac instantly fall to their knees. Richelieu observes a duty roster on one of the walls.
M	RICHELIEU	Have they all been accounted for?
M	ROCHEFORT	All but... three.
M	RICHELIEU	Three? JUSSAC I sent a patrol to find them but it hasn't returned yet.
M	RICHELIEU	I want those Musketeers, not excuses. Bring them in at once. The tavern door flies open, and two of the Cardinal's
M	JUSSAC	Release that man!! Happy to comply, Porthos lets go of the Guard who plunges One of them casually cleans his sword with a lace hand- His companion is ATHOS, the Musketeers' deadliest and
M	JUSSAC	What is this?
M	ATHOS	A private party. Go away. ARAMIS Athos -- is that any way to greet our guests? ARAMIS Don't be shy, gentlemen. Come in. Your friends have been expecting you. Jussac is not amused.
M	JUSSAC	Your presence is requested at Musketeer Headquarters by Captain Rochefort. Athos and Aramis exchange looks.
M	ATHOS	The Cyclops is a Captain? He must've made a pact with the Devil.
M	ARAMIS	Or the Cardinal. ATHOS What's the difference? ARAMIS The Devil is more ethical than the Cardinal.
M	JUSSAC	You're instructed to come with me and surrender your tunics.
M	ATHOS	These gentlemen made a similar request. JUSSAC Are you refusing to come peaceably? Probably. But I'll leave it up to my companions. Aramis? ARAMIS We can't refuse Rochefort's invitation. It would be impolite. Athos tips back in his chair and gazes upward.
M	ATHOS	And what do you say, Porthos?
M	PORTHOS	I'll be right down! With the grace of an aerialist, Porthos jumps from the PORTHOS Ready when you are. Athos and Aramis sheathe their swords, put on their hats,
M	ARAMIS	Congratulations, Porthos. You brought down the house. PORTHOS My aim was off. I was trying to hit Jussac.
M	ATHOS	Now. About those tunics... Jussac turns to watch Athos, Porthos, and Aramis step to JUSSAC Musketeers. is Paris as it looked in the early part of the Seven- Two women on horseback are riding for all they're worth
M	ANGLE 20	As the two riders pass underneath, d'Artagnan leaps into D'Artagnan scrambles to his feet as the second rider re- D'Artagnan dodges the horse and the sword. He catches d'Artagnan's feet. Before he can recover, d'Artagnan is Anne regards the two men on the ground, then d'Artagnan.
F	CONSTANCE	Do you have any idea what you've done?
M	D'ARTAGNAN	I've saved you and your friend from these bandits.
F	CONSTANCE	These 'bandits' are the Queen's own bodyguards. D'ARTAGNAN The Queen?
F	CONSTANCE	If I were you, I'd make myself scarce. These men are going to be very angry when they wake up. D'Artagnan looks at the two bodyguards who are beginning D'ARTAGNAN I didn't know. I thought...
F	CONSTANCE	Do you have a name?
M	D'ARTAGNAN	D'Artagnan.
F	CONSTANCE	You're a very foolish boy, d'Artagnan... but a very handsome one. Good-bye. Constance spurs her horse and rides off to catch up with D'ARTAGNAN Wait! You didn't tell me your name! But Constance is gone. D'Artagnan stands in the middle of the road, feeling
M	D'ARTAGNAN	The man who attacked you... ... went that way. With a guilty smile, d'Artagnan spurs his horse and rides
M	D'ARTAGNAN'S POV 22	Paris laid out for him like a jewel, cloaked in mystery,
M	ROCHEFORT	I'll take those tunics, Musketeers. PORTHOS What did he say?
M	ARAMIS	He said he'll take those tunics.
M	PORTHOS	Tunics? Coming right up. Porthos reaches inside his cloak and takes out a crumpled
M	ATHOS	I was trying to remember the last time I saw you here. I know. It was the day you were kicked out of the Musketeers.
M	ARAMIS	Conduct Unbecoming a Musketeer. Wasn't that the charge?
M	ROCHEFORT	You ought to know. Three witnesses stood against me. ATHOS It was the least we could do.
M	ROCHEFORT	You are hereby ordered to surrender your commissions and make yourselves available for reassignment in the King's Army.
