M	CHARACTER	DIALOGUE
M	MCCULLEN	Still using matchlocks, are ya? I can get you a pair of flintlocks, you let me sneak out of here. Everyone else in this sequence speaks with a French accent. Good ones? The other Guard glares at him. McCullen goes for the kill.
M	MCCULLEN	The best. From Spain. And perhaps a couple of pretty young ladies to teach you how to use them. Guard #1 is even more tempted, but his partner is a Loyalist.
M	GUARD #2	On yer feet, you Scottish pig.
M	WARDEN	James McCullen, you have been found guilty of treason for the sale of military arms to the enemies of our Lord King Louis XIII... even whilst you sold arms to our Lord himself.
M	MCCULLEN	Your King is a vile bag of filth who murders his own allies. I should've charged him double.
M	WARDEN	You tried to overthrow the Crown in conspiracy with its enemies!
M	MCCULLEN	They offered me a Chancellorship, because unlike your simpleton King, they know that is the McCullen destiny, to run the wars, the true power, not simply to supply arms.
M	WARDEN	Do you have anything else to say before the sentence is carried out?
M	MCCULLEN	Yes, I do. Clan McCullen is far bigger and more powerful than any of you could ever imagine. My sons will continue to rise along after I am gone. As will their sons. And, God willing, their sons. It shall not end with my death. The Warden smiles back sinisterly.
M	WARDEN	Oh, we're not going to kill you, McCullen. We're going to make an example of you. The Warden gives a nod to the prison workers who remove the
M	WARDEN (CONT'D)	So that no man, woman, nor child may ever see your treacherous face again, you shall wear this mask for the term of your natural life. The mask closes around his face. The workers melt the lock.
M	MCCULLEN (V.0.)	War used to be the exception. Now it is the new state of play, a constant, unavoidable...
M	MCCULLEN	Tragic as they are to fight, wars must be won. But perhaps they don't have to be as destructive as they've been in the past. A SERIES OF COMPLEX SCHEMATICS rolls continuously on a screen
M	MCCULLEN (CONT'D)	Nano-mites. Perfect little soldiers. Their size can be programmed as well as their intended task. Originally developed to isolate and destroy cancer cells, but at Mars Industries, and with the help of a little NATO funding... A few laughs around the room. McCullen soaks it up.
M	MCCULLEN (CONT'D)	.we discovered how to program them to eliminate most anything. For instance... metal. ON SCREEN: A SOLDIER fires a shoulder-launched missile at a
M	MCCULLEN (CONT'D)	Once the target has been destroyed, the launcher triggers a kill switch unique to each warhead that short- circuits the nano-mites, preventing any unwanted destruction. ON SCREEN: The Soldier hits a KILL SWITCH on the launcher and
M	MCCULLEN (CONT'D)	Each warhead contains seven million nano-mites and has the ability to eat anything from a single tank to an entire city. But without innocent casualties. Which is why this has been such a priority for me and my company. The room breaks into APPLAUSE. FOCUSES ON GENERAL HAWK, a
M	HAWK	Guess you'll be the first arms dealer up for the Nobel Peace Prize. Laughter in the room. McCullen smiles, being a good sport.
M	MCCULLEN	I prefer the term "armament solutions engineer" Gentlemen! I'm pleased to announce that tomorrow morning your first order of nanotech warheads will ship from my factory in Kyrgyzstan. The sound of RETCHING comes from the stall behind Duke. There
M	DUKE	The hell's wrong with you, Stalworth, you didn't eat that Chicken A La King at chow did ya?
M	STALWORTH	The mission, sir...
M	DUKE	What about it? Another day, another run.
M	STALWORTH	Never had anything to worry about before. Stalworth's shaky hand pulls a photo out and shows it to
M	STALWORTH (CONT'D)	Three weeks old. Be seeing him for the first time next leave. Duke looks at the picture, then at Stalworth. His eyes go
M	DUKE	You're off the mission.
M	STALWORTH	Sir?
M	DUKE	That's what you want, right? Stalworth doesn't argue. Duke hands him back the photo.
M	DUKE (CONT'D)	If your head's with them, you're no good to me. Stalworth nods. Duke steps closer, now one mean s.o.b.
M	DUKE (CONT'D)	One thing, though: you step off this one, you're out of Special Forces. Gonna find you a nice desk and chair back at the base. You're be run of the mill. Regular.
M	STALWORTH	I... I guess I can live with that.
M	DUKE	Then you should. Stalworth nods, grabs his kit, and leaves. Duke's hard eyes
M	HAWK	Mr McCullen, Clayton Aernathy, British Army.
M	MCCULLEN	I know who you are General hawk. As sharp in a briefing room as your reputation is on the battlefield.
M	HAWK	Not hardly ...You gave me a broad target, I couldn't resist.
M	MCCULLEN	It's an honor to meet a man of your many accomplishments. McCullen smiles, then offers Hawk to walk with him.
M	MCCULLEN (CONT'D)	What's on your mind, General?
M	HAWK	Your warheads. Securing them in transit. Forty pairs of ears in that room now know the when and where.
M	MCCULLEN	Those "ears" all have top security clearance.
M	HAWK	We both know what that's worth.
M	MCCULLEN	Look, General, delivery is my responsibility and it's not one I take lightly. I had NATO assign an elite American Special Forces unit, a fully armored convoy with air support. I assure you, my warheads will be quite safe.
M	HAWK	I've made a career of showing up where I'm needed, whether ordered to or not. And if your warheads are half as effective as you say they are.. Then my unit is needed.
M	MCCULLEN	This is no time to play catch up. The NATO team's been drilling for weeks. They're lit up and ready to roll.
M	HAWK	My unit doesn't need mission specific training. They're chosen because of their ability to handle any situation.
M	MCCULLEN	Maybe next time, General... What did you say your unit was called?
M	HAWK	I didn't. I just said they were always ready. McCullen continues on down the hall. Hawk gives Cover Girl a
M	DUKE	All right, listen up, the Cougars will be front and back, Grizzly in the middle carrying the package. Minimum distance at all times. Choppers will cover us overhead. The Lab Workers step up.
M	LAB WORKER #1	Captain Hauser. Duke turns to them and start signing forms as WALLACE
F	RIPCORD	Not gonna explode, is it?
M	LAB WORKER	They're not weaponized yet. And the kill switches are attached to the launchers. All the same, I'd avoid potholes if I were you. Ripcord stares, then quickly hand the case off to another
F	RIPCORD	Why not stick it in a chopper and fly it out? If you want, I could--
M	DUKE	--We have our orders. Okay, people! We're on the clock, let's move. Duke gives Rip another look. Rip throws him a cheesy grin.
M	DUKE	Mother Goose, this is Bird Dog. We have the package and are on the dot to make Ganci Air Base ar 0900.
F	RIPCORD	You know, I hate all the Mother Goose, bird Dog crap, I just wish they'd let us say, "Hey, Pete, it's Bill, see ya in a few."
M	DUKE	Not me, I joined up for the jargon.
M	VOICE ON RADIO	Roger that, Bird Dog. Mother Goose out.
F	RIPCORD	Just saying, you know, if I ran things...
M	DUKE	Rip, if you ran the Army we'd stay up all night, fill our canteen with tequila, and call each other "Bro".
F	RIPCORD	But we'd be badasses, right Bro?
M	DUKE	Yeah, we'd be badasses. Eyes on the road, Rip.
F	RIPCORD	Hey Duke, ya know how they always tell you to empty your head of distracting thoughts on these runs?
M	DUKE	Keep your eyes on the road, Rip.
F	RIPCORD	And you know how people sometimes joke that it must be easy fr me to keep my mind empty?
M	DUKE	Don't listen to 'em. you got plenty of thoughts up there. Keep rear security tight, boys.
F	RIPCORD	Well, the second I try and make myself not have thoughts, I always have 'em. Like now, know what I'm thinking about?
M	DUKE	Please don't say the Air Forces.
F	RIPCORD	The Air Forces.
M	DUKE	I thought we were done with that discussion.
F	RIPCORD	You were done with it, not me. Look, I loev flying... Duke "mouths" the following sentence as Ropcord says it:
