M	CHARACTER	DIALOGUE
F	JANE	Hurry! We hear a loud BANG followed by muffled CURSING from below.
M	JANE (CONT'D)	Oh-- watch your head.
M	SELVIG	Thanks. So what's this "anomaly" of yours supposed to look like?
F	JANE	It's a little different each time. Once it looked like, I don't know, melted stars, pooling in a corner of the sky. But last week it was a rolling rainbow ribbon-- "Racing "round Orion?" I've always said you should have been a poet. Jane reigns in her excitement. She tries for dignity.
F	JANE	Hey, Darcy. Pass up the bubbly and my gloves, will you? Intern DARCY LEWIS (20) hands Jane a bottle of Champagne and
M	JANE (CONT'D)	Not until you see it!
M	SELVIG	I recognize those. Think how proud he'd be to see you now. Jane's grin fades to a sad smile.
F	JANE	Thank you.
M	SELVIG	For what?
F	JANE	The benefit of the doubt. The two stare out at the sky expectantly. A long beat while
M	JANE (CONT'D)	It's never taken this long before. Darcy calls up from the front seat.
M	DARCY (O.S.)	Can I turn on the radio?
F	JANE	Sure, if you like rocking out to KFRM, "All agriculture, all the time." Worried, Jane heads back down into the vehicle.
F	JANE	The anomalies are always precipitated by geomagnetic storms. She shows him a complicated CHART she's drawn in the book,
M	JANE (CONT'D)	The last seventeen occurrences have been predictable to the minute... I just don't understand. Something catches Darcy's eye out the driver's side mirror.
F	DARCY	Jane? Jane SHUSHES her, leafs through her notes. The bottle of
F	JANE	There's got to be some new variable... Or an equipment malfunction... The lights and equipment in the SUV begin to FLICKER around
F	DARCY	I don't think there's anything wrong with your equipment... The champagne bottle starts to RATTLE noisily now as it They watch it curiously, pressure building up inside it, when
M	DARCY (CONT'D)	Jane?
F	JANE	What?!
F	DARCY	I think you want to see this. Darcy points out the window. Jane and Selvig look out. Over
M	MASSIVE CLOUDS OF RAINBOW LIGHT	Churn in the sky. The three stare, dumbfounded.
F	JANE	Holy. Shatner.
M	SELVIG	That's your "subtle" aurora?!
F	JANE	No-- yes! Let's go!
F	JANE	Isn't this great?! A thought strikes her.
M	JANE (CONT'D)	You're seeing it too, right? I'm not crazy?
M	SELVIG	That's debateable. Put your seat belt on! 4th BLUE REVISIONS 03-26-10 3A. The SUV lurches.
M	AN ENORMOUS TORNADO	Suffuse with the strange rainbow light, ROARING like a
F	JANE	You've gotta get us closer so I can take a magnetic reading. Darcy laughs.
F	DARCY	Yeah, right! Good one! Oh God, you're serious...
F	JANE	You want those college credits or not?
F	DARCY	Keep the credits. I'll intern at Burger King.
F	JANE	What are you doing?!
F	DARCY	Saving our lives! Jane grabs the wheel, jerks it hard the other way. They 4th BLUE REVISIONS 03-26-10 5. Directly in their path, stumbling through the winds. Darcy
F	DARCY	I think that was legally your fault.
F	JANE	Get the first aid kit. Darcy heads back inside the SUV as Jane, concerned, kneels
M	JANE (CONT'D)	Come on, big guy. Do me a favor and don't be dead, okay? Open your eyes and look at me. Suddenly, he GROANS, and she's startled, then relieved, as For a moment, they each forget to breathe. Wow. Does he need CPR? Because I know CPR. A flustered Jane smooths her hair and sits back on her heels. --are beautiful.
F	JANE	--are dilating. That's a good sign.
M	SELVIG	We still have to get him to a hospital. After we get a reading on the storm?
M	SELVIG	Immediately, Jane. Jane sighs and nods, regretfully watching the storm EVAPORATE
F	JANE	Where did he come from? They exchange puzzled looks, as we move up through the last
M	HEIMDALL (V.O.)	Questions, they've always asked questions -- this race called man, on this planet they call earth. Passionately longing to know how they are connected to the heavens. We pull away from the planet, widening, past other worlds,
