M	CHARACTER	DIALOGUE
M	FORREST	Hello. My name's Forrest Gump.
M	FORREST	You want a chocolate?
M	FORREST	I could eat about a million and a half of these. My momma always said, "Life was like a box of chocolates. You never know what you're gonna get."
M	FORREST	Those must be comfortable shoes. I'll bet you could walk all day in shoes like that and not feel a thing. I wish I had shoes like that.
M	BLACK WOMAN	My feet hurt.
M	FORREST	Momma always says there's an awful lot you could tell about a person by their shoes. Where they're going. Where they've been.
M	FORREST	I've worn lots of shoes. I bet if I think about it real hard I could remember my first pair of shoes.
M	FORREST	Momma said they'd take my anywhere.
M	FORREST (V.O.)	She said they was my magic shoes.
M	DOCTOR	All right, Forrest, you can open your eyes now. Let's take a little walk around.
M	DOCTOR	How do those feel? His legs are strong, Mrs. Gump. As strong as I've ever seen. But his back is as crooked as a politician.
M	DOCTOR	But we're gonna straighten him right up now, won't we, Forrest?
F	MRS. GUMP	Forrest!
M	FORREST (V.O.)	Now, when I was a baby, Momma named me after the great Civil War hero, General Nathan Bedford Forrest...
M	FORREST (V.O.)	She said we was related to him in some way. And, what he did was, he started up this club called the Ku Klux Klan. They'd all dress up in their robes and their bedsheets and act like a bunch of ghosts or spooks or something. They'd even put bedsheets on their horses and ride around. And anyway, that's how I got my name. Forrest Gump.
M	FORREST (V.O.)	Momma said that the Forrest part was to remind me that sometimes we all do things that, well, just don't make no sense.
F	MRS. GUMP	Just wait, let me get it.
F	MRS. GUMP	Let me get it. Wait, get it this way. Hold on.
F	MRS. GUMP	All right.
F	MRS. GUMP	Oooh. All right. What are you all staring at? Haven't you ever seen a little boy with braces on his legs before?
F	MRS. GUMP	Don't ever let anybody tell you they're better than you, Forrest. If God intended everybody to be the same, he'd have given us all braces on our legs. Momma always had a way of explaining things so I could understand them.
M	FORREST (V.O.)	We lived about a quarter mile of Route 17, about a half mile from the town of Greenbow, Alabama. That's in the county of Greenbow. Our house had been in Momma's family since her grandpa's grandpa's grandpa had come across the ocean about a thousand years ago. Something like that.
M	FORREST (V.O.)	Since it was just me and Momma and we had all these empty rooms, Momma decided to let those rooms out. Mostly to people passing through. Like from, oh, Mobile, Montgomery, place like that. That's how me and Mommy got money. Mommy was a real smart lady.
F	MRS. GUMP	Remember what I told you, Forrest. You're no different than anybody else is.
F	MRS. GUMP	Did you hear what I said, Forrest? You're the same as everybody else. You are no different.
M	PRINCIPAL	Your boy's... different, Mrs. Gump. Now, his I.Q. is seventy-five.
F	MRS. GUMP	Well, we're all different, Mr. Hancock.
M	FORREST (V.O.)	She wanted me to have the finest education, so she took me to the Greenbow County Central School. I met the principal and all.
M	PRINCIPAL	I want to show you something, Mrs. Gump. Now, this is normal.
M	PRINCIPAL	Forrest is right here. The state requires a minimum I.Q. of eighty to attend public school, Mrs. Gump. He's gonna have to go to a special school. Now, he'll be just fine.
