M	CHARACTER	DIALOGUE
F	SALANDER	I just want to know, am I going to have to do this every time I need money to eat? BJURMAN It's so cute when you do that surly thing. Take my hand She reaches out to it and before she can react, there's
M	BJURMAN	Please. I have neighbors.
M	BJURMAN	What we're going to do now is teach you the value of money.
M	BJURMAN	I forget - did I ask you before if you liked anal sex?
M	HARRIET V/O	Faith is the assurance of things hoped for, the evidence of things not seen. Through faith we understand that the world was created by the word of God - and that what is seen was not made of things that are visible ...
M	BJURMAN	I'll drive you home.
F	SALANDER	I can get home on my own.
M	BJURMAN	Are you sure?
M	BJURMAN	So, next Saturday, here?
F	ERIKA	Is it any warmer inside? BLOMKVIST No. BLOMKVIST What have I missed besides you? ERIKA The steady exodus of two-thirds of our advertisers.
F	BLOMKVIST	Seriously?
F	ERIKA	Is that hard to believe? Sitting up here in Lappland with your cat?
F	BLOMKVIST	I'm not. I'm working.
F	ERIKA	I can see. What she can see is the Vanger research covering the
F	BLOMKVIST	Would you like to meet him?
F	ERIKA	Maybe in about an hour. If you're interested.
F	VANGER	I apologize if you're having financial problems at the magazine in Mikael's absence. ERIKA We'll work through them.
F	VANGER	Are you sure?
M	MARTIN	How long do you think you can hang on? Six months or so? ERIKA That sounds about right.
F	VANGER	You know, I used to be in the newspaper business. We owned six dailies back in the 50's.
M	MARTIN	We still own one. The Courier, here in town.
F	VANGER	I let my nephew Birger run it since he can't run anything else. So what do you say to taking on a partner?
F	ERIKA	We've never considered it before. We value our independence. Your independence is dependant on advertisers - if we're being honest. However much you think that is, you'd retain. We don't care about content.
F	BLOMKVIST	Excuse me. Did I miss something?
F	VANGER	We're talking about an investment in the magazine. BLOMKVIST I gather. Why would you want to do that?
M	MARTIN	Not for the return, that's for sure.
F	VANGER	I feel bad that I've take Mikael away from you at the worst possible time. This is the right thing to do. The moral thing. That's one reason.
F	ERIKA	And. VANGER The enemies of my friends are my enemies. I hate Wennerstrom as much as you hate what he's done to you.
F	VANGER	So what do you say? Erika half-shrugs to say she'll consider it.
F	VANGER	Is that a maybe? She nods.
F	VANGER	Wonderful! More wine, Anna.
F	VANGER	I think Mikael is adapting well to rustic life, by the way. ERIKA Have you seen him try to make a fire?
F	VANGER	Put the logs on end, like this. How long have you been discussing this with them?
F	ERIKA	I haven't been. They asked me to come up yesterday.
F	BLOMKVIST	Why didn't you tell me?
F	ERIKA	Why would I. You live in the woods. BLOMKVIST So I deserve to be treated like an idiot?
F	ERIKA	I wanted to hear what they had to say. You would've said no before they could. BLOMKVIST I'm saying it now. It's not a good idea.
F	ERIKA	You heard me tell them we could hang on for six months. I was lying. Without their money we'll be out of business in three. BLOMKVIST You don't know this family. They're crazy.
F	ERIKA	We're not marrying into it.
F	BLOMKVIST	We are if we do this. It's exactly what we're doing.
F	ERIKA	You want to say no? Let's say no. Instead of 50 percent of something, let's own 100 percent of nothing. ERIKA O/S Mikael?
F	BLOMKVIST	What.
M	ERIKA O/S	I'm leaving this God-forsaken island in the morning. BLOMKVIST So?
F	ERIKA	So are you coming to bed or not.
M	TATTOO ARTIST	You thinking one arm or both?
F	SALANDER	Wrists and ankles. But none of these. Just a plain band, like handcuffs. It's sensitive there. Particularly the ankles. It's gonna hurt.
F	SALANDER	How much do one of those cost? ANNOUNCER Petrochemical manufacturer Vanger Industries has acquired a controlling interest in Millennium magazine which according to analysts has been in financial trouble since last December when its cofounder Mikael Blomkvist was found guilty of libel against Hans-Erik Wennerstrom -
F	ERIKA	We made a serious mistake last year, and we regret it. But we're moving forward, and this is the first step.
M	REPORTER 2	You wouldn't say the first step was your sacking of Mr. Blomkvist?
F	ERIKA	That's inaccurate. Read the original press release, Viggo. I didn't fire him. He's on sabbatical. REPORTER 2 Where.
F	ERIKA	I'm not sure, to be honest with you.
M	MARTIN	Millennium is an excellent magazine. We also think it's undervalued right now, which is good business for us.
M	REPORTER 3	Is any magazine really undervalued today. How many will be around tomorrow?
F	VANGER	There's another reason. I don't like bullies. Are you referring to Mr. Wennerstrom? VANGER I'm referring to anyone who tries to sue their enemies into submission. If Mr. Wennerstrom would like to try it again, he'll find himself fighting a company that can afford to fight back. You're enjoying this.
F	VANGER	Already it's the most fun I've had in years.
M	WENNERSTROM ON TV	I've always admired Henrik Vanger. He's a titan - and a gentleman. But he's also quite old now - which may explain how he could be taken in by a convicted liar. The From box reads: h wennerstrom <HEW@WG.com> It's a wide shot of the parade itself - but she can be He slips it from its corner-fasteners and turns it over.
F	BLOMKVIST	I want to look at what the paper has in its archive on the parade.
M	VANGER V/O	You already have what it has. In the album.
F	BLOMKVIST	I don't think so.
M	VANGER V/O	Why. BLOMKVIST Because no photographer at any newspaper in the world takes just two photos of anything - especially after having to climb a flight of stairs.
M	VANGER V/O	The bridge accident happened during the parade. He rushed over.
F	BLOMKVIST	Maybe.
M	VANGER V/O	Mikael, what have you found?
F	BLOMKVIST	Nothing probably. But I know photographers. They're the most insecure people on earth. If it's out of focus, or they don't like the framing, they bury it.
M	PHOTO EDITOR	The current archive is on CD's, naturally. The older stuff, still negatives. What general period are you interested in?
F	BLOMKVIST	September, 1966.
F	BLOMKVIST	Thank you.
M	PHOTO EDITOR	Is this about Harriet Vanger? BLOMKVIST You're too young to know about that. PHOTO EDITOR Everyone here grows up knowing about her. It's how we're taught about strangers.
M	BJURMAN	My dear Lisbeth, how are you? I need more money. I need to pay my rent. She looks like a schoolgirl with her little backpack over
M	BJURMAN	Come on in.
M	BJURMAN	Since we're still figuring out what you like, I went shopping for some new toys.
F	SALANDER	Me, too.
M	BJURMAN	You, too? What did you buy? The first few, accompanied by the default music, Minuet Blomkvist backs up to the frame of Harriet looking off SALANDER Good. You're alive. SALANDER Recognize this?
F	SALANDER	I had it with me last time. I set it here. Remember? See this snap? It's not a snap. It's a wide-angle micro-lens.
F	SALANDER	This shows you sodomizing a mentally impaired girl. If it's ever seen outside this room, who'll be institutionalized then?
F	SALANDER	Here's what's going to happen. Pay attention. SALANDER Look at me.
F	SALANDER	Do I have your attention now?
F	SALANDER	When you can walk again, which I admit could be a while, we're going to my bank. You'll tell them I alone have access to my account. After that, you'll never contact me again. Each month you'll write a report of a meeting we won't have. You'll describe how well I'm doing, how sociable I'm becoming. Then you'll negotiate with the court to have my declaration of incompetence lifted. If you fail, this video will spread across the Internet like a virus. If something happens to me - if I get hit by a car - if you hit me with a car - same thing, it uploads automatically. fishes his apartment keys from his trousers. Shows
F	SALANDER	I'm taking these with me. I'll be checking on you. If I ever find anyone in here with you, whether she came of her own free will or not - eyes dart to the TV as he nods that he understands.
F	SALANDER	No. Not the video.
F	SALANDER	I will kill you. he knows she means it.
F	SALANDER	Do you doubt anything I've said? Do you doubt what's in the reports about me? What do they say when you sum them up? They say I'm insane. No, it okay. You can nod because it's true. I am insane.
F	SALANDER	I know it'll be hard for you to abide by my rules. Especially no more sex. I'm going to make it easier for you. puts on a plastic surgical mask. He fears the next
F	SALANDER	Lie still. I've never done this before. He sees that the thing in her hand is some kind of
F	SALANDER	There will be some blood. He struggles to twist his body away, but it's useless.
M	PERNILLA	Hi. Hi. What are you doing here?
M	PERNILLA	On my way to Skelleftea. I can only stay a couple hours. He arrives and gives her a hug. What's in Skelleftea?
M	PERNILLA	Light of Life Bible Camp. Blomkvist tries to hide his dismay.
M	PERNILLA	They're not dangerous.
F	BLOMKVIST	It's fine, Nilla. Whatever you want to do is fine. Everybody needs something.
M	PERNILLA	Just so long as it's not God.
F	BLOMKVIST	I didn't say that.
F	BLOMKVIST	I'm not around enough to know everything that's going on with you, and I apologize for that. But I'd never want you to not tell me something, even if you think I might not want to hear it.
M	PERNILLA	That's what I'm doing.
F	BLOMKVIST	It should have been me visiting you. I'm sorry.
M	PERNILLA	It's okay. Everything's good.
M	PERNILLA	Bye. BLOMKVIST Bye. The train begins to move.
M	PERNILLA	Don't go too hard on the Catholics.
F	BLOMKVIST	What?
M	PERNILLA	The article you're writing.
F	BLOMKVIST	What are you talking (about) -
M	PERNILLA	The Bible quotes on your desk.
F	BLOMKVIST	What? Magdalene, Sarah, Mary - or maybe not. He digs through Since all the number sequences begin with `3,' he goes
M	HARRIET V/O	If a dove is the sinner's offering, the priest shall wring off its head, cleave its wings, and burn it upon the altar. BLOMKVIST Detective Morell, it's Mikael Blomkvist.
M	MORELL O/S	How are you? Not still in Hedestad I hope for your sake.
F	BLOMKVIST	The Rebecka Case you mentioned. What was her last name if you recall.
M	MORELL O/S	Of course I do, but what would it have to do with anything?
F	BLOMKVIST	Nothing probably.
M	MORELL O/S	Jacobsson. Rebecka Jacobsson.
F	BLOMKVIST	How was she killed? MORELL O/S Decapitated. Arms cut off. Burned.
M	MORELL O/S	But this happened in the 1940's - BLOMKVIST Hang on a second.
F	BLOMKVIST	I'm going to call you back.
M	MORELL O/S	Blomkvist hangs up and takes off at a trot toward the
F	BLOMKVIST	What's happened? MARTIN We were talking. He started rubbing at his arm. Then collapsed.
F	BLOMKVIST	
M	MARTIN	I can't talk, Mikael, I have to (go) - BLOMKVIST Go.
M	HARRIET V/O	The daughter of any priest who profanes herself by playing the harlot, profanes her father, and shall be burned with fire - HARRIET V/O A woman who is a medium or sorcerer shall be put to death by stoning - FRODE The good news is he survived. How he does now, we have to see. He's in ICU. Can I have one of those? points to the table.
F	BLOMKVIST	A sandwich? FRODE A Scotch. pours him one, and another for himself.
F	BLOMKVIST	I don't want to be indelicate. But Henrik promised me something when I agreed to do this. FRODE Wennerstrom.
F	BLOMKVIST	I need to know what he has on him. Now. In case.
M	FRODE	In case he dies? That is indelicate. BLOMKVIST And I apologize.
M	FRODE	I don't know what he has on him, if you're asking me. And he can't tell you in the condition he's in. So ... is that it then? Blomkvist drinks. Eventually -
F	BLOMKVIST	We also never discussed who I'd report to if something happened to him.
M	FRODE	You'd report to me, but does it matter? We both know nothing's going to come of this.
F	BLOMKVIST	I'm not so sure.
M	FRODE	What do you mean?
F	BLOMKVIST	I may have found something.
M	FRODE	You're joking. What did you find? it's Blomkvist who studies Frode. He's not sure he
F	BLOMKVIST	The last time I reported something before I was sure of it, it cost me my savings. BLOMKVIST I need a research assistant. Can you authorize that?
M	FRODE	Yes. Do you have one? BLOMKVIST I can find one.
M	FRODE	I know a good one. She did the background check on you.
F	BLOMKVIST	The.
M	FRODE	Do you think we'd hire anyone for something like this without doing one? brain tries to quickly inventory his life,
M	FRODE	Yes, it was quite thorough. BLOMKVIST I want to read it.
M	FRODE	That I couldn't authorize. Blomkvist isn't sure how to play this. Then he is. BLOMKVIST Mr. Frode was kind enough to share your report with me. The investigator's name is on it, but I can find no record of her, and I'm pretty good at that sort of thing.
M	ARMANSKY	Would it really matter what her name is?
F	BLOMKVIST	It would if I wanted to speak to her, which I do. ARMANSKY Against policy. BLOMKVIST You sure?
M	ARMANSKY	Just like your sources. You understand. BLOMKVIST Let me give you a name then.
F	BLOMKVIST	My sister. She's a lawyer. There's information in here that could only have come from one place. I think you know what I mean.
M	ARMANSKY	The reason you can find no record of her is because her records have been sealed. She's a ward of the State. BLOMKVIST What does that have to do with anything.
M	ARMANSKY	She's had a rough life. Can we not make it rougher on her?
F	SALANDER	Who is it? BLOMKVIST O/S Mikael Blomkvist. Her mind races, as Blomkvist's did to the news someone
F	BLOMKVIST	May I come in? SALANDER Actually I'm not really up (yet) -
F	BLOMKVIST	That's okay. He pushes the door enough to pass. Has a paper bag and
F	BLOMKVIST	I assumed you wouldn't have had breakfast yet so I brought some bagel sandwiches. And tomato juice. Good for hangovers. Where do you keep the coffee? SALANDER Hey. Hey - Who do you think you are?
F	BLOMKVIST	I'm the guy you know better than my closest friends do. He opens cabinets looking for the coffee. She stares.
F	BLOMKVIST	We have a lot to talk about, so why don't you take a shower, put on some clothes and get rid of your girlfriend. BLOMKVIST You're awake. Good. Breakfast is ready. BLOMKVIST I guess I alarmed you showing up like this. SALANDER If you touch me, I'll more than alarm you.
F	BLOMKVIST	That won't be necessary.
F	BLOMKVIST	Your report on me was quite detailed but for me not very entertaining.
F	SALANDER	It wasn't meant to be.
F	BLOMKVIST	When I write about people, I try to entertain the reader.
F	SALANDER	Wennerstrom wasn't entertained. Blomkvist lets it go. BLOMKVIST Your boss Armansky tells me you only work on things that interest you. I guess I should be flattered. He also says you're the one he goes to for jobs that are, `sensitive' is the word he used. I'll use `illegal,' since that what it was when you hacked into my computer. I'm not going to do anything about that. I could but I won't. What I'm going to do is tell you a story. If it entertains you, maybe you'll decide to help me research it further. If it doesn't, I'll wash the dishes and leave ... Are you going to even touch your food?
F	SALANDER	What kind of research?
F	BLOMKVIST	Lisbeth - may I call you Lisbeth? I want you to help me catch a killer of women.
F	BLOMKVIST	I've identified R.J. Her name's Rebecka Jacobsson. I have no idea who the others are - or how they're connected to the death of a 16 year old girl - but they have to be. His eyes settle on her blue-black "handcuffs" as hers
F	BLOMKVIST	We need to somehow figure out who they are, what happened to them, what the Leviticus verses have to do with (anything) - BLOMKVIST What are you doing?
F	SALANDER	Getting started. You can keep talking if you want. Blomkvist, slightly taken aback, picks up the Leviticus BLOMKVIST Would you like this?
F	SALANDER	Got it.
F	BLOMKVIST	I'm home. OMIT - 143A - 161A 143A She fills in the year field with - 1947-1966 - and Homicide Female Rape Decapitation Dismemberment Fire Altar Priest Prostitute Unsolved Mari Magda Sara R.L.
M	DET. ISAKSSON	No one's asked me about Magda in over 40 years. No one here even remembers her.
M	DET. ISAKSSON	Why would a young lady like you want to know about such a brutal killing. SALANDER It interests me.
M	DET. ISAKSSON	Does it.
M	DET. ISAKSSON	What's that. A wasp? SALANDER A friend of mine calls me that.
M	DET. ISAKSSON	So you tattoo it on your neck? DET. ISAKSSON Who's this friend?
F	SALANDER	My trainer.
M	DET. ISAKSSON	Aerobics?
F	SALANDER	Boxing.
M	DET. ISAKSSON	I have a feeling you're pretty good at that, even though you weigh - what - ninety pounds? Float like a butterfly ...
F	SALANDER	What? DET. ISAKSSON Come with me, Muhammad.
M	DET. ISAKSSON	Her husband was our first suspect - the husband is always the first suspect, and usually the last - but not this time. We moved on to a neighbor. Then a vagrant - DET. ISAKSSON Once you get to strangers, it's only a matter of time before you get to gypsies, and you know you're never going to solve it. And that troubles him still, that he never solved it.
F	SALANDER	How exactly was she killed?
M	DET. ISAKSSON	Miss - I'm sorry -
F	SALANDER	Salander. DET. ISAKSSON Miss Salander, if you don't mind my asking, when's the last time you ate?
F	SALANDER	I have a high metabolism. I can't put on weight.
M	DET. ISAKSSON	That's not why I ask. I ask because it's better to look at what I'm about to show you on an empty stomach. He pushes the folder across the table to her ... looking like an aging overdressed vampire, Isabella, BLOMKVIST How is he? He needs surgery and there's no DNR. So it's up to the family to decide to resuscitate or not, and they're not good at decisions.
M	FRODE	How'd it go with Ms. Salander?
F	BLOMKVIST	She said yes. BLOMVIST Can I see Henrik?
M	FRODE	He was asleep when I last looked in. We can check.
F	ISABELLA	No, you can't check. You can instruct him to pack his things and leave.
M	MARTIN	Mother - ISABELLA Don't use that tone with me. This family's had enough tragedy without you dredging it all up again.
M	FRODE	Actually, Isabella, Mr. Blomkvist works for Henrik. ISABELLA And who do you work for, Dirch? Remind me who pays your salary?
M	BIRGER	We should put this to a vote.
M	MARTIN	Don't be an idiot, Birger.
M	BIRGER	It's a family decision like any other. Cecilia?
F	CECILIA	What. BIRGER Am I right?
F	CECILIA	You are so seldom right about anything, it's hard for me to say yes. But (yes) -
M	MARTIN	No. We should do what Henrik wants, and we know what he wants. ISABELLA Henrik - is in there fighting for his life. This - - is the last thing he needs.
M	NURSE O/S	Excuse me, Mrs. Vanger, you can't smoke in here.
F	ISABELLA	Go back to Stockholm. When we want a false chronicle of the family written by a libelist, we know who to call.
M	HARRIET/PERNILLA	If a man's offering is a lamb, it shall be a female without blemish. He shall lay his hand upon it's head ...slaughter it... empty it's blood on the base of the altar ... and he shall be forgiven. DET. ISAKSSON Forget what she looks like, I vouch for her -
M	DET. ISAKSSON O/S	She's smart. And she's serious about this.
M	UDDEVALLY DETECTIVE	All right. Thanks. UDDEVALLA DETECTIVE This way, Miss.
F	SALANDER	Can I make copies? UDDEVALLA DETECTIVE I can make them for you if our machine's been repaired. SALANDER That's okay.
M	MARTIN	My family is impossible. It's why the company is such a mess. Please accept my apology for my mother's behavior.
F	BLOMKVIST	It's all right. MARTIN It's not all right, she's unbearable. But it has nothing to do with you. It's between her and Henrik ... She lost it when my father died. The drinking - her state of mind - it all got so bad Henrik took me and my sister away from her, leaving her alone in our old house on the other side of the island like she was excommunicated. She's never forgiven him. he seems as lost now as he must have been then.
M	MARTIN	You have to stay and keep working. You're Henrik's last chance at some kind of resolution. Put this to rest for him one way of the other, and I'll try to keep my mother away. But, please, do it as quickly as you can. BLOMKVIST I'll (try) -
F	BLOMKVIST	Lisbeth, this is Martin Vanger.
M	MARTIN	How do you do. SALANDER Fine. comes past them without another word. Martin can't
M	MARTIN	Girlfriend?
F	BLOMKVIST	Assistant.
F	BLOMKVIST	Any trouble finding the place?
F	SALANDER	Everyone in town knows who and where you are.
F	BLOMKVIST	That's comforting. Are you hungry? Want a sandwich?
F	SALANDER	No. Busy setting up her laptop on his desk, starting it up,
F	BLOMKVIST	I used to have a motorcycle. When I was 19.
F	SALANDER	I know. She hands him her own dog-eared Bible and a copy of the
F	SALANDER	The five cases from Harriet's list. And five more she missed - three I'm sure about.
F	SALANDER	Rebecka was the first, like you thought ... M.H., is Mari Holmberg - a prostitute in Kalmar - murdered in 1954. Leviticus verse 20, line Dragon Tattoo Final 9/1/11 SZ
F	BLOMKVIST	"If a man lies with a woman having her sickness, he has made naked her fountain and she has uncovered the fountain of her blood." SALANDER She was raped and stabbed, but the cause of death was suffocation with a sanitary napkin. R.L. Rakel Lunde, brings up more crime photos -
F	SALANDER	Cleaning woman and part-time palm reader, tied up with a clothesline, gagged, raped, head crushed with a rock. Leviticus 20:27.
F	BLOMKVIST	"A woman who is a medium or sorcerer shall be put to death by stoning." lit a cigarette and brings up the next photos -
F	BLOMKVIST	I only smoke outside.
F	SALANDER	Sara Witt, 1964. Daughter of a pastor. Tied to her bed, raped, charred in the fire that burned down her house. Leviticus -
F	BLOMKVIST	21:9. "The daughter of any priest who profanes herself by playing the harlot, profanes her father and shall be burned with (fire) -
F	SALANDER	Magda Lovisa Sjoberg, 1960 -
F	SALANDER	Found in a barn, stabbed and raped with farm tools. A cow in the next stall with its throat slit, its blood splashed on her, hers on it. Leviticus 20:16 - "If a woman lies with any beast, you shall kill the woman and the beast, their blood is upon (them) - SALANDER Lea Persson, 1962 -
F	SALANDER	Found by her sister in their pet shop - raped, beaten. The killer uncaged the animals, smashed the aquariums. There was a parakeet inside her. Leviticus 26:21/22. Before Blomkvist can find the verse, she's on to the next
F	SALANDER	Eva Gustavsson, 1960. A runaway. Raped, strangled, a burnt pigeon tied around her neck. Lena Andersson, 1967, a student. Raped, stabbed, decapitated - BLOMKVIST Okay -
F	SALANDER	I'm not done - BLOMKVIST It's all right, we're looking for a serial murderer ... But what does it have to do with a 16-year-old girl on an island?
F	SALANDER	She was looking for him, too. BLOMKVIST Rape. Torture. Fire. Animals. Religion. Anything I'm missing?
F	SALANDER	The names. They're all Biblical. The first woman, the whore, the Virgin Mary - Sara, Rakel - all from the Old Testament.
F	BLOMKVIST	Which means they're Jewish names. If there's one thing the Vangers have more than their share of, it's Nazis. There's one of them.
F	BLOMKVIST	I can see why Armansky values you so highly. Your work is very good. SALANDER It interests me.
F	BLOMKVIST	I'll take the couch. You can have the bed.
F	SALANDER	I can sleep on a couch.
F	BLOMKVIST	So can I.
F	BLOMKVIST	Okay. Good night. SALANDER Night. She switches off the lamp. Then, in a moment, in the
F	SALANDER	Harriet's name isn't.
F	BLOMKVIST	Isn't what.
F	SALANDER	Jewish.
M	BLOMKVIST O/S	What are you doing?
F	SALANDER	Going over your notes.
F	BLOMKVIST	They're encrypted.
F	SALANDER	Have some coffee.
F	BLOMKVIST	I will. And then we'll have a talk about what's yours and what's mine. Dragon Tattoo Final 9/1/11 SZ It's amazing what you figured out from the parade photos.
F	BLOMKVIST	Thank you.
F	SALANDER	Too bad you don't have hers.
F	BLOMKVIST	Whose.
F	SALANDER	Her. BLOMKVIST Excuse me.
F	BLOMKVIST	Can you read that?
F	SALANDER	A, C, Three - the rest is blocked.
F	SALANDER	N, something, R, S, J -
F	BLOMKVIST	Norsjo.
F	SALANDER	Then something, K, something, R, I, F, something, I -
F	BLOMKVIST	Carpentry. Is that a phone number? SALANDER Too small to read.
M	BLOMKVIST (ADR)	I'm going to have to go to Norsjo.
F	BLOMKVIST	I wouldn't think Harald would sign his name like this, would you?
M	FRODE	I can't say I know how he thinks. He might.
F	BLOMKVIST	Has anyone spoken to him about me since I've been here?
M	FRODE	Maybe Isabella. No one else.
F	BLOMKVIST	Could she do something like this?
F	ISABELLA	Who's this creature now?
M	FRODE	I'm calling this off.
F	BLOMKVIST	No. You're authorizing me to rent a car. BLOMKVIST I'm sorry if that was uncomfortable.
F	SALANDER	They don't bother me.
F	BLOMKVIST	I'm sure they're not used to people who look like you. SALANDER They don't like you either.
M	TECH CLERK	I can't give you any of this stuff without authorization from Mr. Armansky.
F	SALANDER	So call him. The clerk picks up a phone, but then sets it back down. TECH CLERK Next time, I'd prefer you fill out the proper paperwork. INSERT: the car rental agreement - a print of the The main street of a very small town. The Volvo pulls to
M	CLERK 1	Can I help you? The clerk - for what Blomkvist needs - is too young.
F	BLOMKVIST	I'm waiting for the older gentleman, thanks. He gestures to a clerk in his 60's helping a customer.
F	BLOMKVIST	The carpentry shop is gone. I don't know if he worked there or not. If he did, maybe he used to buy hardware here.
M	CLERK 2	I don't recognize him. Sorry.
F	BLOMKVIST	I had to start somewhere. Thanks. As he gathers up the photos to leave -
M	CLERK 2	I'm no detective, but I think I would've started at the retirement home. Blomkvist looks up. Not a bad idea.
M	FORSMAN	This is Brannlund's kid. He was a contractor, the father.
F	BLOMKVIST	Brannlund.
M	FORSMAN	Assar. Blomkvist writes the name down.
F	BLOMKVIST	You wouldn't happen to know where I could find him, the son? FORSMAN Next to his father at the cemetery. He was killed in an accident on a job site years ago. But she might be alive - His widow. In 1966, you were in Hedestad with your husband. MILDRED Oh, my goodness, there we are. Who took this? BLOMKVIST Photographer at the local paper.
F	BLOMKVIST	You were taking pictures, too. Which I'd very much like to see if by some miracle you still have them. MILDRED It wouldn't be a miracle. We were on our honeymoon. But why? BLOMKVIST This girl was killed that day, soon after seeing something across the street that frightened her.
F	MILDRED	How awful.
F	MILDRED	She does look terrified. Mildred gets up with purpose, goes into another room,
F	BLOMKVIST	Would you mind if I made a copy of this?
M	BJURMAN	Ground, please. A finger presses it. The doors close and the elevator
F	SALANDER	How's your sex life?
F	SALANDER	I didn't care much for your last report. It felt perfunctory, like your heart wasn't in it. Let's see a little more enthusiasm for my recovery in next month's. BJURMAN SALANDER Don't speak. I don't want to hear your voice. Just nod.
F	SALANDER	Start looking for a shrink you can bribe to swear under oath he can find absolutely nothing wrong with me. He nods. She gets the elevator going again and steps
F	SALANDER	And stop visiting tattoo removal websites or I'll do it again - right here. It's too blurry to make out his face or age, but he has He glances to her husband Gottfried's photo. Where a It's creepy, even if you weren't alone in it, knowing what you know. He has to get out of here before that happens. Behind Motion detectors - security cameras - software that BLOMKVIST O/S It's me.
F	BLOMKVIST	It's that bad?
F	BLOMKVIST	Is it still bleeding? It's still bleeding ... why is it still bleeding ... She pulls a length of dental floss from its case -
M	BLOMKVIST (ADR)	Is that dental floss?
F	SALANDER	Yes. Splits it in two thinner lengths with her chewed finger
F	BLOMKVIST	What is that - Is that necessary?
F	SALANDER	Yes.
F	BLOMKVIST	We can't just tape it? SALANDER No. She perches on the edge of the tub where he sits - still
F	BLOMKVIST	Did you sterilize that?
F	SALANDER	No. BLOMKVIST You didn't?
F	SALANDER	Drink some more. He takes a swig from the vodka bottle. She reaches to his
F	BLOMKVIST	Careful, it's my eye.
F	SALANDER	Don't move. She pierces him a second time, draws the floss through
F	BLOMKVIST	What am I doing here ... why did I ever come up here ...
F	BLOMKVIST	It's too dark to see ... did it stop bleeding ... I think maybe it has ... it still fucking hurts ... BLOMKVIST It wasn't an accident ... Somebody was shooting at me ... It's insane ... these people are insane ... SALANDER No one's shooting at you now.
F	BLOMKVIST	I'm pretty sure this isn't a good idea. SALANDER Why.
F	BLOMKVIST	Apart from the fact that I'm old, we work together. SALANDER You work with what's-her-name. That's worked out for you.
F	BLOMKVIST	I have some standards of behavior, believe it or not.
F	SALANDER	You need to stop talking.
F	SALANDER	You want me to open a window?
F	SALANDER	I like working with you.
F	BLOMKVIST	I like working with you, too.
M	FRODE	People hunt on the island, Mikael. Gunner's out there shooting something almost every day for his dinner. It could have been a stray shot.
M	MARTIN	Not from Gunner. If he wanted to shoot him, he'd have shot him.
M	FRODE	We get poachers. They're not always such great shots.
M	MARTIN	Or he's right, Dirch. What if he is? This has to stop. regards Blomkvist.
M	FRODE	Do you want to stop?
F	BLOMKVIST	I have police reports, photos, Henrik's notes, my own notes, and Lisbeth's research. What I don't have are Vanger Industries records. That's what I want.
M	FRODE	Why?
F	BLOMKVIST	Will you authorize it?
M	FRODE	I could but why on earth would I?
F	BLOMKVIST	Because I'm asking.
M	FRODE	The private corporate records. How far back?
F	BLOMKVIST	All the way.
F	BLOMKVIST	Henrik said I have access to everything I need. This is what I need.
M	FRODE	That's not what he meant.
F	BLOMKVIST	Let's ask him. He's not well enough to ask.
F	BLOMKVIST	I'd be happy to sign a nondisclosure statement, if that helps you.
M	FRODE	Excuse us a moment.
M	MARTIN	I think Henrik would say yes. FRODE That's why he has me. To protect him from himself. This is insane. MARTIN What do we have to hide?
M	FRODE	Over the course of 120 years of doing business? Plenty. MARTIN If he needs this to do his job, he should have permission. This goes against every privileged, confidential bone
F	SALANDER	What am I looking for? BLOMKVIST Any connections between the company's holdings and the towns where the women were killed ... and everything about Frode.
M	BLOMKVIST V/O	Your father was taking pictures that day no one has seen.
F	BLOMKVIST	I'd like to if I could. CECILIA So ask him.
F	BLOMKVIST	I was wondering if you could do that.
F	CECILIA	I don't speak to him, as you know.
F	BLOMKVIST	You couldn't make an exception in my case. Are you afraid to be in the same room with him? I'm not saying you shouldn't be. BLOMKVIST You won't help me? CECILIA Sorry.
M	LINDGREN	Are you finished?
F	SALANDER	No. I need to know where all the factories, offices and projects were from 1949 to 1966.
M	LINDGREN	You already have everything.
F	SALANDER	I don't. Nothing on subsidiary corporations, partnerships, or suppliers.
M	LINDGREN	Then you'll have to do without.
F	SALANDER	Mr. Frode said I have access to whatever I need, and I need this.
M	LINDGREN	He said you have access to this floor.
F	SALANDER	Call him. The woman stares at her for a long moment, then picks up
M	HARALD	Sven Olof Lindholm. HARALD Me.
F	BLOMKVIST	Handsome.
M	HARALD	Birger Furugard. Me. Per Engdahl. Me.
M	HARALD	But your interest is in my more candid photographic work.
M	HARALD	Blom ... kvist ... With an `o' - or a `u.'
F	BLOMKVIST	`o.'
M	HARALD	An `o.' Blom - kvist.
M	HARALD	I'm not a recluse. I don't close my door to anyone. They just don't visit.
F	BLOMKVIST	Perhaps if you redecorated. HARALD Hide the past like they do. Under a thin, shiny veneer. Like an Ikea table. I'm the most honest of all of them.
F	BLOMKVIST	The family. HARALD Sweden.
M	HARALD	Two point eight.
F	BLOMKVIST	Pardon me? HARALD The Zeiss Tessar on my Hasselblad. Excellent lens.
M	HARALD	Landscape? Some nice landscapes there.
F	BLOMKVIST	No, it's - I can't tell who it is from this angle.
M	HARALD	That's Gottfried's boy.
F	BLOMKVIST	Martin? Harald nods, hands it back, smokes. It's not unusual unusual if he hadn't - it's his sister that's missing -
M	HARALD	Handsome but useless young man, Martin. Like his father.
M	LINDGREN	We're closing.
F	SALANDER	Nowhere near finished.
M	LINDGREN	I'm not staying late.
