M	CHARACTER	DIALOGUE
M	MAN	What a marvel... what a marvel... As its door opens and the man enters. Dora!
M	VOICE	Yes... The man crosses to the stove with his bundle of wood. The voice . Can you help me with the ice? The man dumps the wood into a box by the stove as his wife enters . I expected you hours ago.
M	MAN	You can't imagine what just happened. I was coming back on the Lublin road when the wheel came off the cart thank heavens it was the way back and I'd already sold the geese!
F	WIFE	How much?
M	MAN	Fifteen groshen, but that's not the story. I was struggling to direction of Lvov. How lucky, you think, that someone is out this late.
F	WIFE	Yes, very remarkable.
M	MAN	But that's the least of it! He stops to help me; we talk of He takes the stare as a sign that she can't place the name. The chacham from Lodz, who studied under the Zohar reb
F	WIFE	God has cursed us.
M	MAN	What?
F	WIFE	Traitle Groshkover has been dead for three years. Quiet. Wind whistles under the eaves.
M	MAN	Why do you say such a thing! I saw the man! I talked to him!
F	WIFE	You talked to a dybbuk. Traitle Groshkover died of typhus in Pesel Bunim's house. Pesel told me-she sat shiva for A rap at the door. Neither immediately responds. Finally, to her husband:
M	MAN	For some soup, to warm himself. The wind moans. He helped me, Dora!
M	THE DOOR	We are looking in from the outside as it unlatches and creaks in the foreground, who has arranged his face into a strained background the wife stares, hollow-eyed.
M	MAN	REB GROSHKOVER! You are welcome here! Reverse on REB GROSHKOVER: a short, merry-looking fellow with silk hat and spectacles. He gives a little squeal of delight.
M	REB GROSHKOVER	You are too kind, Velvel! Too kind! Yes, your cheeks are pink and your legs are stout! What a wife you have!
M	MAN	Yes! A ray of sun, a ray of sun! Sit!
F	WIFE	My husband said he offered you soup.
M	REB GROSHKOVER	Yes, but I couldn't possibly eat this late, or I'd have nightmares. No, no: no soup for me!
F	WIFE	I knew it.
M	REB GROSHKOVER	I see! You think I'm fat enough already!
F	WIFE	No. A dybbuk doesn't eat. REB GROSHKOVER stares at her, shocked. The wife returns the stare. The husband looks from wife to REB GROSHKOVER, apprehensive. REB GROSHKOVER bursts into pealing laughter.
M	REB GROSHKOVER	What a wife you have!
M	MAN	I assure you, REB GROSHKOVER, it's nothing personal; she heard a story you had died, three years ago, at Pesel Bunim's house. This is why she think you are a dybbuk; I, of course, do not believe in such things. I am a rational man. Oh my. Oh my yes. What nonsense. And even if there were spirits, certainly... He thumps his chest. I am not one of them!
F	WIFE	Pesel always worried. Your corpse was left unattended for many minutes when Pesel's father broke shiva and left the room-it must have been then that the Evil One- She breaks off to spit at the mention of the Evil One. -took you!
M	REB GROSHKOVER	"My corpse!" Honestly! What a wife you have!
F	WIFE	Oh yes? Look, husband... one check... Then he left the room. He came back, and shaved the other... You were already gone!
M	REB GROSHKOVER	I shaved hastily this morning and missed a bit-by you this makes me a dybbuk? It's true, I was sick with typhus when I stayed with Peselle, but I recovered, as you can plainly see, and now I-hugh! REB GROSHKOVER looks slowly down at his own chest in which the ice pick. REB GROSHKOVER stares at the ice pick. The wife stares. The husband stares. Suddenly, REB GROSHKOVER bursts out laughing: What a wife you have! The husband can manage only a shocked whisper:
M	MAN	Woman, what have you done? shakes his head.
M	REB GROSHKOVER	Why would she do such a thing? I ask you, Velvel, as a rational man: which of us is possessed?
F	WIFE	What do you say now about spirits? He is unharmed!
M	REB GROSHKOVER	On the contrary! I don't feel at all well. One does a mitzvah and this is the thanks one gets?
M	MAN	Dora! Woe, woe! How can such a thing be!
M	REB GROSHKOVER	Perhaps I will have some soup. I am feeling weak... Or perhaps I should go... He smiles weakly at Dora.. One knows when one isn't wanted. He walks unsteadily to the door, opens it with some effort, and moaning wind and snow to be swallowed by the night.
M	MAN	Dear wife. We are ruined. Tomorrow they will discover the body. All is lost.
F	WIFE	Nonsense, Velvel... She walks to the door... Blessed is the Lord. Good riddance to evil and shuts it against
M	BLACK	A drumbeat thumps in the black. Music blares: the Jefferson Airplane. Grace Slick's voice enters: And all the hope inside you dies Don't you want somebody to love. . . with a small black pinhole center. This white half-globe is a field. The flesh tone glows translucently, backlit. We are drifting and, as we do so, the music grows louder still. A pull back-a reverse on the preceding push in-from the cheap of a transistor radio. The Jefferson Airplane continues over extremely compressed. The pull back reveals that the earpiece is lodged in someone's ear and trails a white cord. room, many voices speaking a foreign language in unison. A classroom, The radio is on a desktop but hidden from in front by the book book is written in non-Roman characters. We are in Hebrew school. desk in a cinderblock classroom whose rows of desks are occupied girls of about twelve years of age. It is dusk and the room is At the front of the room a gray-haired man in a worn suit and DANNY straightens one leg so that he may dig into a pocket. With make sure he isn't being watched, he eases something out:
M	TEACHER	Mee yodayah? Reuven? Rifkah? Mah zeh "anakim"? Efsheh mashooach ba-avodah? At the cut to the light the Jefferson Airplane music jumps up a multi-flared image of a blinking eye. Reverse: the inside of a human ear. Fleshy whorls finely veined, dark. Objective on the DOCTOR's office: the DOCTOR is peering through an early-middle-aged man, LARRY Gopnik. The Jefferson Airplane music continues.
M	DOCTOR	Uh-huh.
M	HEBREW SCHOOL	Close on Hebrew characters being scribbled onto the blackboard The TEACHER, talking. A bored child, staring off. His point-of-view: a blacktopped parking lot with a few orange marshy field, and distant suburban bungalows. Close on another child staring at something through drooping His point-of-view: very close on the face of a classroom clock. hum. Its red sweep-second hand crawls around the dial very, very DANNY Gopnik hisses:
M	DANNY	Fagle!.. . The TEACHER drones on, writing on the blackboard. DANNY's eyes the student sitting kitty-corner in front of him-a husky youth hasn't heard the prompt. . Fagle! The TEACHER turns from the blackboard and DANNY leans back, eyes twenty up small behind his book.
M	TEACHER	Ahnee rotzeh lalechet habait hakisai. Mee yodayah? Misaviv tamid anachnoo tamid... The clock-watching child, eyelids sinking, is beginning to drool mouth. The light again flaring the lens. Reverse: looking into a pupil. Objective: the DOCTOR looking through his scope into LARRY's
M	DOCTOR	Mm-hmm.
M	HEBREW SCHOOL	A bored child is excavating a bugger from his nose.
M	DANNY	Fagle!
M	TEACHER	Hamrah oomoh- He interrupts himself briefly to make a couple of phlegm-hawking . Hamrah oomoh meshiach oomshel zal?
M	DOCTOR'S OFFICE	The DOCTOR palpates LARRY's midriff, digging his fingers into DOCTOR's Voice Uh-huh. We'll do some routine X-rays.
M	HEBREW SCHOOL	A young girl holds a hank of her bangs in front of her face, to examine them for split ends.
M	TEACHER	Ahnoo ahnoo mah? Mah? Talmidim? D'vorah? Ahnee to yodayah. The TEACHER begins to pace the desk aisles, looking back and
M	TEACHER	Mee yodayah? The bugger-seeker, having succesfully withdrawn a bugger, carefully sharp end of his pencil, to what end we cannot know. cover-sleeve.
M	X-RAY CONE	A huge white rubberized cone, pointed directly at us. DOCTOR's Voice Hold still. Wider: LARRY is in his shorts lying on his back on an examining of tissue paper. The X-ray cone is pointed at the middle of his There is a brief sci-fi-like machine hum. It clicks off.
M	HEBREW SCHOOL	The clock-watching student's head is making descending bobs toward
M	TEACHER	Nefsheh shelach hamilamid-eh?! The TEACHER's circuit of the classroom has taken him around behind book lies face-down on the desk, covering the radio, but the under it up to his ear. The TEACHER yanks at the cord. The cord pops out of its jack and the Jefferson Airplane blares book of torah stories. The TEACHER lifts the book to expose the jangling radio. . Mah zeh? ! Mah zeh? ! Some of the students are singing along; a couple beat rhythm . Shechet, talmidim! Anachnoo lo cam zeh b'bait sefer! Shechet bivakasha! Three other students join in a chorus:
M	STUDENTS	Shechet! Shechet bivakasha! The nodding student's head droops ever lower. Other students join in the chant: snorfling inhale of sleep. LARRY, now fully clothed, is seated across from the DOCTOR. He nods as he smokes, looking at the file.
M	DOCTOR	Well, I-sorry. He holds the pack toward LARRY.
F	LARRY	No thanks.
M	DOCTOR	Well, you're in good health. How're Judith and the kids?
F	LARRY	Good. Everyone's good. You know. The DOCTOR takes a long suck.
M	DOCTOR	Good. Daniel must be-what? About to be bar mitzvah?
F	LARRY	Two weeks.
M	DOCTOR	Well, mazel tov. They grow up fast, don't they?
M	TINTED PHOTO PORTRAIT	The portrait, old, in an ornate gilt frame, is of a middle-aged mustache and round spectacles. He wears a tallis hood-style and strapped to his forehead. A plaque set into the frame identifies Wider shows that the portrait hangs in the Hebrew school principal's cinderblock room. It is quiet. The only sound is a deep electrical Just visible behind the principal's desk, upon which is a low plate identifying the occupant as MAR TURCHIK, is the top of man, with a few whispy white hairs where his yarmulka is not. We boom up to show more of the principal. He is short. He wears hoist-up pants that come to just below his armpits. He has thick with the transistor radio, muttering:
M	PRINCIPAL	Hmm... eh... nu? He experiments with different dials on the radio.
M	DANNY	You put the- The old man holds up one hand.
M	PRINCIPAL	
M	DANNY	Um... The old man looks down at the little earpiece pinched between it as a superstitious native might a Coca-Cola bottle. around the dial very, very slowly. The Reb continues to squint at the earpiece. DANNY sighs. He encourages:
M	DANNY	Yeah, you- The principal's tone is harder:
M	PRINCIPAL	In ivrit! This time his cold look holds until he is sure that the admonishment He looks back down at the earpiece. We hear the door open. The principal ignores it. eyeglasses. She wears thick flesh-colored support hose. She takes toward the desk. The principal is studying the radio.
M	PRINCIPAL	Mneh... The old woman continues to take slow short steps toward him. performance-art piece. She reaches the desk and sets the teacup down. She summons a hawking rasps and turns to go. She takes slow short steps toward the door. i f ngers push and wobble and tamp the earpiece into place, hesitate, more pushing and wobbling and tamping. The principal keeps DANNY fixed with a stare as his hand hesitantly ready to reach back up should the earpiece loosen. .mneh... Satisfied that neither the student nor the earpiece are about looks down at the radio. He turns a dial. Faintly and tinnily from the earpiece we hear the compressed rabbi stares blankly, listening. DANNY slumps, looking warily at the rabbi. The rabbi continues to stare down at the radio. The compressed The rabbi is expressionless, mouth slightly open, listening.
M	CLASSROOM	We are behind a man who writes equations on a chalkboard, shoulder quickly waggling. Periodically he glances back, giving us a fleeting LARRY Gopnik.
F	LARRY	You following this?... Okay?.. So... Heh-heh... This part is exciting... Students follow along, bored. LARRY continues to write. . So, okay. So. So if that's that, then we can do this, right? Is that right? Isn't that right? And that's Schrodinger's paradox, right? Is the cat dead or is the cat
M	BLEGEN HALL	LARRY is entering the physics department office. The department's castored chair away from her typing.
F	SECRETARY	Messages, Professor Gopnik. He takes the three phone messages.
F	LARRY	Thank you, Natalie. Oh-CLIVE. Come in. A Korean graduate student who was been waiting on a straightbacked
M	LARRY'S OFFICE	He is flipping through the messages. Absently:
F	LARRY	So, uh, what can I do for you? The messages: WHILE YOU WERE OUT Dick Dutton OF Columbia Record Club REGARDING: "Please call." WHILE YOU WERE OUT Sy Ableman REGARDING "Let's talk." WHILE YOU WERE OUT CLIVE Park REGARDING: "Unjust test results." He crumples the last one.
M	CLIVE	Uh, Dr. Gopnik, I believe the results of Physics Mid-Term were unjust.
F	LARRY	Uh-huh, how so?
M	CLIVE	I received an unsatisfactory grade. In fact: F, the failing
F	LARRY	Uh, yes. You failed the mid-term. That's accurate.
M	CLIVE	Yes, but this is not just. I was unaware to be examined on the mathematics.
F	LARRY	Well-you can't do physics without mathematics, really, can you.
M	CLIVE	If I receive failing grade I lose my scholarship, and feel You understand the dead cat? CLIVE nods gravely. But... you... you can't really understand the physics without understanding the math. The math tells how it really works. That's the real thing; the stories I give you in don't understand the dead cat. The math is how it really works. CLIVE shakes his head, dubious.
M	CLIVE	Very difficult... very difficult...
F	LARRY	Well, I... I'm sorry, but I... what do you propose?
M	CLIVE	Passing grade.
F	LARRY	No no, I-
M	CLIVE	Or perhaps I can take the mid-term again. Now I know it
F	LARRY	Well, the other students wouldn't like that, would they. If likes. CLIVE impassively considers this.
M	CLIVE	Secret test. LARRY wraps a hand wearily over his eyes.
F	LARRY	. No, I'm afraid-
M	CLIVE	Hush-hush.
F	LARRY	No, that's just not workable. I'm afraid we'll just have to
