M	CHARACTER	DIALOGUE
M	CHARLIE	Excuse me sir, can we help you? Did you miss your ride?
F	JACOB	I missed the Spec.
M	RUSS	The what?
M	CHARLIE	Yes, I'm afraid you did. Can we call someone for you? Where'd it all go?
M	RUSS	He's seriously old.
M	CHARLIE	Did you come with the folks from the retirement home?
F	JACOB	No, I came on my own. Let's go inside and we can call them to pick you up. Charlie motions for Russ to get Jacob in the wheelchair.
F	JACOB	No, I told ya, I came on my own and I'm not going back. Get your hands off me.
M	RUSS	It's OK. We're gonna call the home so they can come pick you up. Why don't you pick some of those rings out ya head maybe you won't be so stupid, ya dumb little shit.
M	RUSS	Woah! The language. Uncalled for.
M	CHARLIE	Sir, we need to get you out of this parking lot. My trucks have to come through here. Please... He offers the wheelchair. Jacob relents and sits.
M	CHARLIE (CONT'D)	I got it Russ. Take the walker. Finish closing up the ticket booth. Russ takes the walker and exits as Charlie wheels Jacob.
F	JACOB	In my day, they had old timers in the ticket wicket and freaks like him in the sideshow. Damn kid didn't even know what the Spec was.
M	CHARLIE	You sound like you know circuses. Charlie checks his watch, impatient to get Jacob home.
F	JACOB	I should. I was on two.
M	CHARLIE	Malcolm, tell them to come through! Two circuses. Wow, that's something.
F	JACOB	Ringling, of course, but that was later...
M	CHARLIE	I'll need your name when I call the home.
F	JACOB	...First one was called Benzini Brothers Most Spectacular Show ... Charlie suddenly stops upon hearing that name.
M	CHARLIE	What?...Wait a minute! Did you say you were with the Benzini Brothers? What years?
M	CHARLIE	"31?...You're saying you were there for the---?
F	JACOB	I was in the middle of it. I don't believe this. After the Hartford Fire and the Hagenback- Wallace Wreck, that's the most famous circus disaster of all time.
F	JACOB	I remember it like yesterday... Better - cause I don't remember yesterday. Charlie O'Brien the third.
F	JACOB	Jacob Jankowski the only.
M	CHARLIE	Mr. Jankowski, I would be honored if you would have a drink with me in my trailer.
F	JACOB	Ah, I remember you...Camel would've loved this stuff.
M	CHARLIE	Camels drink scotch? Jacob laughs, shaking his head No. Charlie pours another;
M	CHARLIE (CONT'D)	You really got here on you're own?
F	JACOB	The Great Escape! But I got lost.
M	CHARLIE	I should call the home, let them know where you are.
F	JACOB	I don't know why they call it a "home". You don't know anybody there. They fill you so full of drugs, you don't care...Five kids and not one has a place for me since their mother died. They take turns visiting me on weekends. They forgot whose turn it was today so nobody showed up.. I had a life, ya know. A big life...It isn't right. Charlie empathizes. Pours another. Changes the subject.
M	CHARLIE	So, how did the Benzini Brothers stampede start? The story is two guys got thrown off the train and--
F	JACOB	No point in telling a story if all you want to know is the end.
M	CHARLIE	Sorry. From the beginning.
F	JACOB	Now, let's see...the beginning... Well, everything began the same day everything ended...Ha, isn't that how it always works?...
M	JACOB (V.O.)	It was a big day. My final exams.
M	E. JANKOWSKI	Doctor of Veterinary Medicine
M	JACOB (V.O.)	After six years of dissections, castrations, foalings and shoving my arm up a cow's ass more times than I cared to remember, I was finally going to graduate Cornell in Veterinary Science. I was summa cum laude...ha,ha and the oldest male virgin on campus. VETERINARY SCIENCES FINAL EXAMS is written on the board of a
M	THE PROCTOR	You may begin. Jacob, the Blonde and fifty other students open their exam
M	JACOB (V.O.)	I had my whole life planned. I knew exactly where it was taking me... And then, with the opening of a door, it all vanished. The Lecture Hall door opens and DEAN WILKINS enters. The Dean
M	THE PROCTOR	Mr. Jankowski? May we have a word? Fifty pairs of eyes turn to look at Jacob, who looks up.
M	DEAN WILKINS	Jacob, it's your parents. I'm afraid there's been a car accident.
M	CORONER	Are you ready? The Chaplain places a comforting hand on Jacob's shoulder.
M	CHAPLAIN	Is there any other family to call?
F	JACOB	No. Just me.
M	HYDE	I know this is difficult for you, but there's been no mistake. The house and all their assets, including your father's practise, are now property of the bank in default of the mortgage.
F	JACOB	But I'm telling you, my father put away every penny he ever earned. They owned that house outright. Why would he have a mortgage?
M	HYDE	My guess is because he let people pay him in beans & eggs or whatever they had, instead of money.
F	JACOB	And so he's penalized for not turning away people who couldn't afford his help? He was a doctor.
M	HYDE	Yes, I know, he was a very good man but in banking terms, in the reality of what makes this world actually function, he was an irresponsible man. I'm sorry, but you oughta to know the truth. This Depression is going to last for a long while.. ..And the only ones who will be standing at the end of it, are the ones who fight to take what they need to survive. Everyone else is going to disappear. Don't make the same mistakes as your father. Jacob is disturbed by this description of his father.
M	JACOB (V.O.)	Things happened so fast, my head was spinning. And that mortgage...I just couldn't figure it out. A DELIVERY TRUCK pulls up at the curb. It is met by A BANK
M	BANK REPRESENTATIVE	This just came for you, Jacob. Whatever it is I'm going to have to include in the bank's report of assets. Sorry. You OK? I also have documents to sign.. The Bank Representative continues MOS as Jacob opens the I didn't believe the lawyer or the bank. My mother worked. They had savings. We were never broke. So why would they need a mortgage? And then it hit me... Jacob opens the package revealing a BRAND NEW SIGN, reading; They did it to pay for my Ivy League education. For a moment Jacob can't move. This thought stuns him. With
M	BANK REPRESENTATIVE	Jacob? Jacob they need these signed by the end of the business day. Jacob walks away from the Bank Rep, pulling off his tie and
