M	CHARACTER	DIALOGUE
M	TUXEDO	I'm not really in the mood for opera, Armando. ARMANDO nods knowingly pulls back into traffic.
M	ARMANDO	F Street? You read my mind. Let's not mention this to my Dad... As he speaks, he passes a few BILLS over the seat.
M	TUXEDO	I can find my way back. ARMANDO nods and pulls away. TUXEDO moves toward the THE ASSASSIN parks his bike, a few steps behind. Tuxedo The ASSASSIN takes off his helmet, tries the door. It THE BOUNCER is a huge, bald man with JET BLACK skin, RED
M	BOUNCER	This is a private club.
M	ASSASSIN	I just need to talk to-- THE STEEL DOOR has already shut in his face.
M	BLONDE	Mind if I join you? A stunningly beautiful BLONDE in edgy, dramatic clothes WITH THE ASSASSIN, wearing his HELMET with the VISOR UP,
M	TUXEDO	Get lost, meatbag. THE ASSASSIN emerges on his bike, rides directly over her GREER, in the lead, waves PETERS up. They approach a GREER kicks open the door-- THE PSYCHO who lives here has kicked over a LANTERN, FIRE GREER squeezes off a couple of SHOTS. The PSYCHO's too GREER looks down from the broken window.
F	PETERS	Let's call for back-up.
M	GREER	Where'.s the sport in that? GREER SNORTS and-- PLAY A FRANTIC FOOT CHASE, both men scramble over chain- GREER pursues the PSYCHO around a corner, into a --wherethePSYCHO gets the jump on him, SWINGS a length Greer SLAMS the dumpster lid on the man repeatedly.
M	GREER	You have the right to remain silent-- But the PSYCHO has grabbed something from the trash, GREER plants a foot on his chest and holds him fast
M	GREER (CONT'D)	Stay with me asshole--
M	PSYCHO	Why would I do that? The PSYCHO grins-- then his head lolls back, eyes empty.
F	PETERS	Is this Kathy Welles...? My name is Jennifer Peters, with the FBI's surrogate crime division... ON SCANNER-- the name "KATHY WELLES," "REPORTED STOLEN," GREER kneels beside the PSYCHO's body, pockets his THE SEMI DRIVER is still behind the wheel of his rig. He
M	SEMI DRIVER	Am I in trouble?
M	GREER	Nah, go back to work. GREER rises as his PHONE CHIMES, he touches his earpiece.
M	GREER	He's a rental. He disconnects, reaches to turn the PSYCHO's head to one
M	CONTINUED:	He won't let go. Greer stomps on the-PSYCHO's head,
F	PETERS	I don't recommend reconnecting, Ms. Welles... hello? The WOMAN on the floor TWITCHES, her eyes open. She sits
M	VICTIM	Aw crap, I'm totalled!
F	PETERS	Your insurance ought to cover it.
M	GREER	--trash pick-up on Maple and 4th.
M	DISPATCHER (FILTER)	Coulda just called it in, we'd a shut him down from here--
M	GREER	Any ID from the rental agency?
M	DISPATCHER (FILTER)	Yeah, got a name from their office in Miami. Ness, Harold P. Harry P. Ness.
M	DISPATCHER	Oh. False ID?
M	GREER	You think?
M	DISPATCHER	Don't be in a rush to get home, Tom. Two surries down outside The Pit, hard-core club on F street.
F	PETERS	Abandoned.
M	GREER	Or something happened to the operator.
M	GREER (CONT'D)	Registered to a Cameron Michaels, out in Clarksburg... You call her?
