M	CHARACTER	DIALOGUE
M	WOMAN'S VOICE	When I was a little girl, my mother would remind me each night before bed to be sure to open my heart to God, for he was kind, merciful and just. Things changed after my father left a few years later, leaving her to raise me and my brothers alone in a little place out on the edge of the Mojave Desert. She never talked about a kind and merciful God again. Instead she spoke of a prophecy. Of a time when all the world would be covered in darkness and the fate of Mankind would be decided. One night I finally got up the courage to ask my mother why God had changed, why was he mad at his children. "I don't know," she said, tucking the covers around me, "I guess he just got tired of all the bullshit." And with these words the last trace of sunlight is SNUFFED A darkness filled with the sounds of SIRENS, GLASS
M	A BLOOD RED MOON	reflected in a greasy puddle of water. Might just be the
M	TWO BLACK BOOTS	land hard in the water...and we're in: His name, we will come to know, is MICHAEL. He quickly checks out his surroundings, nothing but brick Michael pulls his overcoat tight around his body and dashes He reels back into the alley way, ducks down behind a trash Michael waits for the lights to disappear, then he pulls a Michael begins to peel off his overcoat, revealing his bare SMASH! Michael drops down through one of the skylights in a He turns his back to the mirror, revealing two HORRIFICALLY
M	FRESH. BLOODY.	He threads a needle not with thread, but with FISHING WIRE, Weapon after ferocious weapon gets tossed into rifle bags.
M	BURTON	Goddamn' animals. Nights like this I wish I could take a match to this city just so I could watch all these motherfuckers burn. A good ol' boy barbecue, huh? Burton doesn't even smile. He's dead fucking serious.
M	BURTON	A fresh start. That's what this place needs. He holds his finger up like a pistol. Aims it at the people
M	BURTON	Pow! Pow! Pow! Now Burton laughs, a dark, mean laugh. Estevez eyes his
M	ESTEVEZ	Jesus... You know Burton, I'm so happy we get to share beautiful moments like this. They really brighten my da-- KABOOM! Through the WINDSHIELD, we see a storefront EXPLODE Freeze! Estevez and Burton are already out of the squad car,
M	ESTEVEZ	Drop the bags! Hands on your head! In the distance, the POP-POP of GUNFIRE. The POLICE RADIO The cops shift about nervously, trying to stay focused.
M	MICHAEL	It's starting. There isn't much time. The cops shoot a quick, anxious glance at each other -- "what
M	BURTON	Shut the fuck up and drop the bags now! Michael lets the gun bags hit the ground.
M	ESTEVEZ	Hands on your head! On your head! Michael slowly places his palms on his skull.
M	BURTON	Turn around! Turn the fuck around! Michael slowly turns around. Calm. And that's when he moves, a fucking blur! In an instant Michael's broken the cop's arm, spinning him Burton struggles to find a shot, can't.
M	BURTON	Let `em go!
M	ESTEVEZ	Take the shot, Burton!
M	BURTON	I said let `em fuckin' g-g-g-g-- Suddenly Burton starts to SHAKE, the words stuck in his
M	ESTEVEZ	Burton!? THE STREET LAMPS BEGIN TO FLICKER AND STROBE, adding to the Burton squeezes his eyes shut in pain, his WHOLE BODY And with the horrific sound of CRACKING BONES, BURTON'S MOUTH His eyes SNAP OPEN, focused, the force inside him now fully Burton looks at Michael with calm recognition, his voice
M	BURTON	What are you doing, Michael? These weren't your orders. Estevez looks at his partner with confusion.
M	ESTEVEZ	What did you say? Michael, however, seems to know exactly who he's talking to.
M	MICHAEL	I'm following my own orders now.
M	BURTON	Then you will die along with the child.
M	ESTEVEZ	Burton, you fuckin' know this guy?! BLAM! Burton shoots his partner in the head. Estevez drops, Bullets rip up the concrete. SMASH! The squad car window And down he GOES, leaving Michael the only one left standing. With soldier-like efficiency, Michael picks up the rifle bags Bolts awake. Breathing hard. Covered with sweat. Nothing but desert for miles in all directions, save for a A beat as Jeep contemplates the sign.
M	CHARLIE (O.S.)	You okay, Jeep? Jeep turns to see CHARLIE, a very pregnant girl of about
M	JEEP	Sorry to wake you, Charlie.
F	CHARLIE	Wasn't you. He's been kickin' up a storm all night. Must know somethin' I don't. She approaches Jeep. Sees the strain in his eyes.
F	CHARLIE	Another bad dream? He struggles for a moment, nods.
F	CHARLIE	It's just stress, Jeep, that's all. You do too much worryin'. About this place. About your dad. About me... A glimmer of a smile crosses Jeep's face.
M	JEEP	You're the only thing I like worrying about.
F	CHARLIE	See what I mean? You're worried about a girl eight months pregnant and it isn't even your baby. Now that's enough to give anybody nightmares. Jeep turns away, dejected.
M	JEEP	Go ahead, make fun of me. Everybody else does.
F	CHARLIE	C'mon, I was only kiddin'. You know how much I appreciate everything you and Bob are doing for me, but a month from now, this baby'll have a new family and I'll have to start thinkin' about what the hell I'm doin' with my life. This is not news Jeep wants to hear.
M	JEEP	So you're still going through with it...?
F	CHARLIE	Jeep, I'm not ready to be a mama. Christ, I can barely take care of myself as it is.
M	JEEP	I could help you. We could do it together, you know? I want to. Charlie smiles sadly at him, touched by his sweetness, but
F	CHARLIE	You gotta stop carryin' the weight of the world on your shoulders. Jeep nods, tries to hide the fact that he's dying inside.
F	CHARLIE	Now can we go back in? I'm freezing my ass off out here.
M	JEEP	Go on. I'll be right there. Charlie kisses him on the cheek and heads back to the And over Jeep's troubled look, the perennial holiday cheer of
M	JIMMY STEWART (V.O.)	I don't know whether I like it very much being seen around with an angel without any wings.
M	CLARENCE (ON TV)	Oh, I've got to earn them and you'll help me, won't you? Bob considers the TV with a frown. He deftly rolls an Behind the counter, a black man named PERCY WALKER (60's) is
M	PERCY	Lord as my witness, Bob, one of these days that thing's gonna hit you back.
M	BOB	Whaddya talkin' about, Percy? We got a special relationship here.
M	PERCY	Yeah, they got names for that kind a relationship. The JUKEBOX on the other side of the diner starts up with the
M	SANDRA (O.S.)	It's disgusting. You're right. It is disgusting. Watching the scintillating action from a booth across the
F	SANDRA	Really, how can she go out in public wearing that?
M	HOWARD	I don't know. Why don't we just ask her?
