M	CHARACTER	DIALOGUE
M	HAYES	... last few years have brought many advances in the interests of women in naval service, particularly in the land-based maritime specialties. What's more, the Navy has instituted special sensitivity courses with an eye on --
F	DEHAVEN	Whoa, whoa, whoa. "Land-based maritime specialties." Gimme a second here to de-euphemize that...
F	DEHAVEN	Would that be anything like "typing"? "Restocking the cupboards"? That sort of thing, Mr. Hayes?
M	HAYES	Hardly the case, Senator.
F	DEHAVEN	Well, I'm just an old dame without much time left, so you'll pardon me if I jump right in here before they discontinue my blood-type. I am deeply concerned over the Navy's seemingly incontrovertible attitude toward women in the military. Case in point...
F	DEHAVEN	"The Lark Report."
M	HAYES	Madam Senator... this is an internal document of the U.S. Navy. I must seriously question whether --
F	DEHAVEN	The Navy's conclusion regarding the crash of an F-14 aboard an aircraft carrier. Female aviator, it just so happens. You're familiar with this report and its conclusion, am I right?
M	HAYES	I was one member of the investigating commission.
F	DEHAVEN	Yes, I see your signature right here -- twice the size of everyone else's. And your conclusion was "pilot error," hmm?
M	HAYES	I'm really not prepared for any kind of in-depth review of --
F	DEHAVEN	I'd like to think our next Secretary of the Navy would be prepared for anything, Mr. Hayes.
M	HAYES	The commission concluded that the aviator in question failed to execute a proper approach to the carrier.
F	DEHAVEN	That aside for the moment, I'm struck by the tenor, the ill-spirit of your report... the degrading remarks by other aviators... innuendo about her performance in unrelated situations... even a reference to her sexual activity the weekend prior. In my seven years on this committee, I've never seen a downed aviator treated like this. Never. I'm deeply disturbed by this report, Mr. Hayes. Not just what it bodes for women in the military -- but for your own confirmation as well.
F	DEHAVEN	... a full 35 percent of all jobs in the U.S. military are still, to this day, off-limits to women. And that's simply gotta change.
M	PRESS #1	What about those who say women aren't suited for all jobs? That they're physically weaker... they have less stamina...
F	DEHAVEN	Sure. And we're gonna hog the bathroom, too.
M	DEHAVEN'S AIDE	White House boys want a private meeting.
F	DEHAVEN	I'll act surprised.
M	WHITE HOUSE #1	... to reassure you that he has every faith in the ability of Mr. Hayes to guide the Navy into the next century. The task, as the Administration sees it, is to acknowledge changing realities without losing traditional values.
F	DEHAVEN	'Zat it? Ten minutes, nothin' on the table? Sweetcakes, you best go back to the President and tell him to open up the phone book and start lookin' for his next nominee.
M	WHITE HOUSE #2	Administration's plan for 100 percent integration. If female candidates measure up in a series of test cases, the President will support full integration within three years' time.
M	WHITE HOUSE #2	It's your gender-blind Navy, Senator. Surely you're not going to balk now.
F	DEHAVEN	Well, it's just that askin' you all to integrate the Navy is like sending a man to do a woman's job. How do you propose to handle the Combat Exclusion Laws?
M	WHITE HOUSE #2	Keep narrowing the definitions. Keep redefining.
M	WHITE HOUSE #1	We got around it in Saudi Arabia.
F	DEHAVEN	By calling women "Honorary Men." Ingenious.
M	WHITE HOUSE #2	C'mon, Senator, President's pitchin' right down the center of your plate. If women measure up to men, they've got the job. You going to take a swing? Or step out of the box?
M	HAYES	Well?
M	WHITE HOUSE #2	Congratulations, Mr. Secretary.
M	HAYES	So she picks the women, we pick the programs. Seals?
M	FLAG OFFICER #1	I'd go Special Reconnaissance. Every bit as tough -- and we have a 60 percent drop-out rate among the men.
M	HAYES	Then I suggest we start there.
M	FLAG OFFICER #1	Doesn't matter who she picks. No woman is going to last one week in a commando training course. And I don't care who it is.
F	JORDAN	Lieutenant O'Neil. Gotta situation here. Where are you? Stuck in traffic?
F	JORDAN	Not due in for 22 minutes, sir. Watcha got?
M	ROYCE	All right, stand by, we're going to switch over to COMSAT...
M	TACTICAL OFFICER	Voice-system now secure...
M	ROYCE	Okay, fresh stuff: Lost a NATO plane over the Sea of Japan. ELB signals leads us to believe the pilot is alive and has made his way to the North Korean shore, near a fishing village, "Tamyung." Do we know it's him using the beacon? Not a decoy?
M	ROYCE	Signals received only sparingly, in such a pattern that leads us to conclude it is a downed aviator trying to conserve his batteries.
M	JORDAN (V.O.)	Chances of recovery?
M	ROYCE	You're the analyst for East China, O'Neil. Analyze.
F	JORDAN	North Korean beaches are the best protected, most heavily monitored in the world. The civilian population is so propagandized that it acts as an Early Warning system. Extraction team has to be small and silent -- I'd go with Seals over Delta Force. Problem is, don't want to hold a conventional sub off-shore for target practice. Where's The Polk?
M	ROYCE	Halfway 'round the world. So that's the problem -- we can get the team in, just not out.
F	JORDAN	Unless you Whiskey Run.
M	ROYCE	Blank faces here, O'Neil.
F	JORDAN	Quick-hit technique used by Capone. Rigged a getaway car with running boards and handles. All his guys had to do was jump on and take a ride. Check the files -- DPRK-57 -- I doped it out as a contingency plan: Seal Team infiltrates, picks up the package, links up with recovery sub. But don't waste time opening and closing hatches. They just grab the periscope and hang on for neutral waters.
M	ROYCE	You expect the extraction team to ride the sub bare-back? Is that correct, O'Neil?
F	JORDAN	Only four minutes to neutral waters, sir. Why not?
M	ROYCE	All right, sending the recommendation across the river. Royce out.
F	JORDAN	No, thank you, sir.
M	ROYCE	That was good headwork, lieutenant.
F	JORDAN	Thank you, sir. We hear back from the Pentagon?
M	ROYCE	Probably hear back from CNN first.
F	JORDAN	Hate this part. Just sweating it out on the sidelines.
M	ROYCE	Intel has its own glory, lieutenant -- no matter how subtle.
M	ROYCE	By the way, I'll need that option paper by 11-hundred today so I can review it with Admiral Hanover. And do we have any of that breakfast tea around here?
F	JORDAN	Is this my glory, sir?
M	N.I.C. SECRETARY	Excuse me, but I have Senator DeHaven on the line for you.
M	ROYCE	Jesus God, what now?
M	N.I.C. SECRETARY	I'm sorry, sir no -- she asked to speak with Lieutenant O'Neil.
F	DEHAVEN	So everyone I talk to says you're top drawer with silk stockings inside.
M	JORDAN (V.O.)	Thank you, ma'am. Um, may I ask what this is regarding?
F	DEHAVEN	High-school pentathlete... ROTC scholarship, graduated with honors... top marks in Basic Training... and, as it just so happens, a constituent of my home state of Virginia. Oh, the things I'll do for one extra vote.
F	DEHAVEN	Lieutenant O'Neil, I am prepared to nominate you for the Navy's Special Reconnaissance program. Should you accept, you'll ship out to Coronado next week and join in the big testosterone festival. Complete the course, and you'll have a fast ticket to any assignment you want. That's my personal promise to you.
F	JORDAN	"Coronado."
F	DEHAVEN	California.
F	JORDAN	I know that, sir. Ma'am. It's just that... Beggin' your pardon, Senator, but... do you understand that this involves combat training?
F	DEHAVEN	This is just a test case, O'Neil. But if it works out -- if you work out -- it could well change the Navy's official policy on women in combat. Or, actually, its official non-policy. Now who's your immediate superior there?
F	JORDAN	Captain Dwyer. Technically.
F	DEHAVEN	My office will fill him in and help expedite. Look forward to meeting you at the proper time. Jumping off now...
F	JORDAN	Uh, question, ma'am.
F	DEHAVEN	Yes, dear.
F	JORDAN	Would I be the only one? The only woman?
F	DEHAVEN	There'll be more to follow -- but yes, dear, right now you're the pick of a very large litter. And your success would mean a lot. Jumping, now...
F	JORDAN	Well, shit-a-doodle-do...
M	JORDAN (O.S.)	... well, I survived Basic Training and three brothers -- so I know how to fight. What scares me are the sexual politics. I don't want to be turned into some poster girl for women's rights.
M	ROYCE	So why're you even considering it? Are you?
F	JORDAN	Just like you would be.
M	ROYCE	Spec-Recon. Those guys are world- class warriors. And they will not want you there, Jordan.
F	JORDAN	I take it you don't either. Feet.
M	ROYCE	Well, you're doin' shit-hot at Intel.
F	JORDAN	Royce. We're the same age, we started the same time -- and now you're sitting in the upperdecks while I'm still down in the bullpen. What does that tell you about the Navy?
M	ROYCE	She's haze grey and underway...
F	JORDAN	You need operational duty to really advance... you need combat training to go operational... yet combat training is off-limits to people with tits. I'm topped out at Intel. Forget the glass ceiling -- I'm beating my head on a big brass ceiling.
M	ROYCE	So dump on me.
F	JORDAN	This has nothing to do with you.
M	ROYCE	Well, guess I don't even need to be here...
F	JORDAN	Get your dick back here. It has everything to do with you.
M	ROYCE	You're such a ball-breaker sometimes. Especially at night.
F	JORDAN	Sorry. But after our days... So if I try this thing... if I ship out to Coronado... what happens here?
M	ROYCE	I'll try to keep the door open. If you wash out, I make it so that --
F	JORDAN	Wai', wait. What happens if it works? Four months of training, three years of operational duty. What then?
M	ROYCE	I don't feel like doing an option paper on the rest of my life, Jordan. Maybe we should just let it happen.
F	JORDAN	Which is guy-speak for...
M	ROYCE	Sounded lame as soon as it came out of my mouth. But I'm trying to be honest, okay? Three years is a long time. Don't ask me to predict how I'll feel then, Jordan, because I don't know. And either do you.
F	JORDAN	You know, right up until you said that -- I thought I did know.
M	ROYCE	Jordan...
