M	CHARACTER	DIALOGUE
M	OLDER MAN	I'm real sorry about Dorothy, Walt. She was a real peach.
M	WALT	Thanks for coming, Al. Walt Kowalski looks young for his age. He has slate blue
M	WALT	Jesus Christ. Walt's two sons, MITCH and STEVE, watch their father from
M	MITCH	Look at the Old Man glaring at Ashley. He can't even tone it down at Mom's funeral?
M	STEVE	What do you expect? Dad's still living in the 50s. He expects his granddaughter to dress a little more modestly.
M	MITCH	Yeah, well your kid's wearing a Timberwolves jersey. I'm sure Dad appreciates that.
M	STEVE	My point is that there's nothing anyone can do that won't disappoint the Old Man. It's inevitable. That's why we stopped doing Thanksgivings; the deal with the boat motor, the broken bird bath, it's always something.
M	MITCH	What are we going to do with him? Don't you think he'll get in trouble by himself over in the old neighborhood?
M	STEVE	Why don't you have him move in with you?
M	MITCH	Ha ha. Walt looks around disgustedly at the people gathered as
M	FATHER JANOVICH	Death... is often a bittersweet occasion to us Catholics. Bitter in the pain it causes the deceased ... and their families. Sweet to those who know the salvation that awaits them. And some may ask, what is death. Is it the end? Or is it the beginning? And what is life? What is this thing we call life?
M	WALT	Jesus. Walt coughs. He takes a handkerchief and wipes his lips.
M	STEVE	A lot of people showed up after the service.
M	WALT	Yeah, well, I s'pose they knew there'd be plenty of ham. I think I'll go downstairs and get some more chairs.
M	STEVE	I'll do it, Dad.
M	WALT	Naw, we need them now, not next week.
M	DAVID	Is that Dad?
M	DANIEL	No, it's Grandpa Walt. Josh turns the photo over and reads it...
M	JOSH	Third Platoon, E company, March second, 1952, Korea.'
M	DANIEL	Where's Korea?
M	JOSH	Hell if I know? David holds up a MEDAL.
M	DAVID	Cool, I found a medal. They hear someone coming downstairs. By the time Walt Walt gives them a hard look as he grabs some chairs. People eat and chat. Ashley marches over to her parents,
M	ASHLEY (GRANDDAUGHTER)	How long do we have to stay, this ghetto is a dead zone for my cell and I'm bored. Walt stands behind them with an armful of folding chairs,
M	MITCH	Ashley, honey. Why don't you help Grandpa Walt with the chairs?
F	ASHLEY	Me?
F	KAREN	Yes you.
F	ASHLEY	Grandpa Walt, can I help you with the chairs.
M	WALT	I'll take care of it, you just painted your nails. Walt opens the folding chairs and looks out the window.
M	WALT	I'd better salt the sidewalk before someone falls and breaks a hip. Walt taps the floor with his boot and DAISY, his very, Walt carefully shovels his sidewalk. He deliberately Next door to Walt's house some sort of party is going on. Walt lights a cigarette and speaks to his dog, Daisy.
M	WALT	Jesus Christ, how many swamp rats can they cram into a living room? Walt steps inside and catches Ashley sneaking a Ashley tosses her cigarette when she sees Grandpa Walt.
F	ASHLEY	Wow, Grandpa, when'd you get the vintage car? Walt looks at her for a second, then steps on her still
F	ASHLEY	I never knew you had a cool old car.
M	WALT	It's only been in here since before you were born.
F	ASHLEY	So, what are you like going to do with it like, when... you die? Walt lights up a smoke --
M	WALT	Jesus, Joseph and Mary. Walt pulls the cover back over the Gran Torino.
F	ASHLEY	Then what about that super cool retro couch in the den, I'm going to State next year and I don't have, like, any furniture? Walt walks out without commenting. The doorbell rings and Walt opens the door. Standing
M	WALT	Who the hell are you?
M	TAO	I'm Tao, I live next door.
M	WALT	What?! Speak up, boy, get the shit out of your mouth. What do you want?
M	TAO	Do you have jumper cables? My uncle's car is old and...
M	WALT	No. And have some goddamned respect, zipper head, we're mourning over here. Walt slams the door in Tao's face. Walt turns and is suddenly cornered by Father Janovich.
M	FATHER JANOVICH	How you holding up, Walt?
M	WALT	Mr. Kowalski.
M	FATHER JANOVICH	Huh?
M	WALT	It's Mr. Kowalski, not Walt.
M	FATHER JANOVICH	Right, Mr. Kowalski. Your wife and I became quite close these last few months. She asked that I watch over you when she passed on. I told her I watch out for my entire flock, but she made me promise I'd keep an extra sharp eye on you.
M	WALT	I appreciate your kindness to my wife and now that you've spoken your piece, why don't you move on to the next sheep? Walt starts to step away, but Father Janovich blocks him.
M	FATHER JANOVICH	Dorothy mentioned specifically that it was her wish for you to go to confession. She said she couldn't remember the last time you went.
M	WALT	Is that so?
M	FATHER JANOVICH	It is. Walt drains his lowball glass.
M	WALT	Well, I confess I never much liked church and only went because of the wife. And I confess I have no desire to confess to a boy who is fresh out of the seminary. People are leaving Walt's house. A mass of shuffling, Right next door -- walking the opposite direction are
M	ANOTHER ANGLE	Walt leans over a car that contains two shivering old Mitch, Karen, Ashley and Josh pull up next to Walt in a
M	MITCH	I'd really like to help, Dad, but we have to get the kids home, they're getting restless. Walt just looks at the TOYOTA EMBLEM on the Land Cruiser
M	WALT	Fine. Go.
M	MITCH	I'll call in a few, see how you're doing. Walt nods and lights a cigarette as they drive off.
M	WALT	Kill you to buy American.
M	MITCH	Did you see him look at the truck? It's always Rice-Burner this or Jap-Buggy that. Even at Mom's funeral, he can't let it go.
F	KAREN	At least he didn't say anything this time.
M	MITCH	He didn't have to.
