M	CHARACTER	DIALOGUE
M	Jon Hurwitz and Hayden Schlossberg	BILLY CARVER (mid-20s, good looking, "romantic") is sitting
M	MAN (O.S.)	Billy Boy! J.D. BANKS (mid-20s, always looking for a good time) enters
M	J.D.	Get your ass ready! It's almost five o'clock and this bad boy needs to get his drink on! J.D. notices his friend pining over the photo.
M	J.D.	Oh God. Give me that. I'm burning it once and for all. J.D. snatches the photo, and pulls out his lighter. Just as
F	BILLY	Don't!
M	J.D.	Dude, it's been six months. You have to move on. BILLY nods knowingly.
M	J.D.	You know what'll cheer you up? Some hot chick riding your jock all night long.
F	BILLY	You're such a romantic, J.D.
M	J.D.	It would help get your mind off of Sarah. BILLY ponders this for a moment.
F	BILLY	Whatever. Even if I wanted to meet other women, I wouldn't even know what to do. I've been out of the game so long.
M	J.D.	Billy, you come out with me tonight, and I promise you'll get laid.
F	BILLY	Sounds tempting, but I can't. Berenson needs me to update the financial models for his meeting with the foreign investors.
M	J.D.	So what? It's Friday! You have all weekend to do that.
F	BILLY	No I don't. The Germans are taking an earlier flight back, so the meeting's been moved to tomorrow. J.D. thinks for a moment.
M	J.D.	Well, why don't you just get somebody else to do your work then?
F	BILLY	Who? J.D. gets a big smile on his face. He has an idea.
F	BILLY	Harold, listen, I need you to update these models for me.
M	HAROLD	But aren't you supposed to...
F	BILLY	I know, but something came up. I have to meet with some clients tonight, so I won't be able to get to it. It's your responsibility now. Okay? Harold doesn't like this, but before he even has a chance to
M	J.D.	And make sure it's in tomorrow by nine o'clock sharp. With all the downsizing going on around here, we wouldn't want to have to tell Berenson that you've been slacking. He's just dying to figure out who he should fire next.
M	HAROLD	Uh...okay...no problem... BILLY drops a big stack of papers on Harold's desk.
F	BILLY	Wow! I can't believe how easy that was!
M	J.D.	Dude, how do you think I get all my shit done? I'm telling you -- those Asian guys love crunching numbers. You probably just made his weekend. The guys have reached J.D.'S CONVERTIBLE. Now get ready. It's time we embark on...Operation Get Some! And with that, J.D. presses a button in his car that causes Intercut:
M	HAROLD	Fuck.
M	KUMAR	Mononucleosis or mono is an infection caused by the Epstein-Barr virus. Symptoms may include fever, sore throat, headaches, white patches on the back of your throat, swollen glands, sluggishness and loss of appetite.
M	DR. WOODRUFF	Excellent, Kumar. I have to say you're one of the best applicants I've ever interviewed. Not that it's a surprise. Your father is very respected in his field. You know he and I had some pretty wild times when we were in med school.
M	KUMAR	Really?
M	DR. WOODRUFF	Yeah. We started our own basketball team-- the Hemoglobin Trotters... Yeah, we were crazy. Kumar nods and smiles. Woodruff finally stops laughing...
M	DR. WOODRUFF	Anyway-- just one more question. What are some potential symptoms of pancreatitis?
M	KUMAR	Let's see. There might be epigastric tenderness, diffuse abdominal tenderness... Suddenly, we hear what sounds like be a match being lit, a
M	KUMAR	I'm sorry. Can you hold on one second? Kumar stands up and answers his cell phone.
M	KUMAR	Kumar's phone. Kumar speaking. Oh, hey. Nothing important. I can talk. What's up? Dr. Woodruff is offended. He takes a sip of from a mug of
M	HAROLD	I'm not gonna be able to partake in our usual Friday night ritual. I've gotta stay late at the office.
M	KUMAR	Fuck that shit! We had plans! Dr. Woodruff can't believe Kumar's choice of words.
M	HAROLD	I know, but I gotta get this work done.
M	KUMAR	Oh come on! When has getting high ever prevented you from finishing your work? Dr. Woodruff is so shocked that the mug of coffee simply
M	HAROLD (O.S.)	Listen, I'd love to go home, but...
M	KUMAR	No fucking buts! I just bought a quarter of the finest herb in New York City, and I'm not smoking it alone. So you're just gonna have to chill the fuck out, bring your work home, and prepare to get blazed, because in a couple of hours I expect both of us to be blitzed out of our skulls. Got it?...Okay good. See you later. Kumar hangs up the phone and sits back down. Dr. Woodruff is
M	KUMAR	Okay, where was I? Oh yes. More symptoms of pancreatitis. Um...decreased bowel sounds, possibly fever, dehydration, and sometimes even shock.
M	DR. WOODRUFF	Mr. Patel. This is supposed to be a proper interview. Do you actually believe after the way you've behaved that I would ever even consider recommending you for admission?
M	KUMAR	No. I'd actually be pretty surprised. Dr. Woodruff is flustered. He doesn't know how to react.
M	KUMAR	Look, I'm just interviewing so my dad will keep paying for my apartment. I'm not really planning on going to med school.
M	DR. WOODRUFF	But...you have perfect MCAT scores!
M	KUMAR	Well, I'm not an idiot. Dr. Woodruff is at a loss for words. Kumar notices a framed picture of a HOT TEENAGE GIRL on Dr.
M	KUMAR	Wow! Is this your daughter? A disturbed Dr. Woodruff grabs the portrait out of Kumar's
M	HAROLD	Yes! Right in front... Harold carefully lines up his car to parallel park. As he
M	HAROLD	Those assholes. The driver, COLE (20's, asshole, high energy, intense, loud COLE is joined in the jeep with his EXTREME SPORTS PUNK
M	COLE	This is America, dude! Learn how to drive!
M	EXTREME SPORTS PUNK #1	Better ruck tomorrow! Frustrated, Harold turns around and continues driving...
M	HAROLD	Okay, be yourself. Don't be nervous.
M	HAROLD	So Maria, what's been going on?
F	MARIA	Oh, nothing. It's just been a long week. How about you?
M	HAROLD	My week was great. Work wasn't too bad. I caught up on some sleep. Plus, the guy who works next to me decided to bathe for a change.
F	MARIA	Really?
M	HAROLD	Oh wait, I meant the exact opposite of that. Work sucked. I barely slept. And the guy next to me still smells like crap. But a man can dream, right?
M	HAROLD	So what are you up to tonight?
F	MARIA	Actually, I'm probably gonna work out a little bit, clean up the apartment, and then go over to my boyfriend's place. He's cooking me a really nice dinner.
M	HAROLD	Really?
F	MARIA	Oh wait, I meant the exact opposite of that. I'll actually probably just sit on my ass, eat a pint of Hagaan Daz, and watch Blind Date.
M	HAROLD	That sounds awful. Harold laughs, as does Maria. They smile at each other...
M	HAROLD	Well, if you want some company, maybe you could sit on your ass at my place.
F	MARIA	Maybe.
F	MARIA	Bye. DOUBLE WHITE REVISED PAGES MAY 28 2003 10.
M	HAROLD	Bye.
M	HAROLD	Kumar?
M	KUMAR (O.C.)	Yeah, I'm in here! Harold walks over to Kumar's room and looks inside. It's
M	HAROLD	Kumar? In here... Curious, Harold walks over to HIS ROOM (neat, tidy, IKEA
M	HAROLD	Kumar, what the hell are you doing!
M	KUMAR	I'm trimming my pubes. Kumar looks at himself in the mirror as he makes a couple
M	HAROLD	Why aren't you doing this in your room!
M	KUMAR	The mirror's in here. Hey, check it out! It looks like a Bonsai tree!
M	HAROLD	I'm gonna puke. Get your clothes on.
M	KUMAR	Chill out. It makes my Johnson look bigger. Besides, if I don't do this, I'll end up with pubes like my dad. You've seen Osama Bin Laden's beard, right? HAROLD notices something...
M	HAROLD	Are those my scissors? Oh my God! I trim my nose hair with those!
M	KUMAR	Dude, I've been cutting my ass hair with them for the past six months. Kumar puts the scissors down and EXITS THE ROOM. Harold
M	KUMAR	So what the hell is your problem, anyway?
M	HAROLD (O.C.)	Other than my roommate's boney ass?
M	HAROLD	One of the senior analysts asked me to do a bunch of his work for him tonight. Kumar walks back into Harold's room...
M	KUMAR	I assume you gave him the appropriate "go fuck yourself."
M	HAROLD	If by "go fuck yourself" you mean "no problem sir" then yes, he got the message loud and clear. KUMAR shakes his head in disgust...
M	KUMAR	Oh, no wonder you tried cancelling on me today. Dude, you gotta learn how to say "no" once in a while. Now lets get high.
M	HAROLD	No. I got a lot of work to finish. Kumar shuts Harold's laptop.
M	KUMAR	Fuck that! You'll have plenty of time to get that shit done later. Come on, let's smoke a couple joints. Harold thinks for a moment and then caves...
M	HAROLD	One joint.
M	KUMAR	One and a half. Now let's do this... Kumar exits the room... HAROLD hangs his jacket up in his closet, which we see
M	MAN WITH THICK INDIAN ACCENT	Kumar...it is daddy. I hope your interview today was good. I'm calling to remind you that you have another one tomorrow morning with Dr. Wein from Cornell at 10:00 a.m. Do not be late! Kumar rolls his eyes as he tears some pages from the M.C.A.T.
M	MAN WITH THICK INDIAN ACCENT	It is very important you show up on time! Mommy and I will be very upset if you do not go. Good luck, Kumar. Remember, the meeting is at ten o'clock. Bye bye.
M	HAROLD	Don't you think you should take at least one of your interviews seriously? At some point your dad's gonna get really pissed.
M	KUMAR	So what? It's not like there's a shortage of Dr. Patel's out there. My dad's a doctor. My brother's a doctor. Just because everyone in my family went to med school, doesn't mean I have to.
M	HAROLD	Well, then what are you going to do?
M	KUMAR	I'll tell you what I'm gonna do. I'm gonna smoke this fat blunt, get ridiculously high, and then get something to eat.
M	HAROLD	Sounds like a plan. It's an episode of "The Router Workshop."
M	KUMAR	I think we've already seen this one. Harold changes the channel... It's an anti-marijuana commercial. Two teenagers are
M	BLONDE HAIRED KID	Come on, dude. Just take one hit. Don't you want to be cool? Nervously, Brown Haired Kid takes a hit of the joint. Right
M	BLONDE HAIRED KID	Hey man, what are you doing?
M	BROWN HAIRED KID	I'm so high! Nothing can hurt me! The Brown Haired Kid puts the end of the rifle in his mouth.
M	ANNOUNCER (V.O.)	Marijuana kills. They're laughing their asses off at the commercial.
M	KUMAR	I love that shit! Harold continues flipping channels...
M	ANGLE- TV	We see a News report
M	NEWSCASTER	Tonight...a Cheetah escaped from the Morristown Zoo... ANGLE - Harold and Kumar Harold's not interested. He continues flipping...
M	HAROLD	Nice. Sixteen Candles is on.
M	KUMAR	And the award for least heterosexual statement ever made in this apartment goes to... ...Harold Lee! Come on down! Take a bow!
M	HAROLD	Oh come on. It's a John Hughes movie! It's a classic! It's a beautiful story about someone who feels unnoticed, unappreciated, unloved...
M	KUMAR	Hey look! It's you! Kumar points to the TV where we see a CLIP FROM SIXTEEN We see another CLIP [Long Duk talking about the chores he
M	KUMAR	chores around here? Harold gives Kumar a "don't even joke" look. He then
M	HAROLD	We're so high right now.
M	KUMAR	We're not low.
M	HAROLD	I don't know about you, but I'm hungry as balls.
M	KUMAR	No shit! Let's eat! HAROLD bends down and picks up A BUNCH OF DELIVERY MENUS that
M	KUMAR	Nah, I don't feel like delivery tonight.
M	HAROLD	What about KFC?
M	KUMAR	Nah, we've been there too many times. I want something we haven't had in awhile. Something different. Something that'll really hit the spot. I want the perfect food...
M	VOICE ON TV	Are you hungry? HAROLD and KUMAR turn their attention to the TV, where they
M	VOICE ON TV	Then come to White Castle and try our Slyder Special-- six burgers, fries, and a soft drink for only 2.99. HAROLD and KUMAR start salivating, as they see THE STEAM RISE
M	VOICE ON TV	Imagine all those burgers in your stomach right now. Mmmmmh.... HAROLD and KUMAR move closer to the TV to smell the burgers.
M	VOICE ON TV	Don't you like food that's tasty and delicious? Almost in a trance, HAROLD and KUMAR nod agreeingly.
M	VOICE ON TV	Then what are you waiting for? Head over to White Castle. It's what you crave. The commercial ends. HAROLD and KUMAR look at each other--
M	HAROLD	You're sure you know how to get there? I haven't been to White Castle in ages.
M	KUMAR	I'm telling you, there's one right around the corner from that multiplex in New Brunswick. They walk down the hallway, stopping at another apartment.
M	KUMAR	Rosenberg, Goldstein-- get up. We're going to White Castle. Rosenberg and Goldstein continue staring at the TV...
M	ROSENBERG	Wait-- we're watching The Gift on HBO.
M	KUMAR	No waiting. We're starving... Out of the corner of Kumar's eye, he notices Harold grabbing
M	KUMAR	...Put that down! We're not eating `til we get to White Castle. Harold acts like he's going to put the jerky back, but as
M	KUMAR	Now come on guys, let's go.
M	GOLDSTEIN	Sorry man! We're not going anywhere. Supposedly, Katie Holmes shows her milk paps in this movie!
M	HAROLD	Is that all you Jews ever think about? Tits?
M	ROSENBERG	We're talking about Katie Holmes here. You would never think a sweet, innocent girl like her would ever take her top off. Which is precisely why we have to watch her do it.
M	GOLDSTEIN	Dude, the things I'd eat out of her ass, you have no idea. Bacon, shellfish, milk with meat, you name it... DOUBLE WHITE REVISED PAGES MAY 28 2003 18.
M	ROSENBERG	That's a very vulgar statement.
M	GOLDSTEIN	So is "I want to pound Britney Spears in the pussy." But it's true.
M	ROSENBERG	Touché. Anyway, if you guys want to wait till the movie's over... HAROLD and KUMAR have already shut the door.
M	KUMAR	What the hell are you bringing that for? Harold hands Kumar his keys.
M	HAROLD	You're driving. I'm gonna try to get some of my work done in the car. Kumar then checks his pockets and comes up empty.
M	KUMAR	Shit, I forgot my cell phone.
M	HAROLD	Why don't you just run back and get it?
M	KUMAR	Nah, we've gone too far. Reveal that the guys are less than 20 feet from their door.
M	KUMAR	Hey, there's your girlfriend. You actually gonna talk to her this time?
M	KUMAR	What the hell are you doing? That was a perfect opportunity! You could have asked her if she wanted to go to White Castle.
M	KUMAR	You're worthless.
M	HAROLD	I'm not worthwhile.
M	KUMAR	Dude, it's only awkward because you're a pussy. Just talk to her once and I promise you it won't be weird anymore...
M	HAROLD	It doesn't matter. The only girls interested in me are girls I have no interest in. Like Cindy Kim.
M	KUMAR	Speaking of Cindy, she called earlier. One of those 58 Asian clubs she's in is throwing a party at her dorm tonight.
M	HAROLD	God, she invites me to everything.
M	KUMAR	So what? She's fucking cute. Let her touch your penis. They exit the front door of the building...
