M	CHARACTER	DIALOGUE
F	GEORGE	Hey, it's George Simmons, I'm coming in.
M	COLLEGE STUDENT	Hey George, can I get a picture with you?
F	GEORGE	Sure buddy. Let's do it. One of the college students put his arm around George while
M	COLLEGE STUDENT #2	Can I get one?
F	GEORGE	Yeah bud. They take the picture.
M	COLLEGE STUDENT	You're the man. We love all your movies, even the last one.
F	GEORGE	Thanks. Tell your friends.
F	GEORGE	I like those lunestas. They really put me to sleep without giving me the sleeping pill hangover I get from the restorils. I try not to take them too often. Just when I know I have to get up early.
M	DOCTOR STEVENS	George there are some irregularities in your blood work... George's face turns white. He knows what this means. The
M	ANGLE ON GEORGE'S POV	We see photos of the doctor's family, his graduation MUSIC UP - "MY SHIT's FUCKED UP" BY WARREN ZEVON
M	GIRL	Oh my God. Can you take a picture with me?
F	GEORGE	Yeah, sure. She puts her arm around him. Her little brother jumps in
M	GIRL	Thanks. You are the funniest.
F	GEORGE	Thanks, pal. George drives home. We hear the voice of his doctor in his
M	DOCTOR STEVENS (V.0.)	It's a rare blood disorder. In the family of Hodgkins disease. We really don't have a treatment for it. There are things we can try. They're all very experimental in nature.
M	GEORGE (V.0.)	I don't understand what this means.
M	DOCTOR STEVENS (V.0.)	I think you need to hope for the best and prepare for the worst. Is there someone who can help you get your affairs in order? Ira is in the middle of a very long conversation with a
M	WOMAN	Is the turkey organic?
M	IRA	Yes, ma'am.
M	WOMAN	Well what does organic mean?
M	IRA	It means there's no additives or preservatives and it's hormone free.
M	WOMAN	Are there additives or preservatives in the food they feed the turkey?
M	IRA	I don't know ma'am.
M	WOMAN	I heard that because turkeys are fatty birds, mercury gets stuck in their fat. My daughter-in-law, she ate turkey and then she had a miscarriage.
M	IRA	I haven't heard about that. But I may not be informed enough to comment.
M	WOMAN	Well, you're not a doctor, so you shouldn't comment.
M	IRA	You are correct, I am not a doctor.
M	IRA	You should come see me do stand-up tonight at the Comedy and Magic Club.
F	CHUCK	I can't go through that again, man, that was painful.
M	IRA	That was five months ago. I've gotten a lot better.
F	CHUCK	They pay you yet?
M	IRA	Nah, not there. I just hang out and hope somebody doesn't show.
F	CHUCK	Wow, is there anyway for you to.be lower in show business? I don't know if you could even say you're in show business. Why don't you just fucking settle down and enjoy this gig? This is a sweet situation. The money's good, you've got health insurance.
M	IRA	Dude, I know you like it here but if I have to work here another year I would kill myself.
F	CHUCK	Really? In that case, when we bury you does it have to be in some kind of Jew cemetery? Next to Al Jolson or some shit?
M	IRA	Just come. I need the support.
F	CHUCK	No way. I'm funnier than you. And I'm not even that funny. I would go if I was paying to see me.
M	IRA	I'll pay your cover charge.
F	CHUCK	Okay, well you better be good, because I'm bringing a date.
M	IRA	Laughter's the ultimate lubricant. ON-SCREEN -- home video of George at college. George is ANOTHER IMAGE - We see a very young George performing stand- Ira's joke pitches are all over the place. He clearly hasn't
M	IRA	I was thinking about doing something about how I'm not good looking and I'm not bad looking. I'm just good looking enough that if I had a good personality, it could put me over the top. If that was the case.
M	LEO	Yeah, something about how the uglier you are, the better the personality you need. And the hotter you are, the stupider you can be.
M	IRA	I had a joke once about how you never see incredibly hot, blonde, homeless women. Because someone will always take care of that kind of woman. That woman could be the dumbest person on earth and she will survive in this world.
M	LEO	Maybe something like... you can be hot and stupid and survive in the world. And you can be smart and ugly and survive in the world. The people who have trouble are the stupid, ugly people.
M	IRA	That could work.
M	LEO	Let me keep that one, because I thought of most of it.
M	IRA	That's not cool. I came up with the concept! What do you got? Let's work on what you have.
M	LEO	I've got nothing in the notebook. I got drunk last night. But I need material, because I just got spots at the Improv. Budd saw me and approved me. I'm in.
M	IRA	How could they make you a regular? I got turned down twice.
M	LEO	Sorry, man. They're only going to let in one chubby, caustic Jew, so I think you're fucked. Their other roommate, MARK, walks in, waves a check at them.
M	MARK	Hey, dudes. You see this check that I got from my TV show for 25,000 an episode? There was another one of these on the kitchen counter. Did you see it?
M	IRA	No we didn't see it. Just don't leave those things laying around.
M	MARK	I wouldn't leave it around if they didn't give me so many. They give it to me every episode.
M	LEO	Don't throw it in our face that you're on a shitty show.
M	MARK	I wouldn't, if it was a shitty show and not what Time magazine called "insightful and delightful."
M	IRA	I thought you were moving out.
M	MARK	I decided I like it here. Living with you guys keeps me grounded. I don't want to be the guy living in the house on the hill. Even though I could afford it. Hey, I saw that girl comic you like who lives upstairs. I invited her in. She's here.
M	IRA	She's in our apartment? I've never even talked to her. I just gave her quarters at the washing machine.
M	MARK	You were right, she is pretty mousy and sexy. You gotta talk to her.
M	IRA	I need time. I have a three-month plan.
M	MARK	I'll give you ten days for your three-month plan, then I am going to fuck her. You can't just leave that laying around. Starting right now.
M	MARK	The thing about working on a sitcom is it's 22 weeks a year, so I can do stand-up the rest of the year.
M	MARK (CONT'D)	But now people want to see me because they see me on a TV show, so I am kind of a draw. Have you seen the show?
F	DAISY	I don't own a TV.
M	MARK	Well I think you can download it to an iPod. Ira walks in.
M	MARK (CONT'D)	Hey Ira, this is Daisy.
F	DAISY	how's it going?
M	IRA	Nice to meet you. I think I gave you quarters once. Ira walks over to the kitchen area, takes out a paper cup.
M	IRA (CONT'D)	Don't worry, I'll just lick it off the counter. Nobody laughs. Ira starts wiping up the OJ with a rag.
M	EMCEE	Schneider didn't show up so, you can do ten minutes after Leo.
M	MAGICIAN	Don't go long because I have to load pigeons into my suit. I have to let them out or they'll die. I'm not fucking around. So when you get the light, don't go long. You've got one minute. ANGLE ON Leo on stage, doing a few more jokes. A MANAGER
M	MANAGER	Hey man. George Simmons just got here, he wants to go up. You're bumped. We'll put you on after George.
M	IRA	Well how long is he going to do?
M	MANAGER	I don't know. Last night he did five minutes. Last week he did an hour. fie'il do what he wants to do.
M	IRA	Well what about the magician? He just loaded his pigeons. He said I have to get off in ten minutes.
M	MANAGER	I'll have him unload the pigeons. Just be ready. Leo finishes his set to huge applause then comes off stage.
M	LEO	That was good, right? Some of the new stuff worked.
M	IRA	I just got bumped by George Simmons.
M	LEO	Are you serious? Shit - I've got a spot at the Improv, I cant hang out, damn.
M	EMCEE	A lot of times you hear about going to a comedy club and someone exciting shows up. I won't lie to you, that usually never happens. But tonight it is happening.
M	EMCEE (CONT'D)	Ladies and gentleman, you know him from [movie credits to go here] George Simmons? George walks on stage. The place goes crazy. He does some As George continues his act, it starts getting darker and
F	GEORGE	Ah life. What does it mean? sometimes life makes perfect sense. And then you `come'.
M	IRA	He's killing the crowd. Jesus, I can't follow this shit. After completely losing the crowd, and some minor
F	GEORGE	Life isn't all about laughs. Crazy shit happens. You've got to be nice to each other. You never know what's going to happen. Ira passes George as he heads onto the stage.
M	GEORGE (CONT'D)	Sorry I sucked it up out there. At least they are well rested for you. Ira, takes the stage. He starts trying to do his act, but he
M	IRA	I'm not good looking. I'm not bad looking. I'm just in the middle. And if I had a personality that was Jut good enough, it would put me over the edge. The joke fails. We reveal George also watching him bomb,
M	IRA	Sorry, man. I didn't mean to disturb you. I just can't open my door. There's no room.
F	GEORGE	Oh I'm sorry. Let me pull out. George pulls the car back ten feet.
M	GEORGE (CONT'D)	Hey man, you had some funny shit tonight.
M	IRA	Thanks!
F	GEORGE	Man, that audience hated you. They really did not like you. They liked your buddy, who looked exactly like you but was funnier. Man, that's going to haunt you. You're going to wake up in six months and think about this night.
M	IRA	Well, I'll probably bomb worse tomorrow and forget about this one.
F	GEORGE	I'm just fucking with you. You had some funny jokes in there. Good writing.
M	IRA	Well, obviously, I'm a... you know...I grew up on your shit, man. George just stares at him.
F	GEORGE	Alright, pal. Don't worry. Only two hundred people saw that tonight. I'll see you later. George pulls out, turns the car around, and as he passes by You're gonna die!!! I'm gonna kill you! Then he smiles at Ira and drives off. Ira smiles. This is
M	IRA	Holy shit, you got seven hundred thousand hits in four days.
M	LEO	They put it on the main page at YouTube and it exploded. Which would be awesome if someone would pay me. The phone rings.
M	IRA	Hello?
M	GEORGE (V.0.)	Hey, is this Ira?
M	IRA	Yeah. Who is this?
F	GEORGE	It's George.
M	IRA	Oh my gosh. Hey, how is it going?
F	GEORGE	I thought you and Leo were pretty funny last night and I have to do this corporate gig for Apple computers in a couple of days and I thought you guys could write me some jokes.
M	IRA	Definitely. What kind of jokes? Leo passes by in the background. We see Ira decide not to
F	GEORGE	I don't know, about computers and shit. I could mainly do my act but they like it if you talk about them a little.
M	IRA	No problem. Where do you want me to send em?
F	GEORGE	What is your email? I will send you my fax and email and all that.
M	IRA	It's a...irasexiraÃÂ®gmail.com.
F	GEORGE	I almost just changed my mind. You got to change that.
M	IRA	Ok.
F	GEORGE	Today. Seriously. Ok. Later. Ira hangs up and turns to his friends.
M	IRA	That was George Simmons. He wants me to write jokes for him.
M	LEO	Holy shit. That is awesome. You are so lucky.
M	MARK	Are you gonna get to meet him?
M	IRA	I don't know, but he is gonna send me his email address.
M	LEO	We are gonna have his email address? I have to send him the link to my short.
M	IRA	Easy. Let me get in there a little more. "Always erase your web history. I had a girlfriend hit history and see eleven hundred porn sites that I visited in Jonah sticks his head in.
M	LEO	I got one, but you have to tell him its mine. The best thing about Leopard is it lets you watch a porno, write a porno, shoot a porno, and order a porno all at the same time. And you guys made that possible. We see QUICK IMAGES of him typing and printing. He is Ira hesitates, then hits send. The phone rings. He answers it, groggy.
F	GEORGE	There's some funny shit in here. Not a bad ratio of good jokes to shit.
M	IRA	Thanks man. I just want to give you a lot of choices.
F	GEORGE	Too many choices. I don't like reading that much. I need like ten good jokes. I'm a little mad you made me read that many to get to ten. But thanks for doing it.
M	IRA	Oh, it was fun to try to write in your voice. I spent the whole night pretending I was you.
F	GEORGE	So you cried yourself to sleep? So you whacked off three times last night? Don't worry, I'll get you some money. Is five hundred good?
M	IRA	Yeah! That'll work.
F	GEORGE	I'm leaving at four tomorrow to go to the gig. You want to come check it out, see if your shit works?
M	LEO	Can we go outside and meet him?
M	IRA	No you can't. Because then we look like fans.
M	MARK	Maybe he's seen my show.
M	IRA	He doesn't watch your show. You're show is for eight-year-olds. It's a family show, he doesn't watch that shit.
M	LEO	I'll just go outside and pretend I'-,n washing my car. The Limo pulls up outside.
M	LEO (CONT'D)	Holy shit. I feel like my little girl is going to the prom.
F	GEORGE	How you doing, you ready for this?
M	IRA	Yeah, this'll be fun.
F	GEORGE	I think I'm going to have you go on before me to warn them up.
M	IRA	You don't have to do that. What if I bomb?
F	GEORGE	Hey, if you bomb, they'll just be more excited to see me. They'll be so glad your not on stage any more. Then if you do well, they'll be ready for me. Either way, you're helpful. The limo pulls up to a private jet. Ira is shocked. As they're having a conversation, Ira seems really freaked
F	GEORGE	I like this joke about watching porn and making porn all at the same time. That was a good one.
M	IRA	Oh good. Yeah, I thought you'd like that one. I was really happy with that one.
F	GEORGE	You want something to eat? I had them bring Chinese on the plane. Ira's eyes widen. He likes this way of life. ON STAGE - Sting is finishing up a set. This is a huge
M	DAVE	Okay, what do you want them to say when he introduces you? Do you have any credits he should mention?
M	IRA	Uh...credits? I don't really have any credits. Maybe you could just say I've been working on Apples for so long, my first one weighed more than I did. Nobody laughs.
F	GEORGE	And just say he's a friend of mine, and I think he's funny. Ira's walking off stage.
F	GEORGE	What the fuck is that? You did three of the jokes that you wrote for me.
M	IRA	I panicked. They just wanted jokes about computers.
F	GEORGE	That's why I hired you, to write jokes about computers. Ira takes out the long list of jokes he's written.
M	IRA	But there's a lot more. The first three on this page. You didn't think they would work, but I think they will. You should just try them.
F	GEORGE	They better kill, I'm getting paid a hundred thousand dollars for this.
M	IRA	Are you serious? ANGLE ON DAVE on stage.
M	DAVE	Ladies and gentleman, George Simmons. George does a few Apple jokes that do kill, and then he
F	GEORGE	We'll be on the ground in a half hour. Want to go to a bar? Do something fun?
M	IRA	Sure. I like fun.
F	GEORGE	Here's a grand for the jokes and the gig. Even though you should be paying me after that. Ira's eyes widen.
M	GEORGE (CONT'D)	Good job.
M	IRA	That's the most money I've ever made doing anything in comedy.
F	GEORGE	Then this is an exciting moment.
M	IRA	Well, I didn't make a hundred grand like you.
F	GEORGE	I feel nothing. I remember when a grand was the most exciting thing in the world. I'd go to Red Lobster and go nuts. Now it's just numbers in a bank account. Enjoy tonight. You made a thousand bucks. -- George and Ira talk to two women, MANDY and DAWN. They -- George focuses on Mandy, flirting and preparing her to go -- The other girl is now talking to a very uncomfortable Ira.
F	GEORGE	Hey, let's all go back to my house.
