M	CHARACTER	DIALOGUE
M	DANIEL	I own you, Ammar. You belong to me. Look at me. This is DANIEL STANTON, the CIA's man in Islamabad - a big
M	DANIEL (CONT'D)	If you don't look at me when I talk to you, I hurt you. If you step off this mat, I hurt you. If you lie to me, I'm gonna hurt you. Now, Look at me. His prisoner, AMMAR, stands on a decaying gym mat, surrounded
M	DANIEL (CONT'D)	Look at me, Ammar. Notably, one of the GUARDS wearing a ski mask does not take
M	DANIEL	Are we gonna board up these windows or what? Just off the plane from Washington, you're rocking your best suit for your first interrogation, and then you get this guy. It's not always this intense.
F	MAYA	I'm fine. She's not.
M	DANIEL	Just so you know, it's going to take awhile. He has to learn how helpless he is. Let's get a coffee.
F	MAYA	No, we should go back in. Something about the strange intensity of her expression makes
M	DANIEL	You know, there's no shame if you wanna watch from the monitor. She shakes her head.
M	DANIEL (CONT'D)	Alright. At the door, Daniel hands the ski mask back to Maya.
M	DANIEL (CONT'D)	You might want to put this on.
F	MAYA	You're not wearing one. Is he ever getting out?
M	DANIEL	Never.
M	DANIEL	Right now, this is about you coming to terms with your situation. It's you and me, bro. I want you to understand that I know you, that I've been studying you for a very long time. I could have had you killed Karachi. But I let you live so you and I could talk. You beat me when my hands are tied. I won't talk to you.
M	DANIEL	Life isn't always fair, my friend. Did you really think that when we got you, I'd be a nice fucking guy?
M	AMMAR	You're a mid-level guy. You're a garbage man in a corporation. Why should I respect you?
M	DANIEL	And you're a money man. A paperboy! Daniel paces around Ammar, anger rising.
M	DANIEL (CONT'D)	A disgrace to humanity!
M	DANIEL (CONT'D)	You and your uncle murdered three thousand innocent people. I have your name on a five-thousand dollar transfer via Western Union to a 9/11 hijacker. He leans into Ammar's ear. Uncomfortably close.
M	DANIEL (CONT'D)	And you got popped with 150 kilograms of high explosives in your house!
M	AND THEN YOU DARE QUESTION ME?!	
M	DANIEL (CONT'D)	I'm just fucking with you. Beat. He laughs again. I don't want to talk about 9/11. What I want to focus on is the Saudi group. Daniel shows him a photo.
M	DANIEL (CONT'D)	That there is Hazem al-Kashmiri. And I know this dude is up to some serious shit, and what I want from you is his Saudi email. Feel free to jump in. Ammar, bro, I know that you know this dude, just give me his email...and I will give you a blanket. I will give you a blanket and some solid food. No response from Ammar. Daniel starts putting on his gloves.
M	DANIEL (CONT'D)	I know that you know him.
M	AMMAR	I told you before, I won't talk to you.
